,where,are,proplastids,usually,found,?
proplastids,0.2330569177865982,0.42577677965164185,0.9999998807907104,0.36844027042388916,0.23301513493061066,0.20560644567012787
are,0.32389864325523376,1.0,0.42577677965164185,0.5635237097740173,0.2740558087825775,0.24591213464736938
commonly,0.27393415570259094,0.4038049578666687,0.26872408390045166,0.48629525303840637,0.2604556381702423,0.13546277582645416
found,0.2867223024368286,0.2740558087825775,0.23301513493061066,0.1686372309923172,0.9999999403953552,0.16790300607681274
in,0.5344807505607605,0.3841303884983063,0.21909134089946747,0.28848564624786377,0.39141854643821716,0.20430970191955566
an,0.24824833869934082,0.1556541919708252,0.1384498029947281,0.2654225528240204,0.11655625700950623,0.19793890416622162
adult,0.23356980085372925,0.21328388154506683,0.25891998410224915,0.31003880500793457,0.1380329728126526,0.14439715445041656
plant,0.2056075781583786,0.26068687438964844,0.4723294675350189,0.23373520374298096,0.2388850301504135,0.16613075137138367
's,0.0007701900321990252,-0.008927806280553341,0.014427022077143192,0.08620650321245193,0.005866709165275097,-0.023395681753754616
apical,0.14341118931770325,0.25850963592529297,0.3670312166213989,0.27900248765945435,0.2839941680431366,0.19312547147274017
meristems,0.18068772554397583,0.3850865960121155,0.5564208030700684,0.3743145167827606,0.18312276899814606,0.1298712193965912
.,0.41390106081962585,0.3452940285205841,0.25121399760246277,0.28580138087272644,0.3618174195289612,0.4130953550338745
,where,are,proplastids,usually,found,?
all,0.36365973949432373,0.5343062281608582,0.3452131450176239,0.34709247946739197,0.24743787944316864,0.29575422406196594
chloroplasts,0.22257623076438904,0.3103833794593811,0.8376321792602539,0.28637638688087463,0.23219403624534607,0.13049766421318054
in,0.5344807505607605,0.3841303884983063,0.21909134089946747,0.28848564624786377,0.39141854643821716,0.20430970191955566
a,0.40997210144996643,0.265255331993103,0.262615829706192,0.46690207719802856,0.2869448959827423,0.23916715383529663
plant,0.2056075781583786,0.26068687438964844,0.4723294675350189,0.23373520374298096,0.2388850301504135,0.16613075137138367
are,0.32389864325523376,1.0,0.42577677965164185,0.5635237097740173,0.2740558087825775,0.24591213464736938
descended,0.24205178022384644,0.22590206563472748,0.2920096516609192,0.14503347873687744,0.18688492476940155,0.1283303201198578
from,0.3713873624801636,0.2674213647842407,0.21484071016311646,0.25971752405166626,0.15488772094249725,0.19969791173934937
undifferentiated,0.3358753025531769,0.33559688925743103,0.5167652368545532,0.3530213534832001,0.23859019577503204,0.22367987036705017
proplastids,0.2330569177865982,0.42577677965164185,0.9999998807907104,0.36844027042388916,0.23301513493061066,0.20560644567012787
found,0.2867223024368286,0.2740558087825775,0.23301513493061066,0.1686372309923172,0.9999999403953552,0.16790300607681274
in,0.5344807505607605,0.3841303884983063,0.21909134089946747,0.28848564624786377,0.39141854643821716,0.20430970191955566
the,0.5003893971443176,0.40399202704429626,0.22643530368804932,0.36782920360565186,0.3452354073524475,0.22068053483963013
zygote,0.22154010832309723,0.2634500563144684,0.6213495135307312,0.3323017656803131,0.19849920272827148,0.16017307341098785
",",0.3149496018886566,0.4062570035457611,0.22562618553638458,0.21946179866790771,0.27385151386260986,0.31091248989105225
or,0.3651050925254822,0.5374364256858826,0.36983516812324524,0.654004693031311,0.22172152996063232,0.32389625906944275
fertilized,0.2599017024040222,0.28268149495124817,0.5050424933433533,0.32379937171936035,0.2660248577594757,0.14342130720615387
egg,0.15130402147769928,0.22794848680496216,0.38266170024871826,0.2915642559528351,0.12443513423204422,0.10452862083911896
.,0.41390106081962585,0.3452940285205841,0.25121399760246277,0.28580138087272644,0.3618174195289612,0.4130953550338745
