,in,what,year,did,harvard,and,radcliffe,admissions,merge,?
following,0.355264812707901,0.2506418824195862,0.2646180987358093,0.28040066361427307,0.1494593620300293,0.2696467339992523,0.1565932035446167,0.19585147500038147,0.1368689090013504,0.1555173695087433
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.24496200680732727,0.5171257257461548,0.22010628879070282,0.2730996906757355,0.26616451144218445,0.22068053483963013
merger,0.22860760986804962,0.15280666947364807,0.13849708437919617,0.13246625661849976,0.19790394604206085,0.16802267730236053,0.16973696649074554,0.20933449268341064,0.724096953868866,0.1345871090888977
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.25842633843421936,0.5116966962814331,0.2230839878320694,0.29729029536247253,0.19220814108848572,0.1826142966747284
harvard,0.26072487235069275,0.2177114188671112,0.12264450639486313,0.12897181510925293,1.0,0.2453373372554779,0.3531527817249298,0.3150351643562317,0.11325958371162415,0.11685016006231308
and,0.4954058527946472,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.2453373372554779,1.0,0.325842946767807,0.2922549247741699,0.18629194796085358,0.20544172823429108
radcliffe,0.2659769654273987,0.1320628672838211,0.14270807802677155,0.141121968626976,0.3531527817249298,0.325842946767807,1.0,0.28530585765838623,0.10740768164396286,0.06297651678323746
admissions,0.308417946100235,0.2906854748725891,0.20230574905872345,0.2906315326690674,0.3150351643562317,0.2922549247741699,0.28530585765838623,0.9999999403953552,0.14682531356811523,0.2463146448135376
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.26072487235069275,0.4954058527946472,0.2659769654273987,0.308417946100235,0.2031615823507309,0.20430970191955566
1977,0.09717167168855667,-0.14419497549533844,0.045230425894260406,-0.017416397109627724,-0.05607534572482109,0.10625912994146347,0.04772878810763359,-0.01673620194196701,-0.1278502345085144,-0.059247612953186035
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2719281017780304,0.6633074283599854,0.25974056124687195,0.2461037039756775,0.24273967742919922,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.24496200680732727,0.5171257257461548,0.22010628879070282,0.2730996906757355,0.26616451144218445,0.22068053483963013
proportion,0.2268213927745819,0.21334725618362427,0.15151049196720123,0.18728114664554596,0.13035424053668976,0.2984730005264282,0.11886832118034363,0.21732020378112793,0.12505030632019043,0.16980072855949402
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.25842633843421936,0.5116966962814331,0.2230839878320694,0.29729029536247253,0.19220814108848572,0.1826142966747284
female,0.1986217200756073,0.14235767722129822,0.22485977411270142,0.10207684338092804,0.12167490273714066,0.2491157501935959,0.2026679366827011,0.12549974024295807,0.17730338871479034,0.17839525640010834
undergraduates,0.2536255121231079,0.1987558901309967,0.2562604248523712,0.18849220871925354,0.44903212785720825,0.28725674748420715,0.3344326615333557,0.5285146832466125,0.17879170179367065,0.14489197731018066
steadily,0.2859576344490051,0.23011714220046997,0.2002348005771637,0.17145629227161407,0.1781051903963089,0.34257739782333374,0.11182326078414917,0.19484145939350128,0.19142788648605347,0.14833466708660126
increased,0.244624063372612,0.1599731743335724,0.2216162085533142,0.20765343308448792,0.0735296681523323,0.2943111062049866,0.14209416508674622,0.22004008293151855,0.058814261108636856,0.09587585180997849
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2719281017780304,0.6633074283599854,0.25974056124687195,0.2461037039756775,0.24273967742919922,0.31091248989105225
mirroring,0.27969613671302795,0.36280331015586853,0.15136601030826569,0.26344531774520874,0.1674312949180603,0.24062056839466095,0.10757569968700409,0.2406424731016159,0.2498806118965149,0.2260284125804901
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.24754071235656738,0.3739250600337982,0.2400786578655243,0.2775191366672516,0.21050550043582916,0.23916715383529663
trend,0.19545964896678925,0.22732172906398773,0.2638770043849945,0.147416889667511,0.10905857384204865,0.24407464265823364,0.1267131268978119,0.11140723526477814,0.20233039557933807,0.10325077921152115
throughout,0.46596065163612366,0.2130906730890274,0.2877594232559204,0.194510817527771,0.12484155595302582,0.36296960711479187,0.14704903960227966,0.23152635991573334,0.06657318025827408,0.12665234506130219
higher,0.23285751044750214,0.2538340389728546,0.20488835871219635,0.17969463765621185,0.16813009977340698,0.3147866129875183,0.08335507661104202,0.3375336527824402,0.1284879446029663,0.15679465234279633
education,0.2654339671134949,0.19940856099128723,0.18821442127227783,0.19762296974658966,0.3665267527103424,0.308173805475235,0.2633874714374542,0.49169787764549255,0.09836546331644058,0.18067774176597595
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.26072487235069275,0.4954058527946472,0.2659769654273987,0.308417946100235,0.2031615823507309,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.24496200680732727,0.5171257257461548,0.22010628879070282,0.2730996906757355,0.26616451144218445,0.22068053483963013
united,0.3938477039337158,0.20036718249320984,0.23911906778812408,0.21137088537216187,0.27756837010383606,0.28213179111480713,0.1771663874387741,0.30484235286712646,0.18161240220069885,0.17266890406608582
states,0.3977442979812622,0.21526020765304565,0.24276629090309143,0.21754568815231323,0.3025471568107605,0.2974761426448822,0.14390848577022552,0.32261690497398376,0.20802445709705353,0.16272737085819244
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.254516065120697,0.588965117931366,0.2367779165506363,0.3019466996192932,0.2164151519536972,0.4130953550338745
