,how,was,it,determined,how,many,from,each,camp,would,be,appointed,?
under,0.23006081581115723,0.2672741413116455,0.21007636189460754,0.18497660756111145,0.23006081581115723,0.21268652379512787,0.24506589770317078,0.18319731950759888,0.11462754756212234,0.23248223960399628,0.23514987528324127,0.20874756574630737,0.18233340978622437
the,0.33890387415885925,0.48711544275283813,0.6251175999641418,0.3632190227508545,0.33890387415885925,0.4335206151008606,0.40150508284568787,0.470844566822052,0.22520290315151215,0.4133751392364502,0.4248143136501312,0.2626524269580841,0.22068053483963013
deal,0.38440680503845215,0.19347058236598969,0.23528285324573517,0.22957992553710938,0.38440680503845215,0.29659226536750793,0.2055993378162384,0.19144904613494873,0.12775322794914246,0.3593999147415161,0.2771417796611786,0.22163383662700653,0.2513751685619354
",",0.22659391164779663,0.45456063747406006,0.48329564929008484,0.20723886787891388,0.22659391164779663,0.40610817074775696,0.39760664105415344,0.207483172416687,0.27754369378089905,0.32586824893951416,0.39254459738731384,0.27665549516677856,0.31091248989105225
the,0.33890387415885925,0.48711544275283813,0.6251175999641418,0.3632190227508545,0.33890387415885925,0.4335206151008606,0.40150508284568787,0.470844566822052,0.22520290315151215,0.4133751392364502,0.4248143136501312,0.2626524269580841,0.22068053483963013
president,0.1342112123966217,0.2505730390548706,0.20577441155910492,0.11459411680698395,0.1342112123966217,0.15858104825019836,0.14635725319385529,0.09665662795305252,0.12394856661558151,0.18554231524467468,0.1541743278503418,0.4252060055732727,0.14148259162902832
would,0.43239715695381165,0.41663143038749695,0.36398744583129883,0.4001385271549225,0.43239715695381165,0.33440667390823364,0.26231399178504944,0.36680325865745544,0.16662876307964325,1.0000001192092896,0.5202695727348328,0.21515989303588867,0.37178951501846313
appoint,0.17014062404632568,0.25670552253723145,0.17279285192489624,0.26820608973503113,0.17014062404632568,0.09737279266119003,0.17931078374385834,0.1719357669353485,0.15534718334674835,0.29683175683021545,0.19898240268230438,0.838501513004303,0.21547414362430573
cabinet,0.13558977842330933,0.24266314506530762,0.15305031836032867,0.17907941341400146,0.13558977842330933,0.14375314116477966,0.08113420754671097,0.14609205722808838,0.24574880301952362,0.19937004148960114,0.19572855532169342,0.4655914902687073,0.16409438848495483
ministers,0.1691262423992157,0.22213824093341827,0.17490260303020477,0.17405161261558533,0.1691262423992157,0.19665347039699554,0.19095659255981445,0.18362565338611603,0.16602562367916107,0.2592037320137024,0.22419656813144684,0.4392105042934418,0.15132683515548706
from,0.22939439117908478,0.31171464920043945,0.325604110956192,0.1263614296913147,0.22939439117908478,0.33099696040153503,1.0,0.22863267362117767,0.16059176623821259,0.26231399178504944,0.3107333183288574,0.15758055448532104,0.19969791173934937
both,0.3017238676548004,0.2990766167640686,0.37194210290908813,0.3165132701396942,0.3017238676548004,0.5466644167900085,0.299375057220459,0.3931492269039154,0.08180788904428482,0.3794318735599518,0.37506237626075745,0.17469722032546997,0.19455738365650177
pnu,0.16891701519489288,0.30045607686042786,0.21398590505123138,0.19477654993534088,0.16891701519489288,0.20620280504226685,0.2762391269207001,0.2162337750196457,0.1907050907611847,0.2780469059944153,0.26674187183380127,0.2821289300918579,0.2153494507074356
and,0.33647966384887695,0.3740963041782379,0.40957894921302795,0.2569243013858795,0.33647966384887695,0.5296266674995422,0.3601827025413513,0.2984027564525604,0.24328605830669403,0.34921059012413025,0.41766801476478577,0.2608291208744049,0.20544172823429108
odm,0.15479527413845062,0.1983935832977295,0.2948002517223358,0.027825547382235527,0.15479527413845062,0.2244432419538498,0.2637559473514557,0.23485304415225983,0.13016803562641144,0.07606267929077148,0.10770862549543381,0.13290385901927948,0.1599399894475937
camps,0.15502424538135529,0.2205420881509781,0.1495334953069687,0.10245093703269958,0.15502424538135529,0.2877422869205475,0.17245061695575714,0.09430602192878723,0.7178946137428284,0.24773074686527252,0.2161943018436432,0.1972215473651886,0.17811423540115356
depending,0.4327453076839447,0.1660737544298172,0.2684699296951294,0.41703224182128906,0.4327453076839447,0.34621211886405945,0.21672186255455017,0.5237826704978943,0.13033431768417358,0.3533783257007599,0.46038469672203064,0.0999310240149498,0.21704205870628357
on,0.32655060291290283,0.3909217119216919,0.4529881477355957,0.2385551929473877,0.32655060291290283,0.32520127296447754,0.36926645040512085,0.30782750248908997,0.17622487246990204,0.35589995980262756,0.37900757789611816,0.15697096288204193,0.2714994251728058
each,0.4183253347873688,0.14424845576286316,0.31343626976013184,0.347932368516922,0.4183253347873688,0.35348209738731384,0.22863267362117767,1.0,0.04159048572182655,0.36680325865745544,0.3907950520515442,0.11570903658866882,0.21173812448978424
party,0.1578328013420105,0.25508102774620056,0.20717155933380127,0.12100686877965927,0.1578328013420105,0.15995444357395172,0.2064429521560669,0.15031979978084564,0.1580200344324112,0.16558213531970978,0.18923810124397278,0.2665458917617798,0.19031576812267303
