,what,is,one,example,of,an,instance,that,the,quantitative,answer,to,the,traveling,salesman,problem,fails,to,answer,?
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.3755223751068115,0.733189046382904,0.4207492768764496,0.3539782464504242,0.5473989248275757,1.0,0.18140308558940887,0.24840699136257172,0.535392165184021,1.0,0.2753162384033203,0.18677568435668945,0.24928659200668335,0.2538469433784485,0.535392165184021,0.24840699136257172,0.22068053483963013
quantitative,0.3184710144996643,0.23734049499034882,0.2625408172607422,0.33267247676849365,0.31673023104667664,0.2012767493724823,0.3913169205188751,0.3228165805339813,0.18140308558940887,1.0,0.3035702407360077,0.2402993142604828,0.18140308558940887,0.14405186474323273,0.2473459094762802,0.34672126173973083,0.2208917737007141,0.2402993142604828,0.3035702407360077,0.23438139259815216
answer,0.44430363178253174,0.21693027019500732,0.33122217655181885,0.3096456527709961,0.17047110199928284,0.15634042024612427,0.40572625398635864,0.39350852370262146,0.24840699136257172,0.3035702407360077,1.0,0.31252485513687134,0.24840699136257172,0.1582871377468109,0.20194682478904724,0.4718674123287201,0.32313933968544006,0.31252485513687134,1.0,0.367276668548584
to,0.455847829580307,0.42745086550712585,0.4025384783744812,0.3451666533946991,0.41548454761505127,0.3138085603713989,0.3533851206302643,0.5436353087425232,0.535392165184021,0.2402993142604828,0.31252485513687134,1.0,0.535392165184021,0.2899523079395294,0.28244882822036743,0.2502208352088928,0.3298555612564087,1.0,0.31252485513687134,0.29463258385658264
this,0.5489566326141357,0.480927973985672,0.4978463351726532,0.4614826440811157,0.45148900151252747,0.41881775856018066,0.4409838914871216,0.6909449696540833,0.6274310946464539,0.309189110994339,0.3053611218929291,0.5759071707725525,0.6274310946464539,0.22859856486320496,0.1457769274711609,0.3937966227531433,0.3348231911659241,0.5759071707725525,0.3053611218929291,0.3155723512172699
particular,0.4548671245574951,0.3500361442565918,0.4187047481536865,0.5105355978012085,0.3490585684776306,0.34505125880241394,0.5084664225578308,0.506353497505188,0.4066357910633087,0.40093591809272766,0.2910423278808594,0.40318208932876587,0.4066357910633087,0.21740658581256866,0.20096375048160553,0.3296976685523987,0.2693140506744385,0.40318208932876587,0.2910423278808594,0.2741454839706421
problem,0.42183366417884827,0.23238427937030792,0.36451512575149536,0.3561607897281647,0.20464475452899933,0.21292734146118164,0.37468287348747253,0.4416671693325043,0.24928659200668335,0.34672126173973083,0.4718674123287201,0.2502208352088928,0.24928659200668335,0.1737433224916458,0.31256964802742004,1.0,0.3162388205528259,0.2502208352088928,0.4718674123287201,0.3762950301170349
instance,0.3862040638923645,0.33154773712158203,0.40681207180023193,0.5611910223960876,0.3011147379875183,0.2888215482234955,1.0000001192092896,0.4266536235809326,0.3539782464504242,0.3913169205188751,0.40572625398635864,0.3533851206302643,0.3539782464504242,0.22138568758964539,0.23592637479305267,0.37468287348747253,0.26787030696868896,0.3533851206302643,0.40572625398635864,0.30205854773521423
is,0.28837618231773376,1.0,0.4544198513031006,0.36737263202667236,0.4854315221309662,0.4654068350791931,0.33154773712158203,0.3995479643344879,0.5823672413825989,0.23734049499034882,0.21693027019500732,0.42745086550712585,0.5823672413825989,0.16917747259140015,0.23787350952625275,0.23238427937030792,0.238479882478714,0.42745086550712585,0.21693027019500732,0.22961433231830597
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.3570667505264282,1.0,0.32280945777893066,0.3011147379875183,0.41498205065727234,0.733189046382904,0.31673023104667664,0.17047110199928284,0.41548454761505127,0.733189046382904,0.2297215312719345,0.1335330307483673,0.20464475452899933,0.15488888323307037,0.41548454761505127,0.17047110199928284,0.1826142966747284
little,0.2614184617996216,0.23436859250068665,0.2340225726366043,0.1848982274532318,0.20116642117500305,0.18403789401054382,0.18917572498321533,0.3069852590560913,0.2412613034248352,0.16596634685993195,0.1435510814189911,0.2547711431980133,0.2412613034248352,0.17494723200798035,0.1184166818857193,0.20435665547847748,0.18199202418327332,0.2547711431980133,0.1435510814189911,0.20336517691612244
use,0.3453877568244934,0.3357410430908203,0.3501819968223572,0.5154585838317871,0.2750902473926544,0.24603988230228424,0.4810474216938019,0.3939064145088196,0.34342584013938904,0.3323443531990051,0.3131899833679199,0.47261837124824524,0.34342584013938904,0.18966366350650787,0.1930052489042282,0.41154801845550537,0.2578038275241852,0.47261837124824524,0.3131899833679199,0.32795652747154236
for,0.3017193675041199,0.43268078565597534,0.384836345911026,0.45665353536605835,0.4185989499092102,0.3236706852912903,0.4085063934326172,0.4137635827064514,0.4739971458911896,0.2784408628940582,0.26086002588272095,0.4451248347759247,0.4739971458911896,0.23135124146938324,0.25454333424568176,0.2661307752132416,0.21834568679332733,0.4451248347759247,0.26086002588272095,0.264628142118454
solving,0.32633283734321594,0.24057920277118683,0.2708328068256378,0.33676081895828247,0.257053017616272,0.16667403280735016,0.38017332553863525,0.3153618276119232,0.24101409316062927,0.4185802638530731,0.42517560720443726,0.2473996877670288,0.24101409316062927,0.2063293606042862,0.279349684715271,0.5450041890144348,0.20967084169387817,0.2473996877670288,0.42517560720443726,0.27607977390289307
other,0.341873437166214,0.25895947217941284,0.45956575870513916,0.42318204045295715,0.38583824038505554,0.1556563824415207,0.3569113612174988,0.5570666193962097,0.44152235984802246,0.2909279465675354,0.24346938729286194,0.4193183183670044,0.44152235984802246,0.23424993455410004,0.17702220380306244,0.24557681381702423,0.193562850356102,0.4193183183670044,0.24346938729286194,0.24682199954986572
instances,0.37020906805992126,0.25202253460884094,0.3663144111633301,0.44540172815322876,0.305372416973114,0.2387576550245285,0.7962096929550171,0.4536515772342682,0.33414426445961,0.38213539123535156,0.3951796591281891,0.35826775431632996,0.33414426445961,0.25357475876808167,0.1433752477169037,0.3573509752750397,0.2519267201423645,0.35826775431632996,0.3951796591281891,0.3098512887954712
of,0.33290785551071167,0.4854315221309662,0.4999135136604309,0.3570667505264282,1.0,0.32280945777893066,0.3011147379875183,0.41498205065727234,0.733189046382904,0.31673023104667664,0.17047110199928284,0.41548454761505127,0.733189046382904,0.2297215312719345,0.1335330307483673,0.20464475452899933,0.15488888323307037,0.41548454761505127,0.17047110199928284,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.5514441132545471,0.3755223751068115,0.733189046382904,0.4207492768764496,0.3539782464504242,0.5473989248275757,1.0,0.18140308558940887,0.24840699136257172,0.535392165184021,1.0,0.2753162384033203,0.18677568435668945,0.24928659200668335,0.2538469433784485,0.535392165184021,0.24840699136257172,0.22068053483963013
problem,0.42183366417884827,0.23238427937030792,0.36451512575149536,0.3561607897281647,0.20464475452899933,0.21292734146118164,0.37468287348747253,0.4416671693325043,0.24928659200668335,0.34672126173973083,0.4718674123287201,0.2502208352088928,0.24928659200668335,0.1737433224916458,0.31256964802742004,1.0,0.3162388205528259,0.2502208352088928,0.4718674123287201,0.3762950301170349
",",0.3087472915649414,0.4691906273365021,0.3696635365486145,0.3094974756240845,0.4946078956127167,0.3581022024154663,0.3124626874923706,0.4137537479400635,0.4933079481124878,0.23551496863365173,0.2860236167907715,0.44245919585227966,0.4933079481124878,0.19962750375270844,0.19904711842536926,0.23938199877738953,0.27187231183052063,0.44245919585227966,0.2860236167907715,0.31091248989105225
such,0.23989605903625488,0.23545363545417786,0.3596789240837097,0.4555383324623108,0.3209529519081116,0.2025681436061859,0.40513986349105835,0.4479874074459076,0.3575236201286316,0.3416658043861389,0.16739481687545776,0.2871878743171692,0.3575236201286316,0.2169000506401062,0.2010127753019333,0.3146115839481354,0.14809510111808777,0.2871878743171692,0.16739481687545776,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.3954789340496063,0.35903409123420715,0.3886612355709076,0.37218472361564636,0.3699146807193756,0.4735107421875,0.48381632566452026,0.2843768000602722,0.2434782236814499,0.42092081904411316,0.48381632566452026,0.18971411883831024,0.25110310316085815,0.2586832344532013,0.17683103680610657,0.42092081904411316,0.2434782236814499,0.27043893933296204
asking,0.48389121890068054,0.17226576805114746,0.26453447341918945,0.2654064893722534,0.22649909555912018,0.1484241783618927,0.30668503046035767,0.43713614344596863,0.2650352418422699,0.18917378783226013,0.5233092904090881,0.39314889907836914,0.2650352418422699,0.22613830864429474,0.17986151576042175,0.3451365828514099,0.34576311707496643,0.39314889907836914,0.5233092904090881,0.39706939458847046
for,0.3017193675041199,0.43268078565597534,0.384836345911026,0.45665353536605835,0.4185989499092102,0.3236706852912903,0.4085063934326172,0.4137635827064514,0.4739971458911896,0.2784408628940582,0.26086002588272095,0.4451248347759247,0.4739971458911896,0.23135124146938324,0.25454333424568176,0.2661307752132416,0.21834568679332733,0.4451248347759247,0.26086002588272095,0.264628142118454
a,0.3320399522781372,0.658733606338501,0.4910551905632019,0.40234753489494324,0.5052502155303955,0.44552403688430786,0.40728384256362915,0.47537946701049805,0.5829201340675354,0.2556931674480438,0.2724393308162689,0.45503583550453186,0.5829201340675354,0.26968079805374146,0.3150462508201599,0.2605542540550232,0.28418266773223877,0.45503583550453186,0.2724393308162689,0.23916715383529663
round,0.19122174382209778,0.13961920142173767,0.17253246903419495,0.13878454267978668,0.15754494071006775,0.12592843174934387,0.12289833277463913,0.20422427356243134,0.19933617115020752,0.18108981847763062,0.25565364956855774,0.22003763914108276,0.19933617115020752,0.1262233406305313,0.13699547946453094,0.14365220069885254,0.11025639623403549,0.22003763914108276,0.25565364956855774,0.17003268003463745
trip,0.24576207995414734,0.22472994029521942,0.26062703132629395,0.14898669719696045,0.20024117827415466,0.14932841062545776,0.19580280780792236,0.2373858243227005,0.2299763560295105,0.10045564919710159,0.21081291139125824,0.29589349031448364,0.2299763560295105,0.45069029927253723,0.28847965598106384,0.17428287863731384,0.12467356771230698,0.29589349031448364,0.21081291139125824,0.09162633121013641
through,0.23167094588279724,0.27805060148239136,0.252647340297699,0.21204134821891785,0.3647414743900299,0.208332821726799,0.24498572945594788,0.3152649402618408,0.44071322679519653,0.2048557698726654,0.15592077374458313,0.4062686562538147,0.44071322679519653,0.3473406136035919,0.20736265182495117,0.21959857642650604,0.15926310420036316,0.4062686562538147,0.15592077374458313,0.16913433372974396
all,0.41981086134910583,0.2553904056549072,0.4628787636756897,0.3405359387397766,0.42798417806625366,0.1916661262512207,0.3858231008052826,0.53305584192276,0.4860881567001343,0.23077552020549774,0.29451799392700195,0.42520734667778015,0.4860881567001343,0.21869045495986938,0.11542848497629166,0.2699645459651947,0.2514103949069977,0.42520734667778015,0.29451799392700195,0.29575422406196594
sites,0.23563508689403534,0.2070067971944809,0.26739686727523804,0.23595045506954193,0.24120540916919708,0.20141173899173737,0.2625546157360077,0.25931310653686523,0.2751152217388153,0.17426350712776184,0.06948495656251907,0.2365284264087677,0.2751152217388153,0.1422383189201355,0.10080169886350632,0.17451313138008118,0.09373705089092255,0.2365284264087677,0.06948495656251907,0.20032718777656555
in,0.30808621644973755,0.5394441485404968,0.4129433035850525,0.30483278632164,0.5696388483047485,0.2605783939361572,0.23631897568702698,0.435920387506485,0.6662389636039734,0.19619323313236237,0.14774714410305023,0.45010748505592346,0.6662389636039734,0.20478862524032593,0.2544902563095093,0.16969570517539978,0.11617383360862732,0.45010748505592346,0.14774714410305023,0.20430970191955566
milan,0.11907852441072464,0.11731195449829102,0.17884744703769684,0.1116216853260994,0.19778676331043243,0.10674502700567245,0.11800280213356018,0.1533479541540146,0.19558972120285034,0.14420196413993835,0.09975707530975342,0.19568127393722534,0.19558972120285034,0.17671740055084229,0.20464622974395752,0.13449329137802124,0.10986647754907608,0.19568127393722534,0.09975707530975342,0.11551915854215622
whose,0.22831642627716064,0.26491984724998474,0.38778331875801086,0.28134453296661377,0.37058958411216736,0.3151819109916687,0.31651514768600464,0.3740115463733673,0.38253846764564514,0.16427719593048096,0.14510981738567352,0.320825457572937,0.38253846764564514,0.15839260816574097,0.24870695173740387,0.1399022936820984,0.17245978116989136,0.320825457572937,0.14510981738567352,0.16990536451339722
total,0.19850242137908936,0.18159881234169006,0.2843787372112274,0.11151807755231857,0.29045331478118896,0.1526704579591751,0.18135038018226624,0.25605857372283936,0.27068960666656494,0.2340109944343567,0.16264081001281738,0.22792020440101624,0.27068960666656494,0.06937733292579651,0.009641267359256744,0.12327253073453903,0.10684020072221756,0.22792020440101624,0.16264081001281738,0.14396025240421295
length,0.20598092675209045,0.2527557909488678,0.30208128690719604,0.2222132831811905,0.22847424447536469,0.17284424602985382,0.2742689251899719,0.27895936369895935,0.26581600308418274,0.2763043940067291,0.18162530660629272,0.19374629855155945,0.26581600308418274,0.2188147008419037,0.1152663305401802,0.15699385106563568,0.14044466614723206,0.19374629855155945,0.18162530660629272,0.16668567061424255
is,0.28837618231773376,1.0,0.4544198513031006,0.36737263202667236,0.4854315221309662,0.4654068350791931,0.33154773712158203,0.3995479643344879,0.5823672413825989,0.23734049499034882,0.21693027019500732,0.42745086550712585,0.5823672413825989,0.16917747259140015,0.23787350952625275,0.23238427937030792,0.238479882478714,0.42745086550712585,0.21693027019500732,0.22961433231830597
at,0.2838611304759979,0.25906258821487427,0.32580816745758057,0.21853865683078766,0.42558613419532776,0.2446778565645218,0.16425691545009613,0.3183255195617676,0.457212895154953,0.14612142741680145,0.24629774689674377,0.36524343490600586,0.457212895154953,0.2422938048839569,0.17480652034282684,0.2246675044298172,0.19100244343280792,0.36524343490600586,0.24629774689674377,0.21978627145290375
most,0.3219912350177765,0.41165053844451904,0.5404669642448425,0.3754276633262634,0.4178851246833801,0.2748267352581024,0.3487294614315033,0.4497850239276886,0.47635307908058167,0.26180824637413025,0.16256992518901825,0.321603000164032,0.47635307908058167,0.204738587141037,0.12477321922779083,0.2509269416332245,0.17984457314014435,0.321603000164032,0.16256992518901825,0.2107497900724411
