,where,is,samuel,marsden,collegiate,school,located,?
private,0.2538891136646271,0.1420905888080597,0.07624443620443344,0.13272599875926971,0.23917949199676514,0.3584248125553131,0.22781185805797577,0.14389030635356903
schools,0.18881578743457794,0.2022145688533783,0.12407239526510239,0.0879724845290184,0.43347060680389404,0.7602541446685791,0.20446833968162537,0.18349280953407288
are,0.32389864325523376,0.5330929756164551,0.0670538917183876,0.18809404969215393,0.17936471104621887,0.17021894454956055,0.24096766114234924,0.24591213464736938
often,0.4629369378089905,0.3856629431247711,0.09224137663841248,0.1969231367111206,0.23570574820041656,0.13291814923286438,0.13184693455696106,0.23748154938220978
anglican,0.16777019202709198,0.22127680480480194,0.2616351246833801,0.16337430477142334,0.366086483001709,0.2822481095790863,0.09929317235946655,0.11877371370792389
",",0.3149496018886566,0.4691906273365021,0.23438695073127747,0.3701763153076172,0.2677573263645172,0.27141863107681274,0.2678719460964203,0.31091248989105225
such,0.3198639750480652,0.23545363545417786,0.15699048340320587,0.2057158499956131,0.18332888185977936,0.13059592247009277,0.12636038661003113,0.17851735651493073
as,0.35409465432167053,0.43216490745544434,0.1624153107404709,0.2704586088657379,0.21885444223880768,0.2065676748752594,0.20928777754306793,0.27043893933296204
king,0.16932229697704315,0.193196102976799,0.15001530945301056,0.22595897316932678,0.1811700463294983,0.1429506242275238,0.13174057006835938,0.19130074977874756
's,0.0007701900321990252,0.02396530658006668,-0.025841904804110527,0.07092805206775665,0.02952670119702816,-0.017113132402300835,-0.031078986823558807,-0.023395681753754616
college,0.1927255094051361,0.15433147549629211,0.1728418916463852,0.23479518294334412,0.6322863101959229,0.569277286529541,0.20386630296707153,0.11076676845550537
and,0.43859338760375977,0.3859752118587494,0.19269035756587982,0.28979799151420593,0.2666751742362976,0.2752758264541626,0.24183952808380127,0.20544172823429108
diocesan,0.1939648538827896,0.1895219385623932,0.16070979833602905,0.1412762999534607,0.4005087912082672,0.2525169551372528,0.2612861096858978,0.10135997086763382
school,0.23611775040626526,0.19488026201725006,0.17417867481708527,0.20054064691066742,0.4233478307723999,1.0,0.19245630502700806,0.15091250836849213
for,0.38599511981010437,0.43268078565597534,0.13092516362667084,0.1600514054298401,0.21408334374427795,0.18618352711200714,0.1493360996246338,0.264628142118454
girls,0.13564050197601318,0.16754484176635742,0.1910572350025177,0.2283353954553604,0.27193722128868103,0.44039908051490784,0.12168770283460617,0.1302518993616104
in,0.5344807505607605,0.5394441485404968,0.20420196652412415,0.22819261252880096,0.25324925780296326,0.26157811284065247,0.35149815678596497,0.20430970191955566
