,what,site,is,located,in,the,san,francisco,bay,area,?
the,0.42745697498321533,0.288954496383667,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.2858080565929413,0.25086042284965515,0.2441686987876892,0.37834644317626953,0.22068053483963013
league,0.16616638004779816,0.12063669413328171,0.1591515690088272,0.13694164156913757,0.22963495552539825,0.2724147439002991,0.1909821480512619,0.1808435320854187,0.22867654263973236,0.23365391790866852,0.15941482782363892
eventually,0.28470873832702637,0.13389763236045837,0.18755480647087097,0.11140192300081253,0.3575967252254486,0.42022404074668884,0.17987598478794098,0.18357032537460327,0.1445460021495819,0.1515447348356247,0.13642115890979767
narrowed,0.25415581464767456,0.10053332895040512,0.19825032353401184,0.23180274665355682,0.21199606359004974,0.3612460196018219,0.1411656141281128,0.14547832310199738,0.23891521990299225,0.2464132010936737,0.1559450924396515
the,0.42745697498321533,0.288954496383667,0.5823672413825989,0.407527357339859,0.6662389636039734,1.0,0.2858080565929413,0.25086042284965515,0.2441686987876892,0.37834644317626953,0.22068053483963013
bids,0.11914563924074173,0.08840663731098175,0.16304871439933777,0.13396961987018585,0.23701345920562744,0.2717687487602234,0.08113818615674973,0.07338255643844604,0.06965621560811996,0.11038852483034134,0.13915638625621796
to,0.455847829580307,0.2310456782579422,0.42745086550712585,0.20850814878940582,0.45010748505592346,0.535392165184021,0.21651452779769897,0.21318043768405914,0.15862606465816498,0.2797197997570038,0.29463258385658264
three,0.24888746440410614,0.15227417647838593,0.23072560131549835,0.22259211540222168,0.34828072786331177,0.43452659249305725,0.16826774179935455,0.17635171115398407,0.22799807786941528,0.1964956521987915,0.20928427577018738
sites,0.23563508689403534,0.6281419992446899,0.2070067971944809,0.3279728591442108,0.2618137300014496,0.2751152217388153,0.12291532009840012,0.10680905729532242,0.14071621000766754,0.2600058317184448,0.20032718777656555
:,-0.12022944539785385,-0.1111384779214859,-0.07222653180360794,-0.1445346474647522,0.020521078258752823,-0.03403344005346298,-0.048777103424072266,-0.062115348875522614,-0.08277121931314468,-0.07871101796627045,-0.07156077772378922
new,0.2130378633737564,0.2091917097568512,0.2208656519651413,0.15510645508766174,0.3758552670478821,0.3845241069793701,0.22082360088825226,0.2623673379421234,0.2279820740222931,0.16119444370269775,0.14782847464084625
orleans,0.14538788795471191,0.13184593617916107,0.1614922136068344,0.12489230930805206,0.20925204455852509,0.22309443354606628,0.30649060010910034,0.3442530632019043,0.3409731388092041,0.21813926100730896,0.13097690045833588
',0.3245812654495239,0.2368120700120926,0.5508411526679993,0.25896891951560974,0.4158826768398285,0.474788099527359,0.19414301216602325,0.1600075662136078,0.185714989900589,0.2060522437095642,0.330942302942276
mercedes-benz,0.15212507545948029,0.11913543194532394,0.12088383734226227,0.08812518417835236,0.2120264321565628,0.19218237698078156,0.26810982823371887,0.24120178818702698,0.09854079782962799,0.09328524023294449,0.20224438607692719
superdome,0.13333910703659058,0.14554396271705627,0.2004878968000412,0.21039210259914398,0.2625907063484192,0.24818874895572662,0.26198190450668335,0.2529340982437134,0.16591648757457733,0.17000451683998108,0.10737294703722
",",0.3087472915649414,0.2036259025335312,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.4933079481124878,0.25561806559562683,0.22144022583961487,0.26044994592666626,0.2664283812046051,0.31091248989105225
miami,0.1000966876745224,0.10719652473926544,0.15470117330551147,0.24643424153327942,0.17197883129119873,0.19180938601493835,0.3835955858230591,0.36394280195236206,0.2541936933994293,0.22475723922252655,0.14054250717163086
's,0.02692362666130066,0.007863886654376984,0.02396530658006668,-0.031078986823558807,-0.037580832839012146,-0.01540423184633255,-0.022058377042412758,0.024126283824443817,0.04795898124575615,-0.002423585159704089,-0.023395681753754616
sun,0.207769975066185,0.0744904950261116,0.19175934791564941,0.1096697524189949,0.16873624920845032,0.258540540933609,0.19028885662555695,0.16275788843631744,0.15651625394821167,0.13395428657531738,0.1497713327407837
life,0.24693015217781067,0.1356610208749771,0.2110576033592224,0.08137920498847961,0.27054134011268616,0.23528170585632324,0.1469491869211197,0.1663951873779297,0.11827374249696732,0.05918777361512184,0.21677987277507782
stadium,0.12456028908491135,0.22360195219516754,0.18311816453933716,0.28421011567115784,0.21361783146858215,0.21145665645599365,0.2035229355096817,0.21494066715240479,0.22726500034332275,0.22079673409461975,0.07579939067363739
",",0.3087472915649414,0.2036259025335312,0.4691906273365021,0.2678719460964203,0.5201468467712402,0.4933079481124878,0.25561806559562683,0.22144022583961487,0.26044994592666626,0.2664283812046051,0.31091248989105225
