,if,p,is,ultimately,proven,to,be,equal,tot,np,",",what,effect,would,this,have,on,the,efficiency,of,problems,?
if,1.0,0.17701710760593414,0.30927813053131104,0.28991395235061646,0.387518048286438,0.4559597074985504,0.5628611445426941,0.385101854801178,0.19434909522533417,0.30719754099845886,0.257730096578598,0.5277165174484253,0.2886280417442322,0.5543612837791443,0.48231831192970276,0.48852935433387756,0.24549968540668488,0.33724796772003174,0.2825915217399597,0.2557544410228729,0.3437747657299042,0.4441644251346588
the,0.33724796772003174,0.16481639444828033,0.5823672413825989,0.38258427381515503,0.19108618795871735,0.535392165184021,0.4248143136501312,0.21154357492923737,0.16155070066452026,0.14565430581569672,0.4933079481124878,0.42745697498321533,0.2865084111690521,0.4133751392364502,0.6274310946464539,0.40389683842658997,0.5107308030128479,1.0,0.18687312304973602,0.733189046382904,0.2659202516078949,0.22068053483963013
answer,0.4832538664340973,0.14139629900455475,0.21693027019500732,0.2599392533302307,0.3928512930870056,0.31252485513687134,0.342246413230896,0.2734106481075287,0.17998039722442627,0.40026506781578064,0.2860236167907715,0.44430363178253174,0.14633135497570038,0.377984881401062,0.3053611218929291,0.3215619921684265,0.22382852435112,0.24840699136257172,0.21116717159748077,0.17047110199928284,0.311367928981781,0.367276668548584
is,0.30927813053131104,0.11757151037454605,1.0,0.1967305839061737,0.22738951444625854,0.42745086550712585,0.4819129705429077,0.20287640392780304,0.1720428466796875,0.2208731323480606,0.4691906273365021,0.28837618231773376,0.17614969611167908,0.33626067638397217,0.480927973985672,0.3613572418689728,0.3635730445384979,0.5823672413825989,0.19588415324687958,0.4854315221309662,0.16985496878623962,0.22961433231830597
yes,0.39983829855918884,0.06997565925121307,0.16542133688926697,0.16044341027736664,0.1655762791633606,0.2151886224746704,0.23966220021247864,0.16481150686740875,0.21726037561893463,0.2432684600353241,0.20740842819213867,0.35806095600128174,0.13672752678394318,0.2976594567298889,0.2708483636379242,0.2732752859592438,0.2077106386423111,0.17053739726543427,0.14422737061977386,0.09911797195672989,0.22450001537799835,0.3918913006782532
",",0.257730096578598,0.291064590215683,0.4691906273365021,0.2059108316898346,0.21999844908714294,0.44245919585227966,0.39254459738731384,0.2120320051908493,0.28840380907058716,0.1823609173297882,1.0000001192092896,0.3087472915649414,0.2150653600692749,0.32586824893951416,0.4316047728061676,0.3541618287563324,0.49057599902153015,0.4933079481124878,0.2014506459236145,0.4946078956127167,0.2596952021121979,0.31091248989105225
many,0.2803558111190796,0.10583154857158661,0.2649032473564148,0.2872871458530426,0.28942427039146423,0.40243685245513916,0.3961109519004822,0.223395437002182,0.1349361389875412,0.16211500763893127,0.40610817074775696,0.36131182312965393,0.25682884454727173,0.33440667390823364,0.43532639741897583,0.5841760635375977,0.32520127296447754,0.4335206151008606,0.20876054465770721,0.37253960967063904,0.33828115463256836,0.2124512493610382
important,0.2322523444890976,0.11375938355922699,0.350485235452652,0.13371175527572632,0.20007924735546112,0.30913278460502625,0.2492702454328537,0.21907901763916016,0.11959757655858994,0.20214296877384186,0.3452564477920532,0.31164905428886414,0.19210369884967804,0.23083971440792084,0.4004398584365845,0.31485000252723694,0.23164092004299164,0.39348116517066956,0.2124224454164505,0.43301743268966675,0.2298530638217926,0.17812499403953552
problems,0.3437747657299042,0.1230422630906105,0.16985496878623962,0.27090317010879517,0.3036702573299408,0.28989166021347046,0.2817195653915405,0.19165484607219696,0.09039787203073502,0.3503378927707672,0.2596952021121979,0.3306994140148163,0.2976492941379547,0.30150145292282104,0.33706656098365784,0.35452309250831604,0.22423362731933594,0.2659202516078949,0.29948583245277405,0.2450421154499054,1.0,0.2638136148452759
can,0.5903681516647339,0.15593776106834412,0.44256699085235596,0.20863687992095947,0.34507638216018677,0.4979398250579834,0.5791122913360596,0.27450141310691833,0.14962227642536163,0.29079514741897583,0.3139454126358032,0.34502777457237244,0.2831771671772003,0.5638198852539062,0.4006461203098297,0.5489245653152466,0.2772369682788849,0.312528520822525,0.32869425415992737,0.2603091299533844,0.326987624168396,0.3226337134838104
be,0.5628611445426941,0.12313798069953918,0.4819129705429077,0.27691787481307983,0.3652443289756775,0.4972836375236511,1.0,0.3166142404079437,0.13134336471557617,0.24087633192539215,0.39254459738731384,0.3929833769798279,0.3193022906780243,0.5202695727348328,0.566177248954773,0.5760743618011475,0.37900757789611816,0.4248143136501312,0.30477508902549744,0.33904364705085754,0.2817195653915405,0.3324260413646698
shown,0.24471823871135712,0.09382953494787216,0.2509501576423645,0.1478239893913269,0.32553550601005554,0.23958280682563782,0.3122435212135315,0.1873784065246582,0.10919259488582611,0.21758389472961426,0.25911012291908264,0.2601207196712494,0.26157668232917786,0.23785531520843506,0.35030120611190796,0.28475403785705566,0.33996689319610596,0.3387985825538635,0.13719981908798218,0.24332952499389648,0.16166262328624725,0.2433658242225647
to,0.4559597074985504,0.14269764721393585,0.42745086550712585,0.3470746874809265,0.26366204023361206,1.0,0.4972836375236511,0.28325995802879333,0.20619390904903412,0.12644809484481812,0.44245919585227966,0.455847829580307,0.2521958649158478,0.5965728163719177,0.5759071707725525,0.4544740617275238,0.41031414270401,0.535392165184021,0.28056567907333374,0.41548454761505127,0.28989166021347046,0.29463258385658264
have,0.48852935433387756,0.10824868083000183,0.3613572418689728,0.2803919017314911,0.3934849500656128,0.4544740617275238,0.5760743618011475,0.2942688465118408,0.12869033217430115,0.2159043550491333,0.3541618287563324,0.39808809757232666,0.27919867634773254,0.484149694442749,0.4660032093524933,0.9999999403953552,0.36494916677474976,0.40389683842658997,0.21326446533203125,0.3802283704280853,0.35452309250831604,0.32991164922714233
more,0.3938486874103546,0.12040556222200394,0.2946030795574188,0.28691843152046204,0.31866544485092163,0.47084665298461914,0.5445363521575928,0.23232722282409668,0.11976824700832367,0.17810054123401642,0.3696524500846863,0.3484537899494171,0.29258641600608826,0.446984201669693,0.5430014133453369,0.49033403396606445,0.37351730465888977,0.39758381247520447,0.33479443192481995,0.30478984117507935,0.3108620345592499,0.27894994616508484
efficient,0.31770819425582886,0.20557300746440887,0.19970080256462097,0.23510079085826874,0.3394054174423218,0.29811713099479675,0.35431450605392456,0.31148436665534973,0.018181804567575455,0.22501961886882782,0.19394852221012115,0.22662539780139923,0.3127191960811615,0.30936524271965027,0.37687912583351135,0.3148762583732605,0.14957718551158905,0.22032952308654785,0.8282090425491333,0.22586165368556976,0.30970868468284607,0.18034493923187256
solutions,0.32996687293052673,0.14792987704277039,0.21688924729824066,0.2650356888771057,0.3372206687927246,0.27792859077453613,0.2909974753856659,0.2547256350517273,0.0934373065829277,0.41646888852119446,0.24611519277095795,0.24168464541435242,0.23186036944389343,0.3000178635120392,0.2784408926963806,0.26327401399612427,0.14568139612674713,0.16011716425418854,0.37514716386795044,0.20114821195602417,0.44229480624198914,0.2454053908586502
.,0.421799898147583,0.2982616722583771,0.4569662809371948,0.21862563490867615,0.25880759954452515,0.4645031690597534,0.4383580684661865,0.25790271162986755,0.21677395701408386,0.26927393674850464,0.6812511086463928,0.3567904531955719,0.2277858853340149,0.35067233443260193,0.500583827495575,0.41614407300949097,0.49257001280784607,0.5934505462646484,0.220932275056839,0.5352458953857422,0.2602308988571167,0.4130953550338745
