,what,is,internet2
internet2,0.20499706268310547,0.17447224259376526,1.0
is,0.28837618231773376,1.0,0.17447224259376526
a,0.3320399522781372,0.658733606338501,0.23332996666431427
not-for-profit,0.3182644248008728,0.26606664061546326,0.27973705530166626
united,0.20036718249320984,0.22408509254455566,0.1966465413570404
states,0.21526020765304565,0.21939043700695038,0.20723381638526917
computer,0.26911869645118713,0.2406304031610489,0.4559060335159302
networking,0.2650068402290344,0.24273493885993958,0.5294600129127502
consortium,0.15345516800880432,0.19807057082653046,0.2676836848258972
led,0.12112844735383987,0.14361225068569183,0.15957313776016235
by,0.2455483376979828,0.3899846076965332,0.21494929492473602
members,0.16873176395893097,0.1897467076778412,0.1819171905517578
from,0.2737620174884796,0.27355384826660156,0.1624237298965454
the,0.42745697498321533,0.5823672413825989,0.23407307267189026
research,0.237140491604805,0.23478153347969055,0.22134022414684296
and,0.31309178471565247,0.3859752118587494,0.2442026287317276
education,0.19940856099128723,0.18778188526630402,0.20841483771800995
communities,0.22858412563800812,0.23371800780296326,0.22386841475963593
",",0.3087472915649414,0.4691906273365021,0.19647155702114105
industry,0.1966298520565033,0.25796735286712646,0.19715522229671478
",",0.3087472915649414,0.4691906273365021,0.19647155702114105
and,0.31309178471565247,0.3859752118587494,0.2442026287317276
government,0.28074538707733154,0.20343491435050964,0.18779940903186798
.,0.3567904531955719,0.4569662809371948,0.21876002848148346
