,who,kidnapped,temüjin,'s,first,wife,soon,after,they,were,married,?
soon,0.3877567946910858,0.2050125002861023,0.3951270580291748,-0.051862090826034546,0.3444809019565582,0.25265297293663025,1.0,0.5849637389183044,0.4155862331390381,0.34740501642227173,0.1689237505197525,0.17460282146930695
after,0.32549580931663513,0.26923319697380066,0.380215048789978,-0.055672239512205124,0.42302387952804565,0.2789881229400635,0.5849637389183044,1.0,0.33591970801353455,0.36224013566970825,0.21359840035438538,0.16608688235282898
börte,0.19738240540027618,0.17181964218616486,0.30774152278900146,0.09438558667898178,0.1443304568529129,0.2510291337966919,0.20038987696170807,0.13383601605892181,0.1717911958694458,0.17726564407348633,0.27164947986602783,0.2609442472457886
's,0.05599616840481758,0.02297431044280529,-0.010023289360105991,0.9999999403953552,-0.014458609744906425,0.004705954808741808,-0.051862090826034546,-0.055672239512205124,0.03738465905189514,0.007088581565767527,-0.05299868807196617,-0.023395681753754616
marriage,0.26453569531440735,0.24985723197460175,0.24604450166225433,-0.04451000317931175,0.20057544112205505,0.5587522983551025,0.21217015385627747,0.18585824966430664,0.2428341507911682,0.18375028669834137,0.6196155548095703,0.13543564081192017
to,0.42656609416007996,0.23007285594940186,0.36858871579170227,0.03782717138528824,0.3792489171028137,0.20460014045238495,0.3827410042285919,0.37890323996543884,0.5452046394348145,0.31913647055625916,0.15330412983894348,0.29463258385658264
temüjin,0.416724294424057,0.3270762860774994,1.0,-0.010023289360105991,0.30531466007232666,0.28186294436454773,0.3951270580291748,0.380215048789978,0.38014286756515503,0.3361695408821106,0.25264492630958557,0.21090233325958252
",",0.3365725874900818,0.24149103462696075,0.3484273850917816,-0.0016132977325469255,0.34503069519996643,0.27755871415138245,0.33847981691360474,0.38860568404197693,0.390799880027771,0.36755475401878357,0.3299272358417511,0.31091248989105225
she,0.45818623900413513,0.3612552583217621,0.36295875906944275,0.026962807402014732,0.310329794883728,0.4471406638622284,0.31980153918266296,0.3490014374256134,0.3843146562576294,0.26028820872306824,0.4513748586177826,0.14223381876945496
was,0.3318818509578705,0.2695898413658142,0.38774195313453674,0.008974763564765453,0.5022147297859192,0.3110053539276123,0.38351550698280334,0.49306565523147583,0.3300964832305908,0.590133786201477,0.3079395592212677,0.18412111699581146
kidnapped,0.3955192267894745,0.9999999403953552,0.3270762860774994,0.02297431044280529,0.21945464611053467,0.3364327549934387,0.2050125002861023,0.26923319697380066,0.23193921148777008,0.24211029708385468,0.37726178765296936,0.13144263625144958
by,0.39727845788002014,0.23666884005069733,0.2763390839099884,-0.010884488001465797,0.3877052962779999,0.20560935139656067,0.31724295020103455,0.41259682178497314,0.3391372263431549,0.4406847059726715,0.17593929171562195,0.17966607213020325
the,0.3733934462070465,0.1993936151266098,0.43713900446891785,-0.01540423184633255,0.49448907375335693,0.18555577099323273,0.3431394100189209,0.4565047025680542,0.49925389885902405,0.3906462490558624,0.10720405727624893,0.22068053483963013
merkits,0.350782573223114,0.2651668190956116,0.4439863860607147,0.004397073294967413,0.26982200145721436,0.3022212088108063,0.3187827467918396,0.3632630407810211,0.30822494626045227,0.2579047381877899,0.22268666326999664,0.22220851480960846
and,0.41279885172843933,0.262971967458725,0.3789469599723816,0.06895173341035843,0.3167642652988434,0.284628689289093,0.39496758580207825,0.3765919506549835,0.5073080658912659,0.42175528407096863,0.23728172481060028,0.20544172823429108
reportedly,0.335464745759964,0.42239686846733093,0.3825224041938782,-0.04693154618144035,0.21813412010669708,0.25558939576148987,0.35254645347595215,0.32899168133735657,0.2807692885398865,0.2950572669506073,0.2152838408946991,0.14895299077033997
given,0.3104628920555115,0.2189229279756546,0.3197920322418213,-0.024429189041256905,0.29456719756126404,0.17221660912036896,0.2637583613395691,0.27843979001045227,0.2686469256877899,0.25531911849975586,0.22116057574748993,0.2570464313030243
away,0.2651624381542206,0.2803229093551636,0.23025017976760864,0.05464960262179375,0.18779286742210388,0.21809785068035126,0.30954670906066895,0.2811887264251709,0.328317254781723,0.25625672936439514,0.1779588758945465,0.15156377851963043
as,0.3923053741455078,0.22151905298233032,0.32332390546798706,-0.05775856226682663,0.33842000365257263,0.19409218430519104,0.37518906593322754,0.3014480769634247,0.3294360637664795,0.3025437891483307,0.15175780653953552,0.27043893933296204
a,0.36608949303627014,0.2009667456150055,0.36845725774765015,0.04866964742541313,0.4287874400615692,0.15953688323497772,0.3021368980407715,0.3831600844860077,0.3528250455856323,0.17203083634376526,0.14421910047531128,0.23916715383529663
wife,0.3764849305152893,0.3364327549934387,0.28186294436454773,0.004705954808741808,0.27100875973701477,1.0000001192092896,0.25265297293663025,0.2789881229400635,0.2402995228767395,0.2650226056575775,0.6360060572624207,0.19987250864505768
.,0.3541337847709656,0.2270556539297104,0.31788840889930725,-0.003708066651597619,0.4345304071903229,0.24426577985286713,0.34328213334083557,0.35870397090911865,0.4510921239852905,0.3378238379955292,0.2611352503299713,0.4130953550338745
