,what,did,lepidodinium,viride,replace,their,original,chloroplast,with,?
lepidodinium,0.18634876608848572,0.1261562705039978,1.0,0.4817405343055725,0.2094678282737732,0.21906015276908875,0.16989003121852875,0.5146566033363342,0.21050810813903809,0.18498578667640686
viride,0.19064870476722717,0.06127503514289856,0.4817405343055725,1.0000001192092896,0.12487553805112839,0.12694071233272552,0.14511771500110626,0.44529175758361816,0.1586763560771942,0.24772310256958008
and,0.31309178471565247,0.34479495882987976,0.2625358998775482,0.19998688995838165,0.2254238724708557,0.45114588737487793,0.29575109481811523,0.19758054614067078,0.5477725267410278,0.20544172823429108
its,0.30393704771995544,0.19922670722007751,0.296268492937088,0.20845767855644226,0.17213566601276398,0.5367968082427979,0.38020971417427063,0.21647074818611145,0.3087116777896881,0.15103481709957123
close,0.23424343764781952,0.1545615941286087,0.18998555839061737,0.15598678588867188,0.09858794510364532,0.20285740494728088,0.16584618389606476,0.16894198954105377,0.2853464186191559,0.1908312737941742
relatives,0.1565784066915512,0.238240048289299,0.315277636051178,0.18948176503181458,0.13076400756835938,0.2687772214412689,0.08327406644821167,0.27333730459213257,0.25902891159057617,0.1256532222032547
are,0.29724663496017456,0.2159031480550766,0.2730783522129059,0.2183668464422226,0.15828333795070648,0.46887820959091187,0.19794520735740662,0.26561424136161804,0.38996943831443787,0.24591213464736938
dinophytes,0.24863049387931824,0.1380242109298706,0.5910277366638184,0.4249729812145233,0.17062458395957947,0.262506365776062,0.17179329693317413,0.5790420770645142,0.18231502175331116,0.23279373347759247
that,0.6297725439071655,0.47518548369407654,0.25108563899993896,0.17160682380199432,0.27462881803512573,0.4266771972179413,0.326194703578949,0.30851247906684875,0.4154358208179474,0.32716336846351624
lost,0.198215052485466,0.30779293179512024,0.15189455449581146,0.06470202654600143,0.27139201760292053,0.2547711431980133,0.3206440508365631,0.17385512590408325,0.18925613164901733,0.15261413156986237
their,0.35142919421195984,0.38078752160072327,0.21906015276908875,0.12694071233272552,0.18012890219688416,1.0,0.29561689496040344,0.25170472264289856,0.4258328378200531,0.1898253709077835
original,0.24651947617530823,0.2664784789085388,0.16989003121852875,0.14511771500110626,0.23864349722862244,0.29561689496040344,1.0,0.23150280117988586,0.24073785543441772,0.17256900668144226
peridinin,0.22104650735855103,0.15038806200027466,0.5018190741539001,0.4288717806339264,0.10594385862350464,0.20096731185913086,0.186042919754982,0.3532528281211853,0.21097593009471893,0.16034066677093506
chloroplast,0.23505516350269318,0.1815837174654007,0.5146566033363342,0.44529175758361816,0.20104916393756866,0.25170472264289856,0.23150280117988586,1.0000001192092896,0.19272543489933014,0.12532055377960205
