,what,happens,first,if,a,directive,'s,deadline,for,implementation,is,not,met,?
first,0.28086137771606445,0.22969992458820343,1.0,0.29443517327308655,0.4287874400615692,0.20205138623714447,-0.014458609744906425,0.2713434398174286,0.3800288736820221,0.17981432378292084,0.30889374017715454,0.2955942749977112,0.29354622960090637,0.18701928853988647
",",0.3087472915649414,0.24968470633029938,0.34503069519996643,0.257730096578598,0.427140474319458,0.23691628873348236,-0.0016132977325469255,0.2596479058265686,0.4464869201183319,0.22772344946861267,0.4691906273365021,0.3769696354866028,0.2948285937309265,0.31091248989105225
if,0.5277165174484253,0.401856392621994,0.29443517327308655,1.0,0.41272827982902527,0.3068831264972687,-0.0015437148977071047,0.3201219439506531,0.3609124422073364,0.30051180720329285,0.30927813053131104,0.6100378632545471,0.18070891499519348,0.4441644251346588
a,0.3320399522781372,0.3780156075954437,0.4287874400615692,0.41272827982902527,1.0,0.2245989441871643,0.04866964742541313,0.19801391661167145,0.44038116931915283,0.30293363332748413,0.658733606338501,0.3791346549987793,0.15796485543251038,0.23916715383529663
directive,0.28384625911712646,0.20350496470928192,0.20205138623714447,0.3068831264972687,0.2245989441871643,0.9999999403953552,-0.0203066635876894,0.20709672570228577,0.3118533194065094,0.292514443397522,0.2284500002861023,0.26853126287460327,0.13749785721302032,0.15005457401275635
's,0.02692362666130066,-0.024232789874076843,-0.014458609744906425,-0.0015437148977071047,0.04866964742541313,-0.0203066635876894,0.9999999403953552,-0.021904826164245605,-0.07241261005401611,-0.05035173147916794,0.02396530658006668,0.002583299996331334,-0.10467138886451721,-0.023395681753754616
deadline,0.323066771030426,0.2918362319469452,0.2713434398174286,0.3201219439506531,0.19801391661167145,0.20709672570228577,-0.021904826164245605,1.0,0.2966119050979614,0.3177488446235657,0.16965816915035248,0.3130653202533722,0.20994000136852264,0.3758934438228607
for,0.3017193675041199,0.2718198299407959,0.3800288736820221,0.3609124422073364,0.44038116931915283,0.3118533194065094,-0.07241261005401611,0.2966119050979614,0.9999999403953552,0.32515576481819153,0.43268078565597534,0.39280617237091064,0.276699960231781,0.264628142118454
implementation,0.27039429545402527,0.24206843972206116,0.17981432378292084,0.30051180720329285,0.30293363332748413,0.292514443397522,-0.05035173147916794,0.3177488446235657,0.32515576481819153,1.0,0.24576091766357422,0.274667352437973,0.13682669401168823,0.21639296412467957
is,0.28837618231773376,0.3918035626411438,0.30889374017715454,0.30927813053131104,0.658733606338501,0.2284500002861023,0.02396530658006668,0.16965816915035248,0.43268078565597534,0.24576091766357422,1.0,0.3776007890701294,0.10734891891479492,0.22961433231830597
not,0.5449194312095642,0.3439979553222656,0.2955942749977112,0.6100378632545471,0.3791346549987793,0.26853126287460327,0.002583299996331334,0.3130653202533722,0.39280617237091064,0.274667352437973,0.3776007890701294,0.9999999403953552,0.19432201981544495,0.41942933201789856
met,0.2157946228981018,0.12294096499681473,0.29354622960090637,0.18070891499519348,0.15796485543251038,0.13749785721302032,-0.10467138886451721,0.20994000136852264,0.276699960231781,0.13682669401168823,0.10734891891479492,0.19432201981544495,0.9999998807907104,0.13848096132278442
",",0.3087472915649414,0.24968470633029938,0.34503069519996643,0.257730096578598,0.427140474319458,0.23691628873348236,-0.0016132977325469255,0.2596479058265686,0.4464869201183319,0.22772344946861267,0.4691906273365021,0.3769696354866028,0.2948285937309265,0.31091248989105225
the,0.42745697498321533,0.32930514216423035,0.49448907375335693,0.33724796772003174,0.5829201340675354,0.299225389957428,-0.01540423184633255,0.2730764150619507,0.4739971458911896,0.21955259144306183,0.5823672413825989,0.4310511648654938,0.2303115278482437,0.22068053483963013
member,0.09932345896959305,0.06666157394647598,0.1869644671678543,0.1129814013838768,0.24081070721149445,0.2013973593711853,-0.031640440225601196,0.1543668806552887,0.2718653976917267,0.09961222112178802,0.2522773742675781,0.1560761034488678,0.29218411445617676,0.06826172769069672
state,0.24273863434791565,0.1712508201599121,0.18532299995422363,0.18945500254631042,0.25097307562828064,0.19702239334583282,0.038451772183179855,0.1862156093120575,0.19460363686084747,0.20956376194953918,0.2627358138561249,0.23725773394107819,0.13157978653907776,0.1160883978009224
can,0.34502777457237244,0.4516991674900055,0.24635975062847137,0.5903681516647339,0.3915780484676361,0.29657742381095886,-0.02075597457587719,0.25003400444984436,0.35690054297447205,0.32004621624946594,0.44256699085235596,0.49270012974739075,0.07013259083032608,0.3226337134838104
not,0.5449194312095642,0.3439979553222656,0.2955942749977112,0.6100378632545471,0.3791346549987793,0.26853126287460327,0.002583299996331334,0.3130653202533722,0.39280617237091064,0.274667352437973,0.3776007890701294,0.9999999403953552,0.19432201981544495,0.41942933201789856
enforce,0.335531085729599,0.16833016276359558,0.13327771425247192,0.3052343726158142,0.2444131225347519,0.3352683484554291,0.02744399569928646,0.3415737450122833,0.2628662884235382,0.3443588614463806,0.26115718483924866,0.3185786008834839,0.12533092498779297,0.2633580267429352
conflicting,0.40057775378227234,0.29451507329940796,0.15434643626213074,0.31673291325569153,0.21103858947753906,0.2673788070678711,-0.04295853525400162,0.32692089676856995,0.2521640360355377,0.334024041891098,0.14854225516319275,0.3285615146160126,0.1457904726266861,0.3185083568096161
laws,0.29636016488075256,0.1975695788860321,0.20146547257900238,0.25269997119903564,0.1722979098558426,0.21136027574539185,-0.02741883508861065,0.2906200885772705,0.22385212779045105,0.24093341827392578,0.17527072131633759,0.2995064854621887,0.20229275524616241,0.17911791801452637
",",0.3087472915649414,0.24968470633029938,0.34503069519996643,0.257730096578598,0.427140474319458,0.23691628873348236,-0.0016132977325469255,0.2596479058265686,0.4464869201183319,0.22772344946861267,0.4691906273365021,0.3769696354866028,0.2948285937309265,0.31091248989105225
and,0.31309178471565247,0.23238006234169006,0.3167642652988434,0.3498523235321045,0.3739250600337982,0.305280864238739,0.06895173341035843,0.17482474446296692,0.5064792633056641,0.2491501420736313,0.3859752118587494,0.39099299907684326,0.3151518404483795,0.20544172823429108
a,0.3320399522781372,0.3780156075954437,0.4287874400615692,0.41272827982902527,1.0,0.2245989441871643,0.04866964742541313,0.19801391661167145,0.44038116931915283,0.30293363332748413,0.658733606338501,0.3791346549987793,0.15796485543251038,0.23916715383529663
citizen,0.20342512428760529,0.08471079915761948,0.26609018445014954,0.16080205142498016,0.24434110522270203,0.20363667607307434,0.0021561807952821255,0.13754625618457794,0.3004710078239441,0.12255066633224487,0.20740796625614166,0.23211289942264557,0.2688157558441162,0.1601516604423523
may,0.25739946961402893,0.2597687542438507,0.24023057520389557,0.3125908374786377,0.29255667328834534,0.1891656368970871,-0.07006479054689407,0.20894618332386017,0.29255861043930054,0.25072935223579407,0.322792649269104,0.39885732531547546,0.1681341528892517,0.2768254578113556
rely,0.3573313355445862,0.2653453052043915,0.12684756517410278,0.329203724861145,0.25360018014907837,0.193761944770813,0.03161059319972992,0.1953534632921219,0.26649168133735657,0.4014689028263092,0.29122599959373474,0.41727352142333984,0.09647546708583832,0.17513008415699005
on,0.34226128458976746,0.2789331078529358,0.3120559751987457,0.24549968540668488,0.3848365545272827,0.1868148148059845,0.0026888418942689896,0.3258323669433594,0.36199691891670227,0.2622641623020172,0.3635730445384979,0.3516409695148468,0.19264070689678192,0.2714994251728058
the,0.42745697498321533,0.32930514216423035,0.49448907375335693,0.33724796772003174,0.5829201340675354,0.299225389957428,-0.01540423184633255,0.2730764150619507,0.4739971458911896,0.21955259144306183,0.5823672413825989,0.4310511648654938,0.2303115278482437,0.22068053483963013
directive,0.28384625911712646,0.20350496470928192,0.20205138623714447,0.3068831264972687,0.2245989441871643,0.9999999403953552,-0.0203066635876894,0.20709672570228577,0.3118533194065094,0.292514443397522,0.2284500002861023,0.26853126287460327,0.13749785721302032,0.15005457401275635
in,0.30808621644973755,0.2737985849380493,0.4127444326877594,0.2589588761329651,0.539380669593811,0.20046965777873993,-0.037580832839012146,0.25289657711982727,0.4322226941585541,0.19151563942432404,0.5394441485404968,0.3403114080429077,0.23768870532512665,0.20430970191955566
such,0.23989605903625488,0.24574117362499237,0.18129806220531464,0.29256609082221985,0.2706976532936096,0.27672579884529114,0.05073437839746475,0.18208685517311096,0.36098620295524597,0.29392045736312866,0.23545363545417786,0.4058493673801422,0.1336175501346588,0.17851735651493073
