,on,what,show,did,bill,aiken,make,is,television,debut,?
aken,0.1697702258825302,0.16462628543376923,0.14140981435775757,0.13333074748516083,0.1277153044939041,0.5275821089744568,0.19539043307304382,0.2356802523136139,0.17222583293914795,0.13040277361869812,0.1133575513958931
also,0.3762153089046478,0.42747777700424194,0.32992470264434814,0.39334940910339355,0.2585388422012329,0.20771606266498566,0.45424434542655945,0.5012649297714233,0.2801430821418762,0.21993643045425415,0.21848613023757935
made,0.37619519233703613,0.23419176042079926,0.23364688456058502,0.3068731725215912,0.1162654459476471,0.1653616577386856,0.613452136516571,0.29543453454971313,0.1979951560497284,0.31565913558006287,0.17218779027462006
his,0.32064297795295715,0.26976513862609863,0.22677335143089294,0.3546801507472992,0.13156777620315552,0.30224910378456116,0.24823373556137085,0.24372583627700806,0.21369458734989166,0.30514979362487793,0.18075084686279297
first,0.3120559751987457,0.28086137771606445,0.23758427798748016,0.33691170811653137,0.21115930378437042,0.2970602512359619,0.24807552993297577,0.30889374017715454,0.2787016034126282,0.4099076986312866,0.18701928853988647
tv,0.23779264092445374,0.20700684189796448,0.42836281657218933,0.12035900354385376,0.12189744412899017,0.2959900200366974,0.15600599348545074,0.1617223173379898,0.7039412260055542,0.23291358351707458,0.20290863513946533
appearance,0.2527751624584198,0.17546585202217102,0.45060673356056213,0.21570497751235962,0.1944764405488968,0.1533699780702591,0.2765967547893524,0.22147345542907715,0.3439667522907257,0.38061729073524475,0.17315366864204407
playing,0.19992893934249878,0.1880110800266266,0.236097052693367,0.20387709140777588,0.17131765186786652,0.24665488302707672,0.19617633521556854,0.21237912774085999,0.3122554123401642,0.33425667881965637,0.1513366848230362
guitar,0.1714600771665573,0.18219222128391266,0.18828986585140228,0.14638890326023102,0.16738054156303406,0.24452875554561615,0.15777882933616638,0.12025615572929382,0.1946541965007782,0.16078227758407593,0.16396133601665497
on,0.9999999403953552,0.34226128458976746,0.3708709180355072,0.2670976221561432,0.1958429217338562,0.22214536368846893,0.27031177282333374,0.3635730445384979,0.2825660705566406,0.26024293899536133,0.2714994251728058
the,0.5107308030128479,0.42745697498321533,0.319829523563385,0.34736719727516174,0.24155211448669434,0.2515105605125427,0.3146495521068573,0.5823672413825989,0.24569597840309143,0.2226441204547882,0.22068053483963013
old,0.21449986100196838,0.22117848694324493,0.16766993701457977,0.19123899936676025,0.12378106266260147,0.12145382165908813,0.16103039681911469,0.24332627654075623,0.18918105959892273,0.12129923701286316,0.20577076077461243
country-western,0.2542515695095062,0.2660520672798157,0.15365006029605865,0.22886404395103455,0.15855975449085236,0.19615331292152405,0.18505963683128357,0.3310825824737549,0.22739100456237793,0.14914442598819733,0.18517795205116272
show,0.3708709180355072,0.29653704166412354,0.9999999403953552,0.1697595715522766,0.23493947088718414,0.23736247420310974,0.337324321269989,0.2144283652305603,0.5277389287948608,0.21141785383224487,0.2520138621330261
at,0.4806317389011383,0.2838611304759979,0.2018483579158783,0.28390252590179443,0.12815363705158234,0.23601803183555603,0.19904619455337524,0.25906258821487427,0.14763522148132324,0.19091306626796722,0.21978627145290375
the,0.5107308030128479,0.42745697498321533,0.319829523563385,0.34736719727516174,0.24155211448669434,0.2515105605125427,0.3146495521068573,0.5823672413825989,0.24569597840309143,0.2226441204547882,0.22068053483963013
fresno,0.25826847553253174,0.159109428524971,0.17245998978614807,0.1545737385749817,0.21956105530261993,0.27177000045776367,0.1188308596611023,0.2127077877521515,0.2899557948112488,0.20338189601898193,0.13224096596240997
barn,0.17998144030570984,0.1759694665670395,0.20929592847824097,0.12279056757688522,0.17829078435897827,0.2008289098739624,0.16037029027938843,0.16488929092884064,0.20351503789424896,0.13821621239185333,0.13049496710300446
.,0.49257001280784607,0.3567904531955719,0.3016606271266937,0.35288307070732117,0.2289014607667923,0.3451724648475647,0.3547073304653168,0.4569662809371948,0.2806251645088196,0.20454879105091095,0.4130953550338745
