,what,did,lavoisier,conclude,was,consumed,by,combustion,in,his,experiments,?
he,0.3114890456199646,0.3292143940925598,0.2724253535270691,0.163395494222641,0.5410010814666748,0.1575050950050354,0.2485479861497879,0.20285411179065704,0.41690486669540405,0.7171558737754822,0.2241431325674057,0.2089974731206894
noted,0.16981294751167297,0.2848167419433594,0.22030262649059296,0.3153088688850403,0.3068269193172455,0.20087409019470215,0.2969557046890259,0.16106203198432922,0.2277849018573761,0.27043449878692627,0.30083730816841125,0.13014346361160278
that,0.6297725439071655,0.47518548369407654,0.2734697759151459,0.41378578543663025,0.33670201897621155,0.2959408164024353,0.37496164441108704,0.30958232283592224,0.435920387506485,0.3173833191394806,0.34689804911613464,0.32716336846351624
air,0.10361403971910477,0.12297173589468002,0.19386497139930725,0.14809027314186096,0.18898457288742065,0.21357953548431396,0.19110813736915588,0.3806820511817932,0.22172939777374268,0.16059604287147522,0.18661102652549744,0.1491677612066269
rushed,0.20875130593776703,0.24934585392475128,0.149465411901474,0.1533646285533905,0.29066720604896545,0.2328043133020401,0.1705513298511505,0.1585821658372879,0.1983523666858673,0.34734582901000977,0.09969990700483322,0.10077773034572601
in,0.30808621644973755,0.2593238651752472,0.324543833732605,0.2531396448612213,0.45514053106307983,0.20343858003616333,0.370934396982193,0.2270977944135666,1.0,0.3598145842552185,0.21977302432060242,0.20430970191955566
when,0.4700249433517456,0.3228907287120819,0.29273855686187744,0.23749223351478577,0.37326499819755554,0.2573593556880951,0.4376842677593231,0.3128659725189209,0.4431333839893341,0.37120407819747925,0.2910088300704956,0.22841128706932068
he,0.3114890456199646,0.3292143940925598,0.2724253535270691,0.163395494222641,0.5410010814666748,0.1575050950050354,0.2485479861497879,0.20285411179065704,0.41690486669540405,0.7171558737754822,0.2241431325674057,0.2089974731206894
opened,0.14500318467617035,0.2014526128768921,0.1765953153371811,0.04670258238911629,0.31916534900665283,0.19625325500965118,0.17930090427398682,0.14735756814479828,0.2972770035266876,0.18040387332439423,0.14993995428085327,0.1934700310230255
the,0.42745697498321533,0.34736719727516174,0.2755334973335266,0.2706036865711212,0.48711544275283813,0.2465425431728363,0.4408751428127289,0.2447446882724762,0.6662389636039734,0.4394008219242096,0.21008943021297455,0.22068053483963013
container,0.12471705675125122,0.0798480212688446,0.21729570627212524,0.11953654885292053,0.1696128398180008,0.3160797953605652,0.20255818963050842,0.3910398483276367,0.20966416597366333,0.08594977110624313,0.17884300649166107,0.2078605592250824
",",0.3087472915649414,0.3015086054801941,0.3282681107521057,0.2642829418182373,0.45456063747406006,0.2063416838645935,0.3680937886238098,0.2079315334558487,0.5201468467712402,0.3378419280052185,0.22640827298164368,0.31091248989105225
which,0.5261979103088379,0.2750149369239807,0.2198529690504074,0.27875664830207825,0.2830964922904968,0.2802846133708954,0.40543368458747864,0.3601171672344208,0.4840516746044159,0.32283493876457214,0.31440770626068115,0.25814583897590637
indicated,0.2320590764284134,0.21650709211826324,0.20293158292770386,0.38354772329330444,0.23311184346675873,0.23264214396476746,0.24479246139526367,0.24254079163074493,0.24061629176139832,0.18182715773582458,0.17468607425689697,0.20115208625793457
that,0.6297725439071655,0.47518548369407654,0.2734697759151459,0.41378578543663025,0.33670201897621155,0.2959408164024353,0.37496164441108704,0.30958232283592224,0.435920387506485,0.3173833191394806,0.34689804911613464,0.32716336846351624
part,0.3476244807243347,0.23558001220226288,0.17189717292785645,0.1708233505487442,0.3407018780708313,0.1202821210026741,0.28271573781967163,0.1866121143102646,0.4499994218349457,0.22525446116924286,0.17884407937526703,0.08557961881160736
of,0.33290785551071167,0.2513895630836487,0.2657543122768402,0.24827809631824493,0.4069072902202606,0.2031918317079544,0.3646814823150635,0.25126782059669495,0.5696388483047485,0.38364991545677185,0.16935081779956818,0.1826142966747284
the,0.42745697498321533,0.34736719727516174,0.2755334973335266,0.2706036865711212,0.48711544275283813,0.2465425431728363,0.4408751428127289,0.2447446882724762,0.6662389636039734,0.4394008219242096,0.21008943021297455,0.22068053483963013
trapped,0.18398331105709076,0.18732471764087677,0.16222821176052094,0.2628890872001648,0.20743410289287567,0.35721588134765625,0.2628565728664398,0.3229278326034546,0.2889191806316376,0.25221335887908936,0.29949289560317993,0.06985846906900406
air,0.10361403971910477,0.12297173589468002,0.19386497139930725,0.14809027314186096,0.18898457288742065,0.21357953548431396,0.19110813736915588,0.3806820511817932,0.22172939777374268,0.16059604287147522,0.18661102652549744,0.1491677612066269
had,0.23849567770957947,0.540525496006012,0.2904156446456909,0.27134403586387634,0.5927209258079529,0.22843317687511444,0.37294110655784607,0.2176809012889862,0.385026752948761,0.4401516616344452,0.23248301446437836,0.20728366076946259
been,0.2567804455757141,0.2835664749145508,0.2764519453048706,0.1836402714252472,0.518218457698822,0.25160059332847595,0.39107078313827515,0.22339047491550446,0.3515113592147827,0.2785126268863678,0.23697562515735626,0.24354910850524902
consumed,0.20357352495193481,0.22811941802501678,0.2008279711008072,0.29574793577194214,0.1903558075428009,1.0,0.17045685648918152,0.3906692564487457,0.20343858003616333,0.16707901656627655,0.2009587436914444,0.2024012953042984
.,0.3567904531955719,0.35288307070732117,0.3063303232192993,0.1950630247592926,0.40146201848983765,0.22308771312236786,0.3936232924461365,0.2124136984348297,0.5591574311256409,0.3119256794452667,0.261809378862381,0.4130953550338745
