,what,are,two,examples,of,nonself,entities,in,accordance,with,frank,burnet,'s,theory,?
on,0.34226128458976746,0.268924742937088,0.3205535411834717,0.20380041003227234,0.3966929316520691,0.23483528196811676,0.14887413382530212,0.46853652596473694,0.317594975233078,0.40749499201774597,0.19603559374809265,0.17688025534152985,0.0026888418942689896,0.16873858869075775,0.2714994251728058
the,0.42745697498321533,0.40399202704429626,0.43858039379119873,0.30092597007751465,0.733189046382904,0.2805449962615967,0.2298012375831604,0.6662389636039734,0.26113438606262207,0.4223487675189972,0.23372484743595123,0.22217674553394318,-0.01540423184633255,0.2277156263589859,0.22068053483963013
basis,0.27055948972702026,0.31422433257102966,0.21985052525997162,0.3511737585067749,0.282950758934021,0.23219923675060272,0.32978352904319763,0.24894960224628448,0.39538413286209106,0.28836867213249207,0.10091505199670792,0.12365224212408066,0.01343035139143467,0.356967955827713,0.14255106449127197
of,0.33290785551071167,0.39081433415412903,0.37726253271102905,0.3054686188697815,1.0,0.28311383724212646,0.2669031023979187,0.5696388483047485,0.263489693403244,0.41827285289764404,0.15825092792510986,0.15465624630451202,-0.03817026689648628,0.23506702482700348,0.1826142966747284
cst,0.23540370166301727,0.17363892495632172,0.13658438622951508,0.22078964114189148,0.1910906881093979,0.16793639957904816,0.1945861279964447,0.23476837575435638,0.13949593901634216,0.15242917835712433,0.19934366643428802,0.2795579433441162,0.06079501658678055,0.21051014959812164,0.3168332576751709
",",0.3087472915649414,0.4062570035457611,0.35859420895576477,0.2687304615974426,0.4946078956127167,0.30739903450012207,0.2422296404838562,0.5201468467712402,0.27891093492507935,0.4120737314224243,0.2494700700044632,0.28095126152038574,-0.0016132977325469255,0.18095813691616058,0.31091248989105225
burnet,0.14271117746829987,0.08560793846845627,0.1401366889476776,0.10523175448179245,0.15465624630451202,0.20171402394771576,0.025725411251187325,0.2274906486272812,0.07153540104627609,0.1427614539861679,0.32543355226516724,1.0,0.03613286092877388,0.09967875480651855,0.20780394971370697
developed,0.15555569529533386,0.217958003282547,0.23628440499305725,0.2971433103084564,0.21960023045539856,0.14505241811275482,0.19479969143867493,0.2498214840888977,0.20654933154582977,0.257305771112442,0.06542271375656128,0.11992938816547394,0.04590931162238121,0.34694910049438477,0.10763012617826462
a,0.3320399522781372,0.265255331993103,0.3289857804775238,0.2633219361305237,0.5052502155303955,0.307869017124176,0.2339533120393753,0.539380669593811,0.2078917920589447,0.3783375024795532,0.15678770840168,0.21488821506500244,0.04866964742541313,0.2233850657939911,0.23916715383529663
theory,0.297923743724823,0.1918308287858963,0.22681225836277008,0.22915737330913544,0.23506702482700348,0.23039397597312927,0.23055590689182281,0.16955126821994781,0.2163930982351303,0.21627245843410492,0.1398588865995407,0.09967875480651855,-0.0025054612196981907,0.9999999403953552,0.1387292891740799
of,0.33290785551071167,0.39081433415412903,0.37726253271102905,0.3054686188697815,1.0,0.28311383724212646,0.2669031023979187,0.5696388483047485,0.263489693403244,0.41827285289764404,0.15825092792510986,0.15465624630451202,-0.03817026689648628,0.23506702482700348,0.1826142966747284
how,0.6468034982681274,0.311818927526474,0.2499001920223236,0.3219991624355316,0.2480744868516922,0.2626488506793976,0.26970988512039185,0.2601168751716614,0.2944202423095703,0.3525622487068176,0.1009989008307457,0.13897103071212769,-0.026164190843701363,0.31550133228302,0.4024120569229126
an,0.2821882665157318,0.1556541919708252,0.1867314726114273,0.19613532721996307,0.32280945777893066,0.2785964906215668,0.1772002875804901,0.2605783939361572,0.1875986009836197,0.2730048894882202,0.15296784043312073,0.18987900018692017,0.025255560874938965,0.15698443353176117,0.19793890416622162
immune,0.2410416603088379,0.23878547549247742,0.15377098321914673,0.22981546819210052,0.16620753705501556,0.30002471804618835,0.20639415085315704,0.14682820439338684,0.21927544474601746,0.20084229111671448,0.07073593884706497,0.1431935578584671,-0.07542949169874191,0.2637048661708832,0.16080476343631744
response,0.3532308340072632,0.20697586238384247,0.17834842205047607,0.22730086743831635,0.21864040195941925,0.32510048151016235,0.20050545036792755,0.20744606852531433,0.33042410016059875,0.19723214209079742,0.05530596897006035,0.09180428832769394,-0.01666334457695484,0.2616921067237854,0.2007838636636734
is,0.28837618231773376,0.5330929756164551,0.2315155267715454,0.29282552003860474,0.4854315221309662,0.2521292567253113,0.2814444899559021,0.5394441485404968,0.16368220746517181,0.3250955045223236,0.13593067228794098,0.17552495002746582,0.02396530658006668,0.19279582798480988,0.22961433231830597
triggered,0.24654962122440338,0.313090443611145,0.22020557522773743,0.31169822812080383,0.26025402545928955,0.3211248517036438,0.21602194011211395,0.25171807408332825,0.18333680927753448,0.22827526926994324,0.11838115751743317,0.16856332123279572,-0.17517776787281036,0.2265549749135971,0.19886964559555054
according,0.2776208221912384,0.22847512364387512,0.19777405261993408,0.15922561287879944,0.3307822346687317,0.16500690579414368,0.22739960253238678,0.29259276390075684,0.6030237674713135,0.25230053067207336,0.05920782312750816,0.15120510756969452,-0.0037221983075141907,0.2092074304819107,0.21173474192619324
to,0.455847829580307,0.3504326641559601,0.3343428373336792,0.23809245228767395,0.41548454761505127,0.3198118805885315,0.25376439094543457,0.45010748505592346,0.26257893443107605,0.4239959120750427,0.18102532625198364,0.14227429032325745,0.03782717138528824,0.21947365999221802,0.29463258385658264
the,0.42745697498321533,0.40399202704429626,0.43858039379119873,0.30092597007751465,0.733189046382904,0.2805449962615967,0.2298012375831604,0.6662389636039734,0.26113438606262207,0.4223487675189972,0.23372484743595123,0.22217674553394318,-0.01540423184633255,0.2277156263589859,0.22068053483963013
self/nonself,0.38660863041877747,0.26133614778518677,0.2332933098077774,0.21618923544883728,0.30506208539009094,0.8836602568626404,0.2956737279891968,0.3083235025405884,0.31439971923828125,0.26866376399993896,0.19675397872924805,0.23821137845516205,-0.0710470899939537,0.293699711561203,0.3179336190223694
distinction,0.33474257588386536,0.28600630164146423,0.2881808280944824,0.36423972249031067,0.30949485301971436,0.29123833775520325,0.33933714032173157,0.27763235569000244,0.2858501076698303,0.27515774965286255,0.11699967831373215,0.080563984811306,-0.00588699895888567,0.3737243115901947,0.15412788093090057
