,who,is,credited,with,finding,evidence,of,large,settlements,in,the,amazon,forest,?
in,0.2792111933231354,0.5394441485404968,0.0795225128531456,0.4080928862094879,0.24054329097270966,0.16157563030719757,0.5696388483047485,0.2841601073741913,0.31333258748054504,1.0,0.6662389636039734,0.12227833271026611,0.24136987328529358,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,0.19653713703155518,0.4223487675189972,0.2933822274208069,0.25031140446662903,0.733189046382904,0.3828733265399933,0.24227768182754517,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
region,0.16453149914741516,0.3317503035068512,0.06534979492425919,0.16874971985816956,0.141743004322052,0.21025338768959045,0.2852717339992523,0.276833713054657,0.3468533456325531,0.3524819314479828,0.35020557045936584,0.18148772418498993,0.16004255414009094,0.13441751897335052
of,0.2827862501144409,0.4854315221309662,0.21547365188598633,0.41827285289764404,0.2712748050689697,0.2471507489681244,1.0,0.3569655418395996,0.2813670039176941,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.19653713703155518,0.4223487675189972,0.2933822274208069,0.25031140446662903,0.733189046382904,0.3828733265399933,0.24227768182754517,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
xingu,0.13622941076755524,0.18331989645957947,0.10239798575639725,0.15424604713916779,0.0980273187160492,0.056713588535785675,0.21635043621063232,0.17473600804805756,0.2546028196811676,0.21736103296279907,0.2453145533800125,0.23256796598434448,0.19949063658714294,0.19145335257053375
tribe,0.2723805904388428,0.23683837056159973,0.0716744214296341,0.16407883167266846,0.15570317208766937,0.1777029037475586,0.22602348029613495,0.14125999808311462,0.25501134991645813,0.17848652601242065,0.280248761177063,0.2319360226392746,0.21906907856464386,0.11037874221801758
",",0.3365725874900818,0.4691906273365021,0.24781621992588043,0.4120737314224243,0.2429390251636505,0.2751304507255554,0.4946078956127167,0.2263888567686081,0.3241141438484192,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.2901519536972046,0.31091248989105225
remains,0.18392030894756317,0.3655484914779663,0.15461529791355133,0.21402746438980103,0.27824467420578003,0.40176209807395935,0.3198432922363281,0.2291514128446579,0.17480140924453735,0.31639063358306885,0.3663966655731201,0.11203856021165848,0.19263923168182373,0.1479063630104065
of,0.2827862501144409,0.4854315221309662,0.21547365188598633,0.41827285289764404,0.2712748050689697,0.2471507489681244,1.0,0.3569655418395996,0.2813670039176941,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
some,0.3978389501571655,0.3038453459739685,0.18348285555839539,0.3924338221549988,0.3203602731227875,0.33745816349983215,0.4300730526447296,0.3944830894470215,0.24261267483234406,0.4010399878025055,0.4566698372364044,0.19491901993751526,0.16337497532367706,0.2562315762042999
of,0.2827862501144409,0.4854315221309662,0.21547365188598633,0.41827285289764404,0.2712748050689697,0.2471507489681244,1.0,0.3569655418395996,0.2813670039176941,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
these,0.34544891119003296,0.2498808652162552,0.14593905210494995,0.37595367431640625,0.2674213945865631,0.3017064332962036,0.42684608697891235,0.42300793528556824,0.2635442614555359,0.3791837692260742,0.49086877703666687,0.1346101015806198,0.1387178748846054,0.2571668326854706
large,0.20182651281356812,0.2971126437187195,0.16116701066493988,0.26124298572540283,0.19366569817066193,0.21318770945072174,0.3569655418395996,1.0000001192092896,0.23074916005134583,0.2841601073741913,0.3828733265399933,0.16262684762477875,0.1917639672756195,0.1355665624141693
settlements,0.15134257078170776,0.2297375649213791,0.04652335122227669,0.14240382611751556,0.18587546050548553,0.2624719440937042,0.2813670039176941,0.23074916005134583,0.9999999403953552,0.31333258748054504,0.24227768182754517,0.09027209132909775,0.21887342631816864,0.1671062707901001
in,0.2792111933231354,0.5394441485404968,0.0795225128531456,0.4080928862094879,0.24054329097270966,0.16157563030719757,0.5696388483047485,0.2841601073741913,0.31333258748054504,1.0,0.6662389636039734,0.12227833271026611,0.24136987328529358,0.20430970191955566
the,0.3733934462070465,0.5823672413825989,0.19653713703155518,0.4223487675189972,0.2933822274208069,0.25031140446662903,0.733189046382904,0.3828733265399933,0.24227768182754517,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
middle,0.16097767651081085,0.21621397137641907,0.19141079485416412,0.1472902148962021,0.1288411021232605,0.1697150468826294,0.2799445688724518,0.26962605118751526,0.19470906257629395,0.26767921447753906,0.3405749201774597,0.13513457775115967,0.1708296835422516,0.13139553368091583
of,0.2827862501144409,0.4854315221309662,0.21547365188598633,0.41827285289764404,0.2712748050689697,0.2471507489681244,1.0,0.3569655418395996,0.2813670039176941,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.19653713703155518,0.4223487675189972,0.2933822274208069,0.25031140446662903,0.733189046382904,0.3828733265399933,0.24227768182754517,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
amazon,0.17978914082050323,0.15197539329528809,0.13810022175312042,0.21287250518798828,0.17544320225715637,0.13041843473911285,0.20143137872219086,0.16262684762477875,0.09027209132909775,0.12227833271026611,0.260541707277298,1.0000001192092896,0.26471444964408875,0.18144656717777252
forest,0.1734786182641983,0.209678515791893,0.09631139785051346,0.16664531826972961,0.23476044833660126,0.12118715047836304,0.2309139519929886,0.1917639672756195,0.21887342631816864,0.24136987328529358,0.24134553968906403,0.26471444964408875,1.0000001192092896,0.1214437186717987
were,0.3188014328479767,0.29386836290359497,0.18350473046302795,0.3179011940956116,0.17150162160396576,0.2598854601383209,0.34038281440734863,0.3147265911102295,0.2645201086997986,0.3815755248069763,0.3906462490558624,0.11476065963506699,0.16531281173229218,0.17890112102031708
found,0.17055200040340424,0.3526395261287689,0.09372657537460327,0.2364431470632553,0.3964114785194397,0.35958874225616455,0.2982911467552185,0.25161072611808777,0.23135389387607574,0.39141854643821716,0.3452354073524475,0.20789004862308502,0.19032862782478333,0.16790300607681274
in,0.2792111933231354,0.5394441485404968,0.0795225128531456,0.4080928862094879,0.24054329097270966,0.16157563030719757,0.5696388483047485,0.2841601073741913,0.31333258748054504,1.0,0.6662389636039734,0.12227833271026611,0.24136987328529358,0.20430970191955566
2003,-0.21989917755126953,-0.11050751060247421,-0.04281255975365639,-0.2023288756608963,-0.1152358204126358,-0.13938084244728088,-0.16871118545532227,-0.17974743247032166,-0.0808282420039177,-0.1320333480834961,-0.14761915802955627,-0.022500263527035713,-0.10679442435503006,-0.17560148239135742
by,0.39727845788002014,0.3899846076965332,0.323734849691391,0.39731505513191223,0.2129138708114624,0.1430790275335312,0.3646814823150635,0.2555539309978485,0.14743714034557343,0.370934396982193,0.4408751428127289,0.16320857405662537,0.16046150028705597,0.17966607213020325
michael,0.24782328307628632,0.1714853197336197,0.15874139964580536,0.12070296704769135,0.1276174634695053,0.0995723232626915,0.18215155601501465,0.04638740047812462,0.08317441493272781,0.2203132063150406,0.21768254041671753,0.08696453273296356,0.14590135216712952,0.0667748749256134
heckenberger,0.27869388461112976,0.18557985126972198,0.17305834591388702,0.3062446117401123,0.19558176398277283,0.1290307343006134,0.23029951751232147,0.1523488163948059,0.15026745200157166,0.3021192252635956,0.3010757565498352,0.07718704640865326,0.25201764702796936,0.21537034213542938
and,0.41279885172843933,0.3859752118587494,0.19575771689414978,0.5477725267410278,0.2595592737197876,0.25004807114601135,0.5116966962814331,0.3404269814491272,0.2879072427749634,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.26268187165260315,0.20544172823429108
colleagues,0.25201573967933655,0.14538702368736267,0.2520401179790497,0.2804262638092041,0.35002830624580383,0.3082599341869354,0.2139822542667389,0.14092569053173065,0.0966421440243721,0.21033704280853271,0.1930164247751236,0.11430727690458298,0.13799500465393066,0.15860716998577118
of,0.2827862501144409,0.4854315221309662,0.21547365188598633,0.41827285289764404,0.2712748050689697,0.2471507489681244,1.0,0.3569655418395996,0.2813670039176941,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
the,0.3733934462070465,0.5823672413825989,0.19653713703155518,0.4223487675189972,0.2933822274208069,0.25031140446662903,0.733189046382904,0.3828733265399933,0.24227768182754517,0.6662389636039734,1.0,0.260541707277298,0.24134553968906403,0.22068053483963013
university,0.2115909904241562,0.20346471667289734,0.1532267928123474,0.13264121115207672,0.11923328042030334,0.16133399307727814,0.30646374821662903,0.15268762409687042,0.22643718123435974,0.3201795518398285,0.263973206281662,0.13945111632347107,0.18591837584972382,0.11887256056070328
of,0.2827862501144409,0.4854315221309662,0.21547365188598633,0.41827285289764404,0.2712748050689697,0.2471507489681244,1.0,0.3569655418395996,0.2813670039176941,0.5696388483047485,0.733189046382904,0.20143137872219086,0.2309139519929886,0.1826142966747284
florida,0.13160431385040283,0.1775415539741516,0.1245306059718132,0.14567138254642487,0.09996853023767471,0.1724134385585785,0.2330869883298874,0.21862812340259552,0.1602276712656021,0.2330404818058014,0.24091358482837677,0.155969500541687,0.13348107039928436,0.13469882309436798
.,0.3541337847709656,0.4569662809371948,0.1519664227962494,0.4446153938770294,0.2890409827232361,0.24887976050376892,0.5352458953857422,0.2304532378911972,0.26911333203315735,0.5591574311256409,0.5934505462646484,0.262887567281723,0.2418428510427475,0.4130953550338745
