,who,registered,the,most,sacks,on,the,team,this,season,?
pro,0.23716162145137787,0.17221231758594513,0.2149612456560135,0.1215357631444931,0.21555940806865692,0.13377955555915833,0.2149612456560135,0.24709461629390717,0.16976578533649445,0.13625283539295197,0.17645101249217987
bowl,0.09189514070749283,0.02378619648516178,0.21576224267482758,0.20814399421215057,0.2921851873397827,0.1334993690252304,0.21576224267482758,0.20460736751556396,0.17725728452205658,0.3117852509021759,0.21118052303791046
defensive,0.18336546421051025,0.0667824000120163,0.2644767463207245,0.20051309466362,0.4047272801399231,0.2173670381307602,0.2644767463207245,0.29894882440567017,0.21875402331352234,0.2713105082511902,0.1711898148059845
tackle,0.2198176085948944,0.09846875071525574,0.1645001471042633,0.21586602926254272,0.3544894754886627,0.19387972354888916,0.1645001471042633,0.25555485486984253,0.16893163323402405,0.18306446075439453,0.20533707737922668
kawann,0.21092753112316132,0.17156852781772614,0.2608884871006012,0.15102805197238922,0.24580493569374084,0.31892523169517517,0.2608884871006012,0.13727518916130066,0.21677358448505402,0.2238069623708725,0.19973447918891907
short,0.18928885459899902,0.12873485684394836,0.29603123664855957,0.21514321863651276,0.16033008694648743,0.2834455072879791,0.29603123664855957,0.1216178685426712,0.2999545633792877,0.19453194737434387,0.16194626688957214
led,0.2450801581144333,0.0511053241789341,0.3267505168914795,0.2947567105293274,0.2322951704263687,0.23411796987056732,0.3267505168914795,0.2298295497894287,0.2688283920288086,0.16559264063835144,0.09273858368396759
the,0.3733934462070465,0.23383188247680664,1.0,0.47635307908058167,0.23296904563903809,0.5107308030128479,1.0,0.22564226388931274,0.6274310946464539,0.2507155239582062,0.22068053483963013
team,0.22248858213424683,0.1689811795949936,0.22564226388931274,0.12060809135437012,0.12940412759780884,0.13870710134506226,0.22564226388931274,1.0,0.13932108879089355,0.3451383709907532,0.11243411153554916
in,0.2792111933231354,0.193543940782547,0.6662389636039734,0.41416558623313904,0.2059689611196518,0.46853652596473694,0.6662389636039734,0.18841172754764557,0.45205554366111755,0.2184021919965744,0.20430970191955566
sacks,0.16894300282001495,0.002435315866023302,0.23296904563903809,0.17251956462860107,1.0,0.14847935736179352,0.23296904563903809,0.12940412759780884,0.13717058300971985,0.23347769677639008,0.0761517658829689
with,0.3282766342163086,0.15469864010810852,0.4223487675189972,0.336320698261261,0.15947255492210388,0.40749499201774597,0.4223487675189972,0.21111343801021576,0.36358317732810974,0.26700887084007263,0.2433311939239502
11,0.11859084665775299,-0.032598283141851425,-0.0219515822827816,0.10324876010417938,0.03327568992972374,0.006688752211630344,-0.0219515822827816,-0.08932895958423615,0.01900559477508068,0.003848182037472725,-0.04295448586344719
",",0.3365725874900818,0.22778020799160004,0.4933079481124878,0.3636029064655304,0.2979430854320526,0.49057599902153015,0.4933079481124878,0.21287471055984497,0.4316047728061676,0.2232367992401123,0.31091248989105225
while,0.4068111777305603,0.22856788337230682,0.39804592728614807,0.3330796957015991,0.17092110216617584,0.44084006547927856,0.39804592728614807,0.1699109524488449,0.3306356966495514,0.21403980255126953,0.21076419949531555
also,0.47919341921806335,0.205751433968544,0.6021018624305725,0.5312551259994507,0.18825937807559967,0.3762153089046478,0.6021018624305725,0.20497789978981018,0.5539565086364746,0.23262320458889008,0.21848613023757935
forcing,0.3017413914203644,0.1860383301973343,0.31176233291625977,0.16790656745433807,0.22343778610229492,0.24936386942863464,0.31176233291625977,0.11814691126346588,0.2779516875743866,0.11211619526147842,0.19852621853351593
three,0.2491552233695984,0.1591465026140213,0.43452659249305725,0.33429425954818726,0.17164605855941772,0.2742598354816437,0.43452659249305725,0.2015995979309082,0.29207751154899597,0.23377679288387299,0.20928427577018738
fumbles,0.2144661247730255,0.12994714081287384,0.21007823944091797,0.15579816699028015,0.4642697870731354,0.2006998211145401,0.21007823944091797,0.29259487986564636,0.18698574602603912,0.30877572298049927,0.1826416552066803
and,0.41279885172843933,0.15022504329681396,0.5171257257461548,0.4309377074241638,0.26875683665275574,0.4077630043029785,0.5171257257461548,0.22394508123397827,0.42353692650794983,0.2369309365749359,0.20544172823429108
recovering,0.19735199213027954,0.1391008049249649,0.33151477575302124,0.20939184725284576,0.32981011271476746,0.2713817358016968,0.33151477575302124,0.22653988003730774,0.27676233649253845,0.1935812532901764,0.10804368555545807
two,0.2791741192340851,0.21290750801563263,0.43858039379119873,0.3709908723831177,0.20439846813678741,0.3205535411834717,0.43858039379119873,0.19235610961914062,0.33004114031791687,0.24167193472385406,0.19645625352859497
.,0.3541337847709656,0.23739121854305267,0.5934505462646484,0.35404038429260254,0.20474085211753845,0.49257001280784607,0.5934505462646484,0.26467522978782654,0.500583827495575,0.24674734473228455,0.4130953550338745
