,the,great,internet,mersenne,prime,search,",",what,was,the,prize,for,finding,a,prime,with,at,least,10,million,digits,?
in,0.6662389636039734,0.23348836600780487,0.15279750525951385,0.21984080970287323,0.18097394704818726,0.1635878086090088,0.5201468467712402,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.21274791657924652,0.4322226941585541,0.24054329097270966,0.539380669593811,0.18097394704818726,0.4080928862094879,0.4374977946281433,0.3232700824737549,0.22690178453922272,0.2596224844455719,0.17706531286239624,0.20430970191955566
2009,-0.23935742676258087,-0.18166029453277588,-0.1519515961408615,-0.2531561851501465,-0.16843141615390778,-0.16609777510166168,-0.3093184232711792,-0.2519478499889374,-0.17510849237442017,-0.23935742676258087,-0.14390428364276886,-0.20903140306472778,-0.17361870408058167,-0.24348297715187073,-0.16843141615390778,-0.24345144629478455,-0.29079753160476685,-0.26514413952827454,-0.10572071373462677,-0.12146085500717163,-0.2418389767408371,-0.2287932187318802
",",0.4933079481124878,0.29579275846481323,0.17182038724422455,0.29002073407173157,0.2565026581287384,0.21006807684898376,1.0000001192092896,0.3087472915649414,0.45456063747406006,0.4933079481124878,0.28670501708984375,0.4464869201183319,0.2429390251636505,0.427140474319458,0.2565026581287384,0.4120737314224243,0.38314947485923767,0.28584957122802734,0.1734008640050888,0.24451690912246704,0.23698370158672333,0.31091248989105225
the,1.0,0.2822027802467346,0.2156122475862503,0.2577901780605316,0.19960100948810577,0.23126746714115143,0.4933079481124878,0.42745697498321533,0.48711544275283813,1.0,0.18969248235225677,0.4739971458911896,0.2933822274208069,0.5829201340675354,0.19960100948810577,0.4223487675189972,0.457212895154953,0.3428877890110016,0.2880653440952301,0.277012437582016,0.25475579500198364,0.22068053483963013
great,0.2822027802467346,1.0,0.10238499939441681,0.1926053762435913,0.16173622012138367,0.13834534585475922,0.29579275846481323,0.2562883198261261,0.19652196764945984,0.2822027802467346,0.15773840248584747,0.19302397966384888,0.1687314510345459,0.21836373209953308,0.16173622012138367,0.21752162277698517,0.21875426173210144,0.1631244570016861,0.17009508609771729,0.08640958368778229,0.09281227737665176,0.13135133683681488
internet,0.2156122475862503,0.10238499939441681,1.0,0.26588284969329834,0.11890927702188492,0.2968921959400177,0.17182038724422455,0.1770392656326294,0.19319117069244385,0.2156122475862503,0.06896666437387466,0.2189805507659912,0.2333596795797348,0.2250564843416214,0.11890927702188492,0.20489077270030975,0.1741676777601242,0.1669606864452362,0.007211534306406975,0.18172959983348846,0.21151719987392426,0.23314887285232544
mersenne,0.2577901780605316,0.1926053762435913,0.26588284969329834,1.0000001192092896,0.420093297958374,0.27016007900238037,0.29002073407173157,0.24111336469650269,0.21245545148849487,0.2577901780605316,0.1855735182762146,0.18955709040164948,0.3273424804210663,0.23936179280281067,0.420093297958374,0.1519300788640976,0.15701784193515778,0.22351841628551483,0.007975529879331589,0.12007393687963486,0.43688079714775085,0.22092168033123016
prime,0.19960100948810577,0.16173622012138367,0.11890927702188492,0.420093297958374,1.0,0.14938753843307495,0.2565026581287384,0.15586113929748535,0.21048103272914886,0.19960100948810577,0.22836096584796906,0.17833133041858673,0.1867530792951584,0.17998681962490082,1.0,0.09384632855653763,0.15248191356658936,0.1213962510228157,0.05412590876221657,0.11346341669559479,0.2232404202222824,0.11276303976774216
search,0.23126746714115143,0.13834534585475922,0.2968921959400177,0.27016007900238037,0.14938753843307495,1.0,0.21006807684898376,0.20825417339801788,0.10399880260229111,0.23126746714115143,0.10327775776386261,0.277881920337677,0.43363168835639954,0.18985043466091156,0.14938753843307495,0.1750616878271103,0.14348211884498596,0.16425181925296783,0.015213938429951668,0.10102023929357529,0.15475188195705414,0.23093242943286896
project,0.2027820199728012,0.17354144155979156,0.25460973381996155,0.15148015320301056,0.10935943573713303,0.24966011941432953,0.24875426292419434,0.27033838629722595,0.17915812134742737,0.2027820199728012,0.14309662580490112,0.2228124439716339,0.21929676830768585,0.2328382134437561,0.10935943573713303,0.19682161509990692,0.2461380660533905,0.1569269746541977,-0.03756233677268028,0.13181306421756744,0.1305021047592163,0.30569031834602356
was,0.48711544275283813,0.19652196764945984,0.19319117069244385,0.21245545148849487,0.21048103272914886,0.10399880260229111,0.45456063747406006,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2402031123638153,0.3863949179649353,0.18736177682876587,0.4508470594882965,0.21048103272914886,0.27411898970603943,0.36707764863967896,0.20791326463222504,0.16597506403923035,0.24203833937644958,0.10885363072156906,0.18412111699581146
awarded,0.24971646070480347,0.1381089985370636,0.05138023570179939,0.10984452813863754,0.11506067961454391,0.025609686970710754,0.2723027765750885,0.0973663404583931,0.30614012479782104,0.24971646070480347,0.583318293094635,0.2816879153251648,0.18237029016017914,0.21683081984519958,0.11506067961454391,0.24412788450717926,0.2368638515472412,0.1755930632352829,0.06666847318410873,0.1395035684108734,0.07662844657897949,0.1431703418493271
a,0.5829201340675354,0.21836373209953308,0.2250564843416214,0.23936179280281067,0.17998681962490082,0.18985043466091156,0.427140474319458,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.189753457903862,0.44038116931915283,0.24783554673194885,1.0,0.17998681962490082,0.3783375024795532,0.3095070421695709,0.3442045748233795,0.12933704257011414,0.1811940222978592,0.24231687188148499,0.23916715383529663
us,0.25727739930152893,0.1260295808315277,0.12919259071350098,0.21263624727725983,0.1244615986943245,0.18886932730674744,0.3120202422142029,0.32081687450408936,0.19898231327533722,0.25727739930152893,0.1360926330089569,0.26768606901168823,0.23306094110012054,0.1862444281578064,0.1244615986943245,0.1991443932056427,0.2341633439064026,0.22407254576683044,-0.02916690893471241,0.2022191733121872,0.18136340379714966,0.2742428481578827
$,0.23367542028427124,0.13563941419124603,0.15298841893672943,0.10237754136323929,0.14078696072101593,0.18393674492835999,0.21166811883449554,0.24858909845352173,0.23838669061660767,0.23367542028427124,0.24291467666625977,0.22711659967899323,0.20683825016021729,0.22939236462116241,0.14078696072101593,0.18037788569927216,0.19577117264270782,0.20387767255306244,-0.028140993788838387,0.5994373559951782,0.21784274280071259,0.2786129117012024
"100,000",0.12082944065332413,0.028634652495384216,0.06173980236053467,0.26599058508872986,0.11925442516803741,0.09330940991640091,0.061657633632421494,0.05318872258067131,0.07360007613897324,0.12082944065332413,0.2287091165781021,0.10691379755735397,0.1885528564453125,0.18187452852725983,0.11925442516803741,0.06411270052194595,0.06391929090023041,0.017252817749977112,-0.11796502023935318,-0.10294996947050095,0.14586703479290009,0.035472359508275986
prize,0.18969248235225677,0.15773840248584747,0.06896666437387466,0.1855735182762146,0.22836096584796906,0.10327775776386261,0.28670501708984375,0.1654435694217682,0.2402031123638153,0.18969248235225677,0.9999999403953552,0.2797470688819885,0.23884853720664978,0.189753457903862,0.22836096584796906,0.2016095221042633,0.16531407833099365,0.09840596467256546,0.026066357269883156,0.18815521895885468,0.13455188274383545,0.14158497750759125
for,0.4739971458911896,0.19302397966384888,0.2189805507659912,0.18955709040164948,0.17833133041858673,0.277881920337677,0.4464869201183319,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.2797470688819885,0.9999999403953552,0.34628403186798096,0.44038116931915283,0.17833133041858673,0.39140474796295166,0.34237727522850037,0.330973356962204,0.07862305641174316,0.18660776317119598,0.18096353113651276,0.264628142118454
first,0.49448907375335693,0.2416098713874817,0.11781787872314453,0.2387157529592514,0.21695679426193237,0.1511324942111969,0.34503069519996643,0.28086137771606445,0.5022147297859192,0.49448907375335693,0.2189793735742569,0.3800288736820221,0.22478187084197998,0.4287874400615692,0.21695679426193237,0.2691199779510498,0.3138778805732727,0.2720279097557068,0.12988850474357605,0.25332188606262207,0.15101730823516846,0.18701928853988647
discovering,0.32662686705589294,0.20137055218219757,0.131418839097023,0.22681687772274017,0.14697977900505066,0.28766632080078125,0.2761021554470062,0.22784562408924103,0.26701831817626953,0.32662686705589294,0.3661439120769501,0.27687352895736694,0.5130717158317566,0.23190158605575562,0.14697977900505066,0.25501182675361633,0.15711389482021332,0.15185877680778503,0.03416972607374191,0.14036329090595245,0.11946491152048111,0.12564857304096222
a,0.5829201340675354,0.21836373209953308,0.2250564843416214,0.23936179280281067,0.17998681962490082,0.18985043466091156,0.427140474319458,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.189753457903862,0.44038116931915283,0.24783554673194885,1.0,0.17998681962490082,0.3783375024795532,0.3095070421695709,0.3442045748233795,0.12933704257011414,0.1811940222978592,0.24231687188148499,0.23916715383529663
prime,0.19960100948810577,0.16173622012138367,0.11890927702188492,0.420093297958374,1.0,0.14938753843307495,0.2565026581287384,0.15586113929748535,0.21048103272914886,0.19960100948810577,0.22836096584796906,0.17833133041858673,0.1867530792951584,0.17998681962490082,1.0,0.09384632855653763,0.15248191356658936,0.1213962510228157,0.05412590876221657,0.11346341669559479,0.2232404202222824,0.11276303976774216
