,the,rhine,and,what,other,river,were,accepted,as,the,germanic,frontier,?
from,0.40150508284568787,0.2181936800479889,0.3601827025413513,0.2737620174884796,0.30141791701316833,0.20433256030082703,0.29991888999938965,0.17864307761192322,0.3251767158508301,0.40150508284568787,0.24026349186897278,0.2416044920682907,0.19969791173934937
the,1.0,0.30735138058662415,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.2894456386566162,0.3906462490558624,0.2999902665615082,0.48381632566452026,1.0,0.3006645441055298,0.303574800491333,0.22068053483963013
death,0.21438048779964447,0.13154110312461853,0.1816639006137848,0.2267695665359497,0.15471260249614716,0.11816254258155823,0.20675764977931976,0.14428576827049255,0.19013920426368713,0.21438048779964447,0.16094185411930084,0.1772570013999939,0.21149799227714539
of,0.733189046382904,0.2548927664756775,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.19903257489204407,0.34038281440734863,0.2863047122955322,0.3886612355709076,0.733189046382904,0.27129584550857544,0.285473495721817,0.1826142966747284
augustus,0.2133389264345169,0.3178483247756958,0.2042514532804489,0.12853938341140747,0.09911773353815079,0.1853673905134201,0.2045464962720871,0.220338836312294,0.23861508071422577,0.2133389264345169,0.35284319519996643,0.15726792812347412,0.16386699676513672
in,0.6662389636039734,0.24648422002792358,0.4954058527946472,0.30808621644973755,0.39989137649536133,0.2149806171655655,0.3815755248069763,0.26470789313316345,0.3887844979763031,0.6662389636039734,0.24217848479747772,0.2864285707473755,0.20430970191955566
ad,0.24233382940292358,0.1613721251487732,0.1829509735107422,0.27659884095191956,0.07763098180294037,0.1717604696750641,0.1702962964773178,0.12287025153636932,0.14792682230472565,0.24233382940292358,0.31471583247184753,0.20077434182167053,0.20824462175369263
14,-0.011880298145115376,0.13263513147830963,0.10622510313987732,0.050140514969825745,0.01942666620016098,0.1729270964860916,0.023857727646827698,0.03590203821659088,0.11537819355726242,-0.011880298145115376,0.102664515376091,0.11803045123815536,0.11697390675544739
until,0.37191009521484375,0.2225569188594818,0.3372601866722107,0.2693650424480438,0.18209607899188995,0.09735630452632904,0.3025567829608917,0.24597224593162537,0.3237951695919037,0.37191009521484375,0.14456000924110413,0.28766006231307983,0.20304496586322784
after,0.4565047025680542,0.19789908826351166,0.3765919506549835,0.21973377466201782,0.18459384143352509,0.2135820835828781,0.36224013566970825,0.2568325996398926,0.3014480769634247,0.4565047025680542,0.2313256561756134,0.17371712625026703,0.16608688235282898
ad,0.24233382940292358,0.1613721251487732,0.1829509735107422,0.27659884095191956,0.07763098180294037,0.1717604696750641,0.1702962964773178,0.12287025153636932,0.14792682230472565,0.24233382940292358,0.31471583247184753,0.20077434182167053,0.20824462175369263
70,-0.05826566368341446,-0.05447573587298393,-0.04563445597887039,-0.14758597314357758,-0.17706240713596344,-0.0027968555223196745,-0.017887713387608528,-0.07211548835039139,-0.015920527279376984,-0.05826566368341446,-0.15594899654388428,-0.07293561846017838,-0.18177002668380737
",",0.4933079481124878,0.167837992310524,0.6633074283599854,0.3087472915649414,0.4446498453617096,0.26637205481529236,0.36755475401878357,0.2906060218811035,0.48816442489624023,0.4933079481124878,0.22153666615486145,0.25599563121795654,0.31091248989105225
rome,0.2399049997329712,0.3250056207180023,0.2234899401664734,0.17227812111377716,0.18137624859809875,0.12682445347309113,0.23311859369277954,0.17513009905815125,0.20128996670246124,0.2399049997329712,0.3741700351238251,0.18469826877117157,0.16867119073867798
accepted,0.2999902665615082,0.1072189062833786,0.24459291994571686,0.2928575575351715,0.2424960881471634,0.10696499049663544,0.2491169422864914,1.0,0.2963118255138397,0.2999902665615082,0.20550183951854706,0.21068155765533447,0.19665466248989105
as,0.48381632566452026,0.18380387127399445,0.49487000703811646,0.31749409437179565,0.42805421352386475,0.16009141504764557,0.3025437891483307,0.2963118255138397,1.0,0.48381632566452026,0.19346894323825836,0.23785290122032166,0.27043893933296204
her,0.354963481426239,0.13000382483005524,0.40386050939559937,0.2733216881752014,0.24159610271453857,0.1593891829252243,0.22812210023403168,0.24184788763523102,0.2672952711582184,0.354963481426239,0.17949436604976654,0.12392579019069672,0.20310723781585693
germanic,0.3006645441055298,0.49177953600883484,0.2491096705198288,0.23222655057907104,0.28800690174102783,0.2316707819700241,0.3049336373806,0.20550183951854706,0.19346894323825836,0.3006645441055298,1.0000001192092896,0.27269086241722107,0.18380945920944214
frontier,0.303574800491333,0.21634887158870697,0.2990935742855072,0.23734928667545319,0.26043200492858887,0.21413230895996094,0.1899239718914032,0.21068155765533447,0.23785290122032166,0.303574800491333,0.27269086241722107,1.0,0.13416144251823425
the,1.0,0.30735138058662415,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.2894456386566162,0.3906462490558624,0.2999902665615082,0.48381632566452026,1.0,0.3006645441055298,0.303574800491333,0.22068053483963013
water-boundary,0.37092503905296326,0.2685120105743408,0.3141203820705414,0.2714502811431885,0.24932000041007996,0.48343774676322937,0.18926909565925598,0.19008563458919525,0.29379257559776306,0.37092503905296326,0.23561760783195496,0.2583683133125305,0.1391916275024414
of,0.733189046382904,0.2548927664756775,0.5116966962814331,0.33290785551071167,0.38583824038505554,0.19903257489204407,0.34038281440734863,0.2863047122955322,0.3886612355709076,0.733189046382904,0.27129584550857544,0.285473495721817,0.1826142966747284
the,1.0,0.30735138058662415,0.5171257257461548,0.42745697498321533,0.44152235984802246,0.2894456386566162,0.3906462490558624,0.2999902665615082,0.48381632566452026,1.0,0.3006645441055298,0.303574800491333,0.22068053483963013
