,what,must,a,teacher,show,towards,the,course,materials,for,increase,learning,?
since,0.29783400893211365,0.20047488808631897,0.3303585946559906,0.15693311393260956,0.2719241678714752,0.2279248684644699,0.4054957628250122,0.2278091013431549,0.16591642796993256,0.36751601099967957,0.23655791580677032,0.11012646555900574,0.2876587212085724
teachers,0.2526462972164154,0.2154170721769333,0.2509842813014984,0.7334206104278564,0.17230913043022156,0.13832180202007294,0.22025763988494873,0.31204313039779663,0.2505838871002197,0.274332195520401,0.14857535064220428,0.4589121639728546,0.19522249698638916
can,0.34502777457237244,0.6161077618598938,0.3915780484676361,0.15007992088794708,0.23802384734153748,0.17949555814266205,0.312528520822525,0.31218257546424866,0.34773218631744385,0.35690054297447205,0.30042919516563416,0.26453647017478943,0.3226337134838104
affect,0.34042587876319885,0.26291149854660034,0.20271271467208862,0.08817440271377563,0.31212249398231506,0.2780225872993469,0.314972460269928,0.2531357407569885,0.2286221832036972,0.311452180147171,0.42347633838653564,0.24824418127536774,0.26275068521499634
how,0.6468034982681274,0.3341856896877289,0.29312583804130554,0.20506705343723297,0.33347421884536743,0.25326651334762573,0.33890387415885925,0.33582279086112976,0.28979310393333435,0.3308170735836029,0.29766717553138733,0.3268411159515381,0.4024120569229126
students,0.2380729615688324,0.19151121377944946,0.2676560878753662,0.5254908204078674,0.15391837060451508,0.17948201298713684,0.25268980860710144,0.38257765769958496,0.27055567502975464,0.2460945099592209,0.19739265739917755,0.4564066231250763,0.18017297983169556
perceive,0.4310474097728729,0.257260799407959,0.20645000040531158,0.14845147728919983,0.2694786787033081,0.31263527274131775,0.2647975981235504,0.2205183506011963,0.25169920921325684,0.1982203871011734,0.4032187759876251,0.2967517375946045,0.24679045379161835
the,0.42745697498321533,0.2713140547275543,0.5829201340675354,0.17760860919952393,0.319829523563385,0.31815874576568604,1.0,0.32268625497817993,0.22837378084659576,0.4739971458911896,0.32049667835235596,0.2504628002643585,0.22068053483963013
course,0.3412042260169983,0.3032977879047394,0.2895289659500122,0.3196853995323181,0.22022955119609833,0.27772536873817444,0.32268625497817993,1.0000001192092896,0.18907858431339264,0.29164767265319824,0.13571375608444214,0.33392640948295593,0.28826573491096497
materials,0.21012352406978607,0.2759096324443817,0.21448606252670288,0.1367943286895752,0.1964433342218399,0.17463795840740204,0.22837378084659576,0.18907858431339264,1.0,0.2799314558506012,0.2540658116340637,0.2503582835197449,0.1301651895046234
",",0.3087472915649414,0.2231246829032898,0.427140474319458,0.2884024977684021,0.31928569078445435,0.2550581693649292,0.4933079481124878,0.3528233766555786,0.20380693674087524,0.4464869201183319,0.20005576312541962,0.22680731117725372,0.31091248989105225
it,0.45803478360176086,0.17906725406646729,0.5452592968940735,0.18879914283752441,0.2669452726840973,0.27592888474464417,0.6251175999641418,0.38061466813087463,0.25009089708328247,0.32171204686164856,0.24231809377670288,0.21570803225040436,0.25732165575027466
has,0.20338068902492523,0.30250290036201477,0.4670248031616211,0.16918911039829254,0.2685723900794983,0.23517395555973053,0.4177538752555847,0.2658419609069824,0.1532806009054184,0.450642853975296,0.2877773344516754,0.15350091457366943,0.15994466841220856
been,0.2567804455757141,0.30526185035705566,0.3315402865409851,0.149984672665596,0.23647178709506989,0.16555637121200562,0.3563927710056305,0.2814042568206787,0.23846498131752014,0.39068686962127686,0.2953856885433197,0.15566183626651764,0.24354910850524902
found,0.1796332150697708,0.13391098380088806,0.2869448959827423,0.11534658819437027,0.1897030770778656,0.15438124537467957,0.3452354073524475,0.1258787363767624,0.17403052747249603,0.19707661867141724,0.19182902574539185,0.15020041167736053,0.16790300607681274
that,0.6297725439071655,0.42000943422317505,0.47537946701049805,0.1985531747341156,0.3486354649066925,0.28294092416763306,0.5473989248275757,0.3840329051017761,0.28520384430885315,0.4137635827064514,0.3491165041923523,0.2574402689933777,0.32716336846351624
teachers,0.2526462972164154,0.2154170721769333,0.2509842813014984,0.7334206104278564,0.17230913043022156,0.13832180202007294,0.22025763988494873,0.31204313039779663,0.2505838871002197,0.274332195520401,0.14857535064220428,0.4589121639728546,0.19522249698638916
who,0.40942975878715515,0.27147307991981506,0.36608949303627014,0.35707929730415344,0.2095358669757843,0.1973830610513687,0.3733934462070465,0.23641245067119598,0.1567661166191101,0.37110671401023865,0.16291113197803497,0.25985077023506165,0.26220351457595825
showed,0.23458190262317657,0.18068289756774902,0.2502788305282593,0.20094245672225952,0.4906870722770691,0.1692223697900772,0.3101346790790558,0.13508757948875427,0.21972283720970154,0.27973151206970215,0.28019899129867554,0.2721514105796814,0.17389845848083496
enthusiasm,0.24652187526226044,0.1684000939130783,0.240957111120224,0.27789032459259033,0.3133976459503174,0.24971452355384827,0.17474554479122162,0.28417426347732544,0.10005518794059753,0.2688485085964203,0.22666437923908234,0.32845550775527954,0.20266079902648926
towards,0.281793475151062,0.1899542659521103,0.2078181505203247,0.10588987171649933,0.1594243049621582,1.0000001192092896,0.31815874576568604,0.27772536873817444,0.17463795840740204,0.24786117672920227,0.2988475561141968,0.25828757882118225,0.13023285567760468
the,0.42745697498321533,0.2713140547275543,0.5829201340675354,0.17760860919952393,0.319829523563385,0.31815874576568604,1.0,0.32268625497817993,0.22837378084659576,0.4739971458911896,0.32049667835235596,0.2504628002643585,0.22068053483963013
course,0.3412042260169983,0.3032977879047394,0.2895289659500122,0.3196853995323181,0.22022955119609833,0.27772536873817444,0.32268625497817993,1.0000001192092896,0.18907858431339264,0.29164767265319824,0.13571375608444214,0.33392640948295593,0.28826573491096497
materials,0.21012352406978607,0.2759096324443817,0.21448606252670288,0.1367943286895752,0.1964433342218399,0.17463795840740204,0.22837378084659576,0.18907858431339264,1.0,0.2799314558506012,0.2540658116340637,0.2503582835197449,0.1301651895046234
and,0.31309178471565247,0.33253467082977295,0.3739250600337982,0.27571162581443787,0.3455478549003601,0.32443711161613464,0.5171257257461548,0.30755242705345154,0.2919374406337738,0.5064792633056641,0.2751924991607666,0.2687397301197052,0.20544172823429108
students,0.2380729615688324,0.19151121377944946,0.2676560878753662,0.5254908204078674,0.15391837060451508,0.17948201298713684,0.25268980860710144,0.38257765769958496,0.27055567502975464,0.2460945099592209,0.19739265739917755,0.4564066231250763,0.18017297983169556
can,0.34502777457237244,0.6161077618598938,0.3915780484676361,0.15007992088794708,0.23802384734153748,0.17949555814266205,0.312528520822525,0.31218257546424866,0.34773218631744385,0.35690054297447205,0.30042919516563416,0.26453647017478943,0.3226337134838104
affect,0.34042587876319885,0.26291149854660034,0.20271271467208862,0.08817440271377563,0.31212249398231506,0.2780225872993469,0.314972460269928,0.2531357407569885,0.2286221832036972,0.311452180147171,0.42347633838653564,0.24824418127536774,0.26275068521499634
a,0.3320399522781372,0.3016769587993622,1.0,0.31202319264411926,0.24886544048786163,0.2078181505203247,0.5829201340675354,0.2895289659500122,0.21448606252670288,0.44038116931915283,0.24428929388523102,0.23662391304969788,0.23916715383529663
positive,0.2491111010313034,0.18820136785507202,0.2522195875644684,0.10744694620370865,0.20019350945949554,0.2930973172187805,0.20502062141895294,0.14498594403266907,0.18381953239440918,0.20385105907917023,0.268679141998291,0.1624099314212799,0.16532565653324127
learning,0.29806870222091675,0.1830115020275116,0.23662391304969788,0.4099653959274292,0.23176433145999908,0.25828757882118225,0.2504628002643585,0.33392640948295593,0.2503582835197449,0.3046240508556366,0.24949133396148682,0.9999998807907104,0.25810256600379944
experience,0.3894727826118469,0.2332707643508911,0.2513456344604492,0.2824347913265228,0.19582797586917877,0.21992714703083038,0.21682339906692505,0.3636534810066223,0.1938435435295105,0.29364609718322754,0.3115066587924957,0.4421054422855377,0.25203612446784973
towards,0.281793475151062,0.1899542659521103,0.2078181505203247,0.10588987171649933,0.1594243049621582,1.0000001192092896,0.31815874576568604,0.27772536873817444,0.17463795840740204,0.24786117672920227,0.2988475561141968,0.25828757882118225,0.13023285567760468
the,0.42745697498321533,0.2713140547275543,0.5829201340675354,0.17760860919952393,0.319829523563385,0.31815874576568604,1.0,0.32268625497817993,0.22837378084659576,0.4739971458911896,0.32049667835235596,0.2504628002643585,0.22068053483963013
