,how,many,individual,libraries,make,up,the,main,school,library,?
it,0.36714982986450195,0.39615920186042786,0.23296359181404114,0.20065078139305115,0.40787607431411743,0.36426842212677,0.6251175999641418,0.2827725112438202,0.22964634001255035,0.1741359829902649,0.25732165575027466
operates,0.16758139431476593,0.16700030863285065,0.24092364311218262,0.3205486238002777,0.1981285959482193,0.15878580510616302,0.2663705050945282,0.18975883722305298,0.18981273472309113,0.20642223954200745,0.12270797789096832
several,0.28568220138549805,0.7239733338356018,0.3571675717830658,0.25249460339546204,0.2869584262371063,0.2875290513038635,0.40559855103492737,0.26454469561576843,0.17677904665470123,0.14943283796310425,0.15595775842666626
arts,0.1528770476579666,0.26020848751068115,0.1071857139468193,0.3379991352558136,0.20025214552879333,0.11492934077978134,0.23374557495117188,0.16633185744285583,0.3632875382900238,0.29444992542266846,0.09471383690834045
",",0.22659391164779663,0.40610817074775696,0.20963770151138306,0.23942817747592926,0.324553906917572,0.34193792939186096,0.4933079481124878,0.2989408075809479,0.27141863107681274,0.16805633902549744,0.31091248989105225
cultural,0.17982208728790283,0.2582838833332062,0.30302301049232483,0.21956583857536316,0.1663624495267868,0.11379820108413696,0.23337452113628387,0.19674356281757355,0.1386682689189911,0.21870914101600647,0.09798457473516464
",",0.22659391164779663,0.40610817074775696,0.20963770151138306,0.23942817747592926,0.324553906917572,0.34193792939186096,0.4933079481124878,0.2989408075809479,0.27141863107681274,0.16805633902549744,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.30311039090156555,0.28810685873031616,0.4160483181476593,0.4032393991947174,0.5171257257461548,0.29831406474113464,0.2752758264541626,0.18451033532619476,0.20544172823429108
scientific,0.2153155654668808,0.27610665559768677,0.234585702419281,0.24652168154716492,0.2549981474876404,0.1303599327802658,0.24748262763023376,0.17233064770698547,0.09554454684257507,0.21957656741142273,0.16215236485004425
museums,0.13651123642921448,0.34076806902885437,0.16735102236270905,0.5011525750160217,0.16851797699928284,0.14139428734779358,0.2721219062805176,0.14356133341789246,0.2381884604692459,0.3587424159049988,0.1374243199825287
",",0.22659391164779663,0.40610817074775696,0.20963770151138306,0.23942817747592926,0.324553906917572,0.34193792939186096,0.4933079481124878,0.2989408075809479,0.27141863107681274,0.16805633902549744,0.31091248989105225
alongside,0.20271705090999603,0.2588617205619812,0.14527027308940887,0.14570452272891998,0.11195807158946991,0.11385564506053925,0.2475084811449051,0.2390606701374054,0.17076919972896576,0.08784740418195724,0.20579710602760315
the,0.33890387415885925,0.4335206151008606,0.3706541955471039,0.2134861946105957,0.3146495521068573,0.38423117995262146,1.0,0.38631999492645264,0.22953221201896667,0.19920319318771362,0.22068053483963013
harvard,0.19650645554065704,0.19690528512001038,0.1592215597629547,0.3088573217391968,0.12242621183395386,0.15868650376796722,0.24496200680732727,0.06252060830593109,0.42520302534103394,0.28255677223205566,0.11685016006231308
library,0.09932420402765274,0.1814885139465332,0.0871775820851326,0.7666171193122864,0.14912079274654388,0.14000046253204346,0.19920319318771362,0.20055335760116577,0.3038032054901123,0.9999999403953552,0.18938742578029633
",",0.22659391164779663,0.40610817074775696,0.20963770151138306,0.23942817747592926,0.324553906917572,0.34193792939186096,0.4933079481124878,0.2989408075809479,0.27141863107681274,0.16805633902549744,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.4525477886199951,0.2347394824028015,0.4280063211917877,0.36388060450553894,0.6521818041801453,0.37042954564094543,0.19108018279075623,0.1813201606273651,0.25814583897590637
is,0.22544461488723755,0.2649032473564148,0.21069909632205963,0.17780977487564087,0.3331545889377594,0.2853454053401947,0.5823672413825989,0.3009335994720459,0.19488026201725006,0.16916222870349884,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.3706541955471039,0.2134861946105957,0.3146495521068573,0.38423117995262146,1.0,0.38631999492645264,0.22953221201896667,0.19920319318771362,0.22068053483963013
world,0.25969967246055603,0.3418862819671631,0.23934632539749146,0.20413696765899658,0.23234829306602478,0.2586722671985626,0.33604270219802856,0.1568579524755478,0.1675892472267151,0.18265527486801147,0.17579582333564758
's,-0.026164190843701363,0.01698932610452175,0.007690947037190199,-0.09016233682632446,0.09622383862733841,-0.08862818777561188,-0.01540423184633255,0.032559316605329514,-0.017113132402300835,-0.09959429502487183,-0.023395681753754616
largest,0.08743762224912643,0.23644231259822845,0.15576331317424774,0.2626825273036957,0.09099405258893967,0.20254385471343994,0.3757036626338959,0.26643094420433044,0.11632684618234634,0.21099962294101715,0.12401245534420013
academic,0.144212007522583,0.2163168489933014,0.18388429284095764,0.3473966121673584,0.13519030809402466,0.14102911949157715,0.15387672185897827,0.157512366771698,0.34779801964759827,0.2728489935398102,0.11011603474617004
