,what,crew,did,eisele,eventually,get,relocated,to,after,having,surgery,and,not,making,the,first,mission,?
mercury/gemini,0.1988738477230072,0.2501356303691864,0.1992005854845047,0.3499557375907898,0.2270541936159134,0.22802835702896118,0.20950713753700256,0.2822553515434265,0.19065777957439423,0.2014051228761673,0.23306262493133545,0.2573511302471161,0.24731867015361786,0.2142416089773178,0.2796841859817505,0.22603844106197357,0.3292296528816223,0.20689383149147034
veteran,0.12123548984527588,0.1635076105594635,0.10862443596124649,0.2078850269317627,0.1667046993970871,0.15511862933635712,0.1686301976442337,0.15511025488376617,0.2067219316959381,0.1688985824584961,0.17070303857326508,0.1862805187702179,0.11410927772521973,0.08562654256820679,0.2511998414993286,0.20627540349960327,0.16379188001155853,0.15891358256340027
wally,0.12267013639211655,0.24246203899383545,0.06484859436750412,0.3654581606388092,0.2618756592273712,0.10008607804775238,0.05091366171836853,0.13890507817268372,0.17550227046012878,0.17152975499629974,0.13800160586833954,0.21566376090049744,0.16494402289390564,0.11234152317047119,0.18038906157016754,0.23191103339195251,0.13687379658222198,0.11916292458772659
schirra,0.14477285742759705,0.4056386351585388,0.13332879543304443,0.6040735840797424,0.1675141155719757,0.15681521594524384,0.14589135348796844,0.19579409062862396,0.23335571587085724,0.16266995668411255,0.2092176228761673,0.22293023765087128,0.17804671823978424,0.14329835772514343,0.24150578677654266,0.24555866420269012,0.31948521733283997,0.196621835231781
",",0.3087472915649414,0.2217068374156952,0.3015086054801941,0.2767774164676666,0.262137234210968,0.2926318049430847,0.23454871773719788,0.44245919585227966,0.38860568404197693,0.3154076039791107,0.23527489602565765,0.6633074283599854,0.3769696354866028,0.3254455029964447,0.4933079481124878,0.34503069519996643,0.21226151287555695,0.31091248989105225
eisele,0.142537921667099,0.214498832821846,0.12160593271255493,1.0,0.12884248793125153,0.1193833276629448,0.13760286569595337,0.11079759895801544,0.23200194537639618,0.10416100919246674,0.16426077485084534,0.18173886835575104,0.10134075582027435,0.07855038344860077,0.25543972849845886,0.2625060975551605,0.20944993197917938,0.15890517830848694
",",0.3087472915649414,0.2217068374156952,0.3015086054801941,0.2767774164676666,0.262137234210968,0.2926318049430847,0.23454871773719788,0.44245919585227966,0.38860568404197693,0.3154076039791107,0.23527489602565765,0.6633074283599854,0.3769696354866028,0.3254455029964447,0.4933079481124878,0.34503069519996643,0.21226151287555695,0.31091248989105225
and,0.31309178471565247,0.22802916169166565,0.34479495882987976,0.18173886835575104,0.3932386040687561,0.37609121203422546,0.2557746171951294,0.48971283435821533,0.3765919506549835,0.36825746297836304,0.1696690320968628,1.0,0.39099299907684326,0.38677045702934265,0.5171257257461548,0.3167642652988434,0.16932862997055054,0.20544172823429108
rookie,0.119657002389431,0.17560738325119019,0.17795857787132263,0.2507080137729645,0.1625477522611618,0.16629990935325623,0.23223765194416046,0.10144312679767609,0.2856084108352661,0.16752804815769196,0.2036387026309967,0.1566481590270996,0.13058044016361237,0.1655968427658081,0.2438497394323349,0.24955706298351288,0.1789391189813614,0.14955708384513855
walter,0.11522015184164047,0.16269749402999878,0.13293832540512085,0.36165526509284973,0.1646011769771576,0.1542954444885254,0.10756335407495499,0.15203003585338593,0.16231386363506317,0.164529487490654,0.09165363758802414,0.19696491956710815,0.10651908069849014,0.11013800650835037,0.16759788990020752,0.22229944169521332,0.16936863958835602,0.1297207623720169
cunningham,0.1899973601102829,0.22287537157535553,0.18989431858062744,0.3125852346420288,0.12896963953971863,0.1523684859275818,0.13735395669937134,0.21435794234275818,0.25129663944244385,0.1746230572462082,0.20948828756809235,0.2998959720134735,0.16537971794605255,0.19011831283569336,0.2787105143070221,0.2503795325756073,0.19846224784851074,0.1501266211271286
were,0.22298263013362885,0.2108691781759262,0.4162326455116272,0.2007489800453186,0.33756640553474426,0.2939866781234741,0.27871185541152954,0.31913647055625916,0.36224013566970825,0.30324774980545044,0.13275553286075592,0.42175528407096863,0.33318549394607544,0.2804111838340759,0.3906462490558624,0.3285558819770813,0.16210246086120605,0.17890112102031708
announced,0.09249057620763779,0.12033198773860931,0.2690480351448059,0.16929121315479279,0.25664952397346497,0.12843260169029236,0.23695199191570282,0.20247882604599,0.346540629863739,0.15837667882442474,0.2595958411693573,0.16773687303066254,0.2279495894908905,0.20127497613430023,0.2277132272720337,0.25270816683769226,0.19446654617786407,0.17416009306907654
