,how,much,older,was,manning,than,newton,during,super,bowl,50,?
manning,0.2318497896194458,0.20351333916187286,0.17185641825199127,0.2607507109642029,0.9999998807907104,0.15556462109088898,0.31537702679634094,0.25985732674598694,0.30535250902175903,0.32417115569114685,-0.0051657091826200485,0.15856626629829407
and,0.33647966384887695,0.38395699858665466,0.3224782347679138,0.3740963041782379,0.2638654112815857,0.39361441135406494,0.22255054116249084,0.36462149024009705,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
newton,0.2514588236808777,0.18355298042297363,0.06449645012617111,0.25264593958854675,0.31537702679634094,0.11650118976831436,1.0000001192092896,0.1617087423801422,0.18797411024570465,0.1892489492893219,-0.06779218465089798,0.09645649790763855
also,0.43506327271461487,0.4144500195980072,0.28433263301849365,0.4032125174999237,0.25617194175720215,0.3524617850780487,0.2125306874513626,0.4275238513946533,0.27527010440826416,0.2647361755371094,0.024839751422405243,0.21848613023757935
set,0.2561637759208679,0.14916741847991943,0.10062742978334427,0.22985222935676575,0.23142406344413757,0.17463093996047974,0.1896078735589981,0.1877487152814865,0.1139470711350441,0.16605548560619354,0.04030413553118706,0.1698019951581955
the,0.33890387415885925,0.35023224353790283,0.21663418412208557,0.48711544275283813,0.27058160305023193,0.3227543234825134,0.1876603662967682,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
record,0.1698412001132965,0.15953029692173004,0.09653447568416595,0.2787264287471771,0.2734450697898865,0.23675908148288727,0.2076674848794937,0.2749153673648834,0.2505435347557068,0.24389338493347168,0.06952042132616043,0.14407116174697876
for,0.3308170735836029,0.2994346022605896,0.24448262155056,0.3863949179649353,0.33057859539985657,0.30793827772140503,0.18168501555919647,0.3448435664176941,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
the,0.33890387415885925,0.35023224353790283,0.21663418412208557,0.48711544275283813,0.27058160305023193,0.3227543234825134,0.1876603662967682,0.4838213622570038,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
largest,0.08743762224912643,0.2249041199684143,0.07545020431280136,0.2198711782693863,0.07998676598072052,0.2178453952074051,0.08898044377565384,0.1812315285205841,0.11345334351062775,0.1501329243183136,0.04924619570374489,0.12401245534420013
age,0.17137715220451355,0.1711568385362625,0.38801634311676025,0.27072176337242126,0.2003740668296814,0.16086430847644806,0.05863526463508606,0.27434083819389343,0.1118914783000946,0.0928628072142601,-0.065655417740345,0.16859300434589386
difference,0.3906289339065552,0.362570196390152,0.22363942861557007,0.22480741143226624,0.08839809894561768,0.33451396226882935,0.20977242290973663,0.19240175187587738,0.1200440376996994,0.1106841117143631,0.014400261454284191,0.2842230200767517
between,0.2747800648212433,0.2654217481613159,0.19559341669082642,0.24048170447349548,0.13254806399345398,0.2741905152797699,0.12536406517028809,0.36201924085617065,0.07381514459848404,0.10010302066802979,0.060629747807979584,0.12887074053287506
opposing,0.31444743275642395,0.251098096370697,0.1243176981806755,0.19197437167167664,0.25727102160453796,0.2298433631658554,0.16790586709976196,0.1946011334657669,0.10987816005945206,0.1407027244567871,0.06418649852275848,0.23064684867858887
