,what,are,we,unsure,of,about,how,chloroplasts,make,methionine,precursors,?
the,0.42745697498321533,0.40399202704429626,0.3206169009208679,0.22143153846263885,0.733189046382904,0.37995871901512146,0.33890387415885925,0.23062430322170258,0.3146495521068573,0.2769896388053894,0.2706283926963806,0.22068053483963013
chloroplast,0.23505516350269318,0.26561424136161804,0.27989912033081055,0.13116317987442017,0.2069506198167801,0.1271195411682129,0.23138970136642456,0.9777651429176331,0.2420944720506668,0.5828924775123596,0.438589870929718,0.12532055377960205
is,0.28837618231773376,0.5330929756164551,0.2876903712749481,0.21979060769081116,0.4854315221309662,0.3532065451145172,0.22544461488723755,0.22550933063030243,0.3331545889377594,0.2675812542438507,0.21486614644527435,0.22961433231830597
known,0.20381177961826324,0.26720109581947327,0.18283268809318542,0.17773742973804474,0.35814476013183594,0.25154873728752136,0.16194356977939606,0.22634467482566833,0.21292470395565033,0.18210984766483307,0.29949527978897095,0.18314571678638458
to,0.455847829580307,0.3504326641559601,0.4005183279514313,0.34427687525749207,0.41548454761505127,0.391953706741333,0.44169697165489197,0.23370109498500824,0.497876912355423,0.22781245410442352,0.22805926203727722,0.29463258385658264
make,0.3792211413383484,0.4522273540496826,0.38382551074028015,0.296257883310318,0.2912110388278961,0.3361717760562897,0.44417309761047363,0.24682173132896423,1.0000001192092896,0.27775290608406067,0.17797987163066864,0.28314751386642456
the,0.42745697498321533,0.40399202704429626,0.3206169009208679,0.22143153846263885,0.733189046382904,0.37995871901512146,0.33890387415885925,0.23062430322170258,0.3146495521068573,0.2769896388053894,0.2706283926963806,0.22068053483963013
precursors,0.20979778468608856,0.2986591160297394,0.22754395008087158,0.11506979167461395,0.24210871756076813,0.12588948011398315,0.22932851314544678,0.455533891916275,0.17797987163066864,0.4232667088508606,1.0,0.13615216314792633
to,0.455847829580307,0.3504326641559601,0.4005183279514313,0.34427687525749207,0.41548454761505127,0.391953706741333,0.44169697165489197,0.23370109498500824,0.497876912355423,0.22781245410442352,0.22805926203727722,0.29463258385658264
methionine,0.2845023572444916,0.32481080293655396,0.3364172875881195,0.19537286460399628,0.2594780921936035,0.18920697271823883,0.28062474727630615,0.5822928547859192,0.27775290608406067,1.0,0.4232667088508606,0.2416493147611618
but,0.5029441118240356,0.47990062832832336,0.4746914803981781,0.39978140592575073,0.39942997694015503,0.4257524609565735,0.43101516366004944,0.28110963106155396,0.463496595621109,0.2742849290370941,0.20089830458164215,0.27921953797340393
it,0.45803478360176086,0.3617996573448181,0.3495568633079529,0.27032533288002014,0.38761502504348755,0.4291239380836487,0.36714982986450195,0.24210065603256226,0.40787607431411743,0.33548328280448914,0.24380432069301605,0.25732165575027466
is,0.28837618231773376,0.5330929756164551,0.2876903712749481,0.21979060769081116,0.4854315221309662,0.3532065451145172,0.22544461488723755,0.22550933063030243,0.3331545889377594,0.2675812542438507,0.21486614644527435,0.22961433231830597
unclear,0.4435768723487854,0.3012484312057495,0.3592406213283539,0.4400402903556824,0.28845107555389404,0.35186612606048584,0.35542193055152893,0.29573214054107666,0.21464435756206512,0.2996772229671478,0.27989277243614197,0.28961181640625
whether,0.5516265630722046,0.3003474473953247,0.46020883321762085,0.45845115184783936,0.24392437934875488,0.36262741684913635,0.5284467935562134,0.250019907951355,0.3787061870098114,0.25287458300590515,0.18763938546180725,0.3150278329849243
the,0.42745697498321533,0.40399202704429626,0.3206169009208679,0.22143153846263885,0.733189046382904,0.37995871901512146,0.33890387415885925,0.23062430322170258,0.3146495521068573,0.2769896388053894,0.2706283926963806,0.22068053483963013
organelle,0.22775481641292572,0.34606611728668213,0.3017910122871399,0.1227237805724144,0.2818329632282257,0.17320594191551208,0.23103812336921692,0.7076865434646606,0.2656158208847046,0.524448037147522,0.4295680522918701,0.18244005739688873
carries,0.16581358015537262,0.2633114755153656,0.14746125042438507,0.13652408123016357,0.37620046734809875,0.23386229574680328,0.1937691867351532,0.289717435836792,0.27847978472709656,0.2701275944709778,0.18419873714447021,0.13831257820129395
out,0.3633197546005249,0.31390950083732605,0.3332177698612213,0.30757132172584534,0.34176841378211975,0.3289739489555359,0.3963836133480072,0.21616721153259277,0.3698912560939789,0.2271539568901062,0.2343662530183792,0.22020699083805084
the,0.42745697498321533,0.40399202704429626,0.3206169009208679,0.22143153846263885,0.733189046382904,0.37995871901512146,0.33890387415885925,0.23062430322170258,0.3146495521068573,0.2769896388053894,0.2706283926963806,0.22068053483963013
last,0.23175878822803497,0.16972362995147705,0.22565670311450958,0.2307644784450531,0.3052992522716522,0.2802848815917969,0.24577783048152924,0.14417798817157745,0.23047026991844177,0.09648185968399048,0.1465579867362976,0.22371746599674225
leg,0.12140092998743057,0.14012391865253448,0.0955505296587944,0.20079807937145233,0.1416485756635666,0.13253460824489594,0.12739166617393494,0.2492784857749939,0.11813557147979736,0.14310093224048615,0.1920921951532364,0.12812620401382446
of,0.33290785551071167,0.39081433415412903,0.2769293785095215,0.1801244616508484,1.0,0.40939709544181824,0.2480744868516922,0.23179760575294495,0.2912110388278961,0.2594780921936035,0.24210871756076813,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,0.3206169009208679,0.22143153846263885,0.733189046382904,0.37995871901512146,0.33890387415885925,0.23062430322170258,0.3146495521068573,0.2769896388053894,0.2706283926963806,0.22068053483963013
pathway,0.24952521920204163,0.27126544713974,0.2187800258398056,0.13637013733386993,0.2507055997848511,0.19848455488681793,0.2885694205760956,0.4638974666595459,0.2746048867702484,0.43824607133865356,0.36008167266845703,0.14858829975128174
