,what,body,has,stated,that,physicians,can,also,dispense,drugs,under,specific,conditions,?
however,0.4480680823326111,0.24458065629005432,0.3999234735965729,0.44088008999824524,0.6336373090744019,0.2978461980819702,0.4312019944190979,0.5562808513641357,0.2904682755470276,0.3068462908267975,0.2751365602016449,0.3430619537830353,0.3349706530570984,0.2152075469493866
",",0.3087472915649414,0.22437527775764465,0.3734780251979828,0.2962069809436798,0.4137537479400635,0.1914944052696228,0.3139454126358032,0.4717654287815094,0.17644016444683075,0.1834760159254074,0.24875585734844208,0.24305859208106995,0.17239321768283844,0.31091248989105225
the,0.42745697498321533,0.31682634353637695,0.4177538752555847,0.2814950942993164,0.5473989248275757,0.20843391120433807,0.312528520822525,0.6021018624305725,0.27511832118034363,0.19485467672348022,0.3348022699356079,0.3501757085323334,0.2622014284133911,0.22068053483963013
american,0.1909721940755844,0.11619368195533752,0.15494826436042786,0.17885209619998932,0.24748189747333527,0.11907797306776047,0.1587955802679062,0.2794059216976166,0.06962093710899353,0.17939968407154083,0.10756080597639084,0.12696191668510437,0.05975889414548874,0.18877598643302917
medical,0.2389855533838272,0.22224578261375427,0.1678176373243332,0.17674113810062408,0.24800917506217957,0.4974058270454407,0.22564342617988586,0.29586291313171387,0.24443094432353973,0.36356988549232483,0.23125700652599335,0.2750835418701172,0.33408963680267334,0.13234087824821472
association,0.13908448815345764,0.1959884762763977,0.16709589958190918,0.11574128270149231,0.16232246160507202,0.16358335316181183,0.13876952230930328,0.26600566506385803,0.10946159809827805,0.11002840846776962,0.1553005427122116,0.15280775725841522,0.1667574942111969,0.1542656421661377
(,0.2411840260028839,0.1610826849937439,0.2498389035463333,0.13169001042842865,0.2264307141304016,0.11216530203819275,0.22726960480213165,0.2962331771850586,0.11519662290811539,0.09748654067516327,0.21003201603889465,0.2145749181509018,0.13373951613903046,0.40561532974243164
ama,0.21805483102798462,0.06542405486106873,0.17657874524593353,0.10084933787584305,0.16196726262569427,0.09131164103746414,0.113066166639328,0.18002255260944366,0.07500651478767395,0.10034152865409851,-0.009584907442331314,0.1827758401632309,-0.003676564199849963,0.1842515915632248
),0.26259949803352356,0.15783365070819855,0.26944878697395325,0.12946446239948273,0.23478686809539795,0.12044284492731094,0.23216170072555542,0.32058730721473694,0.1214725524187088,0.11431212723255157,0.2076013684272766,0.1913466602563858,0.11595944315195084,0.42300865054130554
code,0.2450651079416275,0.12878745794296265,0.17651672661304474,0.17221307754516602,0.24591493606567383,0.12629403173923492,0.2115715742111206,0.1813456416130066,0.14865130186080933,0.1383575201034546,0.17760735750198364,0.3181474804878235,0.14923328161239624,0.22105959057807922
of,0.33290785551071167,0.25063133239746094,0.3909035325050354,0.22148488461971283,0.41498205065727234,0.21025621891021729,0.2603091299533844,0.4924938678741455,0.33600831031799316,0.21399663388729095,0.32766106724739075,0.2744234502315521,0.2074868083000183,0.1826142966747284
ethics,0.3547072112560272,0.18282628059387207,0.1804899126291275,0.3315156400203705,0.294538289308548,0.3093019723892212,0.20121367275714874,0.25141680240631104,0.34430474042892456,0.36367571353912354,0.11900442838668823,0.2690664529800415,0.2508079707622528,0.21293872594833374
provides,0.16175243258476257,0.1794600635766983,0.32431983947753906,0.2712043821811676,0.30973124504089355,0.22623157501220703,0.29374411702156067,0.27289023995399475,0.29425615072250366,0.1407695710659027,0.19610582292079926,0.32880401611328125,0.2897881865501404,0.1500944346189499
that,0.6297725439071655,0.32291916012763977,0.41272613406181335,0.48625776171684265,1.0,0.2623414397239685,0.4522190988063812,0.6005857586860657,0.2900259792804718,0.2915695607662201,0.26447200775146484,0.38467007875442505,0.32457053661346436,0.32716336846351624
physicians,0.24258212745189667,0.19266311824321747,0.16002482175827026,0.17935696244239807,0.2623414397239685,0.9999999403953552,0.19532375037670135,0.2513660192489624,0.22077850997447968,0.339998722076416,0.18269452452659607,0.25253939628601074,0.2751281261444092,0.12075905501842499
may,0.25739946961402893,0.221819669008255,0.2377731204032898,0.2605903446674347,0.4234136641025543,0.20769208669662476,0.43584567308425903,0.3555105924606323,0.11336671561002731,0.2807694673538208,0.17191942036151886,0.2809756100177765,0.24720945954322815,0.2768254578113556
dispense,0.3016904294490814,0.10999790579080582,0.11006427556276321,0.2454041838645935,0.2900259792804718,0.22077850997447968,0.23799535632133484,0.23573321104049683,1.0000001192092896,0.19656096398830414,0.23218514025211334,0.3209928572177887,0.32246026396751404,0.23261795938014984
drugs,0.27091342210769653,0.23596316576004028,0.16406132280826569,0.23155401647090912,0.2915695607662201,0.339998722076416,0.2963178753852844,0.31450721621513367,0.19656096398830414,1.0000001192092896,0.20688289403915405,0.2816466987133026,0.3549690544605255,0.15436270833015442
within,0.2498195916414261,0.27756670117378235,0.30466988682746887,0.13769079744815826,0.33798906207084656,0.1955527514219284,0.27913734316825867,0.2688477635383606,0.27571427822113037,0.2078888863325119,0.3183288872241974,0.3875446617603302,0.252938449382782,0.1870293766260147
