,by,the,late,19th,century,",",which,country,had,the,largest,empire,ever,to,exist,in,the,world,?
other,0.3321913778781891,0.44152235984802246,0.21737968921661377,0.14516301453113556,0.25289666652679443,0.4446498453617096,0.50507652759552,0.28020480275154114,0.30737367272377014,0.44152235984802246,0.24251358211040497,0.17392708361148834,0.21836784482002258,0.4193183183670044,0.388637900352478,0.39989137649536133,0.44152235984802246,0.2941931188106537,0.24682199954986572
influential,0.3017306327819824,0.2541041374206543,0.33991533517837524,0.17564789950847626,0.4026738703250885,0.23522920906543732,0.18211336433887482,0.22523467242717743,0.25402337312698364,0.2541041374206543,0.25223323702812195,0.269195020198822,0.3225431740283966,0.13114871084690094,0.164242222905159,0.2626776695251465,0.2541041374206543,0.3337551951408386,0.1465693712234497
spokesmen,0.15473651885986328,0.2624686658382416,0.22437267005443573,0.06659089773893356,0.21887998282909393,0.22125954926013947,0.21037890017032623,0.2257620394229889,0.34097820520401,0.2624686658382416,0.21856771409511566,0.18233561515808105,0.18885287642478943,0.253644198179245,0.19634495675563812,0.19742915034294128,0.2624686658382416,0.21485556662082672,0.17999441921710968
included,0.2987801134586334,0.3825419843196869,0.22365939617156982,0.09941553324460983,0.24902856349945068,0.3679811954498291,0.319993793964386,0.23268266022205353,0.3613284230232239,0.3825419843196869,0.21237967908382416,0.2140709012746811,0.2204742133617401,0.2322428971529007,0.25090986490249634,0.32433560490608215,0.3825419843196869,0.21497246623039246,0.14385655522346497
lord,0.1634988635778427,0.2489406019449234,0.12643034756183624,0.20100757479667664,0.15666313469409943,0.23110952973365784,0.14450834691524506,0.18189147114753723,0.17286941409111023,0.2489406019449234,0.09032778441905975,0.17435461282730103,0.15709993243217468,0.23884858191013336,0.13530050218105316,0.18930333852767944,0.2489406019449234,0.17581665515899658,0.09544310718774796
cromer,0.19332264363765717,0.25572478771209717,0.21879570186138153,0.17282958328723907,0.14965274930000305,0.3123272955417633,0.2710036337375641,0.06084669753909111,0.18524868786334991,0.25572478771209717,0.1775776445865631,0.12037094682455063,0.1348133683204651,0.17487001419067383,0.18541958928108215,0.2761791944503784,0.25572478771209717,0.09598413109779358,0.1192808598279953
",",0.3680937886238098,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.24487493932247162,1.0000001192092896,0.3658004403114319,0.27878350019454956,0.35487717390060425,0.4933079481124878,0.26626327633857727,0.27646857500076294,0.2519058883190155,0.44245919585227966,0.2977049946784973,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
lord,0.1634988635778427,0.2489406019449234,0.12643034756183624,0.20100757479667664,0.15666313469409943,0.23110952973365784,0.14450834691524506,0.18189147114753723,0.17286941409111023,0.2489406019449234,0.09032778441905975,0.17435461282730103,0.15709993243217468,0.23884858191013336,0.13530050218105316,0.18930333852767944,0.2489406019449234,0.17581665515899658,0.09544310718774796
curzon,0.2877000570297241,0.3859400451183319,0.20896735787391663,0.18613475561141968,0.32686397433280945,0.4427538812160492,0.19999131560325623,0.2141411453485489,0.24258548021316528,0.3859400451183319,0.16945844888687134,0.3372012674808502,0.15933391451835632,0.19332078099250793,0.12822875380516052,0.3151901960372925,0.3859400451183319,0.15485607087612152,0.1865967959165573
",",0.3680937886238098,0.4933079481124878,0.3051932752132416,0.16815264523029327,0.24487493932247162,1.0000001192092896,0.3658004403114319,0.27878350019454956,0.35487717390060425,0.4933079481124878,0.26626327633857727,0.27646857500076294,0.2519058883190155,0.44245919585227966,0.2977049946784973,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
