,what,talk,show,replaced,one,life,to,live,?
the,0.42745697498321533,0.2565208673477173,0.319829523563385,0.2645455598831177,0.5514441132545471,0.23528170585632324,0.535392165184021,0.2995128035545349,0.22068053483963013
talk/lifestyle,0.3996284306049347,0.4749133288860321,0.34269553422927856,0.1794288158416748,0.230650395154953,0.38928455114364624,0.3242180347442627,0.37019485235214233,0.40534329414367676
show,0.29653704166412354,0.32384613156318665,0.9999999403953552,0.2453434318304062,0.25759679079055786,0.1933327168226242,0.29833272099494934,0.21052707731723785,0.2520138621330261
that,0.6297725439071655,0.3631998598575592,0.3486354649066925,0.2443014234304428,0.5133185982704163,0.2885509729385376,0.5436353087425232,0.22191597521305084,0.32716336846351624
replaced,0.12975038588047028,0.1307400017976761,0.2453434318304062,1.0,0.18664120137691498,0.11257853358983994,0.2211306393146515,0.09371615201234818,0.14945141971111298
one,0.376489520072937,0.273417204618454,0.25759679079055786,0.18664120137691498,1.0000001192092896,0.21805667877197266,0.4025384783744812,0.25416311621665955,0.2673267424106598
life,0.24693015217781067,0.2049243450164795,0.1933327168226242,0.11257853358983994,0.21805667877197266,1.0,0.24560359120368958,0.3060774803161621,0.21677987277507782
to,0.455847829580307,0.30511119961738586,0.29833272099494934,0.2211306393146515,0.4025384783744812,0.24560359120368958,1.0,0.298321396112442,0.29463258385658264
live,0.20532001554965973,0.19372180104255676,0.21052707731723785,0.09371615201234818,0.25416311621665955,0.3060774803161621,0.298321396112442,1.0,0.19481121003627777
",",0.3087472915649414,0.29342958331108093,0.31928569078445435,0.21472671627998352,0.3696635365486145,0.24050940573215485,0.44245919585227966,0.29754534363746643,0.31091248989105225
the,0.42745697498321533,0.2565208673477173,0.319829523563385,0.2645455598831177,0.5514441132545471,0.23528170585632324,0.535392165184021,0.2995128035545349,0.22068053483963013
revolution,0.1946869045495987,0.12674565613269806,0.11613338440656662,0.12576410174369812,0.20096030831336975,0.27271321415901184,0.18777814507484436,0.13703472912311554,0.1727980077266693
",",0.3087472915649414,0.29342958331108093,0.31928569078445435,0.21472671627998352,0.3696635365486145,0.24050940573215485,0.44245919585227966,0.29754534363746643,0.31091248989105225
failed,0.26093074679374695,0.180579274892807,0.1447763890028,0.2595524191856384,0.21773114800453186,0.08929535001516342,0.4406343400478363,0.09588922560214996,0.16487033665180206
to,0.455847829580307,0.30511119961738586,0.29833272099494934,0.2211306393146515,0.4025384783744812,0.24560359120368958,1.0,0.298321396112442,0.29463258385658264
generate,0.26186254620552063,0.28227436542510986,0.27827188372612,0.20352041721343994,0.2457996904850006,0.13053342700004578,0.33432886004447937,0.11133278161287308,0.28300654888153076
satisfactory,0.35536426305770874,0.40590113401412964,0.262258917093277,0.027875816449522972,0.2990727424621582,0.29640716314315796,0.25405704975128174,0.12500779330730438,0.3431724011898041
ratings,0.19882218539714813,0.28282564878463745,0.3544621169567108,0.13978315889835358,0.1838802695274353,0.17456568777561188,0.23899689316749573,0.1343430131673813,0.19248855113983154
and,0.31309178471565247,0.2586424648761749,0.3455478549003601,0.2584592401981354,0.42438167333602905,0.26095253229141235,0.48971283435821533,0.29040172696113586,0.20544172823429108
was,0.22111038863658905,0.1966634839773178,0.20142383873462677,0.34946855902671814,0.3752199709415436,0.22970539331436157,0.3636345863342285,0.18769018352031708,0.18412111699581146
in,0.30808621644973755,0.18162277340888977,0.27595704793930054,0.2068215310573578,0.4129433035850525,0.27054134011268616,0.45010748505592346,0.3068392276763916,0.20430970191955566
turn,0.29013973474502563,0.2198338508605957,0.23104612529277802,0.25321680307388306,0.2892289459705353,0.17838837206363678,0.3696671724319458,0.129258394241333,0.2072952687740326
canceled,0.20596422255039215,0.2225254774093628,0.33886510133743286,0.31299200654029846,0.19882190227508545,0.18975725769996643,0.26917052268981934,0.13593460619449615,0.15313391387462616
after,0.21973377466201782,0.18291951715946198,0.21172942221164703,0.3087861239910126,0.3593756854534149,0.1972336620092392,0.37890323996543884,0.1781926453113556,0.16608688235282898
only,0.41415658593177795,0.2817758321762085,0.3070574998855591,0.2796187400817871,0.5699372291564941,0.22857527434825897,0.5096819996833801,0.3524877727031708,0.2767370045185089
seven,0.15978287160396576,0.23195698857307434,0.13827915489673615,0.09214064478874207,0.40780559182167053,0.11431384086608887,0.2853301167488098,0.1826184242963791,0.1732930988073349
months,0.24954822659492493,0.2606193721294403,0.14380083978176117,0.18296879529953003,0.2867409884929657,0.2662459909915924,0.2831858992576599,0.21126307547092438,0.2804218530654907
.,0.3567904531955719,0.2742018699645996,0.3016606271266937,0.2553439438343048,0.4123194217681885,0.3029138445854187,0.4645031690597534,0.32964062690734863,0.4130953550338745
