,who,took,control,of,qara,khitai,after,fleeing,temüjin,'s,mongol,empire,?
kuchlug,0.16452722251415253,0.18175719678401947,0.19423283636569977,0.21701066195964813,0.48808351159095764,0.6052918434143066,0.2235640436410904,0.14849425852298737,0.4073212146759033,0.03764111176133156,0.46474358439445496,0.3251647651195526,0.22778192162513733
",",0.3365725874900818,0.27655306458473206,0.20811550319194794,0.4946078956127167,0.27953922748565674,0.2694466710090637,0.38860568404197693,0.2255520522594452,0.3484273850917816,-0.0016132977325469255,0.2229510098695755,0.27646857500076294,0.31091248989105225
the,0.3733934462070465,0.31657639145851135,0.32841500639915466,0.733189046382904,0.30156639218330383,0.25684550404548645,0.4565047025680542,0.3496497869491577,0.43713900446891785,-0.01540423184633255,0.2924198508262634,0.32532164454460144,0.22068053483963013
deposed,0.26795846223831177,0.3041926622390747,0.21668510138988495,0.260918527841568,0.3289390504360199,0.3644375503063202,0.3614462912082672,0.408282607793808,0.4541263282299042,-0.029026567935943604,0.3190782964229584,0.35773977637290955,0.22590559720993042
khan,0.2616176903247833,0.14650984108448029,0.12853464484214783,0.17124508321285248,0.46546587347984314,0.5671424269676208,0.1264270693063736,0.1758011281490326,0.5100751519203186,0.05307086929678917,0.5576101541519165,0.38083162903785706,0.12862591445446014
of,0.2827862501144409,0.2766268849372864,0.2817542552947998,1.0,0.2509344220161438,0.2516428530216217,0.3867455720901489,0.3198378384113312,0.378805011510849,-0.03817026689648628,0.22712039947509766,0.30522286891937256,0.1826142966747284
the,0.3733934462070465,0.31657639145851135,0.32841500639915466,0.733189046382904,0.30156639218330383,0.25684550404548645,0.4565047025680542,0.3496497869491577,0.43713900446891785,-0.01540423184633255,0.2924198508262634,0.32532164454460144,0.22068053483963013
naiman,0.2774404287338257,0.18707318603992462,0.13166747987270355,0.29332393407821655,0.3828641474246979,0.3435669541358948,0.20890410244464874,0.19083169102668762,0.34068870544433594,-0.03660038113594055,0.2785945534706116,0.25077351927757263,0.1818818747997284
confederation,0.21394218504428864,0.23853598535060883,0.18724818527698517,0.3036113679409027,0.1859651505947113,0.24243392050266266,0.21956796944141388,0.26214107871055603,0.2812820374965668,0.05417044088244438,0.266966849565506,0.33795711398124695,0.1559038907289505
that,0.45444270968437195,0.2222771942615509,0.2951871454715729,0.41498205065727234,0.22745786607265472,0.2060684859752655,0.373811811208725,0.23572096228599548,0.4035418629646301,0.04397977516055107,0.20668581128120422,0.1784069836139679,0.32716336846351624
temüjin,0.416724294424057,0.36550742387771606,0.32876765727996826,0.378805011510849,0.41009655594825745,0.6270874738693237,0.380215048789978,0.38775551319122314,1.0,-0.010023289360105991,0.599585771560669,0.45708346366882324,0.21090233325958252
defeated,0.24426424503326416,0.30747276544570923,0.2285756766796112,0.21236225962638855,0.20473816990852356,0.2590600550174713,0.35709241032600403,0.36012402176856995,0.29918771982192993,-0.037976399064064026,0.2997566759586334,0.29430949687957764,0.1413237303495407
and,0.41279885172843933,0.25750628113746643,0.29790008068084717,0.5116966962814331,0.2067168802022934,0.2598592936992645,0.3765919506549835,0.2840641438961029,0.3789469599723816,0.06895173341035843,0.21553155779838562,0.27479609847068787,0.20544172823429108
folded,0.08753632754087448,0.14844165742397308,0.12134834378957748,0.19423608481884003,0.1988336145877838,0.14943097531795502,0.22585240006446838,0.1270628422498703,0.15049856901168823,0.0294247567653656,0.19480791687965393,0.14259082078933716,0.13605409860610962
into,0.16956904530525208,0.23411442339420319,0.2449512928724289,0.32255905866622925,0.13732802867889404,0.12893685698509216,0.36954155564308167,0.3134756088256836,0.30517688393592834,0.00961404386907816,0.1455553025007248,0.19112050533294678,0.15662476420402527
his,0.44966956973075867,0.40076982975006104,0.19246335327625275,0.38364991545677185,0.23465117812156677,0.22065392136573792,0.41949746012687683,0.3805014193058014,0.4682264029979706,0.047556519508361816,0.22059163451194763,0.22914105653762817,0.18075084686279297
mongol,0.22505711019039154,0.1795438528060913,0.23836106061935425,0.22712039947509766,0.36368659138679504,0.628433883190155,0.20212414860725403,0.3474012613296509,0.599585771560669,-0.05976467952132225,1.0000001192092896,0.45230501890182495,0.12849251925945282
empire,0.18977859616279602,0.23297956585884094,0.27420011162757874,0.30522286891937256,0.2913404405117035,0.39967280626296997,0.23534879088401794,0.26300981640815735,0.45708346366882324,-0.011798231862485409,0.45230501890182495,1.0000001192092896,0.14909450709819794
",",0.3365725874900818,0.27655306458473206,0.20811550319194794,0.4946078956127167,0.27953922748565674,0.2694466710090637,0.38860568404197693,0.2255520522594452,0.3484273850917816,-0.0016132977325469255,0.2229510098695755,0.27646857500076294,0.31091248989105225
fled,0.32700315117836,0.4257499575614929,0.33441928029060364,0.2759998142719269,0.18506380915641785,0.28326383233070374,0.3675605058670044,0.6538257002830505,0.42058518528938293,0.024207159876823425,0.2788912355899811,0.2862585783004761,0.13968057930469513
west,0.1436629444360733,0.1758480966091156,0.16004686057567596,0.2891985774040222,0.17104651033878326,0.18145091831684113,0.19950814545154572,0.20792335271835327,0.20604750514030457,0.05081431567668915,0.16340303421020508,0.2464679777622223,0.12088293582201004
