,where,is,the,congress,hall,located,?
thanks,0.1954917162656784,0.17794272303581238,0.22702956199645996,0.17540420591831207,0.10197985917329788,0.11532415449619293,0.5687435865402222
to,0.47735077142715454,0.42745086550712585,0.535392165184021,0.2541917860507965,0.19474083185195923,0.20850814878940582,0.29463258385658264
numerous,0.2417406588792801,0.14785398542881012,0.3353725075721741,0.1322069764137268,0.11040240526199341,0.1334277242422104,0.0875130444765091
musical,0.1353694647550583,0.163146510720253,0.2295164167881012,0.1619448959827423,0.1276782751083374,0.10010809451341629,0.187048077583313
venues,0.28626593947410583,0.20130445063114166,0.28291937708854675,0.1840159147977829,0.3061637878417969,0.2642192542552948,0.1424274891614914
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1747896373271942,0.2648565471172333,0.2678719460964203,0.31091248989105225
including,0.33177727460861206,0.25093933939933777,0.3738902807235718,0.08759236335754395,0.19069904088974,0.20901727676391602,0.1633303165435791
the,0.5003893971443176,0.5823672413825989,1.0,0.27082565426826477,0.28526565432548523,0.407527357339859,0.22068053483963013
teatr,0.212555393576622,0.12818729877471924,0.1670025736093521,0.23137611150741577,0.267999529838562,0.17925189435482025,0.17024710774421692
wielki,0.14384447038173676,0.2266494184732437,0.2319086194038391,0.20194317400455475,0.2418513149023056,0.18391327559947968,0.18371832370758057
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1747896373271942,0.2648565471172333,0.2678719460964203,0.31091248989105225
the,0.5003893971443176,0.5823672413825989,1.0,0.27082565426826477,0.28526565432548523,0.407527357339859,0.22068053483963013
polish,0.08623228967189789,0.14989061653614044,0.17708231508731842,0.14972782135009766,0.1823713332414627,0.06673045456409454,0.14012759923934937
national,0.23696602880954742,0.23413582146167755,0.32739606499671936,0.3244726359844208,0.2277459353208542,0.23469306528568268,0.15643028914928436
opera,0.17265599966049194,0.1781812608242035,0.21712259948253632,0.1481676697731018,0.2029523104429245,0.15460105240345,0.12079104036092758
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1747896373271942,0.2648565471172333,0.2678719460964203,0.31091248989105225
the,0.5003893971443176,0.5823672413825989,1.0,0.27082565426826477,0.28526565432548523,0.407527357339859,0.22068053483963013
chamber,0.24444323778152466,0.18098223209381104,0.2594704031944275,0.19449523091316223,0.28419485688209534,0.15652239322662354,0.04307165369391441
opera,0.17265599966049194,0.1781812608242035,0.21712259948253632,0.1481676697731018,0.2029523104429245,0.15460105240345,0.12079104036092758
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1747896373271942,0.2648565471172333,0.2678719460964203,0.31091248989105225
the,0.5003893971443176,0.5823672413825989,1.0,0.27082565426826477,0.28526565432548523,0.407527357339859,0.22068053483963013
national,0.23696602880954742,0.23413582146167755,0.32739606499671936,0.3244726359844208,0.2277459353208542,0.23469306528568268,0.15643028914928436
philharmonic,0.22605472803115845,0.15630748867988586,0.24673660099506378,0.29701176285743713,0.3191850483417511,0.21709880232810974,0.13191483914852142
hall,0.2247285097837448,0.21646162867546082,0.28526565432548523,0.178996279835701,1.0000001192092896,0.24542544782161713,0.13520537316799164
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.19613592326641083,0.22863666713237762,0.24183952808380127,0.20544172823429108
the,0.5003893971443176,0.5823672413825989,1.0,0.27082565426826477,0.28526565432548523,0.407527357339859,0.22068053483963013
national,0.23696602880954742,0.23413582146167755,0.32739606499671936,0.3244726359844208,0.2277459353208542,0.23469306528568268,0.15643028914928436
theatre,0.2170681208372116,0.17514966428279877,0.25594043731689453,0.19864147901535034,0.35620230436325073,0.18840843439102173,0.1159285232424736
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1747896373271942,0.2648565471172333,0.2678719460964203,0.31091248989105225
as,0.35409465432167053,0.43216490745544434,0.48381632566452026,0.19171109795570374,0.15170250833034515,0.20928777754306793,0.27043893933296204
well,0.4122413992881775,0.33406564593315125,0.42630070447921753,0.14091171324253082,0.17528872191905975,0.18824397027492523,0.24815571308135986
as,0.35409465432167053,0.43216490745544434,0.48381632566452026,0.19171109795570374,0.15170250833034515,0.20928777754306793,0.27043893933296204
the,0.5003893971443176,0.5823672413825989,1.0,0.27082565426826477,0.28526565432548523,0.407527357339859,0.22068053483963013
roma,0.16794709861278534,0.09770216792821884,0.11261605471372604,0.1506498008966446,0.14319582283496857,0.04636925831437111,0.20083442330360413
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.19613592326641083,0.22863666713237762,0.24183952808380127,0.20544172823429108
buffo,0.20387396216392517,0.2060575783252716,0.23253889381885529,0.13866908848285675,0.22791153192520142,0.052151210606098175,0.18601961433887482
music,0.18392108380794525,0.17702555656433105,0.2714049816131592,0.1926748901605606,0.20910896360874176,0.09237682074308395,0.18264494836330414
theatres,0.2548372149467468,0.190605029463768,0.2874569296836853,0.2475842833518982,0.32228535413742065,0.21072670817375183,0.10397201776504517
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.19613592326641083,0.22863666713237762,0.24183952808380127,0.20544172823429108
the,0.5003893971443176,0.5823672413825989,1.0,0.27082565426826477,0.28526565432548523,0.407527357339859,0.22068053483963013
congress,0.11219510436058044,0.11219723522663116,0.27082565426826477,1.0,0.178996279835701,0.10204275697469711,0.2020287960767746
hall,0.2247285097837448,0.21646162867546082,0.28526565432548523,0.178996279835701,1.0000001192092896,0.24542544782161713,0.13520537316799164
in,0.5344807505607605,0.5394441485404968,0.6662389636039734,0.191487118601799,0.23692627251148224,0.35149815678596497,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,1.0,0.27082565426826477,0.28526565432548523,0.407527357339859,0.22068053483963013
palace,0.22747957706451416,0.16243064403533936,0.25955939292907715,0.20384272933006287,0.2925560474395752,0.25201845169067383,0.14965219795703888
of,0.38066378235816956,0.4854315221309662,0.733189046382904,0.2447044849395752,0.23551815748214722,0.32520920038223267,0.1826142966747284
culture,0.1792503148317337,0.22229626774787903,0.27157285809516907,0.17880018055438995,0.1409868448972702,0.14451007544994354,0.13093146681785583
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.19613592326641083,0.22863666713237762,0.24183952808380127,0.20544172823429108
science,0.19053184986114502,0.2747138440608978,0.24037593603134155,0.17280499637126923,0.19803592562675476,0.1513626128435135,0.17974960803985596
",",0.3149496018886566,0.4691906273365021,0.4933079481124878,0.1747896373271942,0.2648565471172333,0.2678719460964203,0.31091248989105225
warsaw,0.1062634214758873,0.09741193056106567,0.23137180507183075,0.22240714728832245,0.23401500284671783,0.15582799911499023,0.09769917279481888
hosts,0.18382565677165985,0.2958720028400421,0.31077179312705994,0.12411150336265564,0.17621970176696777,0.22044093906879425,0.0862068235874176
many,0.4338301420211792,0.2649032473564148,0.4335206151008606,0.17146539688110352,0.19989803433418274,0.17394456267356873,0.2124512493610382
events,0.24275709688663483,0.17093729972839355,0.3102840185165405,0.16430486738681793,0.19943951070308685,0.12389667332172394,0.09835197776556015
and,0.43859338760375977,0.3859752118587494,0.5171257257461548,0.19613592326641083,0.22863666713237762,0.24183952808380127,0.20544172823429108
festivals,0.2373768836259842,0.19712303578853607,0.24198365211486816,0.20917284488677979,0.23002244532108307,0.17790110409259796,0.19684866070747375
.,0.41390106081962585,0.4569662809371948,0.5934505462646484,0.2424917221069336,0.2654685378074646,0.28226932883262634,0.4130953550338745
