,besides,cultural,events,",",what,other,tourist,attraction,does,victoria,have,?
major,0.33994245529174805,0.21706397831439972,0.2182542234659195,0.29355156421661377,0.21026742458343506,0.3157308101654053,0.20099101960659027,0.1680487096309662,0.17495857179164886,0.10960465669631958,0.2512233257293701,0.19788557291030884
events,0.24107371270656586,0.24007853865623474,1.0000001192092896,0.16838376224040985,0.269866019487381,0.2375173419713974,0.2396085411310196,0.2579837143421173,0.16785870492458344,0.14404162764549255,0.22598454356193542,0.09835197776556015
also,0.5080614686012268,0.21377404034137726,0.2512781023979187,0.4717654287815094,0.42747777700424194,0.5326101183891296,0.23662585020065308,0.3252048194408417,0.4118025600910187,0.23245859146118164,0.5252172946929932,0.21848613023757935
play,0.18657375872135162,0.15913820266723633,0.19046634435653687,0.2231253683567047,0.2180248498916626,0.20327143371105194,0.13379183411598206,0.1820109784603119,0.20457527041435242,0.1324930042028427,0.2646878957748413,0.11059518158435822
a,0.26277080178260803,0.21751533448696136,0.21595865488052368,0.427140474319458,0.3320399522781372,0.2806335389614105,0.25638547539711,0.2776763439178467,0.38201746344566345,0.15216270089149475,0.338716596364975,0.23916715383529663
big,0.24473293125629425,0.17018231749534607,0.13427546620368958,0.30276864767074585,0.2788069546222687,0.2513849437236786,0.15602195262908936,0.2252407670021057,0.22052116692066193,0.1477331966161728,0.27445417642593384,0.20497842133045197
part,0.2605718970298767,0.2232571840286255,0.2261151671409607,0.3376222252845764,0.3476244807243347,0.25873222947120667,0.22298240661621094,0.21496038138866425,0.26684749126434326,0.16081446409225464,0.25547030568122864,0.08557961881160736
in,0.3447916507720947,0.2409708946943283,0.2690284550189972,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.28369420766830444,0.26794952154159546,0.214483380317688,0.20823122560977936,0.36843645572662354,0.20430970191955566
tourism,0.23849532008171082,0.3631243109703064,0.2194032371044159,0.18920621275901794,0.09624189138412476,0.20587478578090668,0.790812075138092,0.45262017846107483,0.09306281805038452,0.15017186105251312,0.14303456246852875,0.08465105295181274
in,0.3447916507720947,0.2409708946943283,0.2690284550189972,0.5201468467712402,0.30808621644973755,0.39989137649536133,0.28369420766830444,0.26794952154159546,0.214483380317688,0.20823122560977936,0.36843645572662354,0.20430970191955566
victoria,0.07489770650863647,0.13660801947116852,0.14404162764549255,0.2279360294342041,0.1194850504398346,0.1569051742553711,0.18797224760055542,0.1846662312746048,0.09501408785581589,1.0,0.16480252146720886,0.12246892601251602
",",0.340058833360672,0.24125681817531586,0.16838376224040985,1.0000001192092896,0.3087472915649414,0.4446498453617096,0.2069557160139084,0.18941305577754974,0.28617382049560547,0.2279360294342041,0.3541618287563324,0.31091248989105225
particularly,0.40298786759376526,0.20943757891654968,0.19530312716960907,0.3446059823036194,0.33027681708335876,0.4511936902999878,0.23198674619197845,0.3343041241168976,0.2602892816066742,0.0977945402264595,0.39760419726371765,0.2644225060939789
cultural,0.18842798471450806,0.9999999403953552,0.24007853865623474,0.24125681817531586,0.18198847770690918,0.20922808349132538,0.319073349237442,0.2782343327999115,0.10267794877290726,0.13660801947116852,0.18085584044456482,0.09798457473516464
tourism,0.23849532008171082,0.3631243109703064,0.2194032371044159,0.18920621275901794,0.09624189138412476,0.20587478578090668,0.790812075138092,0.45262017846107483,0.09306281805038452,0.15017186105251312,0.14303456246852875,0.08465105295181274
and,0.3610946238040924,0.28489047288894653,0.2040661722421646,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.19150754809379578,0.22807618975639343,0.3461615741252899,0.24507255852222443,0.4711785912513733,0.20544172823429108
sports,0.2191578596830368,0.24997210502624512,0.3299616277217865,0.2693314254283905,0.13245077431201935,0.20540708303451538,0.2133519947528839,0.17087912559509277,0.1843414306640625,0.1950344294309616,0.1827360987663269,0.04557104781270027
tourism,0.23849532008171082,0.3631243109703064,0.2194032371044159,0.18920621275901794,0.09624189138412476,0.20587478578090668,0.790812075138092,0.45262017846107483,0.09306281805038452,0.15017186105251312,0.14303456246852875,0.08465105295181274
.,0.28636154532432556,0.18655544519424438,0.1484961062669754,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.1932642161846161,0.16216622292995453,0.3022993505001068,0.23069117963314056,0.41614407300949097,0.4130953550338745
