,in,what,year,of,20th,century,",",did,harvard,release,an,important,document,about,education,in,america,?
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.733189046382904,0.3097512125968933,0.3617299497127533,0.4933079481124878,0.34736719727516174,0.24496200680732727,0.2814774513244629,0.4207492768764496,0.39348116517066956,0.2833879888057709,0.37995871901512146,0.23982903361320496,0.6662389636039734,0.37090015411376953,0.22068053483963013
resulting,0.3149644732475281,0.17960047721862793,0.1918361634016037,0.3631994426250458,0.1575874239206314,0.1425485759973526,0.24877792596817017,0.17864365875720978,0.13929642736911774,0.20161716639995575,0.23642291128635406,0.15089406073093414,0.2314128875732422,0.19851450622081757,0.08804938197135925,0.3149644732475281,0.13108626008033752,0.10813049972057343
report,0.204250767827034,0.2868559956550598,0.19930125772953033,0.22992923855781555,0.18261033296585083,0.14254853129386902,0.250803142786026,0.2986995279788971,0.21017183363437653,0.1782504916191101,0.18313995003700256,0.11280912160873413,0.333618700504303,0.3010396361351013,0.26183682680130005,0.204250767827034,0.16330720484256744,0.3138936758041382
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.4946078956127167,0.22451449930667877,0.24487493932247162,1.0000001192092896,0.3015086054801941,0.2719281017780304,0.228392094373703,0.3581022024154663,0.3452564477920532,0.1716068834066391,0.3877100944519043,0.2718683183193207,0.5201468467712402,0.253568559885025,0.31091248989105225
published,0.26697060465812683,0.20457668602466583,0.18425042927265167,0.23023100197315216,0.17445001006126404,0.24580150842666626,0.2937801778316498,0.17877818644046783,0.29179105162620544,0.3020152151584625,0.11590567231178284,0.16633948683738708,0.2030661702156067,0.2554853856563568,0.2396290898323059,0.26697060465812683,0.20697978138923645,0.16280238330364227
in,1.0,0.30808621644973755,0.3359307050704956,0.5696388483047485,0.20743919909000397,0.3174034655094147,0.5201468467712402,0.2593238651752472,0.26072487235069275,0.2109319418668747,0.2605783939361572,0.3796374499797821,0.19825614988803864,0.39797019958496094,0.2654339671134949,1.0,0.3098583221435547,0.20430970191955566
1945,-0.04109480232000351,-0.14733538031578064,-0.04246729612350464,-0.1348620504140854,0.08213882893323898,-0.040496569126844406,0.05705150589346886,0.0028101634234189987,0.1055782362818718,-0.0742260292172432,-0.08499567955732346,-0.1289188414812088,-0.11300279945135117,-0.06146727502346039,0.021553821861743927,-0.04109480232000351,-0.05203303322196007,-0.03421006724238396
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.4946078956127167,0.22451449930667877,0.24487493932247162,1.0000001192092896,0.3015086054801941,0.2719281017780304,0.228392094373703,0.3581022024154663,0.3452564477920532,0.1716068834066391,0.3877100944519043,0.2718683183193207,0.5201468467712402,0.253568559885025,0.31091248989105225
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.4069072902202606,0.258506178855896,0.3521432876586914,0.45456063747406006,0.41399896144866943,0.2415156066417694,0.21360014379024506,0.3694365322589874,0.24924467504024506,0.1502385288476944,0.2577359974384308,0.23187610507011414,0.45514053106307983,0.2850865423679352,0.18412111699581146
one,0.4129433035850525,0.376489520072937,0.346388578414917,0.4999135136604309,0.28452062606811523,0.25954312086105347,0.3696635365486145,0.27659472823143005,0.1897483766078949,0.216631680727005,0.2829729914665222,0.3853038251399994,0.15092213451862335,0.35568177700042725,0.1546267718076706,0.4129433035850525,0.2418144941329956,0.2673267424106598
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,1.0,0.21726468205451965,0.2826060354709625,0.4946078956127167,0.2513895630836487,0.25842633843421936,0.1866096556186676,0.32280945777893066,0.43301743268966675,0.2297721952199936,0.40939709544181824,0.3015166223049164,0.5696388483047485,0.28803038597106934,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.733189046382904,0.3097512125968933,0.3617299497127533,0.4933079481124878,0.34736719727516174,0.24496200680732727,0.2814774513244629,0.4207492768764496,0.39348116517066956,0.2833879888057709,0.37995871901512146,0.23982903361320496,0.6662389636039734,0.37090015411376953,0.22068053483963013
most,0.41416558623313904,0.3219912350177765,0.26422736048698425,0.4178851246833801,0.17971672117710114,0.3330184817314148,0.3636029064655304,0.2822507321834564,0.15653693675994873,0.17414936423301697,0.2748267352581024,0.5079463124275208,0.17805896699428558,0.2816680371761322,0.1403121054172516,0.41416558623313904,0.2642252743244171,0.2107497900724411
influential,0.2626776695251465,0.21743842959403992,0.24048969149589539,0.35619789361953735,0.21519531309604645,0.4026738703250885,0.23522920906543732,0.2309054732322693,0.28368857502937317,0.1722143590450287,0.18655282258987427,0.4436631202697754,0.1293058842420578,0.22550585865974426,0.2308800369501114,0.2626776695251465,0.20790188014507294,0.1465693712234497
manifestos,0.20558859407901764,0.19847851991653442,0.10714025795459747,0.24430471658706665,0.17108792066574097,0.26908403635025024,0.22421212494373322,0.11309252679347992,0.1821010708808899,0.16681712865829468,0.19461682438850403,0.22920216619968414,0.3327753245830536,0.12603144347667694,0.17734073102474213,0.20558859407901764,0.16214175522327423,0.1892353892326355
in,1.0,0.30808621644973755,0.3359307050704956,0.5696388483047485,0.20743919909000397,0.3174034655094147,0.5201468467712402,0.2593238651752472,0.26072487235069275,0.2109319418668747,0.2605783939361572,0.3796374499797821,0.19825614988803864,0.39797019958496094,0.2654339671134949,1.0,0.3098583221435547,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.733189046382904,0.3097512125968933,0.3617299497127533,0.4933079481124878,0.34736719727516174,0.24496200680732727,0.2814774513244629,0.4207492768764496,0.39348116517066956,0.2833879888057709,0.37995871901512146,0.23982903361320496,0.6662389636039734,0.37090015411376953,0.22068053483963013
history,0.29215577244758606,0.28630873560905457,0.20572951436042786,0.31014925241470337,0.19072674214839935,0.28982728719711304,0.2728564441204071,0.24950987100601196,0.2330818921327591,0.15014809370040894,0.18678420782089233,0.29477548599243164,0.22582004964351654,0.2599410116672516,0.2300562858581543,0.29215577244758606,0.20697583258152008,0.2501974403858185
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,1.0,0.21726468205451965,0.2826060354709625,0.4946078956127167,0.2513895630836487,0.25842633843421936,0.1866096556186676,0.32280945777893066,0.43301743268966675,0.2297721952199936,0.40939709544181824,0.3015166223049164,0.5696388483047485,0.28803038597106934,0.1826142966747284
american,0.22871561348438263,0.1909721940755844,0.18412037193775177,0.22180068492889404,0.18528418242931366,0.22507250308990479,0.3048616647720337,0.21486236155033112,0.3106759190559387,0.1678040772676468,0.2878177762031555,0.19652238488197327,0.06395280361175537,0.20650030672550201,0.17033511400222778,0.22871561348438263,0.3915616571903229,0.18877598643302917
education,0.2654339671134949,0.19940856099128723,0.18821442127227783,0.3015166223049164,0.16927215456962585,0.21245302259922028,0.2718683183193207,0.19762296974658966,0.3665267527103424,0.19739842414855957,0.1506793051958084,0.24285119771957397,0.2099064737558365,0.2244580090045929,1.0,0.2654339671134949,0.1650429219007492,0.18067774176597595
in,1.0,0.30808621644973755,0.3359307050704956,0.5696388483047485,0.20743919909000397,0.3174034655094147,0.5201468467712402,0.2593238651752472,0.26072487235069275,0.2109319418668747,0.2605783939361572,0.3796374499797821,0.19825614988803864,0.39797019958496094,0.2654339671134949,1.0,0.3098583221435547,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.733189046382904,0.3097512125968933,0.3617299497127533,0.4933079481124878,0.34736719727516174,0.24496200680732727,0.2814774513244629,0.4207492768764496,0.39348116517066956,0.2833879888057709,0.37995871901512146,0.23982903361320496,0.6662389636039734,0.37090015411376953,0.22068053483963013
20th,0.20743919909000397,0.1850772649049759,0.25513777136802673,0.21726468205451965,1.0,0.2968566119670868,0.22451449930667877,0.12900345027446747,0.22111675143241882,0.19603924453258514,0.2650202214717865,0.16296498477458954,0.15707239508628845,0.17715056240558624,0.16927215456962585,0.20743919909000397,0.16153623163700104,0.14985637366771698
century,0.3174034655094147,0.20422613620758057,0.3134029805660248,0.2826060354709625,0.2968566119670868,1.0,0.24487493932247162,0.2333737462759018,0.15621055662631989,0.10369417816400528,0.185816690325737,0.3344342112541199,0.16716861724853516,0.22718821465969086,0.21245302259922028,0.3174034655094147,0.2067669928073883,0.1026201918721199
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.5352458953857422,0.2806432545185089,0.27413639426231384,0.6812511086463928,0.35288307070732117,0.254516065120697,0.23154853284358978,0.3581749200820923,0.33938494324684143,0.2127149999141693,0.42038556933403015,0.27047446370124817,0.5591574311256409,0.29180291295051575,0.4130953550338745
