,did,the,rainforest,managed,to,thrive,during,the,glacial,periods,?
it,0.2993364930152893,0.6251175999641418,0.2913419008255005,0.20346970856189728,0.513711154460907,0.3197214901447296,0.26678937673568726,0.6251175999641418,0.22686712443828583,0.20542609691619873,0.25732165575027466
expanded,0.20851697027683258,0.3258892893791199,0.1703696995973587,0.230055034160614,0.29032543301582336,0.2758476138114929,0.1970842182636261,0.3258892893791199,0.07689213007688522,0.21868348121643066,0.2124357968568802
again,0.35250324010849,0.4104243218898773,0.1670699417591095,0.2980153262615204,0.4861571192741394,0.24589526653289795,0.4013829529285431,0.4104243218898773,0.12903252243995667,0.21272210776805878,0.2679590880870819
during,0.30679523944854736,0.4838213622570038,0.1900283694267273,0.23154935240745544,0.2828781306743622,0.2618204653263092,1.0,0.4838213622570038,0.266828328371048,0.4688571095466614,0.1325719803571701
the,0.34736719727516174,1.0,0.2571161389350891,0.2725190818309784,0.535392165184021,0.3102238178253174,0.4838213622570038,1.0,0.23225238919258118,0.27702534198760986,0.22068053483963013
middle,0.17732174694538116,0.3405749201774597,0.20448337495326996,0.08238566666841507,0.2015334814786911,0.1561516672372818,0.2737145721912384,0.3405749201774597,0.23774391412734985,0.2723561227321625,0.13139553368091583
miocene,0.18433159589767456,0.18358224630355835,0.3829556703567505,0.028443867340683937,0.18162402510643005,0.33527642488479614,0.2519089877605438,0.18358224630355835,0.4775175154209137,0.33438488841056824,0.17454083263874054
",",0.3015086054801941,0.4933079481124878,0.2737860679626465,0.2541543245315552,0.44245919585227966,0.252272367477417,0.3225448727607727,0.4933079481124878,0.19838663935661316,0.22150997817516327,0.31091248989105225
then,0.303744375705719,0.4297412931919098,0.13874958455562592,0.30009937286376953,0.5203860402107239,0.20072288811206818,0.27329909801483154,0.4297412931919098,0.12869013845920563,0.2094700187444687,0.2884598970413208
retracted,0.23658187687397003,0.23689348995685577,0.1112980768084526,0.1752043068408966,0.24240811169147491,0.1138504147529602,0.1899256855249405,0.23689348995685577,0.225480318069458,0.19080932438373566,0.15319350361824036
to,0.4452643394470215,0.535392165184021,0.23412610590457916,0.29769739508628845,1.0,0.30111587047576904,0.2828781306743622,0.535392165184021,0.18375512957572937,0.23085090517997742,0.29463258385658264
a,0.2552328109741211,0.5829201340675354,0.2497720569372177,0.2628381848335266,0.45503583550453186,0.250698983669281,0.30341604351997375,0.5829201340675354,0.16328370571136475,0.19556547701358795,0.23916715383529663
mostly,0.20761212706565857,0.3490641117095947,0.2903974652290344,0.10608687996864319,0.25999927520751953,0.32638853788375854,0.3008732497692108,0.3490641117095947,0.20041491091251373,0.22755302488803864,0.09124795347452164
inland,0.18365129828453064,0.28756555914878845,0.40582138299942017,0.15340068936347961,0.26499468088150024,0.41045016050338745,0.18573962152004242,0.28756555914878845,0.3480876684188843,0.232182115316391,0.1506642997264862
formation,0.1121787428855896,0.33687281608581543,0.22916540503501892,0.16990582644939423,0.21429739892482758,0.27140817046165466,0.24706533551216125,0.33687281608581543,0.42746567726135254,0.25916698575019836,0.09831923991441727
at,0.28390252590179443,0.457212895154953,0.17889252305030823,0.20872166752815247,0.36524343490600586,0.22969765961170197,0.372769296169281,0.457212895154953,0.1651056706905365,0.21120788156986237,0.21978627145290375
the,0.34736719727516174,1.0,0.2571161389350891,0.2725190818309784,0.535392165184021,0.3102238178253174,0.4838213622570038,1.0,0.23225238919258118,0.27702534198760986,0.22068053483963013
last,0.30895525217056274,0.3698786795139313,0.16684876382350922,0.21894320845603943,0.30156898498535156,0.15923023223876953,0.3807850182056427,0.3698786795139313,0.24258992075920105,0.2687348425388336,0.22371746599674225
glacial,0.14076055586338043,0.23225238919258118,0.34196141362190247,0.06245266646146774,0.18375512957572937,0.31740429997444153,0.266828328371048,0.23225238919258118,1.0,0.3702974319458008,0.09140896797180176
maximum,0.10565699636936188,0.228700190782547,0.21575546264648438,0.13781686127185822,0.27501562237739563,0.17596031725406647,0.15797853469848633,0.228700190782547,0.28216418623924255,0.2288808375597,0.10959649085998535
.,0.35288307070732117,0.5934505462646484,0.25713270902633667,0.2603258192539215,0.4645031690597534,0.27453601360321045,0.3485563397407532,0.5934505462646484,0.14798352122306824,0.21147440373897552,0.4130953550338745
,did,the,rainforest,managed,to,thrive,during,the,glacial,periods,?
however,0.5603718757629395,0.49814513325691223,0.21085809171199799,0.2899271249771118,0.5474119186401367,0.36274275183677673,0.40108171105384827,0.49814513325691223,0.21056269109249115,0.3097471296787262,0.2152075469493866
",",0.3015086054801941,0.4933079481124878,0.2737860679626465,0.2541543245315552,0.44245919585227966,0.252272367477417,0.3225448727607727,0.4933079481124878,0.19838663935661316,0.22150997817516327,0.31091248989105225
the,0.34736719727516174,1.0,0.2571161389350891,0.2725190818309784,0.535392165184021,0.3102238178253174,0.4838213622570038,1.0,0.23225238919258118,0.27702534198760986,0.22068053483963013
rainforest,0.0939265564084053,0.2571161389350891,1.0,0.21636956930160522,0.23412610590457916,0.40446946024894714,0.1900283694267273,0.2571161389350891,0.34196141362190247,0.20493245124816895,0.1917492002248764
still,0.38309040665626526,0.40142056345939636,0.21034666895866394,0.27682986855506897,0.41205283999443054,0.2994757890701294,0.3010420501232147,0.40142056345939636,0.16161203384399414,0.2878132164478302,0.3039587736129761
managed,0.31631556153297424,0.2725190818309784,0.21636956930160522,1.0,0.29769739508628845,0.18371298909187317,0.23154935240745544,0.2725190818309784,0.06245266646146774,0.11635682731866837,0.1315973401069641
to,0.4452643394470215,0.535392165184021,0.23412610590457916,0.29769739508628845,1.0,0.30111587047576904,0.2828781306743622,0.535392165184021,0.18375512957572937,0.23085090517997742,0.29463258385658264
thrive,0.25809285044670105,0.3102238178253174,0.40446946024894714,0.18371298909187317,0.30111587047576904,1.0000001192092896,0.2618204653263092,0.3102238178253174,0.31740429997444153,0.3019587993621826,0.19906260073184967
during,0.30679523944854736,0.4838213622570038,0.1900283694267273,0.23154935240745544,0.2828781306743622,0.2618204653263092,1.0,0.4838213622570038,0.266828328371048,0.4688571095466614,0.1325719803571701
these,0.38755595684051514,0.49086877703666687,0.2572144567966461,0.1424877792596817,0.46852558851242065,0.37239018082618713,0.31969112157821655,0.49086877703666687,0.2620685398578644,0.3467486500740051,0.2571668326854706
glacial,0.14076055586338043,0.23225238919258118,0.34196141362190247,0.06245266646146774,0.18375512957572937,0.31740429997444153,0.266828328371048,0.23225238919258118,1.0,0.3702974319458008,0.09140896797180176
periods,0.13953155279159546,0.27702534198760986,0.20493245124816895,0.11635682731866837,0.23085090517997742,0.3019587993621826,0.4688571095466614,0.27702534198760986,0.3702974319458008,1.0000001192092896,0.167264923453331
",",0.3015086054801941,0.4933079481124878,0.2737860679626465,0.2541543245315552,0.44245919585227966,0.252272367477417,0.3225448727607727,0.4933079481124878,0.19838663935661316,0.22150997817516327,0.31091248989105225
allowing,0.34487593173980713,0.3440283536911011,0.07932529598474503,0.29589053988456726,0.47026363015174866,0.2626381814479828,0.22225120663642883,0.3440283536911011,0.17700190842151642,0.20020395517349243,0.1434045135974884
for,0.318512886762619,0.4739971458911896,0.18492411077022552,0.16532503068447113,0.4451248347759247,0.28644904494285583,0.3448435664176941,0.4739971458911896,0.12617988884449005,0.289463609457016,0.264628142118454
the,0.34736719727516174,1.0,0.2571161389350891,0.2725190818309784,0.535392165184021,0.3102238178253174,0.4838213622570038,1.0,0.23225238919258118,0.27702534198760986,0.22068053483963013
survival,0.15945957601070404,0.2485254555940628,0.3015647232532501,0.12695123255252838,0.24324049055576324,0.36910510063171387,0.2481461614370346,0.2485254555940628,0.18244138360023499,0.22708064317703247,0.21398140490055084
and,0.34479495882987976,0.5171257257461548,0.26834338903427124,0.2993566393852234,0.48971283435821533,0.3279348313808441,0.36462149024009705,0.5171257257461548,0.19959746301174164,0.24734637141227722,0.20544172823429108
evolution,0.1974768042564392,0.2514035999774933,0.24925395846366882,0.08182230591773987,0.19031725823879242,0.2707957923412323,0.15754202008247375,0.2514035999774933,0.2680753171443939,0.2241307646036148,0.26797422766685486
of,0.2513895630836487,0.733189046382904,0.22522282600402832,0.19627609848976135,0.41548454761505127,0.3169034421443939,0.3869180977344513,0.733189046382904,0.2019510567188263,0.256827712059021,0.1826142966747284
a,0.2552328109741211,0.5829201340675354,0.2497720569372177,0.2628381848335266,0.45503583550453186,0.250698983669281,0.30341604351997375,0.5829201340675354,0.16328370571136475,0.19556547701358795,0.23916715383529663
broad,0.15516826510429382,0.27128511667251587,0.23047922551631927,0.0541321225464344,0.30094268918037415,0.2499392181634903,0.12074599415063858,0.27128511667251587,0.2384905219078064,0.15336079895496368,0.15083929896354675
diversity,0.12871938943862915,0.27198487520217896,0.32478463649749756,0.10242028534412384,0.23632267117500305,0.3835907280445099,0.18822205066680908,0.27198487520217896,0.28592729568481445,0.1605101227760315,0.057167764753103256
of,0.2513895630836487,0.733189046382904,0.22522282600402832,0.19627609848976135,0.41548454761505127,0.3169034421443939,0.3869180977344513,0.733189046382904,0.2019510567188263,0.256827712059021,0.1826142966747284
species,0.0995212122797966,0.2522439956665039,0.477342426776886,0.11245878785848618,0.2193736732006073,0.3500277101993561,0.1300303041934967,0.2522439956665039,0.28705236315727234,0.2110205739736557,0.1957087516784668
.,0.35288307070732117,0.5934505462646484,0.25713270902633667,0.2603258192539215,0.4645031690597534,0.27453601360321045,0.3485563397407532,0.5934505462646484,0.14798352122306824,0.21147440373897552,0.4130953550338745
