,in,what,decade,was,seafloor,spreading,discovered,?
in,1.0,0.30808621644973755,0.2119923084974289,0.45514053106307983,0.26378312706947327,0.2809927463531494,0.2801778018474579,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.48711544275283813,0.33544355630874634,0.3464648723602295,0.27493247389793396,0.22068053483963013
1960s,0.0007937865448184311,-0.17530474066734314,-0.07060196995735168,-0.029007330536842346,0.08164691179990768,-0.02753489837050438,0.0033548297360539436,-0.08257022500038147
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.45456063747406006,0.20582377910614014,0.259539395570755,0.26185235381126404,0.31091248989105225
a,0.539380669593811,0.3320399522781372,0.17141307890415192,0.4508470594882965,0.22781863808631897,0.278085857629776,0.20319467782974243,0.23916715383529663
series,0.2914260923862457,0.17328087985515594,0.29309529066085815,0.2261398285627365,0.15813955664634705,0.09128224104642868,0.07965052872896194,0.1709602326154709
of,0.5696388483047485,0.33290785551071167,0.15614621341228485,0.4069072902202606,0.24901849031448364,0.3028612434864044,0.22074753046035767,0.1826142966747284
discoveries,0.3139881193637848,0.21252432465553284,0.2175561785697937,0.22532552480697632,0.3162999153137207,0.22813379764556885,0.7228567600250244,0.1343231350183487
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.45456063747406006,0.20582377910614014,0.259539395570755,0.26185235381126404,0.31091248989105225
the,0.6662389636039734,0.42745697498321533,0.2552448511123657,0.48711544275283813,0.33544355630874634,0.3464648723602295,0.27493247389793396,0.22068053483963013
most,0.41416558623313904,0.3219912350177765,0.247048020362854,0.29933857917785645,0.24759168922901154,0.3058231472969055,0.2378244251012802,0.2107497900724411
important,0.3796374499797821,0.31164905428886414,0.15508928894996643,0.24924467504024506,0.23798464238643646,0.28050729632377625,0.26661840081214905,0.17812499403953552
of,0.5696388483047485,0.33290785551071167,0.15614621341228485,0.4069072902202606,0.24901849031448364,0.3028612434864044,0.22074753046035767,0.1826142966747284
which,0.4840516746044159,0.5261979103088379,0.2553011476993561,0.2830964922904968,0.39282411336898804,0.37211287021636963,0.2420753687620163,0.25814583897590637
was,0.45514053106307983,0.22111038863658905,0.18258047103881836,1.0000001192092896,0.11307739466428757,0.16064481437206268,0.3177400529384613,0.18412111699581146
seafloor,0.26378312706947327,0.2143954187631607,0.1668229103088379,0.11307739466428757,1.0,0.41941288113594055,0.32044506072998047,0.17226876318454742
spreading,0.2809927463531494,0.29376479983329773,0.1890643835067749,0.16064481437206268,0.41941288113594055,1.0000001192092896,0.2689442038536072,0.18905867636203766
",",0.5201468467712402,0.3087472915649414,0.18535472452640533,0.45456063747406006,0.20582377910614014,0.259539395570755,0.26185235381126404,0.31091248989105225
showed,0.3178827166557312,0.23458190262317657,0.1759614497423172,0.36072292923927307,0.20845264196395874,0.24509450793266296,0.4308927655220032,0.17389845848083496
that,0.435920387506485,0.6297725439071655,0.21680240333080292,0.33670201897621155,0.31648513674736023,0.3587521016597748,0.3047933280467987,0.32716336846351624
