,what,does,the,inability,to,separate,islam,from,islamism,lead,many,in,the,west,to,support,?
hayri,0.23568634688854218,0.2094249278306961,0.296865314245224,0.20708373188972473,0.28815412521362305,0.10916851460933685,0.23052753508090973,0.18068018555641174,0.24518725275993347,0.12680895626544952,0.2650192975997925,0.2618669867515564,0.296865314245224,0.21674202382564545,0.28815412521362305,0.11402847617864609,0.21813203394412994
abaza,0.11532212793827057,0.13383334875106812,0.23707835376262665,0.08272859454154968,0.14554916322231293,0.13960318267345428,0.3575794994831085,0.13808925449848175,0.38448935747146606,0.1026497408747673,0.14109762012958527,0.21163588762283325,0.23707835376262665,0.34432733058929443,0.14554916322231293,0.16217118501663208,0.11520465463399887
argues,0.3211183547973633,0.306276798248291,0.22893615067005157,0.2424541711807251,0.2515730559825897,0.16307532787322998,0.21361114084720612,0.1605592519044876,0.3097410500049591,0.19183892011642456,0.19127167761325836,0.1981038600206375,0.22893615067005157,0.15010212361812592,0.2515730559825897,0.21016225218772888,0.20733967423439026
the,0.42745697498321533,0.35928019881248474,1.0,0.2682771384716034,0.535392165184021,0.3612915575504303,0.2207694798707962,0.40150508284568787,0.2584027051925659,0.21995973587036133,0.4335206151008606,0.6662389636039734,1.0,0.32918402552604675,0.535392165184021,0.22984638810157776,0.22068053483963013
failure,0.19130942225456238,0.18532635271549225,0.24083465337753296,0.3153713345527649,0.2692638337612152,0.09109670668840408,0.16529160737991333,0.2552087903022766,0.19761955738067627,0.23433096706867218,0.19066572189331055,0.2055809497833252,0.24083465337753296,0.21553616225719452,0.2692638337612152,0.1713835895061493,0.12142058461904526
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.36839577555656433,1.0,0.3234710395336151,0.2398901730775833,0.4069952368736267,0.23028403520584106,0.23490607738494873,0.40243685245513916,0.45010748505592346,0.535392165184021,0.24611181020736694,1.0,0.2742273211479187,0.29463258385658264
distinguish,0.26580512523651123,0.24098840355873108,0.2407100945711136,0.2309182584285736,0.2675764262676239,0.3466249406337738,0.1324407160282135,0.25566366314888,0.13560862839221954,0.13801856338977814,0.2539329528808594,0.22530090808868408,0.2407100945711136,0.08431977778673172,0.2675764262676239,0.18818455934524536,0.13488887250423431
between,0.2462156116962433,0.16966454684734344,0.39067012071609497,0.22059448063373566,0.3639189600944519,0.3385741412639618,0.12694580852985382,0.3269653618335724,0.15976861119270325,0.14819706976413727,0.29423660039901733,0.41100412607192993,0.39067012071609497,0.30891382694244385,0.3639189600944519,0.11221223324537277,0.12887074053287506
islam,0.23237212002277374,0.1891104280948639,0.2207694798707962,0.19544783234596252,0.2398901730775833,0.14428216218948364,1.0000001192092896,0.1613912731409073,0.7715402841567993,0.1622217744588852,0.21607667207717896,0.16687287390232086,0.2207694798707962,0.1558743566274643,0.2398901730775833,0.1891145557165146,0.18358638882637024
and,0.31309178471565247,0.3461615741252899,0.5171257257461548,0.23874232172966003,0.48971283435821533,0.334524005651474,0.25070106983184814,0.3601827025413513,0.21577347815036774,0.31077226996421814,0.5296266674995422,0.4954058527946472,0.5171257257461548,0.273951917886734,0.48971283435821533,0.25609129667282104,0.20544172823429108
islamism,0.28119760751724243,0.20293419063091278,0.2584027051925659,0.2753711938858032,0.23028403520584106,0.17892591655254364,0.7715402841567993,0.18935345113277435,1.0000001192092896,0.14392678439617157,0.2403436303138733,0.20508189499378204,0.2584027051925659,0.20913343131542206,0.23028403520584106,0.25320154428482056,0.19147449731826782
leads,0.17333360016345978,0.29943758249282837,0.3400644361972809,0.2758543789386749,0.2697960138320923,0.0443025603890419,0.15719199180603027,0.19720116257667542,0.19305896759033203,0.4636290967464447,0.1998489648103714,0.231519877910614,0.3400644361972809,0.16387993097305298,0.2697960138320923,0.19116443395614624,0.11554955691099167
many,0.36131182312965393,0.30303922295570374,0.4335206151008606,0.29262882471084595,0.40243685245513916,0.33082273602485657,0.21607667207717896,0.33099696040153503,0.2403436303138733,0.2319030612707138,0.9999999403953552,0.41474202275276184,0.4335206151008606,0.1819247007369995,0.40243685245513916,0.25043240189552307,0.2124512493610382
in,0.30808621644973755,0.214483380317688,0.6662389636039734,0.22505389153957367,0.45010748505592346,0.3099668025970459,0.16687287390232086,0.4274188280105591,0.20508189499378204,0.2055644989013672,0.41474202275276184,1.0,0.6662389636039734,0.34078434109687805,0.45010748505592346,0.17618270218372345,0.20430970191955566
the,0.42745697498321533,0.35928019881248474,1.0,0.2682771384716034,0.535392165184021,0.3612915575504303,0.2207694798707962,0.40150508284568787,0.2584027051925659,0.21995973587036133,0.4335206151008606,0.6662389636039734,1.0,0.32918402552604675,0.535392165184021,0.22984638810157776,0.22068053483963013
west,0.1946573108434677,0.14011532068252563,0.32918402552604675,0.06454338133335114,0.24611181020736694,0.15562202036380768,0.1558743566274643,0.2389117330312729,0.20913343131542206,0.1485276222229004,0.1819247007369995,0.34078434109687805,0.32918402552604675,1.0,0.24611181020736694,0.11293026804924011,0.12088293582201004
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.36839577555656433,1.0,0.3234710395336151,0.2398901730775833,0.4069952368736267,0.23028403520584106,0.23490607738494873,0.40243685245513916,0.45010748505592346,0.535392165184021,0.24611181020736694,1.0,0.2742273211479187,0.29463258385658264
support,0.2797985076904297,0.27581554651260376,0.22984638810157776,0.32984188199043274,0.2742273211479187,0.2529183626174927,0.1891145557165146,0.17207206785678864,0.25320154428482056,0.18393531441688538,0.25043240189552307,0.17618270218372345,0.22984638810157776,0.11293026804924011,0.2742273211479187,1.0000001192092896,0.22626608610153198
illiberal,0.2916489243507385,0.18000289797782898,0.22957660257816315,0.25007495284080505,0.2762255072593689,0.21110892295837402,0.26047414541244507,0.2944262623786926,0.39859041571617126,0.2001972645521164,0.27032655477523804,0.2254609316587448,0.22957660257816315,0.21286554634571075,0.2762255072593689,0.29685115814208984,0.1799171268939972
islamic,0.2204568088054657,0.14674246311187744,0.27231070399284363,0.12839645147323608,0.1969100832939148,0.1773378998041153,0.727012574672699,0.17753800749778748,0.8093975782394409,0.05970201641321182,0.1976783722639084,0.19633598625659943,0.27231070399284363,0.18271514773368835,0.1969100832939148,0.1631624400615692,0.1692383587360382
regimes,0.21191895008087158,0.19289204478263855,0.26122304797172546,0.274845689535141,0.30121591687202454,0.22478711605072021,0.23323257267475128,0.21215997636318207,0.33398520946502686,0.20711620151996613,0.27947798371315,0.2453894317150116,0.26122304797172546,0.1550590544939041,0.30121591687202454,0.2715955078601837,0.1432064026594162
",",0.3087472915649414,0.28617382049560547,0.4933079481124878,0.22981677949428558,0.44245919585227966,0.2999747693538666,0.23459285497665405,0.39760664105415344,0.20622773468494415,0.2561914026737213,0.40610817074775696,0.5201468467712402,0.4933079481124878,0.28857502341270447,0.44245919585227966,0.2733234167098999,0.31091248989105225
to,0.455847829580307,0.4391997456550598,0.535392165184021,0.36839577555656433,1.0,0.3234710395336151,0.2398901730775833,0.4069952368736267,0.23028403520584106,0.23490607738494873,0.40243685245513916,0.45010748505592346,0.535392165184021,0.24611181020736694,1.0,0.2742273211479187,0.29463258385658264
the,0.42745697498321533,0.35928019881248474,1.0,0.2682771384716034,0.535392165184021,0.3612915575504303,0.2207694798707962,0.40150508284568787,0.2584027051925659,0.21995973587036133,0.4335206151008606,0.6662389636039734,1.0,0.32918402552604675,0.535392165184021,0.22984638810157776,0.22068053483963013
