,what,has,given,a,boost,to,manufacturing,in,recent,years,?
kenya,0.18398970365524292,0.18851779401302338,0.12341713905334473,0.1701713502407074,0.06816942989826202,0.17769291996955872,0.1583198755979538,0.23621977865695953,0.18524467945098877,0.20713506639003754,0.17197901010513306
's,0.02692362666130066,-0.040683966130018234,-0.024429189041256905,0.04866964742541313,0.06405095010995865,0.03782717138528824,-0.030407974496483803,-0.037580832839012146,-0.01746293343603611,0.05563735216856003,-0.023395681753754616
inclusion,0.37293192744255066,0.24944274127483368,0.24322211742401123,0.2774178087711334,0.19906862080097198,0.2768394649028778,0.23546110093593597,0.20860536396503448,0.26148220896720886,0.1889345943927765,0.34393295645713806
among,0.21154822409152985,0.20711572468280792,0.21603691577911377,0.1789381206035614,0.22152549028396606,0.26594701409339905,0.14226341247558594,0.3211768567562103,0.2632560729980469,0.18895424902439117,0.14343059062957764
the,0.42745697498321533,0.4177538752555847,0.37508252263069153,0.5829201340675354,0.2371932715177536,0.535392165184021,0.25165510177612305,0.6662389636039734,0.31046223640441895,0.2912273406982422,0.22068053483963013
beneficiaries,0.3504636287689209,0.28940725326538086,0.2788243293762207,0.24840685725212097,0.30214759707450867,0.37365543842315674,0.25291186571121216,0.2134750336408615,0.30854639410972595,0.2703975439071655,0.37766554951667786
of,0.33290785551071167,0.3909035325050354,0.39388060569763184,0.5052502155303955,0.21631518006324768,0.41548454761505127,0.26644885540008545,0.5696388483047485,0.2896444797515869,0.2904134690761566,0.1826142966747284
the,0.42745697498321533,0.4177538752555847,0.37508252263069153,0.5829201340675354,0.2371932715177536,0.535392165184021,0.25165510177612305,0.6662389636039734,0.31046223640441895,0.2912273406982422,0.22068053483963013
us,0.32081687450408936,0.16496556997299194,0.17463254928588867,0.1862444281578064,0.13689850270748138,0.2928973436355591,0.2126321941614151,0.19746538996696472,0.18618570268154144,0.17167113721370697,0.2742428481578827
government,0.28074538707733154,0.205010324716568,0.2538663446903229,0.25158295035362244,0.18906408548355103,0.28343796730041504,0.2932898700237274,0.3066793978214264,0.1536533683538437,0.18268105387687683,0.18851417303085327
's,0.02692362666130066,-0.040683966130018234,-0.024429189041256905,0.04866964742541313,0.06405095010995865,0.03782717138528824,-0.030407974496483803,-0.037580832839012146,-0.01746293343603611,0.05563735216856003,-0.023395681753754616
african,0.11136822402477264,0.17663578689098358,0.15536747872829437,0.17609646916389465,0.10288029909133911,0.23290926218032837,0.0923878401517868,0.2008972465991974,0.16382929682731628,0.17859937250614166,0.11862778663635254
growth,0.1739405393600464,0.2680913209915161,0.11014354228973389,0.21544985473155975,0.30001747608184814,0.2701800763607025,0.3190085291862488,0.2819603681564331,0.28542381525039673,0.17453862726688385,0.07547862827777863
and,0.31309178471565247,0.43716782331466675,0.30185943841934204,0.3739250600337982,0.24196387827396393,0.48971283435821533,0.26176297664642334,0.4954058527946472,0.2640383541584015,0.300204873085022,0.20544172823429108
opportunity,0.2871367037296295,0.17852456867694855,0.3108804225921631,0.2521498501300812,0.37359949946403503,0.376086562871933,0.23748277127742767,0.1546517312526703,0.24514974653720856,0.23420727252960205,0.19524551928043365
act,0.2622668445110321,0.12206312268972397,0.1849713772535324,0.2060188204050064,0.11679599434137344,0.24833928048610687,0.1748143881559372,0.22050046920776367,0.08304018527269363,0.11914454400539398,0.1482519507408142
(,0.2411840260028839,0.2498389035463333,0.2224431186914444,0.3206180930137634,0.1817403882741928,0.30882009863853455,0.10594440996646881,0.3087427020072937,0.1979040503501892,0.21505801379680634,0.40561532974243164
agoa,0.23730018734931946,0.202860489487648,0.15278704464435577,0.24231065809726715,0.14973194897174835,0.22590193152427673,0.1936902403831482,0.21740145981311798,0.19218125939369202,0.32190918922424316,0.26911643147468567
),0.26259949803352356,0.26944878697395325,0.25457310676574707,0.3640355169773102,0.17958098649978638,0.31236231327056885,0.11295447498559952,0.3326910734176636,0.21429277956485748,0.20000751316547394,0.42300865054130554
has,0.20338068902492523,1.0,0.28702312707901,0.4670248031616211,0.19084855914115906,0.3619994819164276,0.198152557015419,0.4173259735107422,0.3722807466983795,0.25622743368148804,0.15994466841220856
given,0.21883496642112732,0.28702312707901,1.0,0.3335871398448944,0.19686855375766754,0.3428947925567627,0.1754547655582428,0.2528568208217621,0.22575078904628754,0.19679956138134003,0.2570464313030243
