,in,what,year,was,rose,mary,denman,defrocked,for,openly,living,with,a,same-sex,partner,?
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.24995949864387512,0.21819515526294708,0.20979681611061096,0.2665156424045563,0.4322226941585541,0.23383252322673798,0.3253810405731201,0.4080928862094879,0.539380669593811,0.3094196021556854,0.1903068870306015,0.20430970191955566
1987,0.0910748764872551,0.10829561948776245,0.09677626192569733,0.13583652675151825,0.06211627647280693,0.17386889457702637,0.1279647797346115,0.11535525321960449,0.03048733063042164,0.082280732691288,0.1730387955904007,0.06414436548948288,0.07971939444541931,0.20959605276584625,0.03296424821019173,0.0361514650285244
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.45456063747406006,0.26653817296028137,0.2604343891143799,0.29322531819343567,0.3535774052143097,0.4464869201183319,0.29348745942115784,0.26278790831565857,0.4120737314224243,0.427140474319458,0.291130006313324,0.19484615325927734,0.31091248989105225
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.4508470594882965,0.21820183098316193,0.19644305109977722,0.20228387415409088,0.27763059735298157,0.44038116931915283,0.19781415164470673,0.21367067098617554,0.3783375024795532,1.0,0.3308933675289154,0.15760847926139832,0.23916715383529663
united,0.3938477039337158,0.20036718249320984,0.23911906778812408,0.31727492809295654,0.1710279881954193,0.21062389016151428,0.26514554023742676,0.2673996090888977,0.30487096309661865,0.21713237464427948,0.20324143767356873,0.19869105517864227,0.2732578217983246,0.311663419008255,0.12444137036800385,0.17266890406608582
methodist,0.24702993035316467,0.17637217044830322,0.1624906063079834,0.2711138129234314,0.09977398812770844,0.3693549931049347,0.25864240527153015,0.19119739532470703,0.1716444343328476,0.2739999294281006,0.2032490372657776,0.17456914484500885,0.24651029706001282,0.28665176033973694,0.16426913440227509,0.1436992734670639
church,0.2493300437927246,0.1944202184677124,0.17190417647361755,0.24960921704769135,0.11828047782182693,0.2972598671913147,0.1958044022321701,0.13840313255786896,0.15542230010032654,0.2379097044467926,0.29979652166366577,0.17961077392101288,0.19588641822338104,0.18037474155426025,0.15597815811634064,0.18081501126289368
court,0.2793687880039215,0.23440583050251007,0.21609485149383545,0.2737988233566284,0.13985762000083923,0.18014732003211975,0.20032082498073578,0.19067497551441193,0.21894486248493195,0.13809533417224884,0.11241093277931213,0.14494022727012634,0.23624834418296814,0.23913951218128204,0.12619929015636444,0.17100423574447632
in,1.0,0.30808621644973755,0.3359307050704956,0.45514053106307983,0.24995949864387512,0.21819515526294708,0.20979681611061096,0.2665156424045563,0.4322226941585541,0.23383252322673798,0.3253810405731201,0.4080928862094879,0.539380669593811,0.3094196021556854,0.1903068870306015,0.20430970191955566
new,0.3758552670478821,0.2130378633737564,0.25045546889305115,0.2748313844203949,0.0922124832868576,0.14267483353614807,0.22491449117660522,0.29222434759140015,0.2700757384300232,0.20079784095287323,0.22812184691429138,0.24325589835643768,0.3214259147644043,0.3082955777645111,0.11057198792695999,0.14782847464084625
