,what,was,redesigned,during,the,apollo,program,being,grounded,during,1970,?
apollo,0.13561789691448212,0.2306441366672516,0.21757283806800842,0.22065234184265137,0.2169172167778015,0.9999999403953552,0.3344622850418091,0.2256036102771759,0.16952994465827942,0.22065234184265137,0.032384809106588364,0.191528782248497
was,0.22111038863658905,1.0000001192092896,0.35486769676208496,0.4470829963684082,0.48711544275283813,0.2306441366672516,0.1849333792924881,0.5201660394668579,0.25833824276924133,0.4470829963684082,0.08790356665849686,0.18412111699581146
grounded,0.20799553394317627,0.25833824276924133,0.24494509398937225,0.18295535445213318,0.2820974290370941,0.16952994465827942,0.1709163784980774,0.3177972733974457,1.0,0.18295535445213318,-0.027405833825469017,0.11795409768819809
again,0.3921525180339813,0.35373377799987793,0.21456186473369598,0.4013829529285431,0.4104243218898773,0.22492848336696625,0.15971937775611877,0.38447973132133484,0.17939601838588715,0.4013829529285431,0.028264043852686882,0.2679590880870819
",",0.3087472915649414,0.45456063747406006,0.20020903646945953,0.3225448727607727,0.4933079481124878,0.19808128476142883,0.17760658264160156,0.34499165415763855,0.2666279077529907,0.3225448727607727,0.10338303446769714,0.31091248989105225
for,0.3017193675041199,0.3863949179649353,0.1990790069103241,0.3448435664176941,0.4739971458911896,0.18462510406970978,0.29441335797309875,0.41687241196632385,0.21880434453487396,0.3448435664176941,0.03739495575428009,0.264628142118454
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.4838213622570038,1.0,0.2169172167778015,0.22986935079097748,0.419739305973053,0.2820974290370941,0.4838213622570038,0.013761552982032299,0.22068053483963013
remainder,0.16447044909000397,0.2262793779373169,0.15210814774036407,0.3168080747127533,0.3679514229297638,0.15606456995010376,0.10037083923816681,0.25168290734291077,0.32194429636001587,0.3168080747127533,-0.02680106647312641,0.13579487800598145
of,0.33290785551071167,0.4069072902202606,0.16462190449237823,0.3869180977344513,0.733189046382904,0.1786269098520279,0.17376001179218292,0.34885138273239136,0.23655028641223907,0.3869180977344513,0.12830553948879242,0.1826142966747284
1970,-0.04533620923757553,0.08790356665849686,0.01736421138048172,0.06582270562648773,0.013761552982032299,0.032384809106588364,-0.05503978952765465,0.03923232853412628,-0.027405833825469017,0.06582270562648773,1.0,-0.007446378003805876
while,0.35511791706085205,0.3253832161426544,0.21880784630775452,0.3849048316478729,0.39804592728614807,0.2109583169221878,0.20027929544448853,0.41943445801734924,0.3218052089214325,0.3849048316478729,-0.03843366727232933,0.21076419949531555
the,0.42745697498321533,0.48711544275283813,0.2598510682582855,0.4838213622570038,1.0,0.2169172167778015,0.22986935079097748,0.419739305973053,0.2820974290370941,0.4838213622570038,0.013761552982032299,0.22068053483963013
oxygen,0.16781960427761078,0.16070082783699036,0.14219488203525543,0.18351154029369354,0.20428593456745148,0.21209172904491425,0.19103428721427917,0.2253578156232834,0.21024157106876373,0.18351154029369354,0.0513409860432148,0.16786395013332367
tank,0.125138059258461,0.19856096804141998,0.260640949010849,0.22729730606079102,0.28027960658073425,0.188320130109787,0.2105315923690796,0.19303973019123077,0.18219296634197235,0.22729730606079102,-0.017620813101530075,0.09334904700517654
was,0.22111038863658905,1.0000001192092896,0.35486769676208496,0.4470829963684082,0.48711544275283813,0.2306441366672516,0.1849333792924881,0.5201660394668579,0.25833824276924133,0.4470829963684082,0.08790356665849686,0.18412111699581146
redesigned,0.20439890027046204,0.35486769676208496,1.0000001192092896,0.13797545433044434,0.2598510682582855,0.21757283806800842,0.21464291214942932,0.24643947184085846,0.24494509398937225,0.13797545433044434,0.01736421138048172,0.18504595756530762
and,0.31309178471565247,0.3740963041782379,0.18124745786190033,0.36462149024009705,0.5171257257461548,0.15251155197620392,0.24895258247852325,0.4286794066429138,0.2686057686805725,0.36462149024009705,0.04113146290183067,0.20544172823429108
an,0.2821882665157318,0.3694365322589874,0.17928873002529144,0.21076080203056335,0.4207492768764496,0.1602039784193039,0.2383636236190796,0.2743402123451233,0.22473879158496857,0.21076080203056335,-0.04249673709273338,0.19793890416622162
extra,0.1589265614748001,0.06457260996103287,0.17884133756160736,0.1154087483882904,0.20500101149082184,0.14097139239311218,0.10845495015382767,0.19671408832073212,0.14387813210487366,0.1154087483882904,-0.06383156031370163,0.11175043880939484
one,0.376489520072937,0.3752199709415436,0.23613440990447998,0.3187117278575897,0.5514441132545471,0.1690824031829834,0.20825394988059998,0.42188695073127747,0.22186551988124847,0.3187117278575897,-0.025959469377994537,0.2673267424106598
was,0.22111038863658905,1.0000001192092896,0.35486769676208496,0.4470829963684082,0.48711544275283813,0.2306441366672516,0.1849333792924881,0.5201660394668579,0.25833824276924133,0.4470829963684082,0.08790356665849686,0.18412111699581146
added,0.23789235949516296,0.22848746180534363,0.35137176513671875,0.14463433623313904,0.3207796514034271,0.12932823598384857,0.1580640971660614,0.2547604739665985,0.2551420032978058,0.14463433623313904,-0.03342527151107788,0.2865637540817261
.,0.3567904531955719,0.40146201848983765,0.2352994680404663,0.3485563397407532,0.5934505462646484,0.22384987771511078,0.18964338302612305,0.35574623942375183,0.23264357447624207,0.3485563397407532,0.06315258145332336,0.4130953550338745
