,the,beginnings,of,digital,television,allowed,what,affiliate,in,wheeling,",",west,virginia,to,begin,airing,abc,programs,digitally,?
still,0.40142056345939636,0.2756103277206421,0.3288819193840027,0.18412065505981445,0.16719390451908112,0.3801860809326172,0.4548931419849396,0.13250881433486938,0.3424699008464813,0.21709221601486206,0.35217106342315674,0.17988909780979156,0.1671811193227768,0.41205283999443054,0.23153068125247955,0.21068067848682404,0.09773536026477814,0.21612156927585602,0.3107997477054596,0.3039587736129761
",",0.4933079481124878,0.30872026085853577,0.4946078956127167,0.17865565419197083,0.27995240688323975,0.2785535454750061,0.3087472915649414,0.20519042015075684,0.5201468467712402,0.2393798977136612,1.0000001192092896,0.28857502341270447,0.24253129959106445,0.44245919585227966,0.27304404973983765,0.2531873881816864,0.2097204476594925,0.21514803171157837,0.24564220011234283,0.31091248989105225
abc,0.2068762183189392,0.26942312717437744,0.14607268571853638,0.2166869193315506,0.46871840953826904,0.11095034331083298,0.1317344456911087,0.2614424228668213,0.1697147786617279,0.21178556978702545,0.2097204476594925,0.18391461670398712,0.24087083339691162,0.1762417107820511,0.12703588604927063,0.45737579464912415,1.0000001192092896,0.3454950749874115,0.21912546455860138,0.19065172970294952
's,-0.01540423184633255,0.03560074046254158,-0.03817026689648628,0.14468993246555328,0.11021530628204346,0.024586396291851997,0.02692362666130066,0.06567194312810898,-0.037580832839012146,0.025835126638412476,-0.0016132977325469255,0.05081431567668915,0.028991248458623886,0.03782717138528824,-0.07216574251651764,0.0008048965246416628,0.06670809537172318,0.06997905671596527,0.09511540085077286,-0.023395681753754616
limited,0.2757521867752075,0.18913476169109344,0.3373238146305084,0.2482675164937973,0.18828991055488586,0.3489631116390228,0.23110276460647583,0.15854190289974213,0.23956921696662903,0.2039780616760254,0.29710644483566284,0.11580856889486313,0.11607131361961365,0.2564510405063629,0.1618233472108841,0.222543403506279,0.1643701046705246,0.2277713567018509,0.27519145607948303,0.09444807469844818
reach,0.31808504462242126,0.1851097196340561,0.20552729070186615,0.17710524797439575,0.1121729165315628,0.24008379876613617,0.23399507999420166,0.1630299687385559,0.20601192116737366,0.1954665333032608,0.2441277652978897,0.20314770936965942,0.12775684893131256,0.37959611415863037,0.30675897002220154,0.17924371361732483,0.05181146413087845,0.08843435347080231,0.19807741045951843,0.13152138888835907
would,0.4133751392364502,0.24993300437927246,0.3353942930698395,0.128029927611351,0.17012080550193787,0.5465223789215088,0.45766422152519226,0.18564574420452118,0.30461156368255615,0.17869830131530762,0.32586824893951416,0.1574600338935852,0.16394703090190887,0.5965728163719177,0.34733062982559204,0.2259703278541565,0.13780725002288818,0.2404647022485733,0.2421799749135971,0.37178951501846313
continue,0.28966447710990906,0.3429679572582245,0.19578875601291656,0.13446912169456482,0.17202375829219818,0.3367229402065277,0.34721019864082336,0.19690382480621338,0.249076247215271,0.21154484152793884,0.3163892924785614,0.2111160308122635,0.1645744889974594,0.4441169500350952,0.49016791582107544,0.25640934705734253,0.18366219103336334,0.21455709636211395,0.21284034848213196,0.23903685808181763
to,0.535392165184021,0.2897152304649353,0.41548454761505127,0.1787031590938568,0.1933557242155075,0.42967355251312256,0.455847829580307,0.23261301219463348,0.45010748505592346,0.27720174193382263,0.44245919585227966,0.24611181020736694,0.2041209489107132,1.0,0.33302420377731323,0.23053817451000214,0.1762417107820511,0.23389451205730438,0.26219090819358826,0.29463258385658264
hobble,0.2520712912082672,0.30334699153900146,0.239908829331398,0.24239782989025116,0.2011958807706833,0.25731953978538513,0.25633302330970764,0.04297574982047081,0.20973514020442963,0.32822656631469727,0.28119146823883057,0.16838352382183075,0.16203442215919495,0.22313910722732544,0.1802099198102951,0.22366829216480255,0.15122266113758087,0.18643730878829956,0.2674172818660736,0.17296719551086426
it,0.6251175999641418,0.2764122784137726,0.38761502504348755,0.13123244047164917,0.17099279165267944,0.1977851241827011,0.45803478360176086,0.10855108499526978,0.5130809545516968,0.179498091340065,0.48329564929008484,0.2561044991016388,0.17051082849502563,0.513711154460907,0.18427979946136475,0.2806670069694519,0.17324577271938324,0.23197083175182343,0.2588096857070923,0.25732165575027466
