,residential,construction,can,generate,what,is,not,carefully,planned,?
as,0.22148612141609192,0.22668303549289703,0.3245031237602234,0.24461297690868378,0.31749409437179565,0.43216490745544434,0.5105602741241455,0.2541164755821228,0.19086168706417084,0.27043893933296204
residential,0.9999998807907104,0.33850225806236267,0.1558839976787567,0.24349777400493622,0.09814727306365967,0.25022104382514954,0.16336879134178162,0.18189595639705658,0.3077835142612457,0.08603290468454361
construction,0.33850225806236267,1.0,0.1424357146024704,0.22123968601226807,0.20329850912094116,0.2135658711194992,0.18513305485248566,0.17549583315849304,0.3082064092159271,0.13494056463241577
(,0.13022510707378387,0.16759724915027618,0.22726960480213165,0.19467143714427948,0.2411840260028839,0.35393038392066956,0.2710699737071991,0.07641523331403732,0.12543100118637085,0.40561532974243164
as,0.22148612141609192,0.22668303549289703,0.3245031237602234,0.24461297690868378,0.31749409437179565,0.43216490745544434,0.5105602741241455,0.2541164755821228,0.19086168706417084,0.27043893933296204
well,0.20903095602989197,0.1426628977060318,0.35096636414527893,0.22932712733745575,0.4154493808746338,0.33406564593315125,0.46717700362205505,0.37404704093933105,0.21459029614925385,0.24815571308135986
as,0.22148612141609192,0.22668303549289703,0.3245031237602234,0.24461297690868378,0.31749409437179565,0.43216490745544434,0.5105602741241455,0.2541164755821228,0.19086168706417084,0.27043893933296204
all,0.16956543922424316,0.16041073203086853,0.3574998378753662,0.27333536744117737,0.41981086134910583,0.2553904056549072,0.4974499046802521,0.3325982093811035,0.15452834963798523,0.29575422406196594
other,0.18447624146938324,0.23197735846042633,0.454561322927475,0.3047843277454376,0.341873437166214,0.25895947217941284,0.4341118037700653,0.2968895733356476,0.1831907033920288,0.24682199954986572
types,0.1213868111371994,0.15109464526176453,0.42601388692855835,0.3361395299434662,0.25706279277801514,0.21496213972568512,0.25921928882598877,0.22613288462162018,0.04861411452293396,0.1285012811422348
of,0.2898116707801819,0.2815735340118408,0.2603091299533844,0.25864773988723755,0.33290785551071167,0.4854315221309662,0.3307090103626251,0.1739562302827835,0.2487981617450714,0.1826142966747284
construction,0.33850225806236267,1.0,0.1424357146024704,0.22123968601226807,0.20329850912094116,0.2135658711194992,0.18513305485248566,0.17549583315849304,0.3082064092159271,0.13494056463241577
),0.13813069462776184,0.18337155878543854,0.23216170072555542,0.18058639764785767,0.26259949803352356,0.37732169032096863,0.2718011736869812,0.09128913283348083,0.1396147459745407,0.42300865054130554
can,0.1558839976787567,0.1424357146024704,1.0,0.37776345014572144,0.34502777457237244,0.44256699085235596,0.49270012974739075,0.45967453718185425,0.17674756050109863,0.3226337134838104
generate,0.24349777400493622,0.22123968601226807,0.37776345014572144,1.0,0.26186254620552063,0.2641996741294861,0.30593687295913696,0.24056565761566162,0.10505788028240204,0.28300654888153076
a,0.2974657714366913,0.25036895275115967,0.3915780484676361,0.24484781920909882,0.3320399522781372,0.658733606338501,0.3791346549987793,0.26007458567619324,0.23569394648075104,0.23916715383529663
lot,0.18780378997325897,0.20855775475502014,0.3484705984592438,0.22174976766109467,0.3255569636821747,0.2546882629394531,0.35445883870124817,0.34655866026878357,0.1884014755487442,0.219394251704216
of,0.2898116707801819,0.2815735340118408,0.2603091299533844,0.25864773988723755,0.33290785551071167,0.4854315221309662,0.3307090103626251,0.1739562302827835,0.2487981617450714,0.1826142966747284
waste,0.18781986832618713,0.2444954812526703,0.3138366937637329,0.2525472640991211,0.28944942355155945,0.20201261341571808,0.3243754506111145,0.34172573685646057,0.16497907042503357,0.299444317817688
",",0.21989741921424866,0.23704268038272858,0.3139454126358032,0.18701888620853424,0.3087472915649414,0.4691906273365021,0.3769696354866028,0.20742091536521912,0.22345273196697235,0.31091248989105225
careful,0.1494794487953186,0.14454607665538788,0.4421791434288025,0.20887988805770874,0.41704538464546204,0.22819434106349945,0.45368263125419617,0.7892214059829712,0.2808237373828888,0.2595275044441223
planning,0.2492244839668274,0.3797585964202881,0.14957095682621002,0.1727502942085266,0.2823503315448761,0.17141012847423553,0.2593178153038025,0.2994668781757355,0.6147027611732483,0.1869431883096695
again,0.060065027326345444,0.16241101920604706,0.2717387080192566,0.15101104974746704,0.3921525180339813,0.2348884791135788,0.35057538747787476,0.2872825860977173,0.16121402382850647,0.2679590880870819
is,0.25022104382514954,0.2135658711194992,0.44256699085235596,0.2641996741294861,0.28837618231773376,1.0,0.3776007890701294,0.22160780429840088,0.17169371247291565,0.22961433231830597
needed,0.16002103686332703,0.27121084928512573,0.49063631892204285,0.38397133350372314,0.3631289601325989,0.21605761349201202,0.49983495473861694,0.37502071261405945,0.3234037458896637,0.2863257825374603
here,0.15063346922397614,0.2233378291130066,0.3953412175178528,0.31006956100463867,0.5220553874969482,0.3368209898471832,0.4914715886116028,0.2964772582054138,0.15202714502811432,0.5686008334159851
.,0.2399243861436844,0.23682771623134613,0.35783761739730835,0.2895053029060364,0.3567904531955719,0.4569662809371948,0.4824007451534271,0.2455211728811264,0.2560844421386719,0.4130953550338745
