,the,university,agreed,to,grant,a,degree,to,any,graduate,of,affiliate,schoos,that,did,what,?
the,1.0,0.263973206281662,0.24722334742546082,0.535392165184021,0.2460666298866272,0.5829201340675354,0.20765221118927002,0.535392165184021,0.4525727927684784,0.1983441710472107,0.733189046382904,0.2278994768857956,0.26283061504364014,0.5473989248275757,0.34736719727516174,0.42745697498321533,0.22068053483963013
university,0.263973206281662,1.0,0.17233775556087494,0.20192374289035797,0.1985611915588379,0.20256656408309937,0.5435908436775208,0.20192374289035797,0.15254807472229004,0.6244588494300842,0.30646374821662903,0.334917277097702,0.3424203395843506,0.16441112756729126,0.15114416182041168,0.20256435871124268,0.11887256056070328
of,0.733189046382904,0.30646374821662903,0.24395716190338135,0.41548454761505127,0.23326964676380157,0.5052502155303955,0.22760991752147675,0.41548454761505127,0.3769088089466095,0.21445734798908234,1.0,0.19963958859443665,0.26684197783470154,0.41498205065727234,0.2513895630836487,0.33290785551071167,0.1826142966747284
chicago,0.27360326051712036,0.29005804657936096,0.14083655178546906,0.19278118014335632,0.1960279643535614,0.17899899184703827,0.17207562923431396,0.19278118014335632,0.1504233181476593,0.21318599581718445,0.18391016125679016,0.314028799533844,0.21025370061397552,0.22499492764472961,0.1900576800107956,0.1521448791027069,0.16446958482265472
agreed,0.24722334742546082,0.17233775556087494,1.0000001192092896,0.35596710443496704,0.18964910507202148,0.17516115307807922,0.17430651187896729,0.35596710443496704,0.22754095494747162,0.1405869871377945,0.24395716190338135,0.2009017914533615,0.2659558653831482,0.3681057095527649,0.47254884243011475,0.3416297733783722,0.21258382499217987
to,0.535392165184021,0.20192374289035797,0.35596710443496704,1.0,0.2576783299446106,0.45503583550453186,0.23240768909454346,1.0,0.46410247683525085,0.22082558274269104,0.41548454761505127,0.23261301219463348,0.2898886501789093,0.5436353087425232,0.4452643394470215,0.455847829580307,0.29463258385658264
confer,0.20168626308441162,0.3123268485069275,0.1916026622056961,0.2060541957616806,0.18137909471988678,0.10432762652635574,0.17760169506072998,0.2060541957616806,0.22015921771526337,0.2680911421775818,0.18479906022548676,0.2810516059398651,0.20492397248744965,0.20628468692302704,0.1305445283651352,0.12649056315422058,0.1324034333229065
a,0.5829201340675354,0.20256656408309937,0.17516115307807922,0.45503583550453186,0.22103925049304962,1.0,0.25289660692214966,0.45503583550453186,0.45031747221946716,0.21107926964759827,0.5052502155303955,0.15037991106510162,0.24744804203510284,0.47537946701049805,0.2552328109741211,0.3320399522781372,0.23916715383529663
degree,0.20765221118927002,0.5435908436775208,0.17430651187896729,0.23240768909454346,0.2316572368144989,0.25289660692214966,0.9999999403953552,0.23240768909454346,0.26524782180786133,0.5861024260520935,0.22760991752147675,0.2954714596271515,0.25409796833992004,0.2588793933391571,0.18228070437908173,0.21753965318202972,0.1060895025730133
on,0.5107308030128479,0.18291500210762024,0.2566361725330353,0.41031414270401,0.22808417677879333,0.3848365545272827,0.16243389248847961,0.41031414270401,0.2894362509250641,0.1568423956632614,0.3966929316520691,0.24123993515968323,0.2307092398405075,0.42569106817245483,0.2670976221561432,0.34226128458976746,0.2714994251728058
any,0.4525727927684784,0.15254807472229004,0.22754095494747162,0.46410247683525085,0.2653523087501526,0.45031747221946716,0.26524782180786133,0.46410247683525085,1.0,0.19831594824790955,0.3769088089466095,0.18379229307174683,0.19139936566352844,0.5484943389892578,0.37563082575798035,0.43670421838760376,0.4113408327102661
graduating,0.265004962682724,0.5681806802749634,0.1608356088399887,0.24706807732582092,0.28191807866096497,0.2496085911989212,0.564077615737915,0.24706807732582092,0.17839112877845764,0.7892334461212158,0.2497774362564087,0.34866467118263245,0.4433141350746155,0.23388217389583588,0.22833351790905,0.19444580376148224,0.08642052114009857
senior,0.24212658405303955,0.32273104786872864,0.22947540879249573,0.21060478687286377,0.14735294878482819,0.18134067952632904,0.26097553968429565,0.21060478687286377,0.12296021729707718,0.3942529857158661,0.2675186097621918,0.3801981210708618,0.32222846150398254,0.15622472763061523,0.2376088798046112,0.17239674925804138,0.104712575674057
from,0.40150508284568787,0.2771088182926178,0.21986815333366394,0.4069952368736267,0.171071857213974,0.322764128446579,0.2434372454881668,0.4069952368736267,0.24951094388961792,0.1983703374862671,0.4249346852302551,0.1698518693447113,0.15412510931491852,0.3477667272090912,0.20248863101005554,0.2737620174884796,0.19969791173934937
an,0.4207492768764496,0.1648537814617157,0.10558826476335526,0.3138085603713989,0.17306886613368988,0.44552403688430786,0.15122494101524353,0.3138085603713989,0.3555181324481964,0.18961933255195618,0.32280945777893066,0.13780094683170319,0.15676963329315186,0.365763783454895,0.22598257660865784,0.2821882665157318,0.19793890416622162
affiliated,0.2365114837884903,0.3334124982357025,0.22130630910396576,0.19526073336601257,0.17044289410114288,0.16043217480182648,0.30487746000289917,0.19526073336601257,0.20816512405872345,0.34436044096946716,0.23497317731380463,0.8969494104385376,0.23621204495429993,0.15817444026470184,0.18545009195804596,0.13132897019386292,0.09345421195030212
school,0.22953221201896667,0.48676231503486633,0.1411595493555069,0.24496325850486755,0.1817045658826828,0.2245093584060669,0.35715365409851074,0.24496325850486755,0.13658900558948517,0.5939753651618958,0.2391800880432129,0.2594330608844757,0.652244508266449,0.2190830111503601,0.19696208834648132,0.18774057924747467,0.15091250836849213
who,0.3733934462070465,0.2115909904241562,0.3223225474357605,0.42656609416007996,0.26893389225006104,0.36608949303627014,0.18419149518013,0.42656609416007996,0.29236510396003723,0.21463854610919952,0.2827862501144409,0.22476892173290253,0.32450976967811584,0.45444270968437195,0.34038686752319336,0.40942975878715515,0.26220351457595825
