,what,is,the,general,term,used,to,describe,the,output,to,any,given,input,in,a,problem,instance,?
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2157215178012848,0.3080509603023529,0.3864384889602661,0.45503583550453186,0.3062607944011688,0.5829201340675354,0.17850732803344727,0.45503583550453186,0.45031747221946716,0.3335871398448944,0.20009170472621918,0.539380669593811,1.0,0.2605542540550232,0.40728384256362915,0.23916715383529663
computational,0.29464593529701233,0.2470806986093521,0.18477948009967804,0.25230899453163147,0.2597770094871521,0.32107532024383545,0.246933713555336,0.32838425040245056,0.18477948009967804,0.39832913875579834,0.246933713555336,0.3368047773838043,0.26848718523979187,0.3868173062801361,0.2346334308385849,0.29858994483947754,0.41473615169525146,0.35700780153274536,0.21617397665977478
problem,0.42183366417884827,0.23238427937030792,0.24928659200668335,0.21629959344863892,0.21863089501857758,0.3019697070121765,0.2502208352088928,0.25103363394737244,0.24928659200668335,0.24181972444057465,0.2502208352088928,0.40565699338912964,0.2566664516925812,0.2680823802947998,0.16969570517539978,0.2605542540550232,1.0,0.37468287348747253,0.3762950301170349
can,0.34502777457237244,0.44256699085235596,0.312528520822525,0.12571799755096436,0.23030756413936615,0.48128408193588257,0.4979398250579834,0.2867383062839508,0.312528520822525,0.3130752742290497,0.4979398250579834,0.5010802745819092,0.20761778950691223,0.306935578584671,0.26527702808380127,0.3915780484676361,0.36370179057121277,0.46404144167900085,0.3226337134838104
be,0.3929833769798279,0.4819129705429077,0.4248143136501312,0.1851358562707901,0.2703228294849396,0.3731876611709595,0.4972836375236511,0.3610440790653229,0.4248143136501312,0.3304102122783661,0.4972836375236511,0.5107080936431885,0.2965909540653229,0.28701671957969666,0.3481820821762085,0.39883795380592346,0.347878634929657,0.43630778789520264,0.3324260413646698
viewed,0.2938295900821686,0.24106821417808533,0.34172287583351135,0.14644475281238556,0.22224001586437225,0.3227560520172119,0.22659115493297577,0.329144150018692,0.34172287583351135,0.24185259640216827,0.22659115493297577,0.24805045127868652,0.23368670046329498,0.16599547863006592,0.194101944565773,0.22637882828712463,0.14222609996795654,0.23443910479545593,0.19983090460300446
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.250458300113678,0.3224089443683624,0.35160550475120544,0.42092081904411316,0.32652774453163147,0.48381632566452026,0.20003122091293335,0.42092081904411316,0.35746830701828003,0.32487574219703674,0.2063598930835724,0.3887844979763031,0.39550232887268066,0.2586832344532013,0.3699146807193756,0.27043893933296204
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.16276395320892334,0.16153281927108765,0.25728896260261536,0.3138085603713989,0.2405220866203308,0.4207492768764496,0.1526559591293335,0.3138085603713989,0.3555181324481964,0.25091034173965454,0.20624928176403046,0.2605783939361572,0.44552403688430786,0.21292734146118164,0.2888215482234955,0.19793890416622162
infinite,0.22463853657245636,0.179602712392807,0.17816448211669922,0.11396263539791107,0.15279999375343323,0.16092653572559357,0.18449778854846954,0.1988704353570938,0.17816448211669922,0.27231788635253906,0.18449778854846954,0.29710763692855835,0.24667422473430634,0.30835607647895813,0.1606321930885315,0.233000710606575,0.2902694642543793,0.3255082666873932,0.21672561764717102
collection,0.215459942817688,0.21135231852531433,0.25281965732574463,0.13200674951076508,0.216258242726326,0.19025267660617828,0.15417452156543732,0.2059899866580963,0.25281965732574463,0.16247254610061646,0.15417452156543732,0.22302426397800446,0.1906823068857193,0.16962191462516785,0.23004686832427979,0.24716788530349731,0.16029979288578033,0.2093771994113922,0.20069393515586853
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.28352999687194824,0.26047757267951965,0.3075267970561981,0.41548454761505127,0.2764313519001007,0.733189046382904,0.15243679285049438,0.41548454761505127,0.3769088089466095,0.39388060569763184,0.13291659951210022,0.5696388483047485,0.5052502155303955,0.20464475452899933,0.3011147379875183,0.1826142966747284
instances,0.37020906805992126,0.25202253460884094,0.33414426445961,0.16717365384101868,0.3389321267604828,0.4125906825065613,0.35826775431632996,0.3288649618625641,0.33414426445961,0.32361456751823425,0.35826775431632996,0.5369269847869873,0.2774350643157959,0.3223470449447632,0.23674409091472626,0.3550227880477905,0.3573509752750397,0.7962096929550171,0.3098512887954712
together,0.22179445624351501,0.1995578110218048,0.26662585139274597,0.10874045640230179,0.13209344446659088,0.2255924642086029,0.33225905895233154,0.2039913833141327,0.26662585139274597,0.16230694949626923,0.33225905895233154,0.19080595672130585,0.15528231859207153,0.1799902617931366,0.3252169191837311,0.25249844789505005,0.14741481840610504,0.2255202978849411,0.1690303236246109
with,0.2464839518070221,0.3250955045223236,0.4223487675189972,0.1510423719882965,0.18053050339221954,0.3047430217266083,0.4239959120750427,0.27238842844963074,0.4223487675189972,0.1692470759153366,0.4239959120750427,0.34412381052970886,0.29518163204193115,0.17565976083278656,0.4080928862094879,0.3783375024795532,0.2717578709125519,0.3103446364402771,0.2433311939239502
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2157215178012848,0.3080509603023529,0.3864384889602661,0.45503583550453186,0.3062607944011688,0.5829201340675354,0.17850732803344727,0.45503583550453186,0.45031747221946716,0.3335871398448944,0.20009170472621918,0.539380669593811,1.0,0.2605542540550232,0.40728384256362915,0.23916715383529663
solution,0.275324285030365,0.2851429283618927,0.20422548055648804,0.16451744735240936,0.24061425030231476,0.2982623279094696,0.3161713182926178,0.2506197988986969,0.20422548055648804,0.2536477744579315,0.3161713182926178,0.33104628324508667,0.21168018877506256,0.24089619517326355,0.19538016617298126,0.2887548804283142,0.5411272048950195,0.3991639316082001,0.28505614399909973
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.23497237265110016,0.2766548991203308,0.4236139953136444,0.4451248347759247,0.2845272719860077,0.4739971458911896,0.23403237760066986,0.4451248347759247,0.3944643437862396,0.44294488430023193,0.2638095021247864,0.4322226941585541,0.44038116931915283,0.2661307752132416,0.4085063934326172,0.264628142118454
every,0.30284011363983154,0.3428492546081543,0.4023689329624176,0.1451876312494278,0.17799712717533112,0.23298116028308868,0.3643300235271454,0.2080012708902359,0.4023689329624176,0.22093306481838226,0.3643300235271454,0.45271188020706177,0.30414989590644836,0.17549589276313782,0.31953179836273193,0.43930745124816895,0.2754577696323395,0.32364803552627563,0.24066033959388733
instance,0.3862040638923645,0.33154773712158203,0.3539782464504242,0.1961115598678589,0.3378012776374817,0.4317927062511444,0.3533851206302643,0.36338892579078674,0.3539782464504242,0.37400341033935547,0.3533851206302643,0.5144610404968262,0.30268949270248413,0.3309183418750763,0.23631897568702698,0.40728384256362915,0.37468287348747253,1.0000001192092896,0.30205854773521423
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2929490804672241,0.18456575274467468,0.33111312985420227,0.4645031690597534,0.17917026579380035,0.5934505462646484,0.22474192082881927,0.4645031690597534,0.39295488595962524,0.3169408142566681,0.24013976752758026,0.5591574311256409,0.50484299659729,0.22562150657176971,0.35495105385780334,0.4130953550338745
,what,is,the,general,term,used,to,describe,the,output,to,any,given,input,in,a,problem,instance,?
stated,0.3668954074382782,0.19155573844909668,0.2814950942993164,0.21533812582492828,0.2037430852651596,0.2564314901828766,0.3195562958717346,0.2634340226650238,0.2814950942993164,0.14479489624500275,0.3195562958717346,0.3610602915287018,0.3609776794910431,0.18367911875247955,0.24313503503799438,0.22154705226421356,0.27163827419281006,0.2549276053905487,0.24280361831188202
another,0.4190070629119873,0.41278526186943054,0.5019711852073669,0.19686520099639893,0.20691193640232086,0.2980952560901642,0.48769932985305786,0.2679729163646698,0.5019711852073669,0.21775326132774353,0.48769932985305786,0.5192956328392029,0.2758308947086334,0.2605227530002594,0.3397690951824188,0.6191956996917725,0.279262900352478,0.4464147686958313,0.295511931180954
way,0.4835909903049469,0.31685471534729004,0.36217406392097473,0.22462767362594604,0.2910570800304413,0.3924310803413391,0.4772548973560333,0.31799080967903137,0.36217406392097473,0.27912580966949463,0.4772548973560333,0.3869442641735077,0.23537859320640564,0.2211776226758957,0.30444321036338806,0.3330821096897125,0.47054457664489746,0.4084149897098541,0.31575819849967957
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3022127151489258,0.21599270403385162,0.3120402991771698,0.44245919585227966,0.18910212814807892,0.4933079481124878,0.20966894924640656,0.44245919585227966,0.3237466514110565,0.2843315005302429,0.24717740714550018,0.5201468467712402,0.427140474319458,0.23938199877738953,0.3124626874923706,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.28634732961654663,0.2740369141101837,0.3718377649784088,0.535392165184021,0.26495152711868286,1.0,0.22049929201602936,0.535392165184021,0.4525727927684784,0.37508252263069153,0.19928309321403503,0.6662389636039734,0.5829201340675354,0.24928659200668335,0.3539782464504242,0.22068053483963013
instance,0.3862040638923645,0.33154773712158203,0.3539782464504242,0.1961115598678589,0.3378012776374817,0.4317927062511444,0.3533851206302643,0.36338892579078674,0.3539782464504242,0.37400341033935547,0.3533851206302643,0.5144610404968262,0.30268949270248413,0.3309183418750763,0.23631897568702698,0.40728384256362915,0.37468287348747253,1.0000001192092896,0.30205854773521423
is,0.28837618231773376,1.0,0.5823672413825989,0.20144300162792206,0.270183801651001,0.3288823366165161,0.42745086550712585,0.27898338437080383,0.5823672413825989,0.2423316091299057,0.42745086550712585,0.35691767930984497,0.249215230345726,0.2170686423778534,0.5394441485404968,0.658733606338501,0.23238427937030792,0.33154773712158203,0.22961433231830597
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2157215178012848,0.3080509603023529,0.3864384889602661,0.45503583550453186,0.3062607944011688,0.5829201340675354,0.17850732803344727,0.45503583550453186,0.45031747221946716,0.3335871398448944,0.20009170472621918,0.539380669593811,1.0,0.2605542540550232,0.40728384256362915,0.23916715383529663
particular,0.4548671245574951,0.3500361442565918,0.4066357910633087,0.2711929380893707,0.34943053126335144,0.4243784248828888,0.40318208932876587,0.4433111548423767,0.4066357910633087,0.262238472700119,0.40318208932876587,0.5791717171669006,0.2921653389930725,0.3077312409877777,0.3090636432170868,0.439316987991333,0.3296976685523987,0.5084664225578308,0.2741454839706421
input,0.2844698429107666,0.2170686423778534,0.19928309321403503,0.10750909894704819,0.08799411356449127,0.2001955807209015,0.25947481393814087,0.0959140956401825,0.19928309321403503,0.6574379205703735,0.25947481393814087,0.32824498414993286,0.24745428562164307,0.9999999403953552,0.10243455320596695,0.20009170472621918,0.2680823802947998,0.3309183418750763,0.24861721694469452
