,since,january,2012,",",all,abc,programming,has,been,presented,in,what,format,?
all,0.3231091797351837,0.17348316311836243,0.2778983414173126,0.425624817609787,1.0000001192092896,0.18112415075302124,0.1884264200925827,0.3343993127346039,0.38339102268218994,0.20659267902374268,0.3335905969142914,0.41981086134910583,0.15702562034130096,0.29575422406196594
of,0.35513219237327576,0.19923388957977295,0.4422316551208496,0.4946078956127167,0.42798417806625366,0.14607268571853638,0.14286333322525024,0.3909035325050354,0.31685134768486023,0.30231305956840515,0.5696388483047485,0.33290785551071167,0.1439143568277359,0.1826142966747284
the,0.4054957628250122,0.2467057853937149,0.46885523200035095,0.4933079481124878,0.4860881567001343,0.2068762183189392,0.17869283258914948,0.4177538752555847,0.3563927710056305,0.3251480758190155,0.6662389636039734,0.42745697498321533,0.21678368747234344,0.22068053483963013
network,0.19915233552455902,0.15560252964496613,0.13027125597000122,0.1932937651872635,0.24403801560401917,0.4295894205570221,0.38232916593551636,0.18401741981506348,0.16328434646129608,0.18833589553833008,0.19496823847293854,0.16917307674884796,0.25503432750701904,0.17853789031505585
's,-0.04899144917726517,-0.08409902453422546,-0.022972648963332176,-0.0016132977325469255,0.03181743621826172,0.06670809537172318,0.011488005518913269,-0.040683966130018234,-0.10734795778989792,0.016211573034524918,-0.037580832839012146,0.02692362666130066,0.020792445167899132,-0.023395681753754616
programming,0.24059461057186127,0.18773728609085083,0.11560679227113724,0.255766898393631,0.1884264200925827,0.3165910840034485,0.9999999403953552,0.15239253640174866,0.16887283325195312,0.3080541789531708,0.17145347595214844,0.22725710272789001,0.3030407726764679,0.22249025106430054
has,0.5216675996780396,0.19119103252887726,0.331972599029541,0.3734780251979828,0.3343993127346039,0.23067910969257355,0.15239253640174866,1.0,0.6162750124931335,0.20780032873153687,0.4173259735107422,0.20338068902492523,0.16829954087734222,0.15994466841220856
been,0.6581953763961792,0.17704303562641144,0.26553699374198914,0.34873589873313904,0.38339102268218994,0.19288167357444763,0.16887283325195312,0.6162750124931335,0.9999998807907104,0.29195529222488403,0.3515113592147827,0.2567804455757141,0.19273488223552704,0.24354910850524902
presented,0.26260629296302795,0.22729738056659698,0.13725072145462036,0.28443270921707153,0.20659267902374268,0.2885449528694153,0.3080541789531708,0.20780032873153687,0.29195529222488403,1.0,0.3047972023487091,0.23381416499614716,0.28126639127731323,0.17025142908096313
in,0.4325680434703827,0.28467586636543274,0.3800647258758545,0.5201468467712402,0.3335905969142914,0.1697147786617279,0.17145347595214844,0.4173259735107422,0.3515113592147827,0.3047972023487091,1.0,0.30808621644973755,0.2023913413286209,0.20430970191955566
hd,0.19769930839538574,0.18667449057102203,0.15738819539546967,0.15258826315402985,0.15629179775714874,0.24902278184890747,0.2564491629600525,0.14529624581336975,0.08710289001464844,0.20067594945430756,0.16095560789108276,0.15220552682876587,0.3031497299671173,0.1705414354801178
since,1.0000001192092896,0.27199235558509827,0.30162984132766724,0.3991432189941406,0.3231091797351837,0.20685888826847076,0.24059461057186127,0.5216675996780396,0.6581953763961792,0.26260629296302795,0.4325680434703827,0.29783400893211365,0.2071201503276825,0.2876587212085724
january,0.27199235558509827,1.0000001192092896,0.20967960357666016,0.4213674068450928,0.17348316311836243,0.1682562232017517,0.18773728609085083,0.19119103252887726,0.17704303562641144,0.22729738056659698,0.28467586636543274,0.19257698953151703,0.13389509916305542,0.28608936071395874
2012,0.30162984132766724,0.20967960357666016,1.0,0.42079734802246094,0.2778983414173126,0.15613213181495667,0.11560679227113724,0.331972599029541,0.26553699374198914,0.13725072145462036,0.3800647258758545,0.2266836017370224,0.14755366742610931,0.18042556941509247
(,0.26309698820114136,0.3498933017253876,0.3590838611125946,0.6363511681556702,0.28167209029197693,0.183883935213089,0.19239555299282074,0.2498389035463333,0.1755061000585556,0.13742461800575256,0.3087427020072937,0.2411840260028839,0.24940770864486694,0.40561532974243164
with,0.3120420575141907,0.21498841047286987,0.27785399556159973,0.4120737314224243,0.3876307010650635,0.17432008683681488,0.17035330832004547,0.44092974066734314,0.2804456949234009,0.270183265209198,0.4080928862094879,0.2464839518070221,0.1876007467508316,0.2433311939239502
the,0.4054957628250122,0.2467057853937149,0.46885523200035095,0.4933079481124878,0.4860881567001343,0.2068762183189392,0.17869283258914948,0.4177538752555847,0.3563927710056305,0.3251480758190155,0.6662389636039734,0.42745697498321533,0.21678368747234344,0.22068053483963013
exception,0.313240110874176,0.19483350217342377,0.29142001271247864,0.3348684012889862,0.44154849648475647,0.10771087557077408,0.1806631237268448,0.2770882546901703,0.2942724823951721,0.1897665113210678,0.2843743860721588,0.2586587369441986,0.21076597273349762,0.2036404013633728
of,0.35513219237327576,0.19923388957977295,0.4422316551208496,0.4946078956127167,0.42798417806625366,0.14607268571853638,0.14286333322525024,0.3909035325050354,0.31685134768486023,0.30231305956840515,0.5696388483047485,0.33290785551071167,0.1439143568277359,0.1826142966747284
certain,0.2452945113182068,0.07808028906583786,0.1946789175271988,0.28759655356407166,0.47173047065734863,0.13027134537696838,0.23164892196655273,0.27401766180992126,0.3351448178291321,0.25868257880210876,0.2942397892475128,0.4561643898487091,0.21369010210037231,0.2516106069087982
holiday,0.1857205331325531,0.24967077374458313,0.15800099074840546,0.2776016294956207,0.19107848405838013,0.14359548687934875,0.15724946558475494,0.2018480896949768,0.19539444148540497,0.1759210228919983,0.2492789924144745,0.1985204964876175,0.20290520787239075,0.19869746267795563
specials,0.20710545778274536,0.16334502398967743,0.08471769094467163,0.26344001293182373,0.27071166038513184,0.3592981696128845,0.33612769842147827,0.17209482192993164,0.2832280397415161,0.3450850248336792,0.2802408039569855,0.21306368708610535,0.24784035980701447,0.2582153379917145
produced,0.23235726356506348,0.12605778872966766,0.1406240016222,0.22260788083076477,0.12008082866668701,0.2414293736219406,0.3099062442779541,0.18639720976352692,0.2031548172235489,0.29492801427841187,0.2542861998081207,0.1393624097108841,0.15340599417686462,0.1623450517654419
prior,0.3693605959415436,0.16726408898830414,0.23552149534225464,0.27105793356895447,0.21013574302196503,0.2418920397758484,0.13173146545886993,0.18390454351902008,0.3308165371417999,0.25758475065231323,0.24521231651306152,0.2537507116794586,0.22619923949241638,0.16978254914283752
to,0.3733763098716736,0.20270398259162903,0.32762008905410767,0.44245919585227966,0.42520734667778015,0.1762417107820511,0.1961597204208374,0.3619994819164276,0.34945759177207947,0.24592746794223785,0.45010748505592346,0.455847829580307,0.20165184140205383,0.29463258385658264
2005,0.027849651873111725,0.17354606091976166,-0.007417904678732157,0.11050146818161011,0.10232415050268173,-0.0381508432328701,0.004329980351030827,-0.11151933670043945,0.01425363402813673,-0.012836858630180359,0.009931974112987518,0.0704459398984909,0.054129038006067276,0.10709824413061142
–,0.22469590604305267,0.34605613350868225,0.19913528859615326,0.43221306800842285,0.2140238881111145,0.187828928232193,0.20828554034233093,0.06639378517866135,0.08532609045505524,0.1893187165260315,0.23687128722667694,0.13008765876293182,0.14734119176864624,0.2714554965496063
such,0.207544207572937,0.08660311251878738,0.23589614033699036,0.39626169204711914,0.38558536767959595,0.12735801935195923,0.23931877315044403,0.26101309061050415,0.33591920137405396,0.2175864577293396,0.2704046070575714,0.23989605903625488,0.17661626636981964,0.17851735651493073
as,0.36245352029800415,0.2418142855167389,0.3424225151538849,0.48816442489624023,0.33195313811302185,0.2286096066236496,0.21458211541175842,0.351646363735199,0.3975982367992401,0.27148348093032837,0.3887844979763031,0.31749409437179565,0.17691104114055634,0.27043893933296204
the,0.4054957628250122,0.2467057853937149,0.46885523200035095,0.4933079481124878,0.4860881567001343,0.2068762183189392,0.17869283258914948,0.4177538752555847,0.3563927710056305,0.3251480758190155,0.6662389636039734,0.42745697498321533,0.21678368747234344,0.22068053483963013
peanuts,0.13412298262119293,0.15605467557907104,0.16307498514652252,0.2771347761154175,0.2124505192041397,0.209342822432518,0.2392522096633911,0.20313183963298798,0.13952484726905823,0.17037564516067505,0.25007686018943787,0.19573861360549927,0.20354312658309937,0.21211108565330505
specials,0.20710545778274536,0.16334502398967743,0.08471769094467163,0.26344001293182373,0.27071166038513184,0.3592981696128845,0.33612769842147827,0.17209482192993164,0.2832280397415161,0.3450850248336792,0.2802408039569855,0.21306368708610535,0.24784035980701447,0.2582153379917145
and,0.3515571057796478,0.24588775634765625,0.38536936044692993,0.6633074283599854,0.4542157053947449,0.16453155875205994,0.23146864771842957,0.43716782331466675,0.3424558639526367,0.26139622926712036,0.4954058527946472,0.31309178471565247,0.19377155601978302,0.20544172823429108
rudolph,0.14420399069786072,0.21387290954589844,0.13079991936683655,0.26707324385643005,0.15926846861839294,0.15424534678459167,0.10948347300291061,0.15547193586826324,0.1608569324016571,0.18324866890907288,0.18189024925231934,0.10122302174568176,0.11835860460996628,0.15107640624046326
's,-0.04899144917726517,-0.08409902453422546,-0.022972648963332176,-0.0016132977325469255,0.03181743621826172,0.06670809537172318,0.011488005518913269,-0.040683966130018234,-0.10734795778989792,0.016211573034524918,-0.037580832839012146,0.02692362666130066,0.020792445167899132,-0.023395681753754616
shiny,0.14710567891597748,0.09144766628742218,0.2532578110694885,0.22726726531982422,0.21365228295326233,0.1159871518611908,0.1732167750597,0.23832981288433075,0.18059958517551422,0.1254296451807022,0.18568548560142517,0.23328690230846405,0.14581389725208282,0.20584644377231598
new,0.2617199122905731,0.28180065751075745,0.2818802297115326,0.36073189973831177,0.29927533864974976,0.20663127303123474,0.16611634194850922,0.20920851826667786,0.295974463224411,0.1914968341588974,0.3758552670478821,0.2130378633737564,0.1729581505060196,0.14782847464084625
year,0.31512683629989624,0.29697200655937195,0.24374690651893616,0.28560417890548706,0.2920427918434143,0.2373921275138855,0.1527930498123169,0.2526876926422119,0.2560553550720215,0.2308805286884308,0.3359307050704956,0.15184831619262695,0.24771857261657715,0.18315006792545319
–,0.22469590604305267,0.34605613350868225,0.19913528859615326,0.43221306800842285,0.2140238881111145,0.187828928232193,0.20828554034233093,0.06639378517866135,0.08532609045505524,0.1893187165260315,0.23687128722667694,0.13008765876293182,0.14734119176864624,0.2714554965496063
which,0.3523256182670593,0.1371559500694275,0.37707939743995667,0.3658004403114319,0.50777268409729,0.1991286277770996,0.317421019077301,0.4350704550743103,0.36993977427482605,0.2723793089389801,0.4840516746044159,0.5261979103088379,0.22834402322769165,0.25814583897590637
continue,0.2910877466201782,0.18355488777160645,0.18991875648498535,0.3163892924785614,0.3254163861274719,0.18366219103336334,0.1925611048936844,0.18976029753684998,0.34366923570632935,0.2199801504611969,0.249076247215271,0.34721019864082336,0.14923126995563507,0.23903685808181763
to,0.3733763098716736,0.20270398259162903,0.32762008905410767,0.44245919585227966,0.42520734667778015,0.1762417107820511,0.1961597204208374,0.3619994819164276,0.34945759177207947,0.24592746794223785,0.45010748505592346,0.455847829580307,0.20165184140205383,0.29463258385658264
be,0.3591734766960144,0.184214249253273,0.2715093493461609,0.39254459738731384,0.42151448130607605,0.14780379831790924,0.23311512172222137,0.3863394856452942,0.5304332375526428,0.23645514249801636,0.3481820821762085,0.3929833769798279,0.2879103720188141,0.3324260413646698
presented,0.26260629296302795,0.22729738056659698,0.13725072145462036,0.28443270921707153,0.20659267902374268,0.2885449528694153,0.3080541789531708,0.20780032873153687,0.29195529222488403,1.0,0.3047972023487091,0.23381416499614716,0.28126639127731323,0.17025142908096313
in,0.4325680434703827,0.28467586636543274,0.3800647258758545,0.5201468467712402,0.3335905969142914,0.1697147786617279,0.17145347595214844,0.4173259735107422,0.3515113592147827,0.3047972023487091,1.0,0.30808621644973755,0.2023913413286209,0.20430970191955566
4:3,0.07662632316350937,0.14793527126312256,0.18081562221050262,0.1675698459148407,0.015070966444909573,0.15936848521232605,0.05831730365753174,0.029425619170069695,0.050352729856967926,0.12384301424026489,0.06665032356977463,0.1015801876783371,0.00011155645916005597,0.13303902745246887
sd,0.14345933496952057,0.12904496490955353,0.10407058149576187,0.16680903732776642,0.06878459453582764,0.11805734038352966,0.20774656534194946,0.1172054260969162,0.1082538366317749,0.14478817582130432,0.10567405074834824,0.15542194247245789,0.25246912240982056,0.15021461248397827
