,which,of,genghis,khan,'s,sons,was,disqualified,from,being,successor,because,of,his,unstable,behavior,?
he,0.3415409028530121,0.38706058263778687,0.28288567066192627,0.24136358499526978,0.024063590914011,0.23775696754455566,0.5410010814666748,0.2385680228471756,0.3314535319805145,0.426932692527771,0.13763011991977692,0.3656739592552185,0.38706058263778687,0.7171558737754822,0.14657780528068542,0.19107750058174133,0.2089974731206894
therefore,0.5236842632293701,0.4106575846672058,0.19967523217201233,0.11893609911203384,0.042175211012363434,0.18408960103988647,0.2569314241409302,0.18217472732067108,0.290561705827713,0.4484056830406189,0.13533928990364075,0.6179180145263672,0.4106575846672058,0.24419480562210083,0.26347336173057556,0.2921287715435028,0.3325358033180237
decided,0.23397822678089142,0.2880963683128357,0.1492944359779358,0.11275113373994827,0.06634151935577393,0.16213272511959076,0.41358432173728943,0.23475004732608795,0.2047601044178009,0.2604169547557831,0.2251998335123062,0.3587901294231415,0.2880963683128357,0.3918905556201935,0.16350989043712616,0.1475936621427536,0.258772075176239
to,0.5345056653022766,0.41548454761505127,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.11964831501245499,0.3636345863342285,0.22761240601539612,0.4069952368736267,0.4514104127883911,0.11769062280654907,0.5166091918945312,0.41548454761505127,0.3715193271636963,0.2631596326828003,0.23964552581310272,0.29463258385658264
divide,0.3484216332435608,0.27984148263931274,0.17000369727611542,0.05615789443254471,0.01411206554621458,0.12851186096668243,0.06303669512271881,0.09520290046930313,0.15055285394191742,0.18781013786792755,0.06606239080429077,0.19948074221611023,0.27984148263931274,0.11355939507484436,0.14746356010437012,0.09801417589187622,0.152328222990036
his,0.32283493876457214,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.3316914141178131,0.4405253231525421,0.22677026689052582,0.3195365369319916,0.34421810507774353,0.2260759174823761,0.31541815400123596,0.38364991545677185,0.9999998807907104,0.18412040174007416,0.1958194375038147,0.18075084686279297
empire,0.1975056380033493,0.30522286891937256,0.42237505316734314,0.38083162903785706,-0.011798231862485409,0.21616367995738983,0.30602675676345825,0.09720765054225922,0.19878821074962616,0.20464713871479034,0.20978207886219025,0.15414239466190338,0.30522286891937256,0.22914105653762817,0.1633298248052597,0.07841837406158447,0.14909450709819794
among,0.3077724575996399,0.3679063022136688,0.19628296792507172,0.1364687979221344,0.01186611782759428,0.19549216330051422,0.23730893433094025,0.033798955380916595,0.19863110780715942,0.30665305256843567,0.15236900746822357,0.33740702271461487,0.3679063022136688,0.23289452493190765,0.1622166484594345,0.2107304334640503,0.14343059062957764
his,0.32283493876457214,0.38364991545677185,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.3316914141178131,0.4405253231525421,0.22677026689052582,0.3195365369319916,0.34421810507774353,0.2260759174823761,0.31541815400123596,0.38364991545677185,0.9999998807907104,0.18412040174007416,0.1958194375038147,0.18075084686279297
sons,0.09716101735830307,0.17722462117671967,0.2966407537460327,0.2521197199821472,-0.033577390015125275,1.0,0.2263665646314621,0.05446114018559456,0.12318173050880432,0.09933074563741684,0.31135624647140503,0.1571362316608429,0.17722462117671967,0.3316914141178131,0.0901748389005661,0.12567292153835297,0.13006451725959778
and,0.506277859210968,0.5116966962814331,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.22999194264411926,0.3740963041782379,0.16630250215530396,0.3601827025413513,0.4286794066429138,0.1350792944431305,0.5069696307182312,0.5116966962814331,0.4234102666378021,0.26894262433052063,0.22840261459350586,0.20544172823429108
