,what,do,a,number,of,researchers,think,a,shortage,of,is,caused,in,part,by,income,inequality,?
a,0.3320399522781372,0.26237669587135315,1.0,0.2992287278175354,0.5052502155303955,0.23162437975406647,0.35850703716278076,1.0,0.3145276606082916,0.5052502155303955,0.658733606338501,0.22472180426120758,0.539380669593811,0.3994528353214264,0.32094135880470276,0.2084353119134903,0.1783585250377655,0.23916715383529663
number,0.23046229779720306,0.21539703011512756,0.2992287278175354,1.0,0.2778518795967102,0.15458950400352478,0.25902801752090454,0.2992287278175354,0.2909731864929199,0.2778518795967102,0.22390379011631012,0.12989836931228638,0.3024539053440094,0.21476125717163086,0.2551532983779907,0.26569026708602905,0.32748979330062866,0.19256845116615295
of,0.33290785551071167,0.26150479912757874,0.5052502155303955,0.2778518795967102,1.0,0.23457743227481842,0.2625778615474701,0.5052502155303955,0.3016875982284546,1.0,0.4854315221309662,0.29665443301200867,0.5696388483047485,0.452393114566803,0.3646814823150635,0.2581324577331543,0.27910974621772766,0.1826142966747284
researchers,0.29493099451065063,0.2432691901922226,0.23162437975406647,0.15458950400352478,0.23457743227481842,1.0,0.30241748690605164,0.23162437975406647,0.30284029245376587,0.23457743227481842,0.23568220436573029,0.21968236565589905,0.23347842693328857,0.19536569714546204,0.23709560930728912,0.23880095779895782,0.26202505826950073,0.14480042457580566
(,0.2411840260028839,0.24216170608997345,0.3206180930137634,0.16158060729503632,0.35032153129577637,0.15838751196861267,0.21604181826114655,0.3206180930137634,0.1833510547876358,0.35032153129577637,0.35393038392066956,0.21355032920837402,0.3087427020072937,0.2208257019519806,0.20696312189102173,0.1266181766986847,0.1679764688014984,0.40561532974243164
david,0.1299152821302414,0.08237200975418091,0.19156141579151154,0.15397752821445465,0.191870778799057,0.12417864799499512,0.11699439585208893,0.19156141579151154,0.1407085806131363,0.191870778799057,0.14622443914413452,0.1035638228058815,0.17107756435871124,0.17126327753067017,0.23508615791797638,0.1268288940191269,0.15412749350070953,0.04158485680818558
rodda,0.2421046495437622,0.15136811137199402,0.24535715579986572,0.14444823563098907,0.22449561953544617,0.12271080911159515,0.2059193104505539,0.24535715579986572,0.12353387475013733,0.22449561953544617,0.18873056769371033,0.2117716670036316,0.21787749230861664,0.08871620893478394,0.24524769186973572,0.13616527616977692,0.16814497113227844,0.2495654672384262
",",0.3087472915649414,0.3283645510673523,0.427140474319458,0.2535701394081116,0.4946078956127167,0.2712523639202118,0.3095206320285797,0.427140474319458,0.3075525164604187,0.4946078956127167,0.4691906273365021,0.2600580155849457,0.5201468467712402,0.3376222252845764,0.3680937886238098,0.19703416526317596,0.21822890639305115,0.31091248989105225
jacob,0.1719563603401184,0.19045262038707733,0.20690475404262543,0.03757970780134201,0.2129739671945572,0.1825428009033203,0.09877558797597885,0.20690475404262543,0.13728934526443481,0.2129739671945572,0.1459803432226181,0.12105665355920792,0.18649332225322723,0.1608184427022934,0.13562029600143433,0.11613166332244873,0.14895527064800262,0.11618305742740631
vigdor,0.21497343480587006,0.1035161241889,0.31120914220809937,0.14455287158489227,0.20911629498004913,0.12474401295185089,0.22046077251434326,0.31120914220809937,0.2503211200237274,0.20911629498004913,0.2320369929075241,0.0757320374250412,0.33992287516593933,0.22703808546066284,0.22473174333572388,0.1888989955186844,0.2194969207048416,0.22176925837993622
",",0.3087472915649414,0.3283645510673523,0.427140474319458,0.2535701394081116,0.4946078956127167,0.2712523639202118,0.3095206320285797,0.427140474319458,0.3075525164604187,0.4946078956127167,0.4691906273365021,0.2600580155849457,0.5201468467712402,0.3376222252845764,0.3680937886238098,0.19703416526317596,0.21822890639305115,0.31091248989105225
and,0.31309178471565247,0.276123583316803,0.3739250600337982,0.28545793890953064,0.5116966962814331,0.2865251898765564,0.30740439891815186,0.3739250600337982,0.3506091237068176,0.5116966962814331,0.3859752118587494,0.2892237603664398,0.4954058527946472,0.35301485657691956,0.4289871156215668,0.2518245577812195,0.2590520679950714,0.20544172823429108
janna,0.1799936145544052,0.1679256558418274,0.2172636240720749,0.15585660934448242,0.16679008305072784,0.053696196526288986,0.21194438636302948,0.2172636240720749,0.0472063347697258,0.16679008305072784,0.16252966225147247,0.1723935902118683,0.20661315321922302,0.17958158254623413,0.15202587842941284,0.05173686146736145,0.08660580962896347,0.1838470697402954
matlack,0.26208698749542236,0.22755955159664154,0.2564834952354431,0.24886977672576904,0.2802475392818451,0.275575190782547,0.30253511667251587,0.2564834952354431,0.2499455213546753,0.2802475392818451,0.22584901750087738,0.16843323409557343,0.31379786133766174,0.25044894218444824,0.2506648302078247,0.222139373421669,0.2334015965461731,0.2340928018093109
),0.26259949803352356,0.24460165202617645,0.3640355169773102,0.19318018853664398,0.3680361211299896,0.13467413187026978,0.2265138179063797,0.3640355169773102,0.1855345368385315,0.3680361211299896,0.37732169032096863,0.19493544101715088,0.3326910734176636,0.24734117090702057,0.2151763141155243,0.12669844925403595,0.16527613997459412,0.42300865054130554
",",0.3087472915649414,0.3283645510673523,0.427140474319458,0.2535701394081116,0.4946078956127167,0.2712523639202118,0.3095206320285797,0.427140474319458,0.3075525164604187,0.4946078956127167,0.4691906273365021,0.2600580155849457,0.5201468467712402,0.3376222252845764,0.3680937886238098,0.19703416526317596,0.21822890639305115,0.31091248989105225
argue,0.41590559482574463,0.37047433853149414,0.20625422894954681,0.16681884229183197,0.19617585837841034,0.29495108127593994,0.5350470542907715,0.20625422894954681,0.2744377553462982,0.19617585837841034,0.17466995120048523,0.22706599533557892,0.15826316177845,0.15776535868644714,0.21607817709445953,0.2407795786857605,0.3970308005809784,0.32235559821128845
that,0.6297725439071655,0.44533252716064453,0.47537946701049805,0.32951247692108154,0.41498205065727234,0.3901746869087219,0.5798900723457336,0.47537946701049805,0.3877332806587219,0.41498205065727234,0.3995479643344879,0.33201703429222107,0.435920387506485,0.37747326493263245,0.37496164441108704,0.2627509534358978,0.3467824459075928,0.32716336846351624
a,0.3320399522781372,0.26237669587135315,1.0,0.2992287278175354,0.5052502155303955,0.23162437975406647,0.35850703716278076,1.0,0.3145276606082916,0.5052502155303955,0.658733606338501,0.22472180426120758,0.539380669593811,0.3994528353214264,0.32094135880470276,0.2084353119134903,0.1783585250377655,0.23916715383529663
shortage,0.2864443063735962,0.23421497642993927,0.3145276606082916,0.2909731864929199,0.3016875982284546,0.30284029245376587,0.36491620540618896,0.3145276606082916,0.9999999403953552,0.3016875982284546,0.23962348699569702,0.29277503490448,0.30103394389152527,0.2556361258029938,0.29808953404426575,0.34028416872024536,0.40141308307647705,0.19423167407512665
