,who,stated,that,john,jortin,misunderstood,luther,?
luther,0.21013082563877106,0.16673965752124786,0.21746599674224854,0.3108772039413452,0.373490571975708,0.1633511632680893,1.0,0.1732746809720993
's,0.05599616840481758,0.014573756605386734,0.04397977516055107,-0.1023898646235466,0.0052495128475129604,-0.013791914097964764,-0.009990512393414974,-0.023395681753754616
commentary,0.2012261152267456,0.3156810402870178,0.2635365426540375,0.17164695262908936,0.17077726125717163,0.20403996109962463,0.18811537325382233,0.20364898443222046
on,0.2340552806854248,0.3053775131702423,0.42569106817245483,0.194100484251976,0.2482256144285202,0.16641850769519806,0.19090485572814941,0.2714994251728058
genesis,0.21939201653003693,0.24554549157619476,0.27699390053749084,0.2080329805612564,0.1833055317401886,0.19627569615840912,0.21890456974506378,0.2113482803106308
contains,0.053160976618528366,0.13168153166770935,0.2712160646915436,0.14816640317440033,0.14243680238723755,0.14194945991039276,0.1464063823223114,0.15215006470680237
a,0.36608949303627014,0.22154705226421356,0.47537946701049805,0.20638683438301086,0.2545449137687683,0.30075618624687195,0.17967689037322998,0.23916715383529663
passage,0.17103494703769684,0.2315697818994522,0.2814699709415436,0.22723618149757385,0.20185931026935577,0.20353221893310547,0.19547998905181885,0.11149881780147552
which,0.3688730001449585,0.2548240125179291,0.6894589066505432,0.20415355265140533,0.20975272357463837,0.3500048518180847,0.17501473426818848,0.25814583897590637
concludes,0.12448130548000336,0.38411128520965576,0.33099642395973206,0.19682902097702026,0.14849883317947388,0.27588793635368347,0.17790108919143677,0.1386803537607193
that,0.45444270968437195,0.48625776171684265,1.0,0.17830057442188263,0.20157183706760406,0.41069677472114563,0.21746599674224854,0.32716336846351624
``,0.02397952415049076,-0.028554530814290047,0.05285148695111275,0.011006556451320648,0.07568389922380447,0.05182074010372162,-0.013964727520942688,0.0685480609536171
the,0.3733934462070465,0.2814950942993164,0.5473989248275757,0.2230520099401474,0.2611871063709259,0.2757038176059723,0.1759674996137619,0.22068053483963013
soul,0.2787841260433197,0.17416217923164368,0.2695053815841675,0.11767595261335373,0.21499860286712646,0.16696447134017944,0.1514018028974533,0.2029775083065033
does,0.25013914704322815,0.2997897267341614,0.4764937460422516,0.1121395081281662,0.16459275782108307,0.2994438707828522,0.14081993699073792,0.338003009557724
not,0.369414746761322,0.38202324509620667,0.6600887179374695,0.1837947815656662,0.21125203371047974,0.44531702995300293,0.21636232733726501,0.41942933201789856
sleep,0.22010710835456848,0.20460695028305054,0.22555981576442719,0.16714565455913544,0.17360204458236694,0.1881762593984604,0.11771473288536072,0.20425266027450562
(,0.2443375140428543,0.13169001042842865,0.2264307141304016,0.21336311101913452,0.2762796878814697,0.23018479347229004,0.1677781045436859,0.40561532974243164
anima,0.18046270310878754,0.06621135026216507,0.12946973741054535,0.08193598687648773,0.1667138785123825,0.09611031413078308,0.21758417785167694,0.17474709451198578
non,0.21075555682182312,0.12692363560199738,0.2571088671684265,0.14222484827041626,0.19918864965438843,0.2699762284755707,0.07194280624389648,0.1993027776479721
sic,0.12445105612277985,0.2550838589668274,0.26179081201553345,0.13539886474609375,0.20844218134880066,0.35106217861175537,0.0982472226023674,0.3474702835083008
dormit,0.19968271255493164,0.059168316423892975,0.16474875807762146,0.19456665217876434,0.18075667321681976,0.1896948218345642,0.18825149536132812,0.12675099074840546
),0.2457384318113327,0.12946446239948273,0.23478686809539795,0.22096103429794312,0.2822760045528412,0.23819370567798615,0.18587662279605865,0.42300865054130554
",",0.3365725874900818,0.2962069809436798,0.4137537479400635,0.23961079120635986,0.3363785147666931,0.30492591857910156,0.23255878686904907,0.31091248989105225
but,0.4487357437610626,0.3633369207382202,0.7244205474853516,0.1846742033958435,0.19117318093776703,0.4619651138782501,0.20694120228290558,0.27921953797340393
wakes,0.3101377487182617,0.12083926796913147,0.27406778931617737,0.12850815057754517,0.20817111432552338,0.21679773926734924,0.15536703169345856,0.1734284609556198
(,0.2443375140428543,0.13169001042842865,0.2264307141304016,0.21336311101913452,0.2762796878814697,0.23018479347229004,0.1677781045436859,0.40561532974243164
sed,0.15127983689308167,0.2546420395374298,0.1617489755153656,0.053706247359514236,0.2424621731042862,0.24097320437431335,0.11220601946115494,0.1570415049791336
vigilat,0.3133183419704437,0.2716066539287567,0.31735387444496155,0.2003505527973175,0.2404276728630066,0.2125464677810669,0.14058507978916168,0.1817571520805359
),0.2457384318113327,0.12946446239948273,0.23478686809539795,0.22096103429794312,0.2822760045528412,0.23819370567798615,0.18587662279605865,0.42300865054130554
and,0.41279885172843933,0.23788554966449738,0.4731321930885315,0.21634717285633087,0.2963726222515106,0.22873345017433167,0.20796556770801544,0.20544172823429108
experiences,0.3374878764152527,0.31657660007476807,0.3385782837867737,0.2059451788663864,0.1739073097705841,0.26556867361068726,0.10119090229272842,0.17054305970668793
visions,0.26799076795578003,0.24041935801506042,0.2704857885837555,0.17170844972133636,0.19189342856407166,0.192335307598114,0.2183283120393753,0.2224486917257309
'',0.024401003494858742,0.02420303225517273,0.007880004122853279,0.00810936652123928,-0.09112781286239624,0.05108697712421417,-0.04572787508368492,0.018684765323996544
.,0.3541337847709656,0.26454663276672363,0.4460422694683075,0.26428887248039246,0.31569308042526245,0.2830444276332855,0.24907569587230682,0.4130953550338745
,who,stated,that,john,jortin,misunderstood,luther,?
francis,0.26085689663887024,0.20271292328834534,0.2038167119026184,0.46224111318588257,0.3487021327018738,0.15418671071529388,0.24682831764221191,0.11903949081897736
blackburne,0.30463162064552307,0.1316910833120346,0.16028322279453278,0.3382831811904907,0.33557674288749695,0.10267792642116547,0.24541063606739044,0.1781988888978958
