,how,many,times,was,cam,newton,sacked,in,super,bowl,50,?
newton,0.2514588236808777,0.1828424632549286,0.19109323620796204,0.25264593958854675,0.32548287510871887,1.0000001192092896,0.1704728752374649,0.23639483749866486,0.18797411024570465,0.1892489492893219,-0.06779218465089798,0.09645649790763855
was,0.16678167879581451,0.260356068611145,0.2859917879104614,1.0000001192092896,0.17764709889888763,0.25264593958854675,0.32993462681770325,0.45514053106307983,0.21420986950397491,0.21915455162525177,-0.0011744623770937324,0.18412111699581146
limited,0.2116495817899704,0.2817049026489258,0.13311107456684113,0.18424993753433228,0.08262744545936584,0.07119143754243851,0.10328670591115952,0.23956921696662903,0.1865544468164444,0.07423671334981918,0.005426090210676193,0.09444807469844818
by,0.34370526671409607,0.3409687578678131,0.18494531512260437,0.4752357602119446,0.1010274812579155,0.19122301042079926,0.21727506816387177,0.370934396982193,0.15233319997787476,0.12992306053638458,0.03871260583400726,0.17966607213020325
denver,0.15631112456321716,0.18606427311897278,0.1485476791858673,0.2766761779785156,0.21969448029994965,0.191506028175354,0.13741019368171692,0.2221570909023285,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
's,-0.026164190843701363,0.01698932610452175,-0.048017483204603195,0.008974763564765453,0.07134929299354553,0.027833467349410057,-0.021834373474121094,-0.037580832839012146,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
defense,0.14550013840198517,0.1536635160446167,0.21282894909381866,0.2295428365468979,0.1449822038412094,0.10191027820110321,0.2000267505645752,0.20235490798950195,0.20172932744026184,0.20597675442695618,0.002296598395332694,0.21935760974884033
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.45456063747406006,0.22727563977241516,0.2648763358592987,0.2514380216598511,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
which,0.4852597713470459,0.5168171525001526,0.29070794582366943,0.2830964922904968,0.17456595599651337,0.1681050956249237,0.131550133228302,0.4840516746044159,0.25759580731391907,0.23468568921089172,0.022181637585163116,0.25814583897590637
sacked,0.09018589556217194,0.1555364578962326,0.23362751305103302,0.32993462681770325,0.057312972843647,0.1704728752374649,1.0000001192092896,0.2192855328321457,0.12442933022975922,0.22043511271476746,-0.022067077457904816,0.07766196876764297
him,0.3545486629009247,0.30194568634033203,0.25585779547691345,0.3675798773765564,0.17341922223567963,0.19347794353961945,0.25012755393981934,0.2284061461687088,0.16607952117919922,0.1690473109483719,0.06375820934772491,0.23943768441677094
seven,0.20032188296318054,0.28098854422569275,0.18999098241329193,0.28194957971572876,0.006224219221621752,0.16132114827632904,0.15949691832065582,0.24717609584331512,0.16763919591903687,0.16826416552066803,-0.004787076264619827,0.1732930988073349
times,0.2685738503932953,0.303416907787323,1.0,0.2859917879104614,0.08932551741600037,0.19109323620796204,0.23362751305103302,0.2427823841571808,0.19135531783103943,0.25533148646354675,0.01790006086230278,0.18880689144134521
and,0.33647966384887695,0.5296266674995422,0.2611900568008423,0.3740963041782379,0.18925651907920837,0.22255054116249084,0.24385301768779755,0.4954058527946472,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
forced,0.23831938207149506,0.2377408891916275,0.11285103857517242,0.21640066802501678,0.11399586498737335,0.1810608208179474,0.41407066583633423,0.2043643444776535,0.14922793209552765,0.1976994276046753,0.0028911917470395565,0.17547516524791718
him,0.3545486629009247,0.30194568634033203,0.25585779547691345,0.3675798773765564,0.17341922223567963,0.19347794353961945,0.25012755393981934,0.2284061461687088,0.16607952117919922,0.1690473109483719,0.06375820934772491,0.23943768441677094
into,0.2303972691297531,0.2618265151977539,0.16451820731163025,0.2322220653295517,0.055614642798900604,0.08120981603860855,0.1803775131702423,0.38021373748779297,0.178719162940979,0.16612307727336884,-0.04834462329745293,0.15662476420402527
three,0.23807744681835175,0.4501400589942932,0.3240858018398285,0.2748996615409851,0.16323022544384003,0.18185727298259735,0.17208226025104523,0.34828072786331177,0.14228717982769012,0.18332304060459137,-0.002454916713759303,0.20928427577018738
turnovers,0.2714545726776123,0.24598953127861023,0.22217626869678497,0.2156830132007599,0.15571899712085724,0.18114374577999115,0.29592078924179077,0.20580574870109558,0.26859307289123535,0.3115430772304535,0.013225005939602852,0.19236040115356445
",",0.22659391164779663,0.40610817074775696,0.2897866368293762,0.45456063747406006,0.22727563977241516,0.2648763358592987,0.2514380216598511,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
including,0.20270724594593048,0.6119236350059509,0.31527549028396606,0.21884717047214508,0.17782767117023468,0.17472706735134125,0.1595286875963211,0.35857823491096497,0.20355892181396484,0.1517006903886795,0.0682697743177414,0.1633303165435791
a,0.29312583804130554,0.2872205972671509,0.2745400369167328,0.4508470594882965,0.18400311470031738,0.1884482353925705,0.10977210849523544,0.539380669593811,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
fumble,0.13288532197475433,0.08793462812900543,0.14159463346004486,0.21974442899227142,0.18123385310173035,0.22407451272010803,0.3287375569343567,0.13453851640224457,0.3436383605003357,0.40204131603240967,0.02125871740281582,0.17646178603172302
which,0.4852597713470459,0.5168171525001526,0.29070794582366943,0.2830964922904968,0.17456595599651337,0.1681050956249237,0.131550133228302,0.4840516746044159,0.25759580731391907,0.23468568921089172,0.022181637585163116,0.25814583897590637
they,0.43247655034065247,0.5400822758674622,0.29107025265693665,0.3300964832305908,0.14307430386543274,0.1926632672548294,0.2518806755542755,0.4330179989337921,0.1988932192325592,0.18658970296382904,0.059837549924850464,0.2753053903579712
recovered,0.158201202750206,0.25898846983909607,0.21031175553798676,0.32598429918289185,0.08734604716300964,0.14219547808170319,0.44198641180992126,0.2665027976036072,0.09517624229192734,0.15955616533756256,0.034970954060554504,0.08912046253681183
for,0.3308170735836029,0.40972793102264404,0.2999500632286072,0.3863949179649353,0.22685806453227997,0.18168501555919647,0.16554750502109528,0.4322226941585541,0.22938419878482819,0.24430087208747864,0.029183456674218178,0.264628142118454
