,what,was,zia-ul-haq,accused,of,using,islamization,to,legitimize,?
in,0.30808621644973755,0.45514053106307983,0.22364242374897003,0.18868564069271088,0.5696388483047485,0.2717311978340149,0.23793253302574158,0.45010748505592346,0.18221338093280792,0.20430970191955566
pakistan,0.22231245040893555,0.1720658242702484,0.4914134740829468,0.19265122711658478,0.26013073325157166,0.1614212989807129,0.424611896276474,0.20286579430103302,0.17622366547584534,0.1329864263534546
this,0.5489566326141357,0.3638818562030792,0.182118222117424,0.15983925759792328,0.45148900151252747,0.4070901870727539,0.3868279457092285,0.5759071707725525,0.32615911960601807,0.3155723512172699
islamization,0.3071947693824768,0.20866511762142181,0.5125686526298523,0.2541462779045105,0.31184104084968567,0.32749295234680176,1.0000001192092896,0.29885247349739075,0.39029011130332947,0.24860025942325592
from,0.2737620174884796,0.31171464920043945,0.1842917501926422,0.16755564510822296,0.4249346852302551,0.28446757793426514,0.16616952419281006,0.4069952368736267,0.2253028005361557,0.19969791173934937
above,0.32341626286506653,0.11464940011501312,0.1713365763425827,0.08823558688163757,0.24890293180942535,0.28023529052734375,0.2090347856283188,0.30495497584342957,0.17895445227622986,0.2521739900112152
was,0.22111038863658905,1.0000001192092896,0.2723572254180908,0.2673105299472809,0.4069072902202606,0.18766598403453827,0.20866511762142181,0.3636345863342285,0.14592872560024261,0.18412111699581146
``,0.008517155423760414,-0.012679691426455975,0.24374349415302277,0.031872477382421494,0.06780257821083069,0.09494099766016006,0.11037320643663406,0.06720756739377975,0.033665116876363754,0.0685480609536171
probably,0.476871132850647,0.32035544514656067,0.17769014835357666,0.1824653148651123,0.29024845361709595,0.24835380911827087,0.17231161892414093,0.37552741169929504,0.25678756833076477,0.3524723947048187
'',0.08143015950918198,0.04456103965640068,0.034207023680210114,0.005936993286013603,0.13035868108272552,0.051351990550756454,0.006581000983715057,-0.009905828163027763,0.04419266805052757,0.018684765323996544
more,0.3484537899494171,0.21525104343891144,0.16736549139022827,0.1959209144115448,0.30478984117507935,0.3065866529941559,0.28591811656951904,0.47084665298461914,0.2539253830909729,0.27894994616508484
complete,0.29213884472846985,0.13758507370948792,0.13329683244228363,0.11918383836746216,0.3009350895881653,0.1970425248146057,0.2568094730377197,0.26479288935661316,0.1721300333738327,0.11962060630321503
``,0.008517155423760414,-0.012679691426455975,0.24374349415302277,0.031872477382421494,0.06780257821083069,0.09494099766016006,0.11037320643663406,0.06720756739377975,0.033665116876363754,0.0685480609536171
than,0.29388150572776794,0.1872616857290268,0.18160699307918549,0.1818626970052719,0.33036211133003235,0.3075134754180908,0.2000490427017212,0.3192550539970398,0.18254853785037994,0.24917294085025787
under,0.20154598355293274,0.2672741413116455,0.1929033398628235,0.1819084882736206,0.32766106724739075,0.2242422103881836,0.15321460366249084,0.27177539467811584,0.20380984246730804,0.18233340978622437
any,0.43670421838760376,0.22746296226978302,0.15593750774860382,0.24292801320552826,0.3769088089466095,0.34784263372421265,0.3342268466949463,0.46410247683525085,0.3972049355506897,0.4113408327102661
other,0.341873437166214,0.14651623368263245,0.1838301569223404,0.21747153997421265,0.38583824038505554,0.34451326727867126,0.2770150601863861,0.4193183183670044,0.2876494228839874,0.24682199954986572
regime,0.17682157456874847,0.28841087222099304,0.3926641643047333,0.303504079580307,0.21391896903514862,0.09525354206562042,0.4109525680541992,0.25591278076171875,0.33039939403533936,0.15561191737651825
except,0.2278055101633072,0.18849630653858185,0.08346492797136307,0.1266842782497406,0.2851351797580719,0.1814543902873993,0.17616581916809082,0.23187223076820374,0.15591976046562195,0.16405975818634033
those,0.44466671347618103,0.21886132657527924,0.15273615717887878,0.20637451112270355,0.37935635447502136,0.33189648389816284,0.3062610328197479,0.47350940108299255,0.3558587431907654,0.3328189253807068
in,0.30808621644973755,0.45514053106307983,0.22364242374897003,0.18868564069271088,0.5696388483047485,0.2717311978340149,0.23793253302574158,0.45010748505592346,0.18221338093280792,0.20430970191955566
iran,0.1860760748386383,0.1394713670015335,0.4145757257938385,0.2333526909351349,0.23381876945495605,0.13491056859493256,0.3662591874599457,0.17292407155036926,0.14851033687591553,0.13501082360744476
and,0.31309178471565247,0.3740963041782379,0.2313472032546997,0.20958203077316284,0.5116966962814331,0.33157408237457275,0.27254733443260193,0.48971283435821533,0.23849038779735565,0.20544172823429108
sudan,0.21907010674476624,0.15440282225608826,0.39494186639785767,0.21514955163002014,0.2110167294740677,0.15589554607868195,0.3851369619369507,0.1876525580883026,0.15689493715763092,0.1607031673192978
",",0.3087472915649414,0.45456063747406006,0.28283727169036865,0.2481672316789627,0.4946078956127167,0.27050045132637024,0.24981224536895752,0.44245919585227966,0.22181569039821625,0.31091248989105225
'',0.08143015950918198,0.04456103965640068,0.034207023680210114,0.005936993286013603,0.13035868108272552,0.051351990550756454,0.006581000983715057,-0.009905828163027763,0.04419266805052757,0.018684765323996544
but,0.5029441118240356,0.36023372411727905,0.1646994948387146,0.20239944756031036,0.39942997694015503,0.3726519048213959,0.2732126712799072,0.5542377829551697,0.3405870497226715,0.27921953797340393
zia-ul-haq,0.1736786812543869,0.2723572254180908,1.0,0.2313896119594574,0.2268955409526825,0.1671648621559143,0.5125686526298523,0.1675136834383011,0.19598488509655,0.21305955946445465
was,0.22111038863658905,1.0000001192092896,0.2723572254180908,0.2673105299472809,0.4069072902202606,0.18766598403453827,0.20866511762142181,0.3636345863342285,0.14592872560024261,0.18412111699581146
also,0.42747777700424194,0.4032125174999237,0.22341018915176392,0.19547884166240692,0.4924938678741455,0.35933059453964233,0.29665982723236084,0.5348826050758362,0.3318609297275543,0.21848613023757935
criticized,0.26304760575294495,0.32728198170661926,0.17154552042484283,0.45805859565734863,0.20767788589000702,0.23484039306640625,0.3247811198234558,0.1795072853565216,0.31654319167137146,0.1673501580953598
by,0.2455483376979828,0.4752357602119446,0.20521928369998932,0.26533275842666626,0.3646814823150635,0.349493145942688,0.2702907919883728,0.33534231781959534,0.18537412583827972,0.17966607213020325
many,0.36131182312965393,0.260356068611145,0.16387251019477844,0.20524197816848755,0.37253960967063904,0.3305889368057251,0.2846413850784302,0.40243685245513916,0.261781245470047,0.2124512493610382
islamists,0.26342982053756714,0.20672175288200378,0.4588434100151062,0.30484557151794434,0.22912132740020752,0.20450842380523682,0.6728447675704956,0.28735893964767456,0.32888057827949524,0.17165705561637878
for,0.3017193675041199,0.3863949179649353,0.16550768911838531,0.2641347050666809,0.4185989499092102,0.3806014060974121,0.2871376574039459,0.4451248347759247,0.26589271426200867,0.264628142118454
imposing,0.3211579918861389,0.20210310816764832,0.12268519401550293,0.38303282856941223,0.24550512433052063,0.3506174087524414,0.3024875521659851,0.3367830812931061,0.36036428809165955,0.1977396309375763
``,0.008517155423760414,-0.012679691426455975,0.24374349415302277,0.031872477382421494,0.06780257821083069,0.09494099766016006,0.11037320643663406,0.06720756739377975,0.033665116876363754,0.0685480609536171
symbols,0.2427739053964615,0.11560206115245819,0.23271939158439636,0.12415660172700882,0.276145339012146,0.30819955468177795,0.27621564269065857,0.1965978890657425,0.17177598178386688,0.16658984124660492
'',0.08143015950918198,0.04456103965640068,0.034207023680210114,0.005936993286013603,0.13035868108272552,0.051351990550756454,0.006581000983715057,-0.009905828163027763,0.04419266805052757,0.018684765323996544
