,what,space-time,path,is,seen,as,a,curved,line,in,space,?
thus,0.30745524168014526,0.22934196889400482,0.20390868186950684,0.244685098528862,0.2637427747249603,0.3594212234020233,0.3190890848636627,0.22429674863815308,0.25802287459373474,0.26358214020729065,0.1985856294631958,0.18769288063049316
",",0.3087472915649414,0.2780849039554596,0.1322105973958969,0.4691906273365021,0.28642043471336365,0.48816442489624023,0.427140474319458,0.20504118502140045,0.22637072205543518,0.5201468467712402,0.2285580337047577,0.31091248989105225
the,0.42745697498321533,0.26777881383895874,0.21527591347694397,0.5823672413825989,0.3442007005214691,0.48381632566452026,0.5829201340675354,0.27877119183540344,0.29789501428604126,0.6662389636039734,0.24495907127857208,0.22068053483963013
straight,0.21296165883541107,0.2216094434261322,0.25130194425582886,0.2160342037677765,0.21535685658454895,0.2144632339477539,0.26987409591674805,0.49354949593544006,0.3387131989002228,0.19551518559455872,0.17011432349681854,0.1838495284318924
line,0.2245367169380188,0.259919673204422,0.19818460941314697,0.19879867136478424,0.20704054832458496,0.22621846199035645,0.23499317467212677,0.25257715582847595,1.0000001192092896,0.2258777767419815,0.221873477101326,0.16271452605724335
path,0.25106123089790344,0.26642319560050964,0.9999999403953552,0.19813401997089386,0.22661644220352173,0.17138423025608063,0.2498561441898346,0.3243977725505829,0.19818460941314697,0.18221399188041687,0.20033535361289978,0.12429215013980865
in,0.30808621644973755,0.23940345644950867,0.18221399188041687,0.5394441485404968,0.28402701020240784,0.3887844979763031,0.539380669593811,0.19889767467975616,0.2258777767419815,1.0,0.17648501694202423,0.20430970191955566
space-time,0.26121973991394043,1.0000001192092896,0.26642319560050964,0.24063287675380707,0.2837229073047638,0.2553038001060486,0.2669183909893036,0.24135644733905792,0.259919673204422,0.23940345644950867,0.8131735920906067,0.2640974819660187
is,0.28837618231773376,0.24063287675380707,0.19813401997089386,1.0,0.2670730948448181,0.43216490745544434,0.658733606338501,0.18317994475364685,0.19879867136478424,0.5394441485404968,0.18578536808490753,0.22961433231830597
seen,0.3087027072906494,0.2837229073047638,0.22661644220352173,0.2670730948448181,1.0,0.35132327675819397,0.26090866327285767,0.3215474784374237,0.20704054832458496,0.28402701020240784,0.25557568669319153,0.2567344307899475
