,what,happened,to,tesla,'s,belongings,?
two,0.23363454639911652,0.3139728307723999,0.3343428373336792,0.18793831765651703,0.038143858313560486,0.23547345399856567,0.19645625352859497
days,0.2191895991563797,0.2998102605342865,0.2942236363887787,0.13386492431163788,0.08848981559276581,0.20695613324642181,0.2198754847049713
later,0.2517229914665222,0.3313152492046356,0.393297016620636,0.1893843412399292,0.05591587722301483,0.25781890749931335,0.1417175978422165
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.20599327981472015,-0.0016132977325469255,0.2960900664329529,0.31091248989105225
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.1324402391910553,-0.01540423184633255,0.30493056774139404,0.22068053483963013
fbi,0.15854886174201965,0.21919682621955872,0.19342510402202606,0.13768000900745392,0.003554530208930373,0.22403444349765778,0.18506506085395813
ordered,0.1877245008945465,0.2614474594593048,0.3161680996417999,0.08501461148262024,-0.06286894530057907,0.29526662826538086,0.11423391848802567
the,0.42745697498321533,0.3589572608470917,0.535392165184021,0.1324402391910553,-0.01540423184633255,0.30493056774139404,0.22068053483963013
alien,0.18439561128616333,0.13726931810379028,0.2296769917011261,0.11499232798814774,0.029447903856635094,0.20238687098026276,0.15268287062644958
property,0.24978817999362946,0.21342194080352783,0.26292115449905396,0.21715743839740753,-0.06713251024484634,0.35286185145378113,0.16865147650241852
custodian,0.18667101860046387,0.15146076679229736,0.1906789392232895,0.12627319991588593,0.01845528557896614,0.34188708662986755,0.23162664473056793
to,0.455847829580307,0.2299996316432953,1.0,0.17548894882202148,0.03782717138528824,0.3368861973285675,0.29463258385658264
seize,0.17093196511268616,0.2013389766216278,0.2586917579174042,0.12354208528995514,-0.03796079382300377,0.3439895212650299,0.19219020009040833
tesla,0.23221199214458466,0.11394373327493668,0.17548894882202148,0.9999999403953552,0.06449045985937119,0.18220023810863495,0.10250775516033173
's,0.02692362666130066,-0.012165569700300694,0.03782717138528824,0.06449045985937119,0.9999999403953552,0.060657892376184464,-0.023395681753754616
belongings,0.2448589950799942,0.22408288717269897,0.3368861973285675,0.18220023810863495,0.060657892376184464,1.0,0.14627611637115479
",",0.3087472915649414,0.3230119049549103,0.44245919585227966,0.20599327981472015,-0.0016132977325469255,0.2960900664329529,0.31091248989105225
even,0.40872135758399963,0.36563482880592346,0.46467068791389465,0.16614298522472382,0.0353488028049469,0.3340986967086792,0.30082517862319946
though,0.4089210331439972,0.3392486870288849,0.46191829442977905,0.11426503211259842,0.013477406464517117,0.27476343512535095,0.3188856542110443
tesla,0.23221199214458466,0.11394373327493668,0.17548894882202148,0.9999999403953552,0.06449045985937119,0.18220023810863495,0.10250775516033173
was,0.22111038863658905,0.36671528220176697,0.3636345863342285,0.16455206274986267,0.008974763564765453,0.26827627420425415,0.18412111699581146
an,0.2821882665157318,0.22750021517276764,0.3138085603713989,0.13714656233787537,0.025255560874938965,0.19214694201946259,0.19793890416622162
american,0.1909721940755844,0.14831402897834778,0.16338081657886505,0.12191694229841232,0.01565130427479744,0.1274615228176117,0.18877598643302917
citizen,0.20342512428760529,0.14831842482089996,0.19583012163639069,0.16133640706539154,0.0021561807952821255,0.14497435092926025,0.1601516604423523
.,0.3567904531955719,0.29012542963027954,0.4645031690597534,0.17949827015399933,-0.003708066651597619,0.26179617643356323,0.4130953550338745
