,for,what,type,of,music,was,doctor,who,considered,a,pioneer,?
during,0.3448435664176941,0.24137552082538605,0.1538453847169876,0.3869180977344513,0.19340822100639343,0.4470829963684082,0.19493472576141357,0.30551859736442566,0.23805317282676697,0.30341604351997375,0.17215028405189514,0.1325719803571701
its,0.2992613911628723,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.13594356179237366,0.3518870174884796,0.13759362697601318,0.1326070874929428,0.30358725786209106,0.4424409866333008,0.11364679783582687,0.15103481709957123
original,0.2975997030735016,0.24651947617530823,0.11914879828691483,0.30228546261787415,0.22832021117210388,0.32203906774520874,0.13737785816192627,0.1785319596529007,0.2477429360151291,0.25438275933265686,0.1710050404071808,0.17256900668144226
run,0.27206581830978394,0.2294815480709076,0.07421691715717316,0.2272813767194748,0.11725206673145294,0.18548552691936493,0.1929945945739746,0.2372417002916336,0.10323516279459,0.2607046067714691,0.13018162548542023,0.17904110252857208
",",0.4464869201183319,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.30347302556037903,0.45456063747406006,0.20407600700855255,0.3365725874900818,0.32932984828948975,0.427140474319458,0.2475530505180359,0.31091248989105225
it,0.32171204686164856,0.45803478360176086,0.22145579755306244,0.38761502504348755,0.26726582646369934,0.4577186405658722,0.24568085372447968,0.2868398427963257,0.3332322835922241,0.5452592968940735,0.17294327914714813,0.25732165575027466
was,0.3863949179649353,0.22111038863658905,0.14348182082176208,0.4069072902202606,0.2583621144294739,1.0000001192092896,0.19672659039497375,0.3318818509578705,0.384328156709671,0.4508470594882965,0.2488599568605423,0.18412111699581146
recognised,0.19928394258022308,0.22302114963531494,0.17264164984226227,0.29297497868537903,0.13812255859375,0.25636428594589233,0.12562504410743713,0.21973153948783875,0.41081520915031433,0.20839284360408783,0.15618403255939484,0.1985509693622589
for,0.9999999403953552,0.3017193675041199,0.20848464965820312,0.4185989499092102,0.2626277506351471,0.3863949179649353,0.1556548923254013,0.37110671401023865,0.3214476406574249,0.44038116931915283,0.1742066591978073,0.264628142118454
its,0.2992613911628723,0.30393704771995544,0.11677329987287521,0.48690423369407654,0.13594356179237366,0.3518870174884796,0.13759362697601318,0.1326070874929428,0.30358725786209106,0.4424409866333008,0.11364679783582687,0.15103481709957123
imaginative,0.25566598773002625,0.3272179365158081,0.12432518601417542,0.22052380442619324,0.37178826332092285,0.17030048370361328,0.219404935836792,0.2503567934036255,0.2873036861419678,0.23390106856822968,0.23058582842350006,0.19226540625095367
stories,0.19391687214374542,0.2844959497451782,0.0701482743024826,0.2577437460422516,0.2742825746536255,0.20611076056957245,0.20147667825222015,0.3021683990955353,0.16805298626422882,0.16653454303741455,0.11064641922712326,0.20536305010318756
",",0.4464869201183319,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.30347302556037903,0.45456063747406006,0.20407600700855255,0.3365725874900818,0.32932984828948975,0.427140474319458,0.2475530505180359,0.31091248989105225
creative,0.33405324816703796,0.2690553069114685,0.11346504837274551,0.25801882147789,0.36204981803894043,0.1793939173221588,0.19025179743766785,0.2546914219856262,0.2412288635969162,0.20846913754940033,0.18650881946086884,0.1945163905620575
low-budget,0.28039640188217163,0.2286582738161087,0.14371775090694427,0.23232552409172058,0.2792143225669861,0.28428414463996887,0.1851668655872345,0.2014371007680893,0.1743765026330948,0.23871783912181854,0.13688430190086365,0.2004873901605606
special,0.311454176902771,0.24134232103824615,0.2735857367515564,0.27998968958854675,0.1869354248046875,0.1585642695426941,0.16843044757843018,0.21519862115383148,0.16215112805366516,0.31333932280540466,0.1541375070810318,0.29623302817344666
effects,0.28118398785591125,0.22572848200798035,0.2290719896554947,0.21244898438453674,0.2361164093017578,0.18203017115592957,0.24348624050617218,0.20583795011043549,0.24494025111198425,0.20917339622974396,0.1455041915178299,0.16749060153961182
",",0.4464869201183319,0.3087472915649414,0.1804078221321106,0.4946078956127167,0.30347302556037903,0.45456063747406006,0.20407600700855255,0.3365725874900818,0.32932984828948975,0.427140474319458,0.2475530505180359,0.31091248989105225
and,0.5064792633056641,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2946314513683319,0.3740963041782379,0.21673844754695892,0.41279885172843933,0.3359341621398926,0.3739250600337982,0.2186807543039322,0.20544172823429108
pioneering,0.2690884470939636,0.18821603059768677,0.19755783677101135,0.27957040071487427,0.2265491783618927,0.2862531542778015,0.15700843930244446,0.1739632487297058,0.20365774631500244,0.25652796030044556,0.812530517578125,0.09698045253753662
use,0.47655582427978516,0.3453877568244934,0.32010024785995483,0.2750902473926544,0.18190506100654602,0.17744606733322144,0.142633855342865,0.2265424281358719,0.3013906180858612,0.30793872475624084,0.18335796892642975,0.32795652747154236
of,0.4185989499092102,0.33290785551071167,0.18112817406654358,1.0,0.25892743468284607,0.4069072902202606,0.16895952820777893,0.2827862501144409,0.4190242290496826,0.5052502155303955,0.17708148062229156,0.1826142966747284
electronic,0.22210001945495605,0.22059236466884613,0.21564806997776031,0.21469230949878693,0.456962525844574,0.21365076303482056,0.14705199003219604,0.1629127860069275,0.16809684038162231,0.2595341205596924,0.26887401938438416,0.15534579753875732
music,0.2626277506351471,0.23070453107357025,0.14153951406478882,0.25892743468284607,1.0,0.2583621144294739,0.19428947567939758,0.20470726490020752,0.16924327611923218,0.2234005630016327,0.203486368060112,0.18264494836330414
(,0.3357032239437103,0.2411840260028839,0.1677488386631012,0.35032153129577637,0.17256039381027222,0.2980341613292694,0.1570640504360199,0.2443375140428543,0.22818490862846375,0.3206180930137634,0.19520466029644012,0.40561532974243164
originally,0.2846513092517853,0.2645323872566223,0.17200776934623718,0.21349623799324036,0.17423149943351746,0.5204543471336365,0.13944809138774872,0.285441130399704,0.2644026279449463,0.3363247811794281,0.25510913133621216,0.07821967452764511
produced,0.16180217266082764,0.1393624097108841,0.12300962954759598,0.18961067497730255,0.20349547266960144,0.28463777899742126,0.12545296549797058,0.12907662987709045,0.210589200258255,0.21993228793144226,0.18650969862937927,0.1623450517654419
by,0.3248702883720398,0.2455483376979828,0.15232881903648376,0.3646814823150635,0.28659453988075256,0.4752357602119446,0.13681447505950928,0.39727845788002014,0.23957760632038116,0.32094135880470276,0.1598508358001709,0.17966607213020325
the,0.4739971458911896,0.42745697498321533,0.21819381415843964,0.733189046382904,0.2714049816131592,0.48711544275283813,0.2820442318916321,0.3733934462070465,0.4028765559196472,0.5829201340675354,0.20484299957752228,0.22068053483963013
bbc,0.21995361149311066,0.20634698867797852,0.09679944813251495,0.1797877550125122,0.27936118841171265,0.19087861478328705,0.32370132207870483,0.2086644321680069,0.06607107073068619,0.199848011136055,0.1296602189540863,0.20556949079036713
