,what,type,of,materials,inside,the,cabin,were,removed,to,help,prevent,more,fire,hazards,in,the,future,?
to,0.455847829580307,0.19930607080459595,0.41548454761505127,0.2771066129207611,0.27900636196136475,0.535392165184021,0.2513850927352905,0.31913647055625916,0.31205955147743225,1.0,0.46191298961639404,0.3492564558982849,0.47084665298461914,0.2020210474729538,0.2605954110622406,0.45010748505592346,0.535392165184021,0.3191963732242584,0.29463258385658264
remedy,0.2918687164783478,0.24396900832653046,0.22703757882118225,0.18272137641906738,0.18175677955150604,0.2060876041650772,0.13646858930587769,0.17028437554836273,0.2955301105976105,0.28719449043273926,0.3032309114933014,0.33072972297668457,0.267581582069397,0.07866296917200089,0.302915096282959,0.17819476127624512,0.2060876041650772,0.23091301321983337,0.28438740968704224
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22837378084659576,0.35313180088996887,1.0,0.23489025235176086,0.3906462490558624,0.33493471145629883,0.535392165184021,0.30064165592193604,0.2841009497642517,0.39758381247520447,0.2911929488182068,0.2174634337425232,0.6662389636039734,1.0,0.2337762415409088,0.22068053483963013
causes,0.1426164209842682,0.15408143401145935,0.2544642984867096,0.24606801569461823,0.2505468428134918,0.2518732249736786,0.07030472159385681,0.11042261123657227,0.21204574406147003,0.2537674903869629,0.23411214351654053,0.29133808612823486,0.2912643551826477,0.19177183508872986,0.25692886114120483,0.2674790024757385,0.2518732249736786,0.16361603140830994,0.19991323351860046
of,0.33290785551071167,0.18112817406654358,1.0,0.23909913003444672,0.2544495463371277,0.733189046382904,0.2067061811685562,0.34038281440734863,0.2804315388202667,0.41548454761505127,0.22745388746261597,0.22669163346290588,0.30478984117507935,0.20259131491184235,0.2060418576002121,0.5696388483047485,0.733189046382904,0.25455814599990845,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22837378084659576,0.35313180088996887,1.0,0.23489025235176086,0.3906462490558624,0.33493471145629883,0.535392165184021,0.30064165592193604,0.2841009497642517,0.39758381247520447,0.2911929488182068,0.2174634337425232,0.6662389636039734,1.0,0.2337762415409088,0.22068053483963013
fire,0.19359004497528076,0.13550949096679688,0.20259131491184235,0.17004413902759552,0.1915060132741928,0.2911929488182068,0.22614069283008575,0.2021448314189911,0.15677252411842346,0.2020210474729538,0.19664709270000458,0.15775012969970703,0.16506873071193695,0.9999999403953552,0.2816212475299835,0.2514701783657074,0.2911929488182068,0.12086721509695053,0.14396874606609344
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20380693674087524,0.2100258767604828,0.4933079481124878,0.18909597396850586,0.36755475401878357,0.28478309512138367,0.44245919585227966,0.2855570912361145,0.19234955310821533,0.3696524500846863,0.24915234744548798,0.2665940523147583,0.5201468467712402,0.4933079481124878,0.2609160840511322,0.31091248989105225
changes,0.2740466892719269,0.2171921730041504,0.25827232003211975,0.23999521136283875,0.21848799288272858,0.3427845537662506,0.15102598071098328,0.17880092561244965,0.2737201452255249,0.32918253540992737,0.2825808525085449,0.289985328912735,0.454862117767334,0.15826351940631866,0.21052135527133942,0.226434126496315,0.3427845537662506,0.23916424810886383,0.21264225244522095
were,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.2721776068210602,0.21396145224571228,0.3906462490558624,0.21737627685070038,1.0000001192092896,0.2633097767829895,0.31913647055625916,0.20385180413722992,0.20688089728355408,0.33779072761535645,0.2021448314189911,0.2178715616464615,0.3815755248069763,0.3906462490558624,0.17748147249221802,0.17890112102031708
made,0.23419176042079926,0.2166324257850647,0.33167365193367004,0.3184864819049835,0.20400860905647278,0.3885267674922943,0.1633855700492859,0.32412371039390564,0.29215529561042786,0.3377571105957031,0.2667408585548401,0.25222012400627136,0.4597497582435608,0.11702539771795273,0.12143808603286743,0.25271502137184143,0.3885267674922943,0.2592453956604004,0.17218779027462006
in,0.30808621644973755,0.20604541897773743,0.5696388483047485,0.2393922507762909,0.3260733187198639,0.6662389636039734,0.19721314311027527,0.3815755248069763,0.20650114119052887,0.45010748505592346,0.21321536600589752,0.14883868396282196,0.32563260197639465,0.2514701783657074,0.2056831270456314,1.0,0.6662389636039734,0.15554536879062653,0.20430970191955566
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22837378084659576,0.35313180088996887,1.0,0.23489025235176086,0.3906462490558624,0.33493471145629883,0.535392165184021,0.30064165592193604,0.2841009497642517,0.39758381247520447,0.2911929488182068,0.2174634337425232,0.6662389636039734,1.0,0.2337762415409088,0.22068053483963013
block,0.33229514956474304,0.17057344317436218,0.1477721929550171,0.19468466937541962,0.21224795281887054,0.20056472718715668,0.1443469226360321,0.09141441434621811,0.30154505372047424,0.30297139286994934,0.1738201379776001,0.32900264859199524,0.21667428314685822,0.19972899556159973,0.23581406474113464,0.1659933477640152,0.20056472718715668,0.21630436182022095,0.27211859822273254
ii,0.13866674900054932,0.13462698459625244,0.2844806909561157,0.11602405458688736,0.12410523742437363,0.2631464898586273,0.10690384358167648,0.20646095275878906,0.1880580484867096,0.20368696749210358,0.15385077893733978,0.1284589171409607,0.1340668648481369,0.11727002263069153,0.15399189293384552,0.21453368663787842,0.2631464898586273,0.22581727802753448,0.11928234249353409
spacecraft,0.19567668437957764,0.12023523449897766,0.16566437482833862,0.2771887183189392,0.18239952623844147,0.21476294100284576,0.30232444405555725,0.17363768815994263,0.1502796858549118,0.25703316926956177,0.2212527096271515,0.15760459005832672,0.24316363036632538,0.1978735476732254,0.20733673870563507,0.19417698681354523,0.21476294100284576,0.23647503554821014,0.17708687484264374
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2919374406337738,0.3229386806488037,0.5171257257461548,0.18535110354423523,0.42175528407096863,0.2386566698551178,0.48971283435821533,0.34926167130470276,0.27715030312538147,0.39880692958831787,0.2478165328502655,0.2855883836746216,0.4954058527946472,0.5171257257461548,0.28619977831840515,0.20544172823429108
operational,0.2418915033340454,0.24504415690898895,0.328056275844574,0.2030394822359085,0.1891946792602539,0.2780027985572815,0.12651504576206207,0.15911757946014404,0.15892846882343292,0.28347864747047424,0.16781771183013916,0.1513688862323761,0.20783768594264984,0.1168999895453453,0.2471531629562378,0.29099521040916443,0.2780027985572815,0.16669732332229614,0.1597091555595398
procedures,0.33542415499687195,0.19584175944328308,0.21479301154613495,0.27015262842178345,0.11672569066286087,0.23226140439510345,0.1263609379529953,0.22497975826263428,0.24386271834373474,0.270240843296051,0.2893422245979309,0.29924872517585754,0.22338993847370148,0.1105513796210289,0.2877536714076996,0.15578332543373108,0.23226140439510345,0.20671939849853516,0.2716922461986542
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20380693674087524,0.2100258767604828,0.4933079481124878,0.18909597396850586,0.36755475401878357,0.28478309512138367,0.44245919585227966,0.2855570912361145,0.19234955310821533,0.3696524500846863,0.24915234744548798,0.2665940523147583,0.5201468467712402,0.4933079481124878,0.2609160840511322,0.31091248989105225
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22837378084659576,0.35313180088996887,1.0,0.23489025235176086,0.3906462490558624,0.33493471145629883,0.535392165184021,0.30064165592193604,0.2841009497642517,0.39758381247520447,0.2911929488182068,0.2174634337425232,0.6662389636039734,1.0,0.2337762415409088,0.22068053483963013
most,0.3219912350177765,0.24228660762310028,0.4178851246833801,0.20622701942920685,0.239009827375412,0.47635307908058167,0.17891786992549896,0.3543298542499542,0.19006051123142242,0.321603000164032,0.2176634669303894,0.18859806656837463,0.5395737886428833,0.1695970743894577,0.20777374505996704,0.41416558623313904,0.47635307908058167,0.1406138688325882,0.2107497900724411
important,0.31164905428886414,0.215251624584198,0.43301743268966675,0.2311491072177887,0.2578667998313904,0.39348116517066956,0.17211689054965973,0.20263507962226868,0.1592404991388321,0.30913278460502625,0.27013298869132996,0.1934477835893631,0.2766265273094177,0.0700453370809555,0.2841508984565735,0.3796374499797821,0.39348116517066956,0.23354579508304596,0.17812499403953552
of,0.33290785551071167,0.18112817406654358,1.0,0.23909913003444672,0.2544495463371277,0.733189046382904,0.2067061811685562,0.34038281440734863,0.2804315388202667,0.41548454761505127,0.22745388746261597,0.22669163346290588,0.30478984117507935,0.20259131491184235,0.2060418576002121,0.5696388483047485,0.733189046382904,0.25455814599990845,0.1826142966747284
which,0.5261979103088379,0.31462597846984863,0.5011631846427917,0.3462520241737366,0.45715823769569397,0.6521818041801453,0.17850741744041443,0.2807837128639221,0.3137374520301819,0.5345056653022766,0.2722613513469696,0.3206346333026886,0.4639437198638916,0.28463825583457947,0.29953673481941223,0.4840516746044159,0.6521818041801453,0.2278342843055725,0.25814583897590637
were,0.22298263013362885,0.09534358233213425,0.34038281440734863,0.2721776068210602,0.21396145224571228,0.3906462490558624,0.21737627685070038,1.0000001192092896,0.2633097767829895,0.31913647055625916,0.20385180413722992,0.20688089728355408,0.33779072761535645,0.2021448314189911,0.2178715616464615,0.3815755248069763,0.3906462490558624,0.17748147249221802,0.17890112102031708
use,0.3453877568244934,0.32010024785995483,0.2750902473926544,0.29638928174972534,0.27728793025016785,0.34342584013938904,0.14285582304000854,0.26967236399650574,0.3202906548976898,0.47261837124824524,0.44175291061401367,0.3621831238269806,0.3766981065273285,0.2047085165977478,0.3034336566925049,0.2715643048286438,0.34342584013938904,0.23436155915260315,0.32795652747154236
of,0.33290785551071167,0.18112817406654358,1.0,0.23909913003444672,0.2544495463371277,0.733189046382904,0.2067061811685562,0.34038281440734863,0.2804315388202667,0.41548454761505127,0.22745388746261597,0.22669163346290588,0.30478984117507935,0.20259131491184235,0.2060418576002121,0.5696388483047485,0.733189046382904,0.25455814599990845,0.1826142966747284
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.21448606252670288,0.35481444001197815,0.5829201340675354,0.2335718870162964,0.17203083634376526,0.2588162124156952,0.45503583550453186,0.23381464183330536,0.23738086223602295,0.3452818691730499,0.2617572844028473,0.25150901079177856,0.539380669593811,0.5829201340675354,0.16284751892089844,0.23916715383529663
nitrogen/oxygen,0.1844041794538498,0.20926348865032196,0.2177707552909851,0.35393866896629333,0.2828889787197113,0.24744385480880737,0.15469898283481598,0.21048477292060852,0.2421133667230606,0.2571152150630951,0.23548118770122528,0.2511836886405945,0.2888449728488922,0.25528842210769653,0.35448741912841797,0.21795912086963654,0.24744385480880737,0.19989079236984253,0.1452459841966629
mixture,0.187636598944664,0.27839481830596924,0.2121577262878418,0.344953715801239,0.18010194599628448,0.1835496872663498,0.04910390451550484,0.2517337501049042,0.2006552517414093,0.2140398621559143,0.13795660436153412,0.12643486261367798,0.2642234265804291,0.2060176283121109,0.21515223383903503,0.2359134554862976,0.1835496872663498,0.11383185535669327,0.17455407977104187
instead,0.4104403555393219,0.29869118332862854,0.31208282709121704,0.1994611620903015,0.38026610016822815,0.3940567970275879,0.15502989292144775,0.24335987865924835,0.3188379108905792,0.457004189491272,0.3846561014652252,0.3708493411540985,0.3581869602203369,0.15723438560962677,0.16968569159507751,0.28091272711753845,0.3940567970275879,0.20200428366661072,0.2942638397216797
of,0.33290785551071167,0.18112817406654358,1.0,0.23909913003444672,0.2544495463371277,0.733189046382904,0.2067061811685562,0.34038281440734863,0.2804315388202667,0.41548454761505127,0.22745388746261597,0.22669163346290588,0.30478984117507935,0.20259131491184235,0.2060418576002121,0.5696388483047485,0.733189046382904,0.25455814599990845,0.1826142966747284
pure,0.19111844897270203,0.14573067426681519,0.2222386747598648,0.29586735367774963,0.19724217057228088,0.20113824307918549,0.09418333321809769,0.15562230348587036,0.1469285488128662,0.2610398232936859,0.14687927067279816,0.18509408831596375,0.22271765768527985,0.06846518814563751,0.20369981229305267,0.18685252964496613,0.20113824307918549,0.14494070410728455,0.06826777756214142
oxygen,0.16781960427761078,0.16191279888153076,0.16848602890968323,0.2875748872756958,0.2515876889228821,0.20428593456745148,0.14350184798240662,0.15995736420154572,0.1873486489057541,0.24193501472473145,0.2137662023305893,0.22320111095905304,0.265546053647995,0.2802748680114746,0.2633306086063385,0.1672476977109909,0.20428593456745148,0.19487743079662323,0.16786395013332367
before,0.3801657259464264,0.13662774860858917,0.3282964527606964,0.18612587451934814,0.24590305984020233,0.45900648832321167,0.19508466124534607,0.3127685785293579,0.3413887917995453,0.4190867841243744,0.24337197840213776,0.3470720946788788,0.332407683134079,0.1790928691625595,0.16042912006378174,0.4155850410461426,0.45900648832321167,0.24030688405036926,0.2507109045982361
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2919374406337738,0.3229386806488037,0.5171257257461548,0.18535110354423523,0.42175528407096863,0.2386566698551178,0.48971283435821533,0.34926167130470276,0.27715030312538147,0.39880692958831787,0.2478165328502655,0.2855883836746216,0.4954058527946472,0.5171257257461548,0.28619977831840515,0.20544172823429108
during,0.24137552082538605,0.1538453847169876,0.3869180977344513,0.17442147433757782,0.2407827526330948,0.4838213622570038,0.22419993579387665,0.4064035415649414,0.2358853667974472,0.2828781306743622,0.2078983634710312,0.22764059901237488,0.2523808181285858,0.21057194471359253,0.20650160312652588,0.4627237319946289,0.4838213622570038,0.1330164670944214,0.1325719803571701
launch,0.22967466711997986,0.2647751569747925,0.20697395503520966,0.22825179994106293,0.11285458505153656,0.2628649175167084,0.22448396682739258,0.1543220579624176,0.17846518754959106,0.25276505947113037,0.22371752560138702,0.19835492968559265,0.18552173674106598,0.19331559538841248,0.1800324022769928,0.19686491787433624,0.2628649175167084,0.17136821150779724,0.22009649872779846
",",0.3087472915649414,0.1804078221321106,0.4946078956127167,0.20380693674087524,0.2100258767604828,0.4933079481124878,0.18909597396850586,0.36755475401878357,0.28478309512138367,0.44245919585227966,0.2855570912361145,0.19234955310821533,0.3696524500846863,0.24915234744548798,0.2665940523147583,0.5201468467712402,0.4933079481124878,0.2609160840511322,0.31091248989105225
and,0.31309178471565247,0.16898801922798157,0.5116966962814331,0.2919374406337738,0.3229386806488037,0.5171257257461548,0.18535110354423523,0.42175528407096863,0.2386566698551178,0.48971283435821533,0.34926167130470276,0.27715030312538147,0.39880692958831787,0.2478165328502655,0.2855883836746216,0.4954058527946472,0.5171257257461548,0.28619977831840515,0.20544172823429108
