,civil,disobedience,can,occur,when,people,speak,about,a,certain,topic,that,is,deemed,as,?
in,0.26466667652130127,0.3054615259170532,0.26527702808380127,0.26916563510894775,0.4431333839893341,0.39605680108070374,0.2336738109588623,0.39797019958496094,0.539380669593811,0.2942397892475128,0.21337611973285675,0.435920387506485,0.5394441485404968,0.2179366648197174,0.3887844979763031,0.20430970191955566
cases,0.2025141716003418,0.2900480031967163,0.4646691083908081,0.4266049265861511,0.3569336533546448,0.24208591878414154,0.19169405102729797,0.23053736984729767,0.3244450092315674,0.4486859440803528,0.29081854224205017,0.3740561306476593,0.2989884912967682,0.2556074559688568,0.2877117991447449,0.25599566102027893
where,0.13912323117256165,0.20790143311023712,0.3773181736469269,0.2437029927968979,0.5747735500335693,0.3212973177433014,0.20860904455184937,0.3108544647693634,0.40997210144996643,0.40590155124664307,0.22843632102012634,0.4876193106174469,0.3586711287498474,0.2141958773136139,0.35409465432167053,0.24793872237205505
the,0.2477465271949768,0.30963727831840515,0.312528520822525,0.26611819863319397,0.5091903209686279,0.36838498711586,0.2565973103046417,0.37995871901512146,0.5829201340675354,0.392071396112442,0.20863579213619232,0.5473989248275757,0.5823672413825989,0.23937971889972687,0.48381632566452026,0.22068053483963013
criminalized,0.26328590512275696,0.4760214388370514,0.2147681713104248,0.22445128858089447,0.22671528160572052,0.25031131505966187,0.1541753113269806,0.2310841828584671,0.2768404483795166,0.30635762214660645,0.2458755373954773,0.31011155247688293,0.2264440655708313,0.36897674202919006,0.23535500466823578,0.1769903600215912
behavior,0.2168872058391571,0.36923566460609436,0.29131147265434265,0.3054676949977875,0.2778697609901428,0.10276293754577637,0.10949894785881042,0.2227318435907364,0.21555481851100922,0.34552115201950073,0.2652662396430969,0.3315574526786804,0.194302499294281,0.25972211360931396,0.280183345079422,0.20805177092552185
is,0.16941262781620026,0.21453623473644257,0.44256699085235596,0.24761207401752472,0.3471449911594391,0.34254953265190125,0.24546261131763458,0.3532065451145172,0.658733606338501,0.28826433420181274,0.2586999237537384,0.3995479643344879,1.0,0.25401318073272705,0.43216490745544434,0.22961433231830597
pure,0.11425614356994629,0.2567145824432373,0.270551472902298,0.1679341048002243,0.22283171117305756,0.17003285884857178,0.1511031985282898,0.15296433866024017,0.2732713520526886,0.27138927578926086,0.112298883497715,0.2945389747619629,0.24182042479515076,0.21524973213672638,0.2306712418794632,0.06826777756214142
speech,0.19007819890975952,0.33553940057754517,0.15462782979011536,0.19566650688648224,0.2248936891555786,0.24817392230033875,0.3248206079006195,0.19086728990077972,0.2413124442100525,0.23104825615882874,0.2082577347755432,0.25537827610969543,0.21914222836494446,0.17642523348331451,0.209269717335701,0.1412617564201355
",",0.24795588850975037,0.2878543734550476,0.3139454126358032,0.28566715121269226,0.36674630641937256,0.36644625663757324,0.2902714014053345,0.3877100944519043,0.427140474319458,0.28759655356407166,0.21878677606582642,0.4137537479400635,0.4691906273365021,0.24307559430599213,0.48816442489624023,0.31091248989105225
civil,1.0,0.5442691445350647,0.12476041913032532,0.14095847308635712,0.14899945259094238,0.24625034630298615,0.15700240433216095,0.1744583249092102,0.21693918108940125,0.15305054187774658,0.15006917715072632,0.16867391765117645,0.16941262781620026,0.19689474999904633,0.18100082874298096,0.1494513899087906
disobedience,0.5442691445350647,1.0,0.15718160569667816,0.2276705503463745,0.2761690020561218,0.2943185269832611,0.2539294958114624,0.20206157863140106,0.25352153182029724,0.31397029757499695,0.25390270352363586,0.3551425039768219,0.21453623473644257,0.3558797538280487,0.25773370265960693,0.19890835881233215
can,0.12476041913032532,0.15718160569667816,1.0,0.3453861474990845,0.39191514253616333,0.30825889110565186,0.20784080028533936,0.27397462725639343,0.3915780484676361,0.5257870554924011,0.27815812826156616,0.4522190988063812,0.44256699085235596,0.26876717805862427,0.3245031237602234,0.3226337134838104
consist,0.01714460365474224,0.14382877945899963,0.20485875010490417,0.2974317967891693,0.16922429203987122,0.09413506090641022,0.1473085880279541,0.269917368888855,0.25704386830329895,0.32105252146720886,0.1993357539176941,0.2632361054420471,0.31961917877197266,0.23580606281757355,0.24057269096374512,0.04707268625497818
simply,0.120736263692379,0.195425882935524,0.38231831789016724,0.18856625258922577,0.3788501024246216,0.2815142869949341,0.1756478250026703,0.27689847350120544,0.3719869554042816,0.29922088980674744,0.2508567273616791,0.43726885318756104,0.39395248889923096,0.24124273657798767,0.3997967541217804,0.2984147369861603
of,0.24698495864868164,0.31932318210601807,0.2603091299533844,0.24223870038986206,0.3757161796092987,0.3251037895679474,0.2317851483821869,0.40939709544181824,0.5052502155303955,0.40204232931137085,0.17743106186389923,0.41498205065727234,0.4854315221309662,0.20366573333740234,0.3886612355709076,0.1826142966747284
engaging,0.23830834031105042,0.3552500307559967,0.2998175024986267,0.3130369484424591,0.2510518431663513,0.21545924246311188,0.21370552480220795,0.27996915578842163,0.25711414217948914,0.3019106984138489,0.37032708525657654,0.3365623652935028,0.16717706620693207,0.29982098937034607,0.2527846693992615,0.2109413743019104
in,0.26466667652130127,0.3054615259170532,0.26527702808380127,0.26916563510894775,0.4431333839893341,0.39605680108070374,0.2336738109588623,0.39797019958496094,0.539380669593811,0.2942397892475128,0.21337611973285675,0.435920387506485,0.5394441485404968,0.2179366648197174,0.3887844979763031,0.20430970191955566
