,in,may,2002,",",where,would,you,go,to,address,the,parliament,?
in,1.0,0.3424151837825775,-0.15852214395999908,0.5201468467712402,0.5344807505607605,0.30461156368255615,0.21252386271953583,0.22233200073242188,0.45010748505592346,0.14338107407093048,0.6662389636039734,0.2323146015405655,0.20430970191955566
may,0.3424151837825775,0.9999998807907104,-0.012184851802885532,0.5007920861244202,0.23215454816818237,0.4155452847480774,0.3133614957332611,0.13726018369197845,0.391582727432251,0.2373662292957306,0.2694292366504669,0.21585623919963837,0.2768254578113556
2000,-0.0435720756649971,-0.010245288722217083,0.4346312880516052,-0.03465369716286659,-0.11322752386331558,-0.04817892983555794,-0.07808460295200348,-0.022612405940890312,-0.05413077399134636,-0.047372277826070786,-0.015081177465617657,-0.04970041662454605,-0.0824366956949234
",",0.5201468467712402,0.5007920861244202,-0.08979252725839615,1.0000001192092896,0.3149496018886566,0.32586824893951416,0.3199685513973236,0.3043581247329712,0.44245919585227966,0.20406076312065125,0.4933079481124878,0.25442883372306824,0.31091248989105225
the,0.6662389636039734,0.2694292366504669,-0.07970229536294937,0.4933079481124878,0.5003893971443176,0.4133751392364502,0.30037742853164673,0.29801803827285767,0.535392165184021,0.24438561499118805,1.0,0.26521381735801697,0.22068053483963013
parliament,0.2323146015405655,0.21585623919963837,-0.09867975860834122,0.25442883372306824,0.14109039306640625,0.18992860615253448,0.13873963057994843,0.09228720515966415,0.20290622115135193,0.2154262661933899,0.26521381735801697,1.0,0.1586504578590393
was,0.45514053106307983,0.3388521671295166,-0.07885236293077469,0.45456063747406006,0.20731619000434875,0.41663143038749695,0.1816527545452118,0.16801296174526215,0.3636345863342285,0.17266488075256348,0.48711544275283813,0.24742799997329712,0.18412111699581146
temporarily,0.253314346075058,0.29224368929862976,-0.17009934782981873,0.2560963034629822,0.3621225357055664,0.3556080460548401,0.2665623724460602,0.24747347831726074,0.38873597979545593,0.2259857952594757,0.35498616099357605,0.18256008625030518,0.11896703392267227
relocated,0.28603625297546387,0.08763022720813751,-0.18183010816574097,0.23454871773719788,0.29932594299316406,0.22596706449985504,0.12161897122859955,0.23143509030342102,0.2634791433811188,0.12428686767816544,0.3594534695148468,0.16242662072181702,0.0634486973285675
to,0.45010748505592346,0.391582727432251,-0.043290942907333374,0.44245919585227966,0.47735077142715454,0.5965728163719177,0.4194425344467163,0.384844571352005,1.0,0.29989638924598694,0.535392165184021,0.20290622115135193,0.29463258385658264
the,0.6662389636039734,0.2694292366504669,-0.07970229536294937,0.4933079481124878,0.5003893971443176,0.4133751392364502,0.30037742853164673,0.29801803827285767,0.535392165184021,0.24438561499118805,1.0,0.26521381735801697,0.22068053483963013
