,what,drives,down,wages,in,a,job,with,many,workers,willing,to,work,a,lot,?
this,0.5489566326141357,0.21603548526763916,0.2833457589149475,0.21261194348335266,0.45205554366111755,0.5422310829162598,0.2581324577331543,0.36358317732810974,0.43532639741897583,0.21470068395137787,0.38366878032684326,0.5759071707725525,0.4280385971069336,0.5422310829162598,0.3664381802082062,0.3155723512172699
is,0.28837618231773376,0.25821930170059204,0.16725905239582062,0.11061973869800568,0.5394441485404968,0.658733606338501,0.1924818903207779,0.3250955045223236,0.2649032473564148,0.16085883975028992,0.18537743389606476,0.42745086550712585,0.22475390136241913,0.658733606338501,0.2546882629394531,0.22961433231830597
because,0.46729007363319397,0.23564399778842926,0.2998494803905487,0.21661067008972168,0.37423941493034363,0.42230045795440674,0.32567542791366577,0.3967972993850708,0.5294432640075684,0.25005239248275757,0.3458210229873657,0.5166091918945312,0.30470266938209534,0.42230045795440674,0.4449971616268158,0.2528740465641022
competition,0.18313148617744446,0.15758684277534485,0.18292471766471863,0.2876517176628113,0.26072463393211365,0.2435162365436554,0.19034159183502197,0.19646349549293518,0.27233198285102844,0.1193387508392334,0.20832876861095428,0.20617300271987915,0.19160880148410797,0.2435162365436554,0.17765507102012634,0.1394461691379547
between,0.2462156116962433,0.11320135742425919,0.17107777297496796,0.23426558077335358,0.41100412607192993,0.29385313391685486,0.11933554708957672,0.3829993009567261,0.29423660039901733,0.14504988491535187,0.18086063861846924,0.3639189600944519,0.1000707820057869,0.29385313391685486,0.22981859743595123,0.12887074053287506
workers,0.21390831470489502,0.1966431587934494,0.162458136677742,0.5291796326637268,0.2254374474287033,0.25033822655677795,0.32602551579475403,0.17668847739696503,0.271828830242157,1.0000001192092896,0.2843675911426544,0.2307046800851822,0.3850453495979309,0.25033822655677795,0.18384063243865967,0.1706571877002716
drives,0.23342765867710114,0.9999999403953552,0.20547011494636536,0.2373020499944687,0.14633353054523468,0.23937544226646423,0.14449389278888702,0.14617976546287537,0.18976925313472748,0.1966431587934494,0.27231255173683167,0.27728408575057983,0.22165502607822418,0.23937544226646423,0.12647444009780884,0.08974530547857285
down,0.26226112246513367,0.20547011494636536,1.0,0.1579688936471939,0.2321847528219223,0.2387222796678543,0.17859843373298645,0.2706494629383087,0.2625267207622528,0.162458136677742,0.2389032393693924,0.33130598068237305,0.2043389528989792,0.2387222796678543,0.2530054450035095,0.13836295902729034
the,0.42745697498321533,0.20820994675159454,0.3325848877429962,0.15546856820583344,0.6662389636039734,0.5829201340675354,0.24242734909057617,0.4223487675189972,0.4335206151008606,0.23066683113574982,0.2583622932434082,0.535392165184021,0.2704800069332123,0.5829201340675354,0.3371950089931488,0.22068053483963013
wage,0.25473552942276,0.22874894738197327,0.11709146201610565,0.8402002453804016,0.21568597853183746,0.22897930443286896,0.27439239621162415,0.13153494894504547,0.1523624062538147,0.4480087161064148,0.3699483871459961,0.2682936489582062,0.34641069173812866,0.22897930443286896,0.16635772585868835,0.21983641386032104
.,0.3567904531955719,0.1786690652370453,0.2362249493598938,0.22644665837287903,0.5591574311256409,0.50484299659729,0.2807863652706146,0.4446153938770294,0.3974229395389557,0.17509925365447998,0.2754655182361603,0.4645031690597534,0.33121398091316223,0.50484299659729,0.3163578510284424,0.4130953550338745
