,where,is,this,housing,style,being,developed,recently,?
a,0.40997210144996643,0.658733606338501,0.5422310829162598,0.26001980900764465,0.23984776437282562,0.3727131485939026,0.286296546459198,0.2841660678386688,0.23916715383529663
new,0.26026442646980286,0.2208656519651413,0.3234144449234009,0.23530490696430206,0.16281485557556152,0.2248239666223526,0.1857285499572754,0.3353046178817749,0.14782847464084625
development,0.18409304320812225,0.2293442040681839,0.29246020317077637,0.3645196259021759,0.17219702899456024,0.24111835658550262,0.5277126431465149,0.1846652776002884,0.1211358830332756
in,0.5344807505607605,0.5394441485404968,0.45205554366111755,0.255455881357193,0.21896705031394958,0.33162933588027954,0.2498214840888977,0.32725074887275696,0.20430970191955566
the,0.5003893971443176,0.5823672413825989,0.6274310946464539,0.24837790429592133,0.2331719547510147,0.419739305973053,0.24490751326084137,0.2774651348590851,0.22068053483963013
ouseburn,0.30406031012535095,0.245621919631958,0.2805396020412445,0.3780519962310791,0.179780974984169,0.28041401505470276,0.08278044313192368,0.20941948890686035,0.2913041114807129
valley,0.25941726565361023,0.21787452697753906,0.18660639226436615,0.20290382206439972,0.0850173756480217,0.19069211184978485,0.16860038042068481,0.20064416527748108,0.11486150324344635
has,0.32190436124801636,0.5668748617172241,0.4198763072490692,0.21798360347747803,0.17575620114803314,0.41100069880485535,0.2396264225244522,0.49323567748069763,0.15994466841220856
recreated,0.23933814465999603,0.1988063007593155,0.2802124619483948,0.25040438771247864,0.19063039124011993,0.25812530517578125,0.26016896963119507,0.3207260072231293,0.25615641474723816
them,0.38025808334350586,0.2390832006931305,0.5015315413475037,0.22373618185520172,0.22878636419773102,0.4559023976325989,0.18526054918766022,0.29233768582344055,0.35435691475868225
;,-0.020392686128616333,0.05324986204504967,0.062140218913555145,0.06699087470769882,0.10324172675609589,0.1324254721403122,0.03759041801095009,0.06622864305973053,0.10349778085947037
architects,0.11939150094985962,0.14402367174625397,0.1916654407978058,0.3735846281051636,0.28044068813323975,0.17927438020706177,0.21930594742298126,0.15611213445663452,0.1260584592819214
cany,0.25751471519470215,0.26234564185142517,0.28832876682281494,0.2308124303817749,0.2602691054344177,0.24990807473659515,0.2256401777267456,0.1993647962808609,0.22126857936382294
ash,0.19479809701442719,0.2020210176706314,0.2011788934469223,0.048267509788274765,0.1733725219964981,0.14604929089546204,0.07876971364021301,0.20441867411136627,0.1842072457075119
and,0.43859338760375977,0.3859752118587494,0.42353692650794983,0.29145196080207825,0.2745923101902008,0.4286794066429138,0.25542938709259033,0.3316797614097595,0.20544172823429108
robert,0.15809039771556854,0.16191203892230988,0.18273720145225525,0.09029188007116318,0.14095555245876312,0.17952869832515717,0.08238688111305237,0.11559680849313736,0.11293095350265503
sakula,0.15507446229457855,0.19446031749248505,0.1566535234451294,0.15607669949531555,0.10472887009382248,0.10527423024177551,0.14253830909729004,0.1250360906124115,0.14367063343524933
were,0.2363632768392563,0.29386836290359497,0.25469228625297546,0.28026676177978516,0.1882091462612152,0.4775565266609192,0.2749831974506378,0.3647858202457428,0.17890112102031708
attracted,0.24427953362464905,0.200980082154274,0.2553766667842865,0.2219725251197815,0.11874433606863022,0.2513095736503601,0.15548354387283325,0.2575642466545105,0.06735223531723022
by,0.2641284465789795,0.3899846076965332,0.38438332080841064,0.1447335183620453,0.20164106786251068,0.4690866470336914,0.2796236276626587,0.32355746626853943,0.17966607213020325
the,0.5003893971443176,0.5823672413825989,0.6274310946464539,0.24837790429592133,0.2331719547510147,0.419739305973053,0.24490751326084137,0.2774651348590851,0.22068053483963013
possibilities,0.255588173866272,0.15240435302257538,0.3418193757534027,0.22497223317623138,0.13976427912712097,0.30560314655303955,0.2578315734863281,0.19932988286018372,0.2855835258960724
of,0.38066378235816956,0.4854315221309662,0.45148900151252747,0.2954002916812897,0.23203764855861664,0.34885138273239136,0.21960023045539856,0.21953822672367096,0.1826142966747284
high,0.26466572284698486,0.2383800595998764,0.23107047379016876,0.24700970947742462,0.14393505454063416,0.26877179741859436,0.1837092936038971,0.1975989043712616,0.11137914657592773
density,0.16603511571884155,0.2587282061576843,0.235915869474411,0.3658680021762848,0.1629522293806076,0.15950295329093933,0.17313385009765625,0.15602727234363556,0.1457761973142624
without,0.27703529596328735,0.22869740426540375,0.35550612211227417,0.18033605813980103,0.16438569128513336,0.36679938435554504,0.1195279136300087,0.16122646629810333,0.2928665280342102
building,0.2663278877735138,0.20087163150310516,0.29406365752220154,0.45493361353874207,0.2160005271434784,0.29336702823638916,0.19519169628620148,0.16598005592823029,0.13549931347370148
high,0.26466572284698486,0.2383800595998764,0.23107047379016876,0.24700970947742462,0.14393505454063416,0.26877179741859436,0.1837092936038971,0.1975989043712616,0.11137914657592773
and,0.43859338760375977,0.3859752118587494,0.42353692650794983,0.29145196080207825,0.2745923101902008,0.4286794066429138,0.25542938709259033,0.3316797614097595,0.20544172823429108
getting,0.29485073685646057,0.25932952761650085,0.39053472876548767,0.2585071623325348,0.1633375734090805,0.5139461159706116,0.16770018637180328,0.27709510922431946,0.28468504548072815
rid,0.25419166684150696,0.18911112844944,0.3514411449432373,0.16545617580413818,0.12391236424446106,0.24967028200626373,0.13011009991168976,0.21073928475379944,0.19490019977092743
of,0.38066378235816956,0.4854315221309662,0.45148900151252747,0.2954002916812897,0.23203764855861664,0.34885138273239136,0.21960023045539856,0.21953822672367096,0.1826142966747284
common,0.21611684560775757,0.2952355444431305,0.3251335918903351,0.16596023738384247,0.16826613247394562,0.14820167422294617,0.31061428785324097,0.21011929214000702,0.20434872806072235
areas,0.390926331281662,0.28282591700553894,0.25828781723976135,0.37854281067848206,0.16001202166080475,0.26340439915657043,0.2375660240650177,0.25590619444847107,0.1273590475320816
