,what,was,produced,at,tesla,'s,company,?
the,0.42745697498321533,0.48711544275283813,0.22045251727104187,0.457212895154953,0.1324402391910553,-0.01540423184633255,0.26591673493385315,0.22068053483963013
company,0.2333769053220749,0.2293137013912201,0.29742905497550964,0.17487694323062897,0.23045730590820312,0.003266559913754463,1.0,0.12195809185504913
installed,0.18395552039146423,0.20684270560741425,0.17199274897575378,0.19141975045204163,0.20824137330055237,0.00133028335403651,0.1722271591424942,0.2174687534570694
electrical,0.19961315393447876,0.2032313495874405,0.22565732896327972,0.21410898864269257,0.45727142691612244,0.012006526812911034,0.24566732347011566,0.10923371464014053
arc,0.17053541541099548,0.11418922990560532,0.08345773071050644,0.18056829273700714,0.1610620766878128,-0.022194042801856995,0.1569109857082367,0.10246327519416809
light,0.22953972220420837,0.20157849788665771,0.2196255773305893,0.19909699261188507,0.15772268176078796,0.047048170119524,0.2409716695547104,0.17429810762405396
based,0.274813175201416,0.2870393395423889,0.32537955045700073,0.17453226447105408,0.1270550787448883,0.06600074470043182,0.26747408509254456,0.134929820895195
illumination,0.22345766425132751,0.18851594626903534,0.30637267231941223,0.19780661165714264,0.1763586699962616,0.004866864997893572,0.21218235790729523,0.20314359664916992
systems,0.1871482878923416,0.19307111203670502,0.1456918865442276,0.15907585620880127,0.23349368572235107,0.06028321012854576,0.2402237206697464,0.1575973927974701
designed,0.15902110934257507,0.28384989500045776,0.3342112898826599,0.23261167109012604,0.22829914093017578,0.026795532554388046,0.24965356290340424,0.11213942617177963
by,0.2455483376979828,0.4752357602119446,0.4647648334503174,0.2368064820766449,0.16513796150684357,-0.010884488001465797,0.22328482568264008,0.17966607213020325
tesla,0.23221199214458466,0.16455206274986267,0.1640479862689972,0.16552478075027466,0.9999999403953552,0.06449045985937119,0.23045730590820312,0.10250775516033173
and,0.31309178471565247,0.3740963041782379,0.24455034732818604,0.3571503460407257,0.19560420513153076,0.06895173341035843,0.23788511753082275,0.20544172823429108
also,0.42747777700424194,0.4032125174999237,0.28534018993377686,0.36980849504470825,0.16213464736938477,-0.0014726108638569713,0.21313920617103577,0.21848613023757935
had,0.23849567770957947,0.5927209258079529,0.23262043297290802,0.3288320302963257,0.12050733715295792,-0.004401352722197771,0.19269630312919617,0.20728366076946259
designs,0.197528675198555,0.22685040533542633,0.24992936849594116,0.1798843890428543,0.2896032929420471,0.024634940549731255,0.24348558485507965,0.12927207350730896
for,0.3017193675041199,0.3863949179649353,0.16180217266082764,0.34237727522850037,0.13983871042728424,-0.07241261005401611,0.25874319672584534,0.264628142118454
dynamo,0.14462025463581085,0.18810932338237762,0.12350835651159286,0.15565775334835052,0.35050344467163086,0.04456528276205063,0.12160763889551163,0.17201387882232666
electric,0.15451551973819733,0.17723047733306885,0.22192087769508362,0.17301374673843384,0.3824412524700165,-0.0115516884252429,0.27608945965766907,0.15674720704555511
machine,0.23075932264328003,0.1741330921649933,0.22561092674732208,0.13893967866897583,0.2521411180496216,0.040698520839214325,0.276585191488266,0.17587624490261078
commutators,0.22474555671215057,0.1057143360376358,0.09050295501947403,0.07114946842193604,0.26835983991622925,0.04243609309196472,0.20923775434494019,0.12685701251029968
",",0.3087472915649414,0.45456063747406006,0.22260788083076477,0.38314947485923767,0.20599327981472015,-0.0016132977325469255,0.2697763442993164,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.22045251727104187,0.457212895154953,0.1324402391910553,-0.01540423184633255,0.26591673493385315,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.2504335343837738,0.3138778805732727,0.17383763194084167,-0.014458609744906425,0.23999588191509247,0.18701928853988647
patents,0.16317835450172424,0.15588046610355377,0.2354615181684494,0.15194596350193024,0.352291464805603,0.011529999785125256,0.3766961097717285,0.1148110032081604
issued,0.18988175690174103,0.273990273475647,0.2377954125404358,0.16182079911231995,0.21972055733203888,-0.05716991424560547,0.20156697928905487,0.169851616024971
to,0.455847829580307,0.3636345863342285,0.16305041313171387,0.36524343490600586,0.17548894882202148,0.03782717138528824,0.24903783202171326,0.29463258385658264
tesla,0.23221199214458466,0.16455206274986267,0.1640479862689972,0.16552478075027466,0.9999999403953552,0.06449045985937119,0.23045730590820312,0.10250775516033173
in,0.30808621644973755,0.45514053106307983,0.2542861998081207,0.4374977946281433,0.17097744345664978,-0.037580832839012146,0.22141718864440918,0.20430970191955566
the,0.42745697498321533,0.48711544275283813,0.22045251727104187,0.457212895154953,0.1324402391910553,-0.01540423184633255,0.26591673493385315,0.22068053483963013
us,0.32081687450408936,0.19898231327533722,0.0934191346168518,0.2341633439064026,0.2018621414899826,0.032960113137960434,0.21607264876365662,0.2742428481578827
.,0.3567904531955719,0.40146201848983765,0.2634154260158539,0.4549728035926819,0.17949827015399933,-0.003708066651597619,0.266353577375412,0.4130953550338745
