,who,would,generally,teach,from,a,work,like,the,quran,",",torah,or,bible,?
religious,0.2875464856624603,0.1817060112953186,0.23118790984153748,0.2669653296470642,0.14288437366485596,0.23162008821964264,0.2073901891708374,0.20094309747219086,0.22950971126556396,0.42635101079940796,0.2753547728061676,0.40781864523887634,0.2404305636882782,0.35569366812705994,0.15727058053016663
and,0.41279885172843933,0.34921059012413025,0.4087323546409607,0.27376773953437805,0.3601827025413513,0.3739250600337982,0.37551814317703247,0.46997135877609253,0.5171257257461548,0.16926197707653046,0.6633074283599854,0.13940121233463287,0.4713204801082611,0.1976928561925888,0.20544172823429108
spiritual,0.26703861355781555,0.21221786737442017,0.23580344021320343,0.355064332485199,0.11806295812129974,0.2160448133945465,0.20226822793483734,0.13369372487068176,0.2149372547864914,0.40203800797462463,0.2115405946969986,0.3079376816749573,0.23889665305614471,0.3149937689304352,0.1801415979862213
teachers,0.34250906109809875,0.2516131103038788,0.23109376430511475,0.672313392162323,0.2124260663986206,0.2509842813014984,0.3191879391670227,0.15113012492656708,0.22025763988494873,0.2599036693572998,0.28049156069755554,0.27954286336898804,0.2126750648021698,0.2438596785068512,0.19522249698638916
",",0.3365725874900818,0.32586824893951416,0.29679131507873535,0.22192275524139404,0.39760664105415344,0.427140474319458,0.3283594250679016,0.4085598886013031,0.4933079481124878,0.14659839868545532,1.0000001192092896,0.1282464563846588,0.3769497275352478,0.18640878796577454,0.31091248989105225
such,0.2594927251338959,0.29505011439323425,0.4361444115638733,0.20702366530895233,0.24813218414783478,0.2706976532936096,0.2557113766670227,0.5378953218460083,0.3575236201286316,0.1762300282716751,0.39626169204711914,0.07610564678907394,0.5489916801452637,0.12978684902191162,0.17851735651493073
as,0.3923053741455078,0.3824005722999573,0.3970455825328827,0.2547597289085388,0.3251767158508301,0.39550232887268066,0.32418152689933777,0.4175155460834503,0.48381632566452026,0.2295219749212265,0.48816442489624023,0.12004794180393219,0.4400654137134552,0.19238992035388947,0.27043893933296204
gurus,0.24048112332820892,0.22319133579730988,0.2928323447704315,0.3233877420425415,0.16723930835723877,0.17276063561439514,0.18187940120697021,0.1745605319738388,0.16152994334697723,0.3900150656700134,0.2550039291381836,0.3524461090564728,0.2614665925502777,0.33307114243507385,0.18777289986610413
",",0.3365725874900818,0.32586824893951416,0.29679131507873535,0.22192275524139404,0.39760664105415344,0.427140474319458,0.3283594250679016,0.4085598886013031,0.4933079481124878,0.14659839868545532,1.0000001192092896,0.1282464563846588,0.3769497275352478,0.18640878796577454,0.31091248989105225
mullahs,0.220237597823143,0.1691446155309677,0.21033760905265808,0.24805113673210144,0.11727052927017212,0.19810627400875092,0.17010094225406647,0.1791822612285614,0.26393765211105347,0.40498271584510803,0.32144057750701904,0.26863566040992737,0.20608331263065338,0.1929461508989334,0.1735541671514511
",",0.3365725874900818,0.32586824893951416,0.29679131507873535,0.22192275524139404,0.39760664105415344,0.427140474319458,0.3283594250679016,0.4085598886013031,0.4933079481124878,0.14659839868545532,1.0000001192092896,0.1282464563846588,0.3769497275352478,0.18640878796577454,0.31091248989105225
rabbis,0.2697829008102417,0.23552049696445465,0.2962088882923126,0.32025909423828125,0.16527412831783295,0.19227901101112366,0.26393118500709534,0.21506690979003906,0.22648435831069946,0.4092399775981903,0.21121662855148315,0.5453076362609863,0.27447831630706787,0.43190380930900574,0.22059229016304016
",",0.3365725874900818,0.32586824893951416,0.29679131507873535,0.22192275524139404,0.39760664105415344,0.427140474319458,0.3283594250679016,0.4085598886013031,0.4933079481124878,0.14659839868545532,1.0000001192092896,0.1282464563846588,0.3769497275352478,0.18640878796577454,0.31091248989105225
pastors/youth,0.3106452524662018,0.2419051080942154,0.18061307072639465,0.37724676728248596,0.2383500188589096,0.25177428126335144,0.25721970200538635,0.1731162816286087,0.26855355501174927,0.23499058187007904,0.28241387009620667,0.28329864144325256,0.22938290238380432,0.36960646510124207,0.2359066754579544
pastors,0.3596363663673401,0.27707788348197937,0.20834589004516602,0.38485094904899597,0.19924409687519073,0.15536180138587952,0.24742542207241058,0.14847803115844727,0.1971966028213501,0.2693662941455841,0.20957639813423157,0.3233526647090912,0.19986557960510254,0.4219615161418915,0.17702129483222961
and,0.41279885172843933,0.34921059012413025,0.4087323546409607,0.27376773953437805,0.3601827025413513,0.3739250600337982,0.37551814317703247,0.46997135877609253,0.5171257257461548,0.16926197707653046,0.6633074283599854,0.13940121233463287,0.4713204801082611,0.1976928561925888,0.20544172823429108
lamas,0.2088063806295395,0.11263113468885422,0.17842693626880646,0.23861242830753326,0.15248915553092957,0.2141658365726471,0.1142130121588707,0.15503719449043274,0.2530221939086914,0.31383243203163147,0.2864610254764557,0.2808503210544586,0.22285953164100647,0.2853413224220276,0.16887740790843964
",",0.3365725874900818,0.32586824893951416,0.29679131507873535,0.22192275524139404,0.39760664105415344,0.427140474319458,0.3283594250679016,0.4085598886013031,0.4933079481124878,0.14659839868545532,1.0000001192092896,0.1282464563846588,0.3769497275352478,0.18640878796577454,0.31091248989105225
may,0.23082798719406128,0.4155452847480774,0.2725909650325775,0.15809877216815948,0.23997589945793152,0.29255667328834534,0.23467938601970673,0.22900860011577606,0.2694292366504669,0.16406294703483582,0.5007920861244202,0.13868369162082672,0.399771511554718,0.18256935477256775,0.2768254578113556
teach,0.3465370237827301,0.27759748697280884,0.18663069605827332,1.0000001192092896,0.18494917452335358,0.18608243763446808,0.3329504132270813,0.2284669429063797,0.1966347098350525,0.30680885910987854,0.22192275524139404,0.3317773938179016,0.19306370615959167,0.35264384746551514,0.24188745021820068
religious,0.2875464856624603,0.1817060112953186,0.23118790984153748,0.2669653296470642,0.14288437366485596,0.23162008821964264,0.2073901891708374,0.20094309747219086,0.22950971126556396,0.42635101079940796,0.2753547728061676,0.40781864523887634,0.2404305636882782,0.35569366812705994,0.15727058053016663
texts,0.15759965777397156,0.20084704458713531,0.22484125196933746,0.30011484026908875,0.1632816046476364,0.16138936579227448,0.21484342217445374,0.1809537410736084,0.2725931704044342,0.4386643171310425,0.17120181024074554,0.41904357075691223,0.2220933437347412,0.4958658814430237,0.18584510684013367
such,0.2594927251338959,0.29505011439323425,0.4361444115638733,0.20702366530895233,0.24813218414783478,0.2706976532936096,0.2557113766670227,0.5378953218460083,0.3575236201286316,0.1762300282716751,0.39626169204711914,0.07610564678907394,0.5489916801452637,0.12978684902191162,0.17851735651493073
as,0.3923053741455078,0.3824005722999573,0.3970455825328827,0.2547597289085388,0.3251767158508301,0.39550232887268066,0.32418152689933777,0.4175155460834503,0.48381632566452026,0.2295219749212265,0.48816442489624023,0.12004794180393219,0.4400654137134552,0.19238992035388947,0.27043893933296204
the,0.3733934462070465,0.4133751392364502,0.41466525197029114,0.1966347098350525,0.40150508284568787,0.5829201340675354,0.2704800069332123,0.32912567257881165,1.0,0.263936847448349,0.4933079481124878,0.24284783005714417,0.4174870550632477,0.27647915482521057,0.22068053483963013
quran,0.2843785583972931,0.2174365073442459,0.2716653347015381,0.30680885910987854,0.17885595560073853,0.1690443456172943,0.1667199581861496,0.18482255935668945,0.263936847448349,1.0000001192092896,0.14659839868545532,0.5229588150978088,0.1887063980102539,0.5441717505455017,0.19713573157787323
",",0.3365725874900818,0.32586824893951416,0.29679131507873535,0.22192275524139404,0.39760664105415344,0.427140474319458,0.3283594250679016,0.4085598886013031,0.4933079481124878,0.14659839868545532,1.0000001192092896,0.1282464563846588,0.3769497275352478,0.18640878796577454,0.31091248989105225
torah,0.18429294228553772,0.18507827818393707,0.2410215139389038,0.3317773938179016,0.11390197277069092,0.18873231112957,0.22682827711105347,0.12047754228115082,0.24284783005714417,0.5229588150978088,0.1282464563846588,0.9999998807907104,0.2121427208185196,0.5995818972587585,0.172380268573761
or,0.31144875288009644,0.39548179507255554,0.5280534625053406,0.19306370615959167,0.31242018938064575,0.48853766918182373,0.289409875869751,0.4823164641857147,0.4174870550632477,0.1887063980102539,0.3769497275352478,0.2121427208185196,1.0000001192092896,0.1734621524810791,0.32389625906944275
bible,0.2587248384952545,0.22405338287353516,0.23028995096683502,0.35264384746551514,0.190379336476326,0.15878930687904358,0.2296442836523056,0.21090805530548096,0.27647915482521057,0.5441717505455017,0.18640878796577454,0.5995818972587585,0.1734621524810791,1.0000001192092896,0.22667601704597473
.,0.3541337847709656,0.35067233443260193,0.3124077022075653,0.2642667293548584,0.41536515951156616,0.50484299659729,0.33121398091316223,0.393751323223114,0.5934505462646484,0.17661865055561066,0.6812511086463928,0.1420753300189972,0.36683785915374756,0.22401820123195648,0.4130953550338745
