,what,is,kenya,doing,to,determine,if,there,are,more,reserves,?
tullow,0.18586431443691254,0.18604028224945068,0.1969061642885208,0.11971163749694824,0.228712260723114,0.10212263464927673,0.1076497808098793,0.2325276881456375,0.25167959928512573,0.1765650361776352,0.14745470881462097,0.13445644080638885
oil,0.14842186868190765,0.20966008305549622,0.18213626742362976,0.15187013149261475,0.1619214415550232,0.1491268426179886,0.1590067595243454,0.18326105177402496,0.18339769542217255,0.18158936500549316,0.37341752648353577,0.14867261052131653
estimates,0.2747287452220917,0.22289325296878815,0.17505981028079987,0.2215249091386795,0.23112152516841888,0.3543696999549866,0.24809283018112183,0.25438544154167175,0.25772029161453247,0.3377596437931061,0.19502049684524536,0.19916187226772308
kenya,0.18398970365524292,0.17591087520122528,1.0,0.19956296682357788,0.17769291996955872,0.10393314808607101,0.09692511707544327,0.20241674780845642,0.1597108691930771,0.15097087621688843,0.239606112241745,0.17197901010513306
's,0.02692362666130066,0.02396530658006668,-0.02908705547451973,-0.003558715106919408,0.03782717138528824,-0.04907059296965599,-0.0015437148977071047,-0.04860968142747879,-0.008927806280553341,0.032942235469818115,-0.044615957885980606,-0.023395681753754616
oil,0.14842186868190765,0.20966008305549622,0.18213626742362976,0.15187013149261475,0.1619214415550232,0.1491268426179886,0.1590067595243454,0.18326105177402496,0.18339769542217255,0.18158936500549316,0.37341752648353577,0.14867261052131653
reserves,0.16934223473072052,0.29675084352493286,0.239606112241745,0.16239498555660248,0.2612966299057007,0.24168840050697327,0.2613510489463806,0.2618570625782013,0.2704525291919708,0.2309810221195221,0.9999998807907104,0.09854976832866669
to,0.455847829580307,0.42745086550712585,0.17769291996955872,0.3272162973880768,1.0,0.4076496958732605,0.4559597074985504,0.40669289231300354,0.3504326641559601,0.47084665298461914,0.2612966299057007,0.29463258385658264
be,0.3929833769798279,0.4819129705429077,0.11485160887241364,0.33108022809028625,0.4972836375236511,0.43451228737831116,0.5628611445426941,0.41019052267074585,0.5556803941726685,0.5445363521575928,0.22845454514026642,0.3324260413646698
around,0.27475327253341675,0.286477267742157,0.10516288876533508,0.2668086886405945,0.3591267168521881,0.19583310186862946,0.2540431320667267,0.3998771011829376,0.3560173511505127,0.39086630940437317,0.17741692066192627,0.14729668200016022
10,0.11840458959341049,0.1865890771150589,0.17473411560058594,0.017652198672294617,0.18753696978092194,0.027036603540182114,0.0014146880712360144,0.18984512984752655,0.25480788946151733,0.1340092569589615,0.12037237733602524,0.022911956533789635
billion,0.262668639421463,0.16068704426288605,0.1964888572692871,0.20106127858161926,0.2046312391757965,0.17573945224285126,0.21534733474254608,0.17398926615715027,0.18689869344234467,0.31486132740974426,0.19705510139465332,0.25791820883750916
barrels,0.1313692033290863,0.13069860637187958,0.1430569738149643,0.1679847687482834,0.21020838618278503,0.19632035493850708,0.18283720314502716,0.24756623804569244,0.28248587250709534,0.2747098207473755,0.18485252559185028,0.19082021713256836
.,0.3567904531955719,0.4569662809371948,0.24234211444854736,0.3253456652164459,0.4645031690597534,0.323413223028183,0.421799898147583,0.43897318840026855,0.3452940285205841,0.4070230722427368,0.17756770551204681,0.4130953550338745
