,who,acts,as,laborer,",",paymaster,",",and,design,team,for,a,renovation,project,?
often,0.393799751996994,0.223026841878891,0.405699223279953,0.15547548234462738,0.24139221012592316,0.17446567118167877,0.24139221012592316,0.42465832829475403,0.18085576593875885,0.1211550384759903,0.37495917081832886,0.3930865228176117,0.09107857942581177,0.11954902857542038,0.23748154938220978
",",0.3365725874900818,0.2014220803976059,0.48816442489624023,0.20595403015613556,1.0000001192092896,0.25143417716026306,1.0000001192092896,0.6633074283599854,0.19350415468215942,0.21287471055984497,0.4464869201183319,0.427140474319458,0.18928705155849457,0.24875426292419434,0.31091248989105225
the,0.3733934462070465,0.2568269371986389,0.48381632566452026,0.15636521577835083,0.4933079481124878,0.3145056962966919,0.4933079481124878,0.5171257257461548,0.27913451194763184,0.22564226388931274,0.4739971458911896,0.5829201340675354,0.2849007248878479,0.2027820199728012,0.22068053483963013
owner,0.2990386188030243,0.1015390083193779,0.16249506175518036,0.2726631164550781,0.22101753950119019,0.2784300446510315,0.22101753950119019,0.24161721765995026,0.14519557356834412,0.24642346799373627,0.2014937400817871,0.24004080891609192,0.2879619300365448,0.1479983627796173,0.1461835652589798
of,0.2827862501144409,0.26445579528808594,0.3886612355709076,0.15585534274578094,0.4946078956127167,0.24084851145744324,0.4946078956127167,0.5116966962814331,0.2522938847541809,0.20352502167224884,0.4185989499092102,0.5052502155303955,0.20900149643421173,0.17578177154064178,0.1826142966747284
the,0.3733934462070465,0.2568269371986389,0.48381632566452026,0.15636521577835083,0.4933079481124878,0.3145056962966919,0.4933079481124878,0.5171257257461548,0.27913451194763184,0.22564226388931274,0.4739971458911896,0.5829201340675354,0.2849007248878479,0.2027820199728012,0.22068053483963013
property,0.17305545508861542,0.1551579385995865,0.16548745334148407,0.2059398889541626,0.19562678039073944,0.17943498492240906,0.19562678039073944,0.26201775670051575,0.194067120552063,0.14555270969867706,0.2189353108406067,0.237611323595047,0.21355536580085754,0.18169322609901428,0.16865147650241852
acts,0.2112383097410202,0.9999998807907104,0.2614145278930664,0.028526335954666138,0.2014220803976059,0.14494557678699493,0.2014220803976059,0.20423464477062225,0.12621159851551056,0.055421385914087296,0.20180761814117432,0.25177326798439026,0.09785014390945435,0.08062289655208588,0.07075770199298859
as,0.3923053741455078,0.2614145278930664,1.0,0.1761879324913025,0.48816442489624023,0.23135165870189667,0.48816442489624023,0.49487000703811646,0.21253643929958344,0.14189721643924713,0.44774648547172546,0.39550232887268066,0.18408873677253723,0.22332392632961273,0.27043893933296204
laborer,0.3057181239128113,0.028526335954666138,0.1761879324913025,0.9999998807907104,0.20595403015613556,0.35092228651046753,0.20595403015613556,0.20251509547233582,0.21546879410743713,0.10796058923006058,0.1692313849925995,0.2034061700105667,0.22674426436424255,0.22906340658664703,0.1945917010307312
",",0.3365725874900818,0.2014220803976059,0.48816442489624023,0.20595403015613556,1.0000001192092896,0.25143417716026306,1.0000001192092896,0.6633074283599854,0.19350415468215942,0.21287471055984497,0.4464869201183319,0.427140474319458,0.18928705155849457,0.24875426292419434,0.31091248989105225
paymaster,0.37656548619270325,0.14494557678699493,0.23135165870189667,0.35092228651046753,0.25143417716026306,1.0,0.25143417716026306,0.25998422503471375,0.20222687721252441,0.1949329525232315,0.2579619586467743,0.31343984603881836,0.3052999973297119,0.18491709232330322,0.1902775913476944
",",0.3365725874900818,0.2014220803976059,0.48816442489624023,0.20595403015613556,1.0000001192092896,0.25143417716026306,1.0000001192092896,0.6633074283599854,0.19350415468215942,0.21287471055984497,0.4464869201183319,0.427140474319458,0.18928705155849457,0.24875426292419434,0.31091248989105225
and,0.41279885172843933,0.20423464477062225,0.49487000703811646,0.20251509547233582,0.6633074283599854,0.25998422503471375,0.6633074283599854,1.0,0.21815341711044312,0.22394508123397827,0.5064792633056641,0.3739250600337982,0.2183542549610138,0.23249590396881104,0.20544172823429108
design,0.12787467241287231,0.12621159851551056,0.21253643929958344,0.21546879410743713,0.19350415468215942,0.20222687721252441,0.19350415468215942,0.21815341711044312,1.0000001192092896,0.1468319445848465,0.2477298229932785,0.25211480259895325,0.3601396679878235,0.3001759350299835,0.16351860761642456
team,0.22248858213424683,0.055421385914087296,0.14189721643924713,0.10796058923006058,0.21287471055984497,0.1949329525232315,0.21287471055984497,0.22394508123397827,0.1468319445848465,1.0,0.25615394115448,0.19125498831272125,0.1938207447528839,0.18443328142166138,0.11243411153554916
for,0.37110671401023865,0.20180761814117432,0.44774648547172546,0.1692313849925995,0.4464869201183319,0.2579619586467743,0.4464869201183319,0.5064792633056641,0.2477298229932785,0.25615394115448,0.9999999403953552,0.44038116931915283,0.28074267506599426,0.2228124439716339,0.264628142118454
the,0.3733934462070465,0.2568269371986389,0.48381632566452026,0.15636521577835083,0.4933079481124878,0.3145056962966919,0.4933079481124878,0.5171257257461548,0.27913451194763184,0.22564226388931274,0.4739971458911896,0.5829201340675354,0.2849007248878479,0.2027820199728012,0.22068053483963013
entire,0.25287237763404846,0.1808229237794876,0.24939298629760742,0.13801299035549164,0.25087404251098633,0.2593177556991577,0.25087404251098633,0.3080313205718994,0.22718487679958344,0.1770332157611847,0.30485764145851135,0.3950728178024292,0.23402872681617737,0.22765807807445526,0.17068447172641754
project,0.2255522608757019,0.08062289655208588,0.22332392632961273,0.22906340658664703,0.24875426292419434,0.18491709232330322,0.24875426292419434,0.23249590396881104,0.3001759350299835,0.18443328142166138,0.2228124439716339,0.2328382134437561,0.2761845290660858,1.0,0.30569031834602356
.,0.3541337847709656,0.18246832489967346,0.515582263469696,0.18066665530204773,0.6812511086463928,0.27838942408561707,0.6812511086463928,0.588965117931366,0.24995818734169006,0.26467522978782654,0.4726039469242096,0.50484299659729,0.2324143499135971,0.23938670754432678,0.4130953550338745
