,scholars,stated,that,there,was,already,an,existing,settlement,between,2,parties,prior,to,which,date,?
in,0.137682244181633,0.24313503503799438,0.435920387506485,0.5361666083335876,0.45514053106307983,0.288102924823761,0.2605783939361572,0.2761130928993225,0.26083990931510925,0.41100412607192993,0.01447046548128128,0.21453756093978882,0.24521231651306152,0.45010748505592346,0.4840516746044159,0.21362407505512238,0.20430970191955566
the,0.2524346709251404,0.2814950942993164,0.5473989248275757,0.47025805711746216,0.48711544275283813,0.34582915902137756,0.4207492768764496,0.36013904213905334,0.2599570155143738,0.39067012071609497,-0.019434669986367226,0.2535073459148407,0.33782097697257996,0.535392165184021,0.6521818041801453,0.25333094596862793,0.22068053483963013
united,0.18497703969478607,0.26579004526138306,0.25567954778671265,0.19206386804580688,0.31727492809295654,0.19827593863010406,0.15972375869750977,0.17503847181797028,0.22152431309223175,0.18943358957767487,0.029007982462644577,0.24107885360717773,0.258638858795166,0.2715383470058441,0.2821946144104004,0.20559462904930115,0.17266890406608582
states,0.1985272467136383,0.32536086440086365,0.291576623916626,0.22680425643920898,0.2847922146320343,0.2448478639125824,0.2041347622871399,0.18125022947788239,0.19354072213172913,0.1873093545436859,0.03228548541665077,0.2531704902648926,0.26467153429985046,0.2828785181045532,0.27476921677589417,0.23217378556728363,0.16272737085819244
",",0.23522303998470306,0.2962069809436798,0.4137537479400635,0.4587128460407257,0.45456063747406006,0.3188292980194092,0.3581022024154663,0.2549736201763153,0.25103551149368286,0.27714940905570984,-0.08638399094343185,0.219932422041893,0.27105793356895447,0.44245919585227966,0.3658004403114319,0.2279704213142395,0.31091248989105225
scholars,0.9999998807907104,0.26624080538749695,0.30800777673721313,0.1889813393354416,0.24563007056713104,0.19889633357524872,0.1503521353006363,0.1640813648700714,0.1655835062265396,0.15093058347702026,-0.0956420823931694,0.23190350830554962,0.1851465404033661,0.2576902210712433,0.19893908500671387,0.2510749101638794,0.11279910802841187
argue,0.3357066810131073,0.35345688462257385,0.403499037027359,0.25687548518180847,0.11208320409059525,0.2856318950653076,0.18596765398979187,0.26676449179649353,0.0943029597401619,0.1480911374092102,-0.08800363540649414,0.2655758261680603,0.16791552305221558,0.27746978402137756,0.22744883596897125,0.21094366908073425,0.32235559821128845
that,0.30800777673721313,0.48625776171684265,1.0,0.6006520986557007,0.33670201897621155,0.579873263835907,0.365763783454895,0.446987509727478,0.22092460095882416,0.299440860748291,-0.04901214689016342,0.24169223010540009,0.23541377484798431,0.5436353087425232,0.6894589066505432,0.22681793570518494,0.32716336846351624
there,0.1889813393354416,0.2992285490036011,0.6006520986557007,1.0,0.24909798800945282,0.4173087179660797,0.22476400434970856,0.4004098176956177,0.2509072422981262,0.37209540605545044,-0.02594512142241001,0.21968668699264526,0.20268426835536957,0.40669289231300354,0.45256471633911133,0.1866472065448761,0.29405656456947327
already,0.19889633357524872,0.40206775069236755,0.579873263835907,0.4173087179660797,0.35964685678482056,0.9999998807907104,0.2784377336502075,0.46698495745658875,0.2456798255443573,0.22304612398147583,-0.046862367540597916,0.19145984947681427,0.2923234701156616,0.3676825761795044,0.42060616612434387,0.24518801271915436,0.3477933406829834
