,what,is,floridean,?
rhodoplasts,0.22360283136367798,0.30038005113601685,0.4173751473426819,0.16657331585884094
synthesize,0.2505638301372528,0.14934711158275604,0.3317623734474182,0.20040832459926605
a,0.3320399522781372,0.658733606338501,0.29636600613594055,0.23916715383529663
form,0.15868011116981506,0.3218395411968231,0.22738619148731232,0.1463010311126709
of,0.33290785551071167,0.4854315221309662,0.3044669032096863,0.1826142966747284
starch,0.23971526324748993,0.21072232723236084,0.3771660029888153,0.1948019117116928
called,0.3235960602760315,0.430266410112381,0.2326449453830719,0.18963319063186646
floridean,0.19496937096118927,0.28864574432373047,1.0,0.1922416388988495
",",0.3087472915649414,0.4691906273365021,0.2726898193359375,0.31091248989105225
which,0.5261979103088379,0.4457404911518097,0.2882317900657654,0.25814583897590637
collects,0.19994503259658813,0.26463785767555237,0.25104546546936035,0.17049704492092133
into,0.2180619090795517,0.2619607150554657,0.11587720364332199,0.15662476420402527
granules,0.1271534413099289,0.2451162040233612,0.4256667494773865,0.15524077415466309
outside,0.3224688768386841,0.2823421061038971,0.2041146159172058,0.14839068055152893
the,0.42745697498321533,0.5823672413825989,0.2754638195037842,0.22068053483963013
rhodoplast,0.20280808210372925,0.2856309115886688,0.44126269221305847,0.17200344800949097
",",0.3087472915649414,0.4691906273365021,0.2726898193359375,0.31091248989105225
in,0.30808621644973755,0.5394441485404968,0.24445892870426178,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,0.2754638195037842,0.22068053483963013
cytoplasm,0.2066272348165512,0.2173740565776825,0.37157317996025085,0.1524042785167694
of,0.33290785551071167,0.4854315221309662,0.3044669032096863,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,0.2754638195037842,0.22068053483963013
red,0.16784515976905823,0.22996017336845398,0.23757293820381165,0.1495664119720459
alga,0.12795694172382355,0.23884379863739014,0.3626166880130768,0.15664592385292053
.,0.3567904531955719,0.4569662809371948,0.2878384590148926,0.4130953550338745
