,which,oil,producer,is,a,close,ally,of,the,united,states,?
at,0.3286694884300232,0.14921875298023224,0.14449942111968994,0.25906258821487427,0.3095070421695709,0.27377960085868835,0.12593962252140045,0.42558613419532776,0.457212895154953,0.2064037322998047,0.19903600215911865,0.21978627145290375
the,0.6521818041801453,0.21849922835826874,0.20962586998939514,0.5823672413825989,0.5829201340675354,0.2625353932380676,0.23644182085990906,0.733189046382904,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
time,0.325231671333313,0.13280132412910461,0.12031129002571106,0.25187405943870544,0.3292340338230133,0.20885761082172394,0.214149609208107,0.35127586126327515,0.43061500787734985,0.23353901505470276,0.25020933151245117,0.27391523122787476
",",0.3658004403114319,0.20043784379959106,0.35589754581451416,0.4691906273365021,0.427140474319458,0.34483593702316284,0.2730591595172882,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
iran,0.19877111911773682,0.29594725370407104,0.14236098527908325,0.19355061650276184,0.1959446221590042,0.10048317164182663,0.14732441306114197,0.23381876945495605,0.2222200483083725,0.24002274870872498,0.2578778564929962,0.13501082360744476
was,0.2830964922904968,0.15102124214172363,0.2683317959308624,0.5810302495956421,0.4508470594882965,0.2393932342529297,0.3238118886947632,0.4069072902202606,0.48711544275283813,0.31727492809295654,0.2847922146320343,0.18412111699581146
the,0.6521818041801453,0.21849922835826874,0.20962586998939514,0.5823672413825989,0.5829201340675354,0.2625353932380676,0.23644182085990906,0.733189046382904,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
world,0.29213306307792664,0.1367194801568985,0.19617894291877747,0.24458536505699158,0.22239887714385986,0.14806152880191803,0.24645496904850006,0.2828933000564575,0.33604270219802856,0.3110230267047882,0.2862738072872162,0.17579582333564758
's,0.03856118768453598,-0.08246297389268875,0.01541486568748951,0.02396530658006668,0.04866964742541313,0.07968296110630035,0.0734705775976181,-0.03817026689648628,-0.01540423184633255,-0.03853745758533478,-0.004298824816942215,-0.023395681753754616
second-largest,0.3619871735572815,0.22023558616638184,0.3021591603755951,0.38976678252220154,0.34382471442222595,0.2515299320220947,0.17723925411701202,0.40479040145874023,0.44359415769577026,0.36290472745895386,0.31347522139549255,0.2571491003036499
oil,0.20154443383216858,1.0,0.1718074083328247,0.20966008305549622,0.18393073976039886,0.08432548493146896,0.10993155092000961,0.22900764644145966,0.21849922835826874,0.20490624010562897,0.18727123737335205,0.14867261052131653
exporter,0.19636771082878113,0.36308565735816956,0.4367222785949707,0.27906060218811035,0.21237803995609283,0.11158513277769089,0.2592387795448303,0.23625528812408447,0.23991206288337708,0.2529785931110382,0.23171517252922058,0.10515213012695312
and,0.506277859210968,0.19239190220832825,0.31731775403022766,0.3859752118587494,0.3739250600337982,0.32415980100631714,0.27266940474510193,0.5116966962814331,0.5171257257461548,0.28213179111480713,0.2974761426448822,0.20544172823429108
a,0.56894451379776,0.18393073976039886,0.2085941731929779,0.658733606338501,1.0,0.2293529510498047,0.20484980940818787,0.5052502155303955,0.5829201340675354,0.2732578217983246,0.24708621203899384,0.23916715383529663
close,0.22808115184307098,0.08432548493146896,0.09860967099666595,0.26769399642944336,0.2293529510498047,1.0000001192092896,0.23154520988464355,0.24178770184516907,0.2625353932380676,0.15317915380001068,0.13404180109500885,0.1908312737941742
us,0.24368898570537567,0.20205363631248474,0.10360503196716309,0.1808239072561264,0.1862444281578064,0.1465718150138855,0.06378158181905746,0.23568789660930634,0.25727739930152893,0.4374046325683594,0.4605454206466675,0.2742428481578827
ally,0.21834596991539001,0.10993155092000961,0.2715565264225006,0.22017301619052887,0.20484980940818787,0.23154520988464355,1.0000001192092896,0.15578524768352509,0.23644182085990906,0.1778167188167572,0.1686428040266037,0.10381226241588593
.,0.45942068099975586,0.22117017209529877,0.2136206030845642,0.4569662809371948,0.50484299659729,0.2501809298992157,0.2257843166589737,0.5352458953857422,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
,which,oil,producer,is,a,close,ally,of,the,united,states,?
weeks,0.22898955643177032,0.08852115273475647,0.20112954080104828,0.14141350984573364,0.22560246288776398,0.18710002303123474,0.12887822091579437,0.20286071300506592,0.2713429629802704,0.18451254069805145,0.17484505474567413,0.21667936444282532
later,0.39698365330696106,0.12469548732042313,0.16379398107528687,0.21527644991874695,0.34254932403564453,0.20666849613189697,0.3167862892150879,0.3458743393421173,0.4060266613960266,0.3273290693759918,0.29450663924217224,0.1417175978422165
",",0.3658004403114319,0.20043784379959106,0.35589754581451416,0.4691906273365021,0.427140474319458,0.34483593702316284,0.2730591595172882,0.4946078956127167,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
the,0.6521818041801453,0.21849922835826874,0.20962586998939514,0.5823672413825989,0.5829201340675354,0.2625353932380676,0.23644182085990906,0.733189046382904,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
shah,0.1793200522661209,0.15343987941741943,0.21852104365825653,0.15071572363376617,0.1737842708826065,0.16534733772277832,0.23031283915042877,0.21966372430324554,0.19914765655994415,0.13123345375061035,0.1191285252571106,0.10370904207229614
of,0.5011631846427917,0.22900764644145966,0.14949996769428253,0.4854315221309662,0.5052502155303955,0.24178770184516907,0.15578524768352509,1.0,0.733189046382904,0.3187655806541443,0.30884552001953125,0.1826142966747284
iran,0.19877111911773682,0.29594725370407104,0.14236098527908325,0.19355061650276184,0.1959446221590042,0.10048317164182663,0.14732441306114197,0.23381876945495605,0.2222200483083725,0.24002274870872498,0.2578778564929962,0.13501082360744476
said,0.27170243859291077,0.14273247122764587,0.16283434629440308,0.2595660388469696,0.31069710850715637,0.19627739489078522,0.24222145974636078,0.29014745354652405,0.3024602234363556,0.22592084109783173,0.22977343201637268,0.28991883993148804
in,0.4840516746044159,0.21800900995731354,0.1708001047372818,0.5394441485404968,0.539380669593811,0.23149028420448303,0.16974596679210663,0.5696388483047485,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.20430970191955566
an,0.3611921966075897,0.13089607656002045,0.25181761384010315,0.4654068350791931,0.44552403688430786,0.2079244703054428,0.1985180377960205,0.32280945777893066,0.4207492768764496,0.15972375869750977,0.2041347622871399,0.19793890416622162
interview,0.09540515393018723,0.11831619590520859,0.2714199125766754,0.09670303016901016,0.1390097588300705,0.016139522194862366,0.18782271444797516,0.11406674236059189,0.1324702501296997,0.09256522357463837,0.07583077251911163,0.21284115314483643
:,-0.11049769818782806,-0.031184352934360504,-0.04548687860369682,-0.07222653180360794,-0.0007584693375974894,-0.06277845799922943,0.003055139910429716,-0.08807745575904846,-0.03403344005346298,-0.047390166670084,-0.00829977635294199,-0.07156077772378922
``,0.05178012326359749,0.022594861686229706,-0.016000138595700264,0.058766357600688934,0.07272057235240936,0.09551086276769638,0.05910741165280342,0.06780257821083069,0.029072100296616554,0.0029474215116351843,0.029627995565533638,0.0685480609536171
of,0.5011631846427917,0.22900764644145966,0.14949996769428253,0.4854315221309662,0.5052502155303955,0.24178770184516907,0.15578524768352509,1.0,0.733189046382904,0.3187655806541443,0.30884552001953125,0.1826142966747284
course,0.34200045466423035,0.07494291663169861,0.14401628077030182,0.2551652491092682,0.2895289659500122,0.2549373209476471,0.13405413925647736,0.2579863667488098,0.32268625497817993,0.1253364533185959,0.17622613906860352,0.28826573491096497
[,0.07771235704421997,0.08863271772861481,0.13899728655815125,-0.06921151280403137,0.03893941268324852,0.03685735911130905,0.023719225078821182,0.010817250236868858,0.07130392640829086,0.20306652784347534,0.16663382947444916,0.011015460826456547
the,0.6521818041801453,0.21849922835826874,0.20962586998939514,0.5823672413825989,0.5829201340675354,0.2625353932380676,0.23644182085990906,0.733189046382904,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
price,0.21813181042671204,0.3166557550430298,0.21981702744960785,0.23069579899311066,0.18269109725952148,0.06594444811344147,0.18606798350811005,0.15675179660320282,0.22636492550373077,0.16175177693367004,0.18923580646514893,0.14631175994873047
of,0.5011631846427917,0.22900764644145966,0.14949996769428253,0.4854315221309662,0.5052502155303955,0.24178770184516907,0.15578524768352509,1.0,0.733189046382904,0.3187655806541443,0.30884552001953125,0.1826142966747284
oil,0.20154443383216858,1.0,0.1718074083328247,0.20966008305549622,0.18393073976039886,0.08432548493146896,0.10993155092000961,0.22900764644145966,0.21849922835826874,0.20490624010562897,0.18727123737335205,0.14867261052131653
],-0.0305959302932024,-0.00726583506911993,-0.015604312531650066,-0.02998926118016243,-0.049516137689352036,-0.005756810773164034,0.018423791974782944,-0.035044461488723755,-0.04779602214694023,-0.046722471714019775,-0.03917205333709717,-0.0022520492784678936
is,0.4457404911518097,0.20966008305549622,0.2122708410024643,1.0,0.658733606338501,0.26769399642944336,0.22017301619052887,0.4854315221309662,0.5823672413825989,0.22408509254455566,0.21939043700695038,0.22961433231830597
going,0.35542839765548706,0.15893130004405975,0.10824527591466904,0.24496732652187347,0.3356470763683319,0.29940733313560486,0.19522921741008759,0.2849585711956024,0.38693177700042725,0.18741880357265472,0.18187874555587769,0.3252600431442261
to,0.5345056653022766,0.1619214415550232,0.16422288119792938,0.42745086550712585,0.45503583550453186,0.33802270889282227,0.2431260496377945,0.41548454761505127,0.535392165184021,0.2715383470058441,0.2828785181045532,0.29463258385658264
rise,0.2739121615886688,0.14491119980812073,0.09406949579715729,0.1640702784061432,0.2110608071088791,0.11370472609996796,0.20113037526607513,0.2733727991580963,0.3404741883277893,0.16902472078800201,0.1606280356645584,0.10799103230237961
...,0.048190802335739136,0.031609490513801575,0.0889710783958435,0.09037221968173981,0.11324790120124817,-0.031451497226953506,0.049938835203647614,0.15639884769916534,0.04743409901857376,0.08767025172710419,0.10448547452688217,-0.07163430005311966
