,who,has,composed,the,doctor,who,incidental,music,since,2005,?
all,0.3698336184024811,0.3343993127346039,0.18879856169223785,0.4860881567001343,0.14317180216312408,0.3698336184024811,0.2721310257911682,0.2273353934288025,0.3231091797351837,0.10232415050268173,0.29575422406196594
the,0.3733934462070465,0.4177538752555847,0.21816956996917725,1.0,0.2820442318916321,0.3733934462070465,0.3185252845287323,0.2714049816131592,0.4054957628250122,0.037273142486810684,0.22068053483963013
incidental,0.24684634804725647,0.23395095765590668,0.23459580540657043,0.3185252845287323,0.11366613209247589,0.24684634804725647,1.0000001192092896,0.26658982038497925,0.16934889554977417,0.09341852366924286,0.21818841993808746
music,0.20470726490020752,0.2257620394229889,0.4416796863079071,0.2714049816131592,0.19428947567939758,0.20470726490020752,0.26658982038497925,1.0,0.20934365689754486,0.15552549064159393,0.18264494836330414
for,0.37110671401023865,0.450642853975296,0.21257592737674713,0.4739971458911896,0.1556548923254013,0.37110671401023865,0.25834038853645325,0.2626277506351471,0.36751601099967957,0.04140647128224373,0.264628142118454
the,0.3733934462070465,0.4177538752555847,0.21816956996917725,1.0,0.2820442318916321,0.3733934462070465,0.3185252845287323,0.2714049816131592,0.4054957628250122,0.037273142486810684,0.22068053483963013
2005,0.18423187732696533,-0.11151933670043945,0.06010188162326813,0.037273142486810684,0.07635467499494553,0.18423187732696533,0.09341852366924286,0.15552549064159393,0.027849651873111725,1.0,0.10709824413061142
revived,0.19575545191764832,0.17201516032218933,0.23378881812095642,0.2936354875564575,0.1418628692626953,0.19575545191764832,0.22787241637706757,0.22058044373989105,0.3322252035140991,0.1082424595952034,0.1299351006746292
series,0.21484537422657013,0.16834278404712677,0.12168902158737183,0.31376904249191284,0.2712797522544861,0.21484537422657013,0.26749187707901,0.215604767203331,0.22507761418819427,0.04714697599411011,0.1709602326154709
has,0.2558172643184662,1.0,0.24498479068279266,0.4177538752555847,0.1778179407119751,0.2558172643184662,0.23395095765590668,0.2257620394229889,0.5216675996780396,-0.11151933670043945,0.15994466841220856
been,0.3295723795890808,0.6162750124931335,0.2226758748292923,0.3563927710056305,0.12184444069862366,0.3295723795890808,0.25297194719314575,0.21189342439174652,0.6581953763961792,0.01425363402813673,0.24354910850524902
composed,0.13117516040802002,0.24498479068279266,1.0,0.21816956996917725,0.03270154818892479,0.13117516040802002,0.23459580540657043,0.4416796863079071,0.18388642370700836,0.06010188162326813,0.0784355029463768
by,0.39727845788002014,0.3254803419113159,0.3350425958633423,0.4408751428127289,0.13681447505950928,0.39727845788002014,0.27235281467437744,0.28659453988075256,0.32704517245292664,0.07835020869970322,0.17966607213020325
murray,0.2095356583595276,0.1665441393852234,0.11252020299434662,0.23582130670547485,0.24796070158481598,0.2095356583595276,0.1192844957113266,0.13504992425441742,0.16426187753677368,0.003775515127927065,0.17931228876113892
gold,0.11612684279680252,0.180973082780838,0.16303974390029907,0.27136439085006714,0.14219869673252106,0.11612684279680252,0.04650011658668518,0.20097246766090393,0.17999514937400818,0.012679794803261757,0.11542754620313644
and,0.41279885172843933,0.43716782331466675,0.25432297587394714,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.23399683833122253,0.2946314513683319,0.3515571057796478,0.05766887590289116,0.20544172823429108
ben,0.2739289402961731,0.1604357808828354,0.13074468076229095,0.17335548996925354,0.17497389018535614,0.2739289402961731,0.1187281608581543,0.11324649304151535,0.19764143228530884,0.006186147686094046,0.22201596200466156
foster,0.2822844982147217,0.17009398341178894,0.14638161659240723,0.22401562333106995,0.20266249775886536,0.2822844982147217,0.1454751342535019,0.24488234519958496,0.19751158356666565,0.004118668846786022,0.15768253803253174
and,0.41279885172843933,0.43716782331466675,0.25432297587394714,0.5171257257461548,0.21673844754695892,0.41279885172843933,0.23399683833122253,0.2946314513683319,0.3515571057796478,0.05766887590289116,0.20544172823429108
has,0.2558172643184662,1.0,0.24498479068279266,0.4177538752555847,0.1778179407119751,0.2558172643184662,0.23395095765590668,0.2257620394229889,0.5216675996780396,-0.11151933670043945,0.15994466841220856
been,0.3295723795890808,0.6162750124931335,0.2226758748292923,0.3563927710056305,0.12184444069862366,0.3295723795890808,0.25297194719314575,0.21189342439174652,0.6581953763961792,0.01425363402813673,0.24354910850524902
performed,0.2702884376049042,0.20503535866737366,0.4104042649269104,0.239950031042099,0.17301315069198608,0.2702884376049042,0.2683759927749634,0.3928321301937103,0.20215238630771637,0.11373837292194366,0.14428307116031647
by,0.39727845788002014,0.3254803419113159,0.3350425958633423,0.4408751428127289,0.13681447505950928,0.39727845788002014,0.27235281467437744,0.28659453988075256,0.32704517245292664,0.07835020869970322,0.17966607213020325
the,0.3733934462070465,0.4177538752555847,0.21816956996917725,1.0,0.2820442318916321,0.3733934462070465,0.3185252845287323,0.2714049816131592,0.4054957628250122,0.037273142486810684,0.22068053483963013
