,the,bend,on,the,rhine,goes,from,the,west,to,what,direction,?
in,0.6662389636039734,0.28219786286354065,0.46853652596473694,0.6662389636039734,0.24648422002792358,0.2568049132823944,0.4274188280105591,0.6662389636039734,0.34078434109687805,0.45010748505592346,0.30808621644973755,0.17485231161117554,0.20430970191955566
the,1.0,0.2507157623767853,0.5107308030128479,1.0,0.30735138058662415,0.3992326557636261,0.40150508284568787,1.0,0.32918402552604675,0.535392165184021,0.42745697498321533,0.28851455450057983,0.22068053483963013
centre,0.32783594727516174,0.20142802596092224,0.20920877158641815,0.32783594727516174,0.23271167278289795,0.19180311262607574,0.17898471653461456,0.32783594727516174,0.337100088596344,0.18141506612300873,0.12324132025241852,0.2086692452430725,0.019365152344107628
of,0.733189046382904,0.24791669845581055,0.3966929316520691,0.733189046382904,0.2548927664756775,0.2831191420555115,0.4249346852302551,0.733189046382904,0.2891985774040222,0.41548454761505127,0.33290785551071167,0.18922415375709534,0.1826142966747284
basel,0.2317996621131897,0.15405718982219696,0.21706710755825043,0.2317996621131897,0.37773385643959045,0.15536397695541382,0.19117164611816406,0.2317996621131897,0.24845629930496216,0.16040325164794922,0.12809641659259796,0.10340388119220734,0.15991902351379395
",",0.4933079481124878,0.2922282814979553,0.49057599902153015,0.4933079481124878,0.167837992310524,0.28955721855163574,0.39760664105415344,0.4933079481124878,0.28857502341270447,0.44245919585227966,0.3087472915649414,0.23287029564380646,0.31091248989105225
the,1.0,0.2507157623767853,0.5107308030128479,1.0,0.30735138058662415,0.3992326557636261,0.40150508284568787,1.0,0.32918402552604675,0.535392165184021,0.42745697498321533,0.28851455450057983,0.22068053483963013
first,0.49448907375335693,0.13807706534862518,0.3120559751987457,0.49448907375335693,0.13051658868789673,0.15938951075077057,0.23348960280418396,0.49448907375335693,0.24142304062843323,0.3792489171028137,0.28086137771606445,0.15310871601104736,0.18701928853988647
major,0.31775903701782227,0.1522214412689209,0.21282386779785156,0.31775903701782227,0.10607928037643433,0.14958550035953522,0.1417090892791748,0.31775903701782227,0.21044398844242096,0.19240309298038483,0.21026742458343506,0.189147487282753,0.19788557291030884
city,0.35769423842430115,0.2329743355512619,0.2549738585948944,0.35769423842430115,0.26540544629096985,0.173052579164505,0.3118290305137634,0.35769423842430115,0.37476465106010437,0.20300441980361938,0.17493832111358643,0.14949780702590942,0.13423943519592285
in,0.6662389636039734,0.28219786286354065,0.46853652596473694,0.6662389636039734,0.24648422002792358,0.2568049132823944,0.4274188280105591,0.6662389636039734,0.34078434109687805,0.45010748505592346,0.30808621644973755,0.17485231161117554,0.20430970191955566
the,1.0,0.2507157623767853,0.5107308030128479,1.0,0.30735138058662415,0.3992326557636261,0.40150508284568787,1.0,0.32918402552604675,0.535392165184021,0.42745697498321533,0.28851455450057983,0.22068053483963013
course,0.32268625497817993,0.20120903849601746,0.2990906238555908,0.32268625497817993,0.259599506855011,0.23908166587352753,0.22860178351402283,0.32268625497817993,0.16959376633167267,0.30525898933410645,0.3412042260169983,0.3066808879375458,0.28826573491096497
of,0.733189046382904,0.24791669845581055,0.3966929316520691,0.733189046382904,0.2548927664756775,0.2831191420555115,0.4249346852302551,0.733189046382904,0.2891985774040222,0.41548454761505127,0.33290785551071167,0.18922415375709534,0.1826142966747284
the,1.0,0.2507157623767853,0.5107308030128479,1.0,0.30735138058662415,0.3992326557636261,0.40150508284568787,1.0,0.32918402552604675,0.535392165184021,0.42745697498321533,0.28851455450057983,0.22068053483963013
stream,0.2507912814617157,0.24237696826457977,0.2180166095495224,0.2507912814617157,0.22996878623962402,0.26049840450286865,0.2308862954378128,0.2507912814617157,0.1962997019290924,0.2466391623020172,0.15652818977832794,0.2565418481826782,0.11238504201173782
",",0.4933079481124878,0.2922282814979553,0.49057599902153015,0.4933079481124878,0.167837992310524,0.28955721855163574,0.39760664105415344,0.4933079481124878,0.28857502341270447,0.44245919585227966,0.3087472915649414,0.23287029564380646,0.31091248989105225
is,0.5823672413825989,0.24732418358325958,0.3635730445384979,0.5823672413825989,0.15617261826992035,0.3994747996330261,0.27355384826660156,0.5823672413825989,0.25201764702796936,0.42745086550712585,0.28837618231773376,0.2159055918455124,0.22961433231830597
located,0.407527357339859,0.22803762555122375,0.22447186708450317,0.407527357339859,0.18785762786865234,0.33595699071884155,0.2290649116039276,0.407527357339859,0.3266756236553192,0.20850814878940582,0.2034616470336914,0.21991309523582458,0.08983194828033447
the,1.0,0.2507157623767853,0.5107308030128479,1.0,0.30735138058662415,0.3992326557636261,0.40150508284568787,1.0,0.32918402552604675,0.535392165184021,0.42745697498321533,0.28851455450057983,0.22068053483963013
``,0.029072100296616554,0.036566782742738724,-0.03274054825305939,0.029072100296616554,0.031863048672676086,-0.026391321793198586,0.02677825279533863,0.029072100296616554,0.07479795068502426,0.06720756739377975,0.008517155423760414,0.018322356045246124,0.0685480609536171
rhine,0.30735138058662415,0.19291333854198456,0.20067645609378815,0.30735138058662415,1.0,0.1845177263021469,0.2181936800479889,0.30735138058662415,0.3360097110271454,0.1736302673816681,0.16475653648376465,0.18879841268062592,0.13754533231258392
knee,0.18102814257144928,0.29355672001838684,0.153781458735466,0.18102814257144928,0.132127046585083,0.18705032765865326,0.10186533629894257,0.18102814257144928,0.2124158889055252,0.2296760529279709,0.1789257973432541,0.23694410920143127,0.16113388538360596
'',0.041273195296525955,0.017335353419184685,0.04238596186041832,0.041273195296525955,-0.003653771709650755,-0.1021665707230568,-0.011389154009521008,0.041273195296525955,0.013031438924372196,-0.009905828163027763,0.08143015950918198,-0.03967192396521568,0.018684765323996544
;,0.09152708947658539,0.005266848485916853,-0.017878999933600426,0.09152708947658539,0.029798196628689766,0.04936438798904419,0.07524215430021286,0.09152708947658539,0.07028999924659729,0.0979827418923378,0.10986888408660889,-0.0012611752608790994,0.10349778085947037
this,0.6274310946464539,0.18653984367847443,0.4193967580795288,0.6274310946464539,0.16867555677890778,0.29505977034568787,0.3469814360141754,0.6274310946464539,0.169695645570755,0.5759071707725525,0.5489566326141357,0.29708150029182434,0.3155723512172699
is,0.5823672413825989,0.24732418358325958,0.3635730445384979,0.5823672413825989,0.15617261826992035,0.3994747996330261,0.27355384826660156,0.5823672413825989,0.25201764702796936,0.42745086550712585,0.28837618231773376,0.2159055918455124,0.22961433231830597
a,0.5829201340675354,0.25745999813079834,0.3848365545272827,0.5829201340675354,0.1823403388261795,0.3087483048439026,0.322764128446579,0.5829201340675354,0.2258862406015396,0.45503583550453186,0.3320399522781372,0.22025705873966217,0.23916715383529663
major,0.31775903701782227,0.1522214412689209,0.21282386779785156,0.31775903701782227,0.10607928037643433,0.14958550035953522,0.1417090892791748,0.31775903701782227,0.21044398844242096,0.19240309298038483,0.21026742458343506,0.189147487282753,0.19788557291030884
bend,0.2507157623767853,0.9999999403953552,0.2179962545633316,0.2507157623767853,0.19291333854198456,0.24605679512023926,0.2510492205619812,0.2507157623767853,0.26809296011924744,0.24531115591526031,0.20938892662525177,0.35100993514060974,0.1713055521249771
",",0.4933079481124878,0.2922282814979553,0.49057599902153015,0.4933079481124878,0.167837992310524,0.28955721855163574,0.39760664105415344,0.4933079481124878,0.28857502341270447,0.44245919585227966,0.3087472915649414,0.23287029564380646,0.31091248989105225
where,0.5003893971443176,0.22362899780273438,0.37630224227905273,0.5003893971443176,0.2007746696472168,0.33137643337249756,0.3713873624801636,0.5003893971443176,0.22786299884319305,0.47735077142715454,0.4457937180995941,0.27252331376075745,0.24793872237205505
the,1.0,0.2507157623767853,0.5107308030128479,1.0,0.30735138058662415,0.3992326557636261,0.40150508284568787,1.0,0.32918402552604675,0.535392165184021,0.42745697498321533,0.28851455450057983,0.22068053483963013
overall,0.31739529967308044,0.09887488186359406,0.19325558841228485,0.31739529967308044,0.07747253030538559,0.145287424325943,0.16655413806438446,0.31739529967308044,0.1584327071905136,0.2557717263698578,0.23488298058509827,0.2065124213695526,0.18573027849197388
direction,0.28851455450057983,0.35100993514060974,0.20268428325653076,0.28851455450057983,0.18879841268062592,0.2799040675163269,0.19012711942195892,0.28851455450057983,0.23540861904621124,0.32930055260658264,0.25776705145835876,1.0000001192092896,0.10739318281412125
of,0.733189046382904,0.24791669845581055,0.3966929316520691,0.733189046382904,0.2548927664756775,0.2831191420555115,0.4249346852302551,0.733189046382904,0.2891985774040222,0.41548454761505127,0.33290785551071167,0.18922415375709534,0.1826142966747284
the,1.0,0.2507157623767853,0.5107308030128479,1.0,0.30735138058662415,0.3992326557636261,0.40150508284568787,1.0,0.32918402552604675,0.535392165184021,0.42745697498321533,0.28851455450057983,0.22068053483963013
rhine,0.30735138058662415,0.19291333854198456,0.20067645609378815,0.30735138058662415,1.0,0.1845177263021469,0.2181936800479889,0.30735138058662415,0.3360097110271454,0.1736302673816681,0.16475653648376465,0.18879841268062592,0.13754533231258392
changes,0.3427845537662506,0.1995559185743332,0.30173325538635254,0.3427845537662506,0.15896299481391907,0.25554323196411133,0.1855839341878891,0.3427845537662506,0.11493727564811707,0.32918253540992737,0.2740466892719269,0.21358667314052582,0.21264225244522095
from,0.40150508284568787,0.2510492205619812,0.36926645040512085,0.40150508284568787,0.2181936800479889,0.2560158967971802,1.0,0.40150508284568787,0.2389117330312729,0.4069952368736267,0.2737620174884796,0.19012711942195892,0.19969791173934937
west,0.32918402552604675,0.26809296011924744,0.22540061175823212,0.32918402552604675,0.3360097110271454,0.18885241448879242,0.2389117330312729,0.32918402552604675,1.0,0.24611181020736694,0.1946573108434677,0.23540861904621124,0.12088293582201004
to,0.535392165184021,0.24531115591526031,0.41031414270401,0.535392165184021,0.1736302673816681,0.33629855513572693,0.4069952368736267,0.535392165184021,0.24611181020736694,1.0,0.455847829580307,0.32930055260658264,0.29463258385658264
north,0.36298373341560364,0.34033024311065674,0.24055036902427673,0.36298373341560364,0.3832572400569916,0.22009600698947906,0.3180590271949768,0.36298373341560364,0.6085373163223267,0.2743184268474579,0.18673177063465118,0.23959305882453918,0.11829731613397598
.,0.5934505462646484,0.29314759373664856,0.49257001280784607,0.5934505462646484,0.2089352011680603,0.26389724016189575,0.41536515951156616,0.5934505462646484,0.2804967761039734,0.4645031690597534,0.3567904531955719,0.23911777138710022,0.4130953550338745
