,before,dinner,what,were,tesla,'s,working,hours,?
tesla,0.14506052434444427,0.09326346218585968,0.23221199214458466,0.1222306564450264,0.9999999403953552,0.06449045985937119,0.206875741481781,0.1507396697998047,0.10250775516033173
worked,0.229409322142601,0.18994440138339996,0.168898344039917,0.2776108980178833,0.15985111892223358,-0.054441310465335846,0.6747631430625916,0.1814771294593811,0.0901828184723854
every,0.3210006356239319,0.20590229332447052,0.30284011363983154,0.2038871794939041,0.11471773684024811,0.04262643679976463,0.20772263407707214,0.3363770544528961,0.24066033959388733
day,0.3459128439426422,0.22771413624286652,0.2990210950374603,0.23235180974006653,0.16580471396446228,0.03448042273521423,0.22762107849121094,0.43262389302253723,0.2141837179660797
from,0.38587698340415955,0.1450040638446808,0.2737620174884796,0.29991888999938965,0.10324860364198685,-0.01936490088701248,0.1803286075592041,0.186747208237648,0.19969791173934937
9:00,0.15459084510803223,-0.06506814807653427,0.05057979002594948,0.1992867887020111,-0.011393952183425426,-0.012902883812785149,-0.10169381648302078,0.11667831987142563,-0.04392186552286148
a.m.,0.006394349504262209,0.19316868484020233,0.050418004393577576,0.14163552224636078,0.08924800902605057,0.017217164859175682,0.18447281420230865,0.04238738864660263,-0.013456551358103752
until,0.5119717717170715,0.16978147625923157,0.2693650424480438,0.3025567829608917,0.13834604620933533,0.02445155940949917,0.2594667077064514,0.2381773144006729,0.20304496586322784
6:00,0.090062715113163,0.1677936613559723,0.04521118849515915,0.12302718311548233,0.22512829303741455,0.11371433734893799,0.0764157772064209,0.11986277997493744,0.08380795270204544
p.m.,-0.15417619049549103,0.06992843002080917,-0.07434375584125519,-0.008906898088753223,0.0922384038567543,0.061758268624544144,0.013114428147673607,-0.14972330629825592,-0.07103965431451797
or,0.3352810740470886,0.1673925518989563,0.33867141604423523,0.3389680087566376,0.1529218554496765,0.06871571391820908,0.2252151519060135,0.25161561369895935,0.32389625906944275
later,0.5544854402542114,0.27831247448921204,0.2517229914665222,0.46195727586746216,0.1893843412399292,0.05591587722301483,0.25594744086265564,0.25848376750946045,0.1417175978422165
",",0.3156566619873047,0.2346692681312561,0.3087472915649414,0.36755475401878357,0.20599327981472015,-0.0016132977325469255,0.29007792472839355,0.236481711268425,0.31091248989105225
with,0.32654517889022827,0.2277189940214157,0.2464839518070221,0.3179011940956116,0.16424812376499176,-0.04624466598033905,0.3168335258960724,0.1960090845823288,0.2433311939239502
dinner,0.23606424033641815,1.0000001192092896,0.2525511384010315,0.1924457550048828,0.09326346218585968,0.022960253059864044,0.20029380917549133,0.24967221915721893,0.2127307951450348
from,0.38587698340415955,0.1450040638446808,0.2737620174884796,0.29991888999938965,0.10324860364198685,-0.01936490088701248,0.1803286075592041,0.186747208237648,0.19969791173934937
exactly,0.32318249344825745,0.1490994542837143,0.5801165103912354,0.16987285017967224,0.26700079441070557,0.062135517597198486,0.2043328732252121,0.2266671508550644,0.35508325695991516
8:10,-0.017232444137334824,0.03740276023745537,0.18699920177459717,0.12648998200893402,0.008963845670223236,0.04016222804784775,-0.01899486407637596,-0.07305150479078293,0.10444045811891556
p.m.,-0.15417619049549103,0.06992843002080917,-0.07434375584125519,-0.008906898088753223,0.0922384038567543,0.061758268624544144,0.013114428147673607,-0.14972330629825592,-0.07103965431451797
",",0.3156566619873047,0.2346692681312561,0.3087472915649414,0.36755475401878357,0.20599327981472015,-0.0016132977325469255,0.29007792472839355,0.236481711268425,0.31091248989105225
at,0.36107107996940613,0.16810168325901031,0.2838611304759979,0.2947486639022827,0.16552478075027466,-0.08481216430664062,0.26494351029396057,0.2760489583015442,0.21978627145290375
delmonico,0.2223685383796692,0.4190933406352997,0.14636221528053284,0.20307978987693787,0.21588777005672455,-0.003438212675973773,0.1588410884141922,0.150228351354599,0.06760771572589874
's,-0.01158253662288189,0.022960253059864044,0.02692362666130066,0.007088581565767527,0.06449045985937119,0.9999999403953552,-0.0629357099533081,0.057343196123838425,-0.023395681753754616
restaurant,0.17177125811576843,0.45019322633743286,0.1776580959558487,0.14486494660377502,0.1398332417011261,-0.029835650697350502,0.2122087925672531,0.18576189875602722,0.1934901773929596
and,0.3518902659416199,0.2288680225610733,0.31309178471565247,0.42175528407096863,0.19560420513153076,0.06895173341035843,0.30510061979293823,0.2192033976316452,0.20544172823429108
later,0.5544854402542114,0.27831247448921204,0.2517229914665222,0.46195727586746216,0.1893843412399292,0.05591587722301483,0.25594744086265564,0.25848376750946045,0.1417175978422165
the,0.45900648832321167,0.22098013758659363,0.42745697498321533,0.3906462490558624,0.1324402391910553,-0.01540423184633255,0.25857484340667725,0.18919475376605988,0.22068053483963013
waldorf-astoria,0.19407610595226288,0.30569103360176086,0.18635472655296326,0.23583589494228363,0.13955484330654144,0.015280784107744694,0.1408531814813614,0.14066000282764435,0.17727486789226532
hotel,0.16559560596942902,0.3335055112838745,0.12076243758201599,0.176607146859169,0.11258964985609055,-0.011970339342951775,0.17147132754325867,0.24503707885742188,0.05846213921904564
.,0.36693984270095825,0.21702586114406586,0.3567904531955719,0.3378238379955292,0.17949827015399933,-0.003708066651597619,0.28468647599220276,0.2665947675704956,0.4130953550338745
